;grid;on_wind;hydrogen_storage;Curtailment
2277;6.92;0.0;192.76;0.0
2278;6.92;0.0;193.61;0.0
2279;6.92;0.0;194.68;0.0
2280;6.92;0.0;195.9;0.0
2281;6.92;0.0;197.09;0.0
2282;6.92;0.0;197.91;0.0
2283;6.92;0.0;198.19;0.0
2284;6.92;0.0;198.28;0.0
2285;6.92;0.0;194.38;0.0
2286;6.92;0.0;190.65;0.0
2287;6.67;0.0;189.37;0.0
2288;6.92;0.0;191.25;0.0
2289;6.92;0.0;192.06;0.0
2290;6.92;0.0;192.47;0.0
2291;6.92;0.0;192.66;0.0
2292;6.92;0.0;192.35;0.0
2293;6.92;0.0;191.88;0.0
2294;6.92;0.0;191.34;0.0
2295;6.92;0.0;190.9;0.0
2296;6.92;0.0;190.75;0.0
2297;6.92;0.0;191.97;0.0
2298;6.92;0.0;193.73;0.0
2299;6.92;0.0;198.47;0.0
2300;6.92;0.0;198.85;0.0
2301;6.92;0.0;198.63;0.0
2302;6.92;0.0;198.56;0.0
2303;6.92;0.0;198.25;0.0
2304;6.92;0.0;198.41;0.0
2305;6.92;0.0;198.85;0.0
2306;6.92;0.0;198.85;0.0
2307;6.92;0.0;198.69;0.0
2308;6.92;0.0;198.66;0.0
2309;6.92;0.0;194.35;0.0
2310;6.92;0.0;191.97;0.0
2311;6.92;0.0;193.07;0.0
2312;6.92;0.0;195.51;0.0
2313;6.92;0.0;196.83;0.0
2314;6.92;0.0;196.7;0.0
2315;6.92;0.0;195.7;0.0
2316;6.92;0.0;194.35;0.0
2317;6.92;0.0;193.1;0.0
2318;6.92;0.0;192.13;0.0
2319;6.92;0.0;191.5;0.0
2320;6.92;0.0;191.44;0.0
2321;6.92;0.0;193.69;0.0
2322;6.92;0.0;197.14;0.0
2323;6.92;0.0;201.23;0.0
2324;6.92;0.0;199.76;0.0
2325;6.92;0.0;197.87;0.0
2326;6.92;0.0;196.02;0.0
2327;6.92;0.0;194.33;0.0
2328;6.92;0.0;192.95;0.0
2329;6.31;0.0;192.7;0.0
2330;6.26;0.0;192.7;0.0
2331;6.31;0.0;192.7;0.0
2332;6.31;0.0;192.7;0.0
2333;5.78;0.0;189.37;0.0
2334;4.58;0.0;189.37;0.0
2335;3.93;0.0;189.37;0.0
2336;3.57;0.0;189.37;0.0
2337;3.57;0.0;189.37;0.0
2338;3.93;0.0;189.37;0.0
2339;4.41;0.0;189.37;0.0
2340;4.94;0.0;189.37;0.0
2341;5.36;0.0;189.37;0.0
2342;5.6;0.0;189.37;0.0
2343;5.84;0.0;189.37;0.0
2344;5.78;0.0;189.37;0.0
2345;5.36;0.0;189.37;0.0
2346;5.36;0.0;189.37;0.0
2347;6.92;4.06;189.72;4.06
2348;6.92;3.64;189.72;3.64
2349;6.92;3.16;189.72;3.16
2350;6.92;2.69;189.72;2.69
2351;6.92;2.39;189.72;2.39
2352;3.63;0.0;192.7;0.0
2353;3.81;0.0;192.7;0.0
2354;4.11;0.0;192.7;0.0
2355;4.52;0.0;192.7;0.0
2356;4.76;0.0;192.7;0.0
2357;4.46;0.0;189.37;0.0
2358;3.93;0.0;189.37;0.0
2359;4.58;0.0;189.37;0.0
2360;5.0;0.0;189.37;0.0
2361;5.54;0.0;189.37;0.0
2362;5.96;0.0;189.37;0.0
2363;6.26;0.0;189.37;0.0
2364;6.26;0.0;189.37;0.0
2365;5.84;0.0;189.37;0.0
2366;5.36;0.0;189.37;0.0
2367;5.12;0.0;189.37;0.0
2368;4.94;0.0;189.37;0.0
2369;6.37;0.0;189.37;0.0
2370;6.92;0.0;191.31;0.0
2371;6.92;0.0;197.28;0.0
2372;6.92;0.0;199.0;0.0
2373;6.92;0.0;199.66;0.0
2374;6.92;0.0;200.13;0.0
2375;6.92;0.0;201.1;0.0
2376;6.92;0.0;201.95;0.0
2377;6.92;0.0;201.98;0.0
2378;6.92;0.0;201.82;0.0
2379;6.92;0.0;201.82;0.0
2380;6.92;0.0;201.98;0.0
2381;6.92;0.0;197.05;0.0
2382;6.92;0.0;193.16;0.0
2383;6.92;0.0;191.78;0.0
2384;6.92;0.0;198.21;0.0
2385;6.92;5.67;199.81;5.67
2386;6.92;8.59;199.81;8.59
2387;6.92;11.04;199.81;11.04
2388;6.92;12.06;199.81;12.06
2389;6.92;11.94;199.81;11.94
2390;6.92;11.16;199.81;11.16
2391;6.92;9.79;199.81;9.79
2392;6.92;9.67;199.81;9.67
2393;6.92;10.68;199.81;10.68
2394;6.92;9.43;199.81;9.43
2395;6.92;8.95;203.14;8.95
2396;6.92;7.94;203.14;7.94
2397;6.92;8.59;203.14;8.59
2398;6.92;9.25;203.14;9.25
2399;6.92;6.92;203.14;6.92
2400;6.92;5.19;203.14;5.19
2401;6.92;3.94;203.14;3.94
2402;6.92;0.95;203.14;0.95
2403;6.92;1.13;203.14;1.13
2404;6.92;1.85;203.14;1.85
2405;6.92;1.49;199.81;1.49
2406;6.92;5.61;199.81;5.61
2407;6.92;14.2;199.81;14.2
2408;6.92;17.84;199.81;17.84
2409;6.92;19.1;199.81;19.1
2410;6.92;19.34;199.81;19.34
2411;6.92;18.5;199.81;18.5
2412;6.92;17.37;199.81;17.37
2413;6.92;16.29;199.81;16.29
2414;6.92;14.56;199.81;14.56
2415;6.92;9.73;199.81;9.73
2416;6.92;0.0;198.99;0.0
2417;6.92;0.0;193.6;0.0
2418;6.92;0.0;190.09;0.0
2419;3.57;0.0;192.7;0.0
2420;3.45;0.0;192.7;0.0
2421;6.92;0.0;193.48;0.0
2422;6.92;0.0;197.91;0.0
2423;6.92;0.0;201.57;0.0
2424;6.92;0.0;202.29;0.0
2425;6.92;0.0;201.82;0.0
2426;6.92;0.0;201.29;0.0
2427;6.92;0.0;201.23;0.0
2428;6.92;0.0;201.26;0.0
2429;6.92;0.0;197.83;0.0
2430;6.92;0.0;197.61;0.0
2431;6.92;0.0;198.84;0.0
2432;6.92;5.79;199.81;5.79
2433;6.92;12.29;199.81;12.29
2434;6.92;13.01;199.81;13.01
2435;6.92;9.85;199.81;9.85
2436;6.92;0.24;199.81;0.24
2437;6.92;0.0;194.98;0.0
2438;6.92;0.0;192.75;0.0
2439;6.92;0.0;192.72;0.0
2440;6.92;0.0;192.25;0.0
2441;6.92;0.0;192.03;0.0
2442;6.92;0.0;192.47;0.0
2443;6.92;0.0;197.15;0.0
2444;6.92;0.0;197.97;0.0
2445;6.92;0.0;197.75;0.0
2446;6.92;0.0;198.44;0.0
2447;6.92;0.0;200.32;0.0
2448;6.92;0.0;202.26;0.0
2449;6.92;0.84;203.14;0.84
2450;6.92;1.85;203.14;1.85
2451;6.92;0.95;203.14;0.95
2452;6.92;6.92;203.14;6.92
2453;6.92;10.32;199.81;10.32
2454;6.92;6.98;199.81;6.98
2455;6.92;7.1;199.81;7.1
2456;6.92;11.34;199.81;11.34
2457;6.92;10.62;199.81;10.62
2458;6.92;8.12;199.81;8.12
2459;6.92;6.15;199.81;6.15
2460;6.92;3.94;199.81;3.94
2461;6.92;0.84;199.81;0.84
2462;6.92;0.0;198.12;0.0
2463;6.92;0.0;195.45;0.0
2464;6.92;0.0;191.63;0.0
2465;6.92;0.0;189.78;0.0
2466;5.9;0.0;189.37;0.0
2467;4.17;0.0;192.7;0.0
2468;3.03;0.0;192.7;0.0
2469;2.56;0.0;192.7;0.0
2470;2.73;0.0;192.7;0.0
2471;3.51;0.0;192.7;0.0
2472;3.81;0.0;192.7;0.0
2473;3.75;0.0;192.7;0.0
2474;2.91;0.0;192.7;0.0
2475;2.02;0.0;192.7;0.0
2476;2.14;0.0;192.7;0.0
2477;2.02;0.0;189.37;0.0
2478;1.72;0.0;189.37;0.0
2479;2.5;0.0;189.37;0.0
2480;3.27;0.0;189.37;0.0
2481;2.97;0.0;189.37;0.0
2482;2.97;0.0;189.37;0.0
2483;3.09;0.0;189.37;0.0
2484;3.33;0.0;189.37;0.0
2485;4.05;0.0;189.37;0.0
2486;5.3;0.0;189.37;0.0
2487;6.67;0.0;189.37;0.0
2488;6.92;0.0;190.53;0.0
2489;6.92;0.0;192.69;0.0
2490;6.92;0.0;194.7;0.0
2491;6.92;0.0;197.72;0.0
2492;6.92;0.0;196.59;0.0
2493;6.92;0.0;195.27;0.0
2494;6.92;0.0;194.17;0.0
2495;6.92;0.0;193.36;0.0
2496;6.92;0.0;192.92;0.0
2497;6.92;0.0;193.01;0.0
2498;6.92;0.0;193.95;0.0
2499;6.92;0.0;194.96;0.0
2500;6.92;0.0;195.4;0.0
2501;6.92;0.0;192.0;0.0
2502;6.92;0.0;192.47;0.0
2503;6.92;0.0;193.76;0.0
2504;6.92;0.0;194.29;0.0
2505;6.92;0.0;194.29;0.0
2506;6.92;0.0;193.82;0.0
2507;6.92;0.0;193.26;0.0
2508;6.92;0.0;192.6;0.0
2509;6.92;0.0;192.31;0.0
2510;6.92;0.0;192.13;0.0
2511;6.92;0.0;191.88;0.0
2512;6.92;0.0;192.94;0.0
2513;6.92;0.0;194.92;0.0
2514;6.92;0.0;196.67;0.0
2515;6.92;19.46;189.72;19.46
2516;6.92;17.61;189.72;17.61
2517;6.92;14.98;189.72;14.98
2518;6.92;13.13;189.72;13.13
2519;6.92;12.06;189.72;12.06
2520;6.92;0.0;195.71;0.0
2521;6.92;0.0;195.71;0.0
2522;6.92;0.0;195.37;0.0
2523;6.92;0.0;195.27;0.0
2524;6.92;0.0;194.99;0.0
2525;6.92;0.0;190.68;0.0
2526;6.92;0.0;190.03;0.0
2527;6.92;0.0;190.15;0.0
2528;6.92;0.0;190.81;0.0
2529;6.92;0.0;190.72;0.0
2530;6.92;0.0;190.25;0.0
2531;6.92;0.0;190.25;0.0
2532;6.92;0.0;190.68;0.0
2533;6.92;0.0;191.28;0.0
2534;6.92;0.0;191.88;0.0
2535;6.92;0.0;191.88;0.0
2536;6.92;0.0;190.75;0.0
2537;6.92;0.0;190.15;0.0
2538;6.92;0.0;190.9;0.0
2539;6.92;0.0;195.37;0.0
2540;6.92;0.0;195.74;0.0
2541;6.92;0.0;195.99;0.0
2542;6.92;0.0;195.96;0.0
2543;6.92;0.0;195.84;0.0
2544;6.92;0.0;195.3;0.0
2545;6.92;0.0;194.71;0.0
2546;6.92;0.0;194.27;0.0
2547;6.92;0.0;193.45;0.0
2548;6.37;0.0;192.7;0.0
2549;4.17;0.0;189.37;0.0
2550;3.33;0.0;189.37;0.0
2551;4.41;0.0;189.37;0.0
2552;6.92;0.0;189.49;0.0
2553;6.92;0.0;190.43;0.0
2554;6.92;0.0;191.28;0.0
2555;6.92;0.0;191.72;0.0
2556;6.92;0.0;191.72;0.0
2557;6.92;0.0;191.88;0.0
2558;6.92;0.0;192.44;0.0
2559;6.92;0.0;193.51;0.0
2560;6.92;0.0;194.79;0.0
2561;6.92;0.0;197.05;0.0
2562;6.92;0.9;199.81;0.9
2563;6.92;1.31;203.14;1.31
2564;6.92;0.0;201.92;0.0
2565;6.92;0.0;200.48;0.0
2566;6.92;0.0;199.35;0.0
2567;6.92;0.0;198.5;0.0
2568;6.92;0.0;197.87;0.0
2569;6.92;0.0;197.28;0.0
2570;6.92;0.0;196.53;0.0
2571;6.92;0.0;196.65;0.0
2572;6.92;0.0;197.28;0.0
2573;6.92;0.0;193.85;0.0
2574;6.92;0.0;194.6;0.0
2575;6.92;0.0;195.29;0.0
2576;6.92;0.0;195.29;0.0
2577;6.92;0.0;194.7;0.0
2578;6.92;0.0;193.85;0.0
2579;6.92;0.0;193.29;0.0
2580;6.92;0.0;193.13;0.0
2581;6.92;0.0;193.44;0.0
2582;6.92;0.0;193.98;0.0
2583;6.92;0.0;194.85;0.0
2584;6.92;0.0;195.58;0.0
2585;6.92;0.0;196.27;0.0
2586;6.92;0.0;198.93;0.0
2587;6.92;0.24;203.14;0.24
2588;6.92;0.0;202.08;0.0
2589;6.92;0.0;201.51;0.0
2590;6.92;0.0;200.6;0.0
2591;6.92;0.0;199.47;0.0
2592;6.92;0.0;199.16;0.0
2593;6.92;0.0;199.13;0.0
2594;6.92;0.0;199.13;0.0
2595;6.92;0.0;198.94;0.0
2596;6.92;0.0;198.69;0.0
2597;6.92;0.0;193.26;0.0
2598;6.92;0.0;193.85;0.0
2599;6.92;0.0;198.15;0.0
2600;6.92;2.92;199.81;2.92
2601;6.92;5.91;199.81;5.91
2602;6.92;6.92;199.81;6.92
2603;6.92;8.06;199.81;8.06
2604;6.92;10.38;199.81;10.38
2605;6.92;12.89;199.81;12.89
2606;6.92;13.73;199.81;13.73
2607;6.92;13.43;199.81;13.43
2608;6.92;11.58;199.81;11.58
2609;6.92;7.4;199.81;7.4
2610;6.92;5.91;199.81;5.91
2611;6.92;5.61;203.14;5.61
2612;6.92;4.66;203.14;4.66
2613;6.92;8.0;203.14;8.0
2614;6.92;5.85;203.14;5.85
2615;6.92;2.15;203.14;2.15
2616;6.92;0.0;201.39;0.0
2617;6.92;0.0;200.7;0.0
2618;6.92;0.0;200.32;0.0
2619;6.92;0.0;199.47;0.0
2620;6.92;0.0;199.35;0.0
2621;6.92;0.0;196.08;0.0
2622;6.92;0.0;198.27;0.0
2623;6.92;0.0;199.12;0.0
2624;6.92;0.0;199.49;0.0
2625;6.92;0.0;199.34;0.0
2626;6.92;0.0;198.87;0.0
2627;6.92;0.0;198.77;0.0
2628;6.92;0.0;199.24;0.0
2629;6.92;0.78;199.81;0.78
2630;6.92;3.04;199.81;3.04
2631;6.92;4.0;199.81;4.0
2632;6.92;0.0;199.37;0.0
2633;6.92;0.0;196.74;0.0
2634;6.92;0.0;196.05;0.0
2635;6.92;0.0;199.25;0.0
2636;6.92;0.0;199.16;0.0
2637;6.92;0.0;200.32;0.0
2638;6.92;0.0;201.89;0.0
2639;6.92;0.0;202.77;0.0
2640;6.92;0.24;203.14;0.24
2641;6.92;0.0;202.7;0.0
2642;6.92;0.0;201.98;0.0
2643;6.92;0.0;201.23;0.0
2644;6.92;0.0;200.35;0.0
2645;6.92;0.0;195.8;0.0
2646;6.92;0.0;197.71;0.0
2647;6.92;0.0;198.93;0.0
2648;6.92;1.97;199.81;1.97
2649;6.92;6.62;199.81;6.62
2650;6.92;12.06;199.81;12.06
2651;6.92;16.23;199.81;16.23
2652;6.92;17.78;199.81;17.78
2653;6.92;17.72;199.81;17.72
2654;6.92;17.01;199.81;17.01
2655;6.92;15.04;199.81;15.04
2656;6.92;11.1;199.81;11.1
2657;6.92;9.49;199.81;9.49
2658;6.92;7.76;199.81;7.76
2659;6.92;4.89;203.14;4.89
2660;6.92;3.94;203.14;3.94
2661;6.92;3.04;203.14;3.04
2662;6.92;1.13;203.14;1.13
2663;6.92;0.12;203.14;0.12
2664;6.92;0.0;202.17;0.0
2665;6.92;0.0;200.85;0.0
2666;6.92;0.0;199.76;0.0
2667;6.92;0.0;198.63;0.0
2668;6.92;0.0;197.31;0.0
2669;6.92;0.0;192.28;0.0
2670;6.92;0.0;190.53;0.0
2671;6.92;0.0;189.9;0.0
2672;6.92;0.0;191.15;0.0
2673;6.92;0.0;192.06;0.0
2674;6.92;0.0;193.19;0.0
2675;6.92;0.0;194.57;0.0
2676;6.92;0.0;196.49;0.0
2677;6.92;0.0;198.3;0.0
2678;6.92;0.0;199.18;0.0
2679;6.92;0.0;198.62;0.0
2680;6.92;0.0;199.02;0.0
2681;6.92;0.24;199.81;0.24
2682;6.92;0.0;198.77;0.0
2683;6.92;21.31;189.72;21.31
2684;6.92;17.25;189.72;17.25
2685;6.92;15.1;189.72;15.1
2686;6.92;12.53;189.72;12.53
2687;6.92;10.68;189.72;10.68
2688;6.92;0.0;194.49;0.0
2689;2.7;0.0;196.39;0.0
2690;6.92;0.0;194.05;0.0
2691;6.92;0.0;193.45;0.0
2692;6.79;0.0;192.7;0.0
2693;5.42;0.0;189.37;0.0
2694;6.26;0.0;189.37;0.0
2695;6.92;0.0;189.78;0.0
2696;6.92;0.0;189.93;0.0
2697;6.92;0.0;190.25;0.0
2698;6.92;0.0;190.9;0.0
2699;6.92;0.0;191.34;0.0
2700;6.92;0.0;191.28;0.0
2701;6.92;0.0;190.9;0.0
2702;6.92;0.0;190.59;0.0
2703;6.92;0.0;190.03;0.0
2704;6.92;0.0;189.68;0.0
2705;6.92;0.0;191.25;0.0
2706;0.0;0.0;197.39;0.0
2707;6.92;0.0;198.56;0.0
2708;6.92;0.0;199.6;0.0
2709;6.92;0.0;199.91;0.0
2710;6.92;0.0;199.91;0.0
2711;6.92;0.0;202.36;0.0
2712;6.92;0.0;202.67;0.0
2713;6.92;2.27;203.14;2.27
2714;6.92;2.57;203.14;2.57
2715;6.92;2.69;203.14;2.69
2716;6.92;2.33;203.14;2.33
2717;6.92;2.57;199.81;2.57
2718;6.92;9.19;199.81;9.19
2719;6.92;13.07;199.81;13.07
2720;6.92;12.77;199.81;12.77
2721;6.92;12.59;199.81;12.59
2722;6.92;13.19;199.81;13.19
2723;6.92;14.74;199.81;14.74
2724;6.92;16.95;199.81;16.95
2725;6.92;19.46;199.81;19.46
2726;6.92;19.63;199.81;19.63
2727;6.92;14.68;199.81;14.68
2728;6.92;7.64;199.81;7.64
2729;6.92;4.89;199.81;4.89
2730;6.92;5.25;199.81;5.25
2731;6.92;4.36;203.14;4.36
2732;6.92;1.19;203.14;1.19
2733;6.92;0.0;202.36;0.0
2734;3.81;0.0;203.14;0.0
2735;6.92;0.0;200.16;0.0
2736;6.92;0.0;200.01;0.0
2737;1.91;0.0;203.14;0.0
2738;6.92;0.0;200.41;0.0
2739;6.92;0.0;199.44;0.0
2740;0.0;0.0;202.92;0.0
2741;0.0;0.0;198.14;0.0
2742;6.92;0.0;196.36;0.0
2743;3.93;0.0;199.81;0.0
2744;6.92;0.0;199.24;0.0
2745;6.92;0.18;199.81;0.18
2746;6.92;1.31;199.81;1.31
2747;6.92;3.16;199.81;3.16
2748;6.92;5.55;199.81;5.55
2749;6.92;7.52;199.81;7.52
2750;6.92;7.58;199.81;7.58
2751;6.92;6.21;199.81;6.21
2752;6.92;3.04;199.81;3.04
2753;6.92;0.0;197.8;0.0
2754;6.92;0.0;196.05;0.0
2755;6.92;0.0;199.19;0.0
2756;6.92;0.0;198.44;0.0
2757;0.0;0.0;202.07;0.0
2758;6.92;0.0;198.78;0.0
2759;6.92;0.0;198.44;0.0
2760;6.92;0.0;198.12;0.0
2761;6.92;0.0;197.87;0.0
2762;0.0;0.0;201.16;0.0
2763;6.92;0.0;196.84;0.0
2764;0.0;0.0;200.13;0.0
2765;0.0;0.0;195.95;0.0
2766;6.92;0.0;192.69;0.0
2767;6.92;0.0;194.7;0.0
2768;6.92;0.0;195.14;0.0
2769;6.92;0.0;194.79;0.0
2770;6.92;0.0;194.35;0.0
2771;6.92;0.0;194.04;0.0
2772;0.0;0.0;197.49;0.0
2773;0.0;0.0;197.33;0.0
2774;6.92;0.0;193.6;0.0
2775;6.92;0.0;193.29;0.0
2776;6.92;0.0;192.57;0.0
2777;6.92;0.0;191.34;0.0
2778;6.92;0.0;191.15;0.0
2779;6.92;0.0;194.52;0.0
2780;6.92;0.0;193.92;0.0
2781;0.0;0.0;196.68;0.0
2782;6.37;0.0;192.7;0.0
2783;5.84;0.0;192.7;0.0
2784;5.66;0.0;192.7;0.0
2785;5.78;0.0;192.7;0.0
2786;6.26;0.0;192.7;0.0
2787;0.0;0.0;195.99;0.0
2788;5.3;0.0;192.7;0.0
2789;3.21;0.0;189.37;0.0
2790;0.0;0.0;190.71;0.0
2791;2.5;0.0;189.37;0.0
2792;0.0;0.0;190.43;0.0
2793;0.0;0.0;190.31;0.0
2794;1.84;0.0;189.37;0.0
2795;2.08;0.0;189.37;0.0
2796;2.14;0.0;189.37;0.0
2797;2.14;0.0;189.37;0.0
2798;1.78;0.0;189.37;0.0
2799;0.0;0.0;190.24;0.0
2800;0.0;0.0;190.34;0.0
2801;0.0;0.0;190.96;0.0
2802;0.0;0.0;192.22;0.0
2803;0.0;0.0;197.43;0.0
2804;0.0;0.0;199.44;0.0
2805;6.92;0.0;197.53;0.0
2806;6.92;0.0;198.56;0.0
2807;6.92;0.0;198.44;0.0
2808;6.92;0.0;197.72;0.0
2809;0.0;0.0;200.88;0.0
2810;6.92;0.0;197.53;0.0
2811;6.92;0.0;197.28;0.0
2812;6.92;0.0;196.71;0.0
2813;6.92;0.0;190.94;0.0
2814;6.92;0.0;189.56;0.0
2815;6.92;0.0;190.28;0.0
2816;0.0;0.0;194.44;0.0
2817;6.92;0.0;190.75;0.0
2818;0.0;0.0;194.19;0.0
2819;6.92;0.0;190.53;0.0
2820;0.0;0.0;194.26;0.0
2821;6.92;0.0;190.53;0.0
2822;0.0;0.0;193.85;0.0
2823;6.92;0.0;189.9;0.0
2824;0.0;0.0;193.28;0.0
2825;3.41;0.0;191.74;0.0
2826;6.92;0.0;190.72;0.0
2827;6.92;0.0;196.49;0.0
2828;6.92;0.0;198.69;0.0
2829;6.92;0.0;199.5;0.0
2830;6.92;0.0;199.54;0.0
2831;6.92;0.0;199.91;0.0
2832;0.11;0.0;203.14;0.0
2833;6.92;0.0;198.47;0.0
2834;0.0;0.0;201.04;0.0
2835;0.0;0.0;200.47;0.0
2836;6.92;0.0;196.56;0.0
2837;0.0;0.0;196.42;0.0
2838;0.0;0.0;196.7;0.0
2839;6.92;0.0;193.63;0.0
2840;6.92;0.0;193.69;0.0
2841;6.92;0.0;193.19;0.0
2842;0.0;0.0;196.2;0.0
2843;6.92;0.0;192.28;0.0
2844;6.92;0.0;192.5;0.0
2845;0.0;0.0;197.11;0.0
2846;6.92;0.0;194.85;0.0
2847;6.92;0.0;195.86;0.0
2848;6.92;0.0;195.86;0.0
2849;0.0;0.0;198.74;0.0
2850;6.92;0.0;194.85;0.0
2851;6.92;15.99;189.72;15.99
2852;6.92;14.5;189.72;14.5
2853;6.92;12.95;189.72;12.95
2854;6.92;11.16;189.72;11.16
2855;6.92;9.25;189.72;9.25
2856;0.0;0.0;197.37;0.0
2857;0.0;0.0;196.65;0.0
2858;0.0;0.0;195.8;0.0
2859;0.0;0.0;195.05;0.0
2860;0.0;0.0;194.3;0.0
2861;0.0;0.0;190.56;0.0
2862;0.0;0.0;190.68;0.0
2863;2.02;0.0;189.37;0.0
2864;1.96;0.0;189.37;0.0
2865;2.14;0.0;189.37;0.0
2866;2.44;0.0;189.37;0.0
2867;0.0;0.0;190.84;0.0
2868;0.0;0.0;191.03;0.0
2869;0.0;0.0;191.22;0.0
2870;0.0;0.0;191.34;0.0
2871;0.0;0.0;191.5;0.0
2872;4.46;0.0;189.37;0.0
2873;0.0;0.0;192.22;0.0
2874;0.0;0.0;193.22;0.0
2875;0.0;0.0;197.78;0.0
2876;6.92;0.0;195.43;0.0
2877;6.92;0.0;196.87;0.0
2878;6.92;0.0;198.22;0.0
2879;0.0;0.0;202.64;0.0
2880;6.92;0.0;199.38;0.0
2881;0.0;0.0;202.79;0.0
2882;6.92;0.0;198.75;0.0
2883;0.0;0.0;201.82;0.0
2884;0.0;0.0;200.98;0.0
2885;0.0;0.0;194.7;0.0
2886;0.0;0.0;192.5;0.0
2887;0.0;0.0;192.06;0.0
2888;6.26;0.0;189.37;0.0
2889;0.0;0.0;192.16;0.0
2890;0.0;0.0;191.47;0.0
2891;0.0;0.0;191.18;0.0
2892;0.0;0.0;191.18;0.0
2893;0.0;0.0;191.31;0.0
2894;0.0;0.0;191.59;0.0
2895;0.0;0.0;192.12;0.0
2896;0.0;0.0;192.85;0.0
2897;6.92;0.0;190.56;0.0
2898;6.92;0.0;192.5;0.0
2899;0.0;0.0;201.04;0.0
2900;0.0;0.0;201.63;0.0
2901;0.0;0.0;201.63;0.0
2902;0.0;0.0;200.91;0.0
2903;0.0;0.0;200.16;0.0
2904;6.92;0.0;196.62;0.0
2905;6.92;0.0;197.15;0.0
2906;6.92;0.0;198.31;0.0
2907;6.92;0.0;198.94;0.0
2908;6.92;0.0;198.85;0.0
2909;0.0;0.0;198.14;0.0
2910;0.0;0.0;198.33;0.0
2911;0.0;0.0;197.71;0.0
2912;0.0;0.0;196.92;0.0
2913;0.0;0.0;196.92;0.0
2914;0.0;0.0;197.14;0.0
2915;6.92;0.0;193.69;0.0
2916;0.0;0.0;197.42;0.0
2917;0.0;0.0;197.52;0.0
2918;0.0;0.0;197.71;0.0
2919;6.92;0.0;194.32;0.0
2920;0.0;0.0;198.02;0.0
2921;0.0;0.0;197.17;0.0
2922;0.0;0.0;196.01;0.0
2923;6.92;0.0;195.33;0.0
2924;0.0;0.0;198.15;0.0
2925;6.92;0.0;193.67;0.0
2926;0.0;0.0;196.65;0.0
2927;6.55;0.0;192.7;0.0
2928;5.72;0.0;192.7;0.0
2929;0.0;0.0;195.14;0.0
2930;3.51;0.0;192.7;0.0
2931;0.0;0.0;194.05;0.0
2932;0.0;0.0;193.7;0.0
2933;0.0;0.0;190.15;0.0
2934;0.0;0.0;190.4;0.0
2935;2.08;0.0;189.37;0.0
2936;1.84;0.0;189.37;0.0
2937;0.0;0.0;190.24;0.0
2938;0.0;0.0;190.24;0.0
2939;0.0;0.0;190.31;0.0
2940;0.0;0.0;190.37;0.0
2941;0.0;0.0;190.49;0.0
2942;0.0;0.0;190.71;0.0
2943;0.0;0.0;191.0;0.0
2944;0.0;0.0;191.28;0.0
2945;0.0;0.0;191.72;0.0
2946;6.79;0.0;189.37;0.0
2947;0.0;0.0;198.09;0.0
2948;6.92;0.0;196.02;0.0
2949;0.0;0.0;200.35;0.0
2950;0.0;0.0;200.25;0.0
2951;0.0;0.0;199.97;0.0
2952;0.0;0.0;199.88;0.0
2953;0.0;0.0;199.94;0.0
2954;0.0;0.0;199.94;0.0
2955;0.0;0.0;199.88;0.0
2956;0.0;0.0;199.5;0.0
2957;6.92;0.0;190.09;0.0
2958;5.54;0.0;189.37;0.0
2959;0.0;0.0;192.72;0.0
2960;0.0;0.0;193.32;0.0
2961;0.0;0.0;193.35;0.0
2962;0.0;0.0;193.35;0.0
2963;0.0;0.0;193.22;0.0
2964;0.0;0.0;193.25;0.0
2965;0.0;0.0;193.63;0.0
2966;0.0;0.0;194.35;0.0
2967;6.92;0.0;191.44;0.0
2968;0.0;0.0;195.64;0.0
2969;0.0;0.0;197.17;0.0
2970;0.77;0.0;199.81;0.0
2971;4.77;0.0;203.14;0.0
2972;4.65;0.0;203.14;0.0
2973;3.28;0.0;203.14;0.0
2974;2.08;0.0;203.14;0.0
2975;2.08;0.0;203.14;0.0
2976;2.62;0.0;203.14;0.0
2977;1.79;0.0;203.14;0.0
2978;0.0;0.0;202.92;0.0
2979;0.0;0.0;201.67;0.0
2980;0.0;0.0;200.41;0.0
2981;0.0;0.0;195.67;0.0
2982;0.0;0.0;194.98;0.0
2983;0.0;0.0;194.32;0.0
2984;0.0;0.0;193.47;0.0
2985;0.0;0.0;192.59;0.0
2986;0.0;0.0;191.87;0.0
2987;0.0;0.0;191.18;0.0
2988;0.0;0.0;190.84;0.0
2989;0.0;0.0;190.71;0.0
2990;0.0;0.0;190.62;0.0
2991;0.0;0.0;190.68;0.0
2992;0.0;0.0;190.74;0.0
2993;0.0;0.0;190.81;0.0
2994;0.0;0.0;191.12;0.0
2995;0.0;0.0;194.55;0.0
2996;0.0;0.0;194.42;0.0
2997;0.0;0.0;194.27;0.0
2998;0.0;0.0;194.36;0.0
2999;0.0;0.0;194.8;0.0
3000;0.0;0.0;195.55;0.0
3001;0.0;0.0;196.46;0.0
3002;0.0;0.0;197.15;0.0
3003;0.0;0.0;197.34;0.0
3004;0.0;0.0;196.77;0.0
3005;0.0;0.0;191.87;0.0
3006;0.0;0.0;191.09;0.0
3007;0.0;0.0;190.65;0.0
3008;0.0;0.0;190.46;0.0
3009;0.0;0.0;190.34;0.0
3010;0.0;0.0;190.31;0.0
3011;0.0;0.0;190.31;0.0
