;grid;on_wind;hydrogen_storage;Curtailment
0;6.92;27.63;203.14;27.63
1;6.92;27.51;203.14;27.51
2;6.92;27.09;203.14;27.09
3;6.92;26.44;203.14;26.44
4;6.92;25.66;203.14;25.66
5;6.92;25.13;199.81;25.13
6;6.92;24.83;199.81;24.83
7;6.92;23.51;199.81;23.51
8;6.92;21.9;199.81;21.9
9;6.92;19.22;199.81;19.22
10;6.92;15.87;199.81;15.87
11;6.92;13.91;199.81;13.91
12;6.92;11.34;199.81;11.34
13;6.92;6.98;199.81;6.98
14;6.92;2.21;199.81;2.21
15;6.92;0.0;198.77;0.0
16;6.92;0.0;198.96;0.0
17;6.92;0.0;199.24;0.0
18;6.92;0.0;197.33;0.0
19;6.92;0.0;197.84;0.0
20;6.92;0.0;195.43;0.0
21;6.92;0.0;196.75;0.0
22;6.92;0.0;200.57;0.0
23;6.92;2.51;203.14;2.51
24;6.92;9.43;203.14;9.43
25;6.92;13.25;203.14;13.25
26;6.92;12.35;203.14;12.35
27;6.92;12.59;203.14;12.59
28;6.92;11.52;203.14;11.52
29;6.92;10.62;199.81;10.62
30;6.92;12.23;199.81;12.23
31;6.92;13.13;199.81;13.13
32;6.92;17.31;199.81;17.31
33;6.92;13.67;199.81;13.67
34;6.92;11.16;199.81;11.16
35;6.92;7.88;199.81;7.88
36;6.92;2.39;199.81;2.39
37;6.92;0.0;197.27;0.0
38;6.92;0.0;195.36;0.0
39;6.92;0.0;195.7;0.0
40;6.92;0.0;196.27;0.0
41;6.92;0.0;196.96;0.0
42;6.92;0.0;197.74;0.0
43;6.92;0.0;201.39;0.0
44;6.92;0.0;201.32;0.0
45;6.92;0.0;200.85;0.0
46;6.92;0.0;201.17;0.0
47;6.92;0.0;200.29;0.0
48;6.92;0.0;199.25;0.0
49;6.92;0.0;198.6;0.0
50;6.92;0.0;198.25;0.0
51;6.92;0.0;197.69;0.0
52;6.92;0.0;197.12;0.0
53;6.92;0.0;193.54;0.0
54;6.92;0.0;193.32;0.0
55;6.92;0.0;193.35;0.0
56;6.92;0.0;193.22;0.0
57;6.92;0.0;193.26;0.0
58;6.92;0.0;193.19;0.0
59;6.92;0.0;192.82;0.0
60;6.92;0.0;192.25;0.0
61;6.92;0.0;192.66;0.0
62;6.92;0.0;194.95;0.0
63;6.92;0.0;196.86;0.0
64;6.92;0.0;198.18;0.0
65;6.92;0.0;198.55;0.0
66;6.92;0.0;198.99;0.0
67;6.92;0.0;202.77;0.0
68;6.92;0.0;202.98;0.0
69;6.92;1.25;203.14;1.25
70;6.92;3.58;203.14;3.58
71;6.92;5.91;203.14;5.91
72;6.92;8.24;203.14;8.24
73;6.92;11.04;203.14;11.04
74;6.92;15.16;203.14;15.16
75;6.92;18.2;203.14;18.2
76;6.92;22.92;203.14;22.92
77;6.92;25.72;199.81;25.72
78;6.92;28.11;199.81;28.11
79;6.92;28.29;199.81;28.29
80;6.92;29.06;199.81;29.06
81;6.92;29.36;199.81;29.36
82;6.92;29.6;199.81;29.6
83;6.92;29.3;199.81;29.3
84;6.92;29.24;199.81;29.24
85;6.92;28.11;199.81;28.11
86;6.92;27.15;199.81;27.15
87;6.92;27.09;199.81;27.09
88;6.92;26.98;199.81;26.98
89;6.92;26.2;199.81;26.2
90;6.92;26.14;199.81;26.14
91;6.92;25.78;203.14;25.78
92;6.92;25.6;203.14;25.6
93;6.92;25.42;203.14;25.42
94;6.92;25.13;203.14;25.13
95;6.92;24.89;203.14;24.89
96;6.92;24.17;203.14;24.17
97;6.92;24.71;203.14;24.71
98;6.92;24.47;203.14;24.47
99;6.92;23.69;203.14;23.69
100;6.92;22.68;203.14;22.68
101;6.92;21.19;199.81;21.19
102;6.92;19.1;199.81;19.1
103;6.92;17.55;199.81;17.55
104;6.92;14.62;199.81;14.62
105;6.92;11.1;199.81;11.1
106;6.92;8.53;199.81;8.53
107;6.92;7.1;199.81;7.1
108;6.92;3.34;199.81;3.34
109;6.92;0.0;197.43;0.0
110;6.92;0.0;195.14;0.0
111;6.92;0.0;195.07;0.0
112;6.92;0.0;194.67;0.0
113;6.92;0.0;193.44;0.0
114;6.92;0.0;192.69;0.0
115;6.92;0.0;196.02;0.0
116;6.92;0.0;196.18;0.0
117;6.92;0.0;196.59;0.0
118;6.92;0.0;197.84;0.0
119;6.92;0.0;199.41;0.0
120;6.92;0.0;201.51;0.0
121;6.92;0.0;202.2;0.0
122;6.92;0.0;202.42;0.0
123;6.92;0.0;202.89;0.0
124;6.92;1.55;203.14;1.55
125;6.92;0.95;199.81;0.95
126;6.92;6.56;199.81;6.56
127;6.92;11.34;199.81;11.34
128;6.92;15.22;199.81;15.22
129;6.92;18.02;199.81;18.02
130;6.92;18.98;199.81;18.98
131;6.92;15.58;199.81;15.58
132;6.92;10.38;199.81;10.38
133;6.92;3.34;199.81;3.34
134;6.92;0.0;198.37;0.0
135;6.92;0.0;196.61;0.0
136;6.92;0.0;195.36;0.0
137;6.92;0.0;195.17;0.0
138;6.92;0.0;195.8;0.0
139;6.92;0.0;199.97;0.0
140;6.92;0.0;200.41;0.0
141;6.92;0.0;201.2;0.0
142;6.92;0.0;201.13;0.0
143;6.92;0.0;201.7;0.0
144;6.92;0.0;202.39;0.0
145;6.92;0.0;203.14;0.0
146;6.92;0.0;202.67;0.0
147;6.92;0.0;201.89;0.0
148;6.92;0.0;200.88;0.0
149;6.92;0.0;197.65;0.0
150;6.92;0.0;198.65;0.0
151;6.92;0.0;198.33;0.0
152;6.92;0.0;197.65;0.0
153;6.92;0.0;196.55;0.0
154;6.92;0.0;196.01;0.0
155;6.92;0.0;195.61;0.0
156;6.92;0.0;196.3;0.0
157;6.92;0.0;198.37;0.0
158;6.92;0.24;199.81;0.24
159;6.92;3.34;199.81;3.34
160;6.92;5.79;199.81;5.79
161;6.92;5.85;199.81;5.85
162;6.92;6.92;199.81;6.92
163;6.92;32.88;189.72;32.88
164;6.92;30.62;189.72;30.62
165;6.92;30.02;189.72;30.02
166;6.92;32.94;189.72;32.94
167;6.92;33.18;189.72;33.18
168;6.92;6.33;203.14;6.33
169;6.92;3.94;203.14;3.94
170;6.92;1.01;203.14;1.01
171;6.92;3.1;203.14;3.1
172;6.92;2.15;203.14;2.15
173;6.92;0.24;199.81;0.24
174;6.92;0.0;198.87;0.0
175;6.92;0.0;198.33;0.0
176;6.92;0.0;198.3;0.0
177;6.92;0.0;197.27;0.0
178;6.92;0.0;197.74;0.0
179;6.92;0.0;197.99;0.0
180;6.92;0.0;198.18;0.0
181;6.92;0.0;197.99;0.0
182;6.92;0.0;198.52;0.0
183;6.92;0.84;199.81;0.84
184;6.92;3.16;199.81;3.16
185;6.92;2.39;199.81;2.39
186;6.92;1.49;199.81;1.49
187;6.92;0.12;203.14;0.12
188;6.92;0.84;203.14;0.84
189;6.92;2.33;203.14;2.33
190;6.92;0.95;203.14;0.95
191;6.92;0.0;202.26;0.0
192;6.92;0.0;201.04;0.0
193;6.92;0.0;200.26;0.0
194;6.92;0.0;199.97;0.0
195;6.92;0.0;198.78;0.0
196;6.92;0.0;199.1;0.0
197;6.92;0.0;198.08;0.0
198;6.92;2.03;199.81;2.03
199;6.92;1.13;199.81;1.13
200;6.92;0.0;197.96;0.0
201;6.92;0.0;195.61;0.0
202;6.92;0.0;197.11;0.0
203;6.92;0.0;199.78;0.0
204;6.92;0.0;199.31;0.0
205;6.92;0.0;198.49;0.0
206;6.92;0.0;197.99;0.0
207;6.92;0.0;197.74;0.0
208;6.92;0.0;197.14;0.0
209;6.92;0.0;197.58;0.0
210;6.92;0.0;196.61;0.0
211;6.92;0.0;199.91;0.0
212;6.92;0.0;201.07;0.0
213;6.92;0.0;202.48;0.0
214;6.92;0.0;202.77;0.0
215;6.92;0.0;202.58;0.0
216;6.92;0.0;201.45;0.0
217;6.92;0.0;200.85;0.0
218;6.92;0.0;200.41;0.0
219;6.92;0.0;201.1;0.0
220;6.92;0.0;201.26;0.0
221;6.92;0.0;198.55;0.0
222;6.92;0.0;198.37;0.0
223;6.92;0.0;198.4;0.0
224;6.92;0.0;198.59;0.0
225;6.92;0.0;197.14;0.0
226;6.92;0.0;196.55;0.0
227;6.92;0.0;196.8;0.0
228;6.92;0.0;196.8;0.0
229;6.92;0.0;196.61;0.0
230;6.92;0.0;197.93;0.0
231;6.92;0.0;199.28;0.0
232;6.92;0.0;199.75;0.0
233;6.92;2.51;199.81;2.51
234;6.92;4.71;199.81;4.71
235;6.92;7.82;203.14;7.82
236;6.92;17.31;203.14;17.31
237;6.92;19.46;203.14;19.46
238;6.92;20.53;203.14;20.53
239;6.92;18.02;203.14;18.02
240;6.92;17.67;203.14;17.67
241;6.92;18.32;203.14;18.32
242;6.92;19.93;203.14;19.93
243;6.92;21.37;203.14;21.37
244;6.92;19.87;203.14;19.87
245;6.92;18.56;199.81;18.56
246;6.92;13.91;199.81;13.91
247;6.92;8.36;199.81;8.36
248;6.92;4.18;199.81;4.18
249;6.92;0.0;198.4;0.0
250;6.92;0.0;198.02;0.0
251;6.92;0.0;198.65;0.0
252;6.92;0.0;199.28;0.0
253;6.92;0.0;199.12;0.0
254;6.92;0.0;199.62;0.0
255;6.92;2.09;199.81;2.09
256;6.92;4.18;199.81;4.18
257;6.92;5.31;199.81;5.31
258;6.92;7.04;199.81;7.04
259;6.92;9.73;203.14;9.73
260;6.92;13.19;203.14;13.19
261;6.92;16.05;203.14;16.05
262;6.92;18.56;203.14;18.56
263;6.92;21.01;203.14;21.01
264;6.92;23.39;203.14;23.39
265;6.92;21.48;203.14;21.48
266;6.92;18.62;203.14;18.62
267;6.92;18.44;203.14;18.44
268;6.92;18.2;203.14;18.2
269;6.92;22.68;199.81;22.68
270;6.92;27.33;199.81;27.33
271;6.92;30.02;199.81;30.02
272;6.92;31.39;199.81;31.39
273;6.92;30.91;199.81;30.91
274;6.92;29.42;199.81;29.42
275;6.92;25.66;199.81;25.66
276;6.92;25.01;199.81;25.01
277;6.92;23.75;199.81;23.75
278;6.92;21.6;199.81;21.6
279;6.92;20.71;199.81;20.71
280;6.92;21.48;199.81;21.48
281;6.92;22.98;199.81;22.98
282;6.92;25.13;199.81;25.13
283;6.92;27.39;203.14;27.39
284;6.92;27.81;203.14;27.81
285;6.92;25.6;203.14;25.6
286;6.92;22.92;203.14;22.92
287;6.92;20.17;203.14;20.17
288;6.92;17.96;203.14;17.96
289;6.92;17.43;203.14;17.43
290;6.92;17.13;203.14;17.13
291;6.92;16.71;203.14;16.71
292;6.92;16.41;203.14;16.41
293;6.92;16.95;199.81;16.95
294;6.92;18.44;199.81;18.44
295;6.92;20.83;199.81;20.83
296;6.92;22.92;199.81;22.92
297;6.92;24.59;199.81;24.59
298;6.92;26.98;199.81;26.98
299;6.92;28.05;199.81;28.05
300;6.92;27.09;199.81;27.09
301;6.92;25.6;199.81;25.6
302;6.92;24.53;199.81;24.53
303;6.92;24.65;199.81;24.65
304;6.92;25.07;199.81;25.07
305;6.92;24.89;199.81;24.89
306;6.92;24.11;199.81;24.11
307;6.92;22.92;203.14;22.92
308;6.92;21.07;203.14;21.07
309;6.92;19.75;203.14;19.75
310;6.92;18.02;203.14;18.02
311;6.92;15.58;203.14;15.58
312;6.92;12.29;203.14;12.29
313;6.92;10.21;203.14;10.21
314;6.92;9.07;203.14;9.07
315;6.92;8.12;203.14;8.12
316;6.92;4.66;203.14;4.66
317;6.92;2.86;199.81;2.86
318;6.92;0.12;199.81;0.12
319;6.92;0.0;199.81;0.0
320;6.92;0.48;199.81;0.48
321;6.92;3.16;199.81;3.16
322;6.92;7.88;199.81;7.88
323;6.92;13.13;199.81;13.13
324;6.92;18.44;199.81;18.44
325;6.92;25.84;199.81;25.84
326;6.92;28.17;199.81;28.17
327;6.92;27.81;199.81;27.81
328;6.92;27.45;199.81;27.45
329;6.92;28.05;199.81;28.05
330;6.92;28.11;199.81;28.11
331;6.92;51.92;189.72;51.92
332;6.92;50.01;189.72;50.01
333;6.92;45.18;189.72;45.18
334;6.92;41.72;189.72;41.72
335;6.92;32.11;189.72;32.11
336;6.92;0.78;203.14;0.78
337;6.92;2.98;203.14;2.98
338;6.92;7.88;203.14;7.88
339;6.92;10.44;203.14;10.44
340;6.92;12.0;203.14;12.0
341;6.92;13.61;199.81;13.61
342;6.92;15.16;199.81;15.16
343;6.92;16.47;199.81;16.47
344;6.92;18.62;199.81;18.62
345;6.92;23.81;199.81;23.81
346;6.92;27.75;199.81;27.75
347;6.92;30.26;199.81;30.26
348;6.92;31.21;199.81;31.21
349;6.92;31.33;199.81;31.33
350;6.92;30.97;199.81;30.97
351;6.92;30.2;199.81;30.2
352;6.92;29.06;199.81;29.06
353;6.92;27.21;199.81;27.21
354;6.92;23.81;199.81;23.81
355;6.92;19.22;203.14;19.22
356;6.92;14.32;203.14;14.32
357;6.92;9.67;203.14;9.67
358;6.92;4.66;203.14;4.66
359;6.92;1.73;203.14;1.73
360;6.92;0.0;202.8;0.0
361;6.92;0.0;202.11;0.0
362;6.92;0.0;201.64;0.0
363;6.92;0.0;201.89;0.0
364;6.92;0.0;201.23;0.0
365;6.92;0.0;197.93;0.0
366;6.92;0.0;197.83;0.0
367;6.92;0.0;197.46;0.0
368;6.92;0.0;197.36;0.0
369;6.92;0.0;197.99;0.0
370;6.92;0.0;199.75;0.0
371;6.92;3.94;199.81;3.94
372;6.92;8.71;199.81;8.71
373;6.92;13.43;199.81;13.43
374;6.92;15.16;199.81;15.16
375;6.92;13.61;199.81;13.61
376;6.92;10.56;199.81;10.56
377;6.92;8.24;199.81;8.24
378;6.92;5.43;199.81;5.43
379;6.92;0.0;202.48;0.0
380;6.92;0.0;199.38;0.0
381;6.92;0.0;196.84;0.0
382;6.92;0.0;196.96;0.0
383;6.92;0.0;200.04;0.0
384;6.92;1.55;203.14;1.55
385;6.92;7.94;203.14;7.94
386;6.92;15.22;203.14;15.22
387;6.92;19.28;203.14;19.28
388;6.92;19.22;203.14;19.22
389;6.92;14.2;199.81;14.2
390;6.92;9.49;199.81;9.49
391;6.92;5.85;199.81;5.85
392;6.92;2.21;199.81;2.21
393;6.92;0.0;198.55;0.0
394;6.92;0.0;198.15;0.0
395;6.92;0.0;197.36;0.0
396;6.92;0.0;196.05;0.0
397;6.92;0.0;194.6;0.0
398;6.92;0.0;193.29;0.0
399;6.92;0.0;193.79;0.0
400;6.92;0.0;194.48;0.0
401;6.92;0.0;194.45;0.0
402;6.92;0.0;194.2;0.0
403;6.92;0.0;197.03;0.0
404;6.92;0.0;196.53;0.0
405;6.92;0.0;196.06;0.0
406;6.92;0.0;195.84;0.0
407;6.92;0.0;195.74;0.0
408;6.92;0.0;195.46;0.0
409;6.92;0.0;195.11;0.0
410;6.92;0.0;194.99;0.0
411;6.92;0.0;194.9;0.0
412;6.92;0.0;194.77;0.0
413;6.92;0.0;191.25;0.0
414;6.92;0.0;191.31;0.0
415;6.92;0.0;191.69;0.0
416;6.92;0.0;190.9;0.0
417;6.92;0.0;189.52;0.0
418;6.79;0.0;189.37;0.0
419;6.92;0.0;191.88;0.0
420;6.92;0.0;193.73;0.0
421;6.92;0.0;193.04;0.0
422;6.92;0.0;194.07;0.0
423;6.92;0.0;197.3;0.0
424;6.92;0.48;199.81;0.48
425;6.92;2.45;199.81;2.45
426;6.92;3.16;199.81;3.16
427;6.92;3.82;203.14;3.82
428;6.92;5.07;203.14;5.07
429;6.92;6.45;203.14;6.45
430;6.92;7.88;203.14;7.88
431;6.92;7.88;203.14;7.88
432;6.92;9.91;203.14;9.91
433;6.92;10.86;203.14;10.86
434;6.92;10.56;203.14;10.56
435;6.92;10.32;203.14;10.32
436;6.92;9.07;203.14;9.07
437;6.92;9.07;199.81;9.07
438;6.92;5.13;199.81;5.13
439;6.92;2.63;199.81;2.63
440;6.92;0.0;199.71;0.0
441;6.92;0.0;197.27;0.0
442;6.92;0.0;196.14;0.0
443;6.92;0.0;195.61;0.0
444;6.92;0.0;194.95;0.0
445;6.92;0.0;194.76;0.0
446;6.92;0.0;195.11;0.0
447;6.92;0.0;197.05;0.0
448;6.92;0.0;197.74;0.0
449;6.92;0.0;197.33;0.0
450;6.92;0.0;196.17;0.0
451;6.92;0.0;198.03;0.0
452;6.92;0.0;197.06;0.0
453;6.92;0.0;196.71;0.0
454;6.92;0.0;196.21;0.0
455;6.92;0.0;195.8;0.0
456;6.92;0.0;195.33;0.0
457;6.92;0.0;194.71;0.0
458;6.92;0.0;194.86;0.0
459;6.92;0.0;194.58;0.0
460;6.92;0.0;194.33;0.0
461;6.92;0.0;190.78;0.0
462;6.92;0.0;190.94;0.0
463;6.92;0.0;191.22;0.0
464;6.92;0.0;190.31;0.0
465;6.92;0.0;189.65;0.0
466;6.37;0.0;189.37;0.0
467;5.3;0.0;189.37;0.0
468;3.69;0.0;189.37;0.0
469;2.32;0.0;189.37;0.0
470;1.66;0.0;189.37;0.0
471;1.66;0.0;189.37;0.0
472;1.96;0.0;189.37;0.0
473;2.73;0.0;189.37;0.0
474;4.05;0.0;189.37;0.0
475;5.48;0.0;192.7;0.0
476;6.55;0.0;192.7;0.0
477;6.92;0.0;192.92;0.0
478;6.92;0.0;193.33;0.0
479;6.92;0.0;193.42;0.0
480;6.92;0.0;193.17;0.0
481;6.92;0.0;192.73;0.0
482;6.26;0.0;192.7;0.0
483;5.72;0.0;192.7;0.0
484;5.48;0.0;192.7;0.0
485;5.42;0.0;189.37;0.0
486;5.48;0.0;189.37;0.0
487;5.3;0.0;189.37;0.0
488;4.29;0.0;189.37;0.0
489;5.06;0.0;189.37;0.0
490;6.92;0.0;189.99;0.0
491;6.92;0.0;191.41;0.0
492;6.92;0.0;192.16;0.0
493;6.92;0.0;191.66;0.0
494;6.92;0.0;192.79;0.0
495;6.92;0.0;195.36;0.0
496;6.92;0.0;197.14;0.0
497;6.92;0.0;197.33;0.0
498;6.92;0.0;197.86;0.0
499;6.92;21.01;189.72;21.01
500;6.92;23.45;189.72;23.45
501;6.92;25.36;189.72;25.36
502;6.92;26.08;189.72;26.08
503;6.92;28.29;189.72;28.29
504;6.92;3.34;203.14;3.34
505;6.92;0.12;203.14;0.12
506;6.92;0.0;201.67;0.0
507;6.92;0.0;201.13;0.0
508;6.92;0.0;200.48;0.0
509;6.92;0.0;196.14;0.0
510;6.92;0.0;197.99;0.0
511;6.92;0.0;197.8;0.0
512;6.92;0.0;195.45;0.0
513;6.92;0.0;192.97;0.0
514;6.92;0.0;192.69;0.0
515;6.92;0.0;192.91;0.0
516;6.92;0.0;192.63;0.0
517;6.92;0.0;191.31;0.0
518;6.92;0.0;190.84;0.0
519;6.92;0.0;192.0;0.0
520;6.92;0.0;192.41;0.0
521;6.92;0.0;192.6;0.0
522;6.92;0.0;192.41;0.0
523;6.92;0.0;195.27;0.0
524;6.92;0.0;194.86;0.0
525;6.92;0.0;194.9;0.0
526;6.92;0.0;195.08;0.0
527;6.92;0.0;195.37;0.0
528;6.92;0.0;195.24;0.0
529;6.92;0.0;194.02;0.0
530;6.67;0.0;192.7;0.0
531;5.12;0.0;192.7;0.0
532;5.18;0.0;192.7;0.0
533;5.66;0.0;189.37;0.0
534;6.37;0.0;189.37;0.0
535;6.92;0.0;189.4;0.0
536;5.66;0.0;189.37;0.0
537;4.52;0.0;189.37;0.0
538;4.88;0.0;189.37;0.0
539;4.76;0.0;189.37;0.0
540;4.64;0.0;189.37;0.0
541;4.82;0.0;189.37;0.0
542;5.78;0.0;189.37;0.0
543;6.92;0.0;190.09;0.0
544;6.92;0.0;191.47;0.0
545;6.92;0.0;192.41;0.0
546;6.92;0.0;192.82;0.0
547;6.92;0.0;195.93;0.0
548;6.92;0.0;195.33;0.0
549;6.92;0.0;194.52;0.0
550;6.92;0.0;193.95;0.0
551;6.92;0.0;193.7;0.0
552;6.92;0.0;193.64;0.0
553;6.92;0.0;193.64;0.0
554;6.92;0.0;193.33;0.0
555;6.85;0.0;192.7;0.0
556;6.14;0.0;192.7;0.0
557;5.78;0.0;189.37;0.0
558;6.14;0.0;189.37;0.0
559;6.73;0.0;189.37;0.0
560;6.14;0.0;189.37;0.0
561;6.92;0.0;189.65;0.0
562;6.92;0.0;190.28;0.0
563;6.49;0.0;189.37;0.0
564;4.94;0.0;189.37;0.0
565;4.58;0.0;189.37;0.0
566;4.94;0.0;189.37;0.0
567;6.79;0.0;189.37;0.0
568;6.92;0.0;190.5;0.0
569;6.92;0.0;191.19;0.0
570;6.92;0.0;190.97;0.0
571;6.92;0.0;193.52;0.0
572;6.43;0.0;192.7;0.0
573;4.76;0.0;192.7;0.0
574;3.99;0.0;192.7;0.0
575;3.99;0.0;192.7;0.0
576;4.11;0.0;192.7;0.0
577;3.93;0.0;192.7;0.0
578;3.51;0.0;192.7;0.0
579;3.33;0.0;192.7;0.0
580;3.39;0.0;192.7;0.0
581;3.63;0.0;189.37;0.0
582;4.41;0.0;189.37;0.0
583;5.24;0.0;189.37;0.0
584;5.36;0.0;189.37;0.0
585;5.54;0.0;189.37;0.0
586;5.6;0.0;189.37;0.0
587;5.78;0.0;189.37;0.0
588;5.6;0.0;189.37;0.0
589;5.18;0.0;189.37;0.0
590;4.82;0.0;189.37;0.0
591;5.36;0.0;189.37;0.0
592;6.49;0.0;189.37;0.0
593;6.92;0.0;189.49;0.0
594;6.61;0.0;189.37;0.0
595;5.9;0.0;192.7;0.0
596;5.6;0.0;192.7;0.0
597;5.48;0.0;192.7;0.0
598;5.96;0.0;192.7;0.0
599;6.26;0.0;192.7;0.0
600;5.42;0.0;192.7;0.0
601;4.41;0.0;192.7;0.0
602;3.75;0.0;192.7;0.0
603;3.87;0.0;192.7;0.0
604;4.29;0.0;192.7;0.0
605;4.64;0.0;189.37;0.0
606;4.76;0.0;189.37;0.0
607;4.76;0.0;189.37;0.0
608;4.7;0.0;189.37;0.0
609;4.17;0.0;189.37;0.0
610;3.57;0.0;189.37;0.0
611;3.57;0.0;189.37;0.0
612;4.29;0.0;189.37;0.0
613;5.54;0.0;189.37;0.0
614;6.73;0.0;189.37;0.0
615;6.92;0.0;190.15;0.0
616;6.92;0.0;191.28;0.0
617;6.92;0.0;192.31;0.0
618;6.92;0.0;192.25;0.0
619;6.92;0.0;195.21;0.0
620;6.92;0.0;195.24;0.0
621;6.92;0.0;195.65;0.0
622;6.92;0.0;196.12;0.0
623;6.92;0.0;196.18;0.0
624;6.92;0.0;196.09;0.0
625;6.92;0.0;197.18;0.0
626;6.92;0.0;198.81;0.0
627;6.92;0.0;199.63;0.0
628;6.92;0.0;200.29;0.0
629;6.92;0.0;197.43;0.0
630;6.92;0.0;197.52;0.0
631;6.92;0.0;197.3;0.0
632;6.92;0.0;196.17;0.0
633;6.92;0.0;194.57;0.0
634;6.92;0.0;194.98;0.0
635;6.92;0.0;195.67;0.0
636;6.92;0.0;195.32;0.0
637;6.92;0.0;194.45;0.0
638;6.92;0.0;194.67;0.0
639;6.92;0.0;196.14;0.0
640;6.92;0.0;196.58;0.0
641;6.92;0.0;195.32;0.0
642;6.92;0.0;194.1;0.0
643;6.92;0.0;195.93;0.0
644;6.92;0.0;194.33;0.0
645;6.92;0.0;193.14;0.0
646;6.37;0.0;192.7;0.0
647;5.42;0.0;192.7;0.0
648;4.64;0.0;192.7;0.0
649;3.69;0.0;192.7;0.0
650;2.73;0.0;192.7;0.0
651;2.14;0.0;192.7;0.0
652;1.66;0.0;192.7;0.0
653;1.36;0.0;189.37;0.0
654;1.48;0.0;189.37;0.0
655;1.78;0.0;189.37;0.0
656;1.9;0.0;189.37;0.0
657;1.78;0.0;189.37;0.0
658;1.72;0.0;189.37;0.0
659;1.78;0.0;189.37;0.0
660;2.02;0.0;189.37;0.0
661;2.44;0.0;189.37;0.0
662;3.39;0.0;189.37;0.0
663;5.96;0.0;189.37;0.0
664;6.92;0.0;190.81;0.0
665;6.92;0.0;192.28;0.0
666;6.92;0.0;193.22;0.0
667;6.92;13.43;189.72;13.43
668;6.92;13.85;189.72;13.85
669;6.92;14.14;189.72;14.14
670;6.92;14.98;189.72;14.98
671;6.92;15.1;189.72;15.1
672;6.92;0.0;197.15;0.0
673;6.92;0.0;197.31;0.0
674;6.92;0.0;198.6;0.0
675;6.92;0.0;199.38;0.0
676;6.92;0.0;200.29;0.0
677;6.92;0.0;196.33;0.0
678;6.92;0.0;195.86;0.0
679;6.92;0.0;195.95;0.0
680;6.92;0.0;196.96;0.0
681;6.92;0.0;198.12;0.0
682;6.92;0.0;199.34;0.0
683;6.92;0.78;199.81;0.78
684;6.92;2.57;199.81;2.57
685;6.92;2.92;199.81;2.92
686;6.92;4.36;199.81;4.36
687;6.92;6.8;199.81;6.8
688;6.92;8.41;199.81;8.41
689;6.92;10.38;199.81;10.38
690;6.92;12.17;199.81;12.17
691;6.92;13.55;203.14;13.55
692;6.92;15.16;203.14;15.16
693;6.92;16.35;203.14;16.35
694;6.92;17.55;203.14;17.55
695;6.92;19.1;203.14;19.1
696;6.92;20.89;203.14;20.89
697;6.92;21.9;203.14;21.9
698;6.92;21.72;203.14;21.72
699;6.92;21.31;203.14;21.31
700;6.92;20.23;203.14;20.23
701;6.92;19.34;199.81;19.34
702;6.92;22.08;199.81;22.08
703;6.92;22.8;199.81;22.8
704;6.92;22.32;199.81;22.32
705;6.92;23.69;199.81;23.69
706;6.92;26.14;199.81;26.14
707;6.92;27.69;199.81;27.69
708;6.92;28.47;199.81;28.47
709;6.92;28.11;199.81;28.11
710;6.92;26.86;199.81;26.86
711;6.92;24.95;199.81;24.95
712;6.92;23.1;199.81;23.1
713;6.92;21.66;199.81;21.66
714;6.92;19.93;199.81;19.93
715;6.92;17.96;203.14;17.96
716;6.92;16.53;203.14;16.53
717;6.92;16.17;203.14;16.17
718;6.92;15.04;203.14;15.04
719;6.92;13.91;203.14;13.91
720;6.92;10.32;203.14;10.32
721;6.92;4.6;203.14;4.6
722;6.92;2.03;203.14;2.03
723;6.92;0.0;203.11;0.0
724;6.92;0.0;202.08;0.0
725;6.92;0.0;198.49;0.0
726;6.92;0.0;199.75;0.0
727;6.92;4.66;199.81;4.66
728;6.92;7.64;199.81;7.64
729;6.92;14.56;199.81;14.56
730;6.92;20.77;199.81;20.77
731;6.92;21.66;199.81;21.66
732;6.92;21.25;199.81;21.25
733;6.92;20.59;199.81;20.59
734;6.92;20.41;199.81;20.41
735;6.92;22.14;199.81;22.14
736;6.92;23.39;199.81;23.39
737;6.92;23.39;199.81;23.39
738;6.92;21.78;199.81;21.78
739;6.92;19.99;203.14;19.99
740;6.92;19.75;203.14;19.75
741;6.92;20.59;203.14;20.59
742;6.92;20.83;203.14;20.83
743;6.92;19.99;203.14;19.99
744;6.92;18.44;203.14;18.44
745;6.92;16.71;203.14;16.71
746;6.92;17.67;203.14;17.67
747;6.92;19.69;203.14;19.69
748;6.92;22.98;203.14;22.98
749;6.92;27.27;199.81;27.27
750;6.92;28.11;199.81;28.11
751;6.92;26.5;199.81;26.5
752;6.92;24.41;199.81;24.41
753;6.92;23.39;199.81;23.39
754;6.92;23.39;199.81;23.39
755;6.92;26.56;199.81;26.56
756;6.92;28.05;199.81;28.05
757;6.92;26.68;199.81;26.68
758;6.92;25.3;199.81;25.3
759;6.92;24.65;199.81;24.65
760;6.92;23.51;199.81;23.51
761;6.92;22.2;199.81;22.2
762;6.92;20.77;199.81;20.77
763;6.92;21.66;203.14;21.66
764;6.92;22.68;203.14;22.68
765;6.92;22.68;203.14;22.68
766;6.92;22.92;203.14;22.92
767;6.92;22.68;203.14;22.68
768;6.92;20.11;203.14;20.11
769;6.92;15.28;203.14;15.28
770;6.92;10.32;203.14;10.32
771;6.92;4.36;203.14;4.36
772;6.92;0.0;202.39;0.0
773;6.92;0.0;198.18;0.0
774;6.92;0.0;197.61;0.0
775;6.92;0.0;196.7;0.0
