snapshot;on_wind;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
1019;4.18;1.5;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1020;4.54;1.14;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1021;4.48;1.2;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1022;3.82;1.86;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1023;3.58;2.1;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1024;3.22;2.45;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1025;2.33;3.35;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1026;1.49;4.18;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1027;1.13;4.54;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1028;1.37;4.3;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1029;1.97;3.71;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1030;2.75;2.93;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1031;3.4;2.27;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1032;3.7;1.98;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1033;4.06;1.62;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1034;4.42;1.26;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1035;4.65;1.02;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1036;4.77;0.9;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1037;5.01;0.66;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1038;5.37;0.31;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1039;5.07;0.6;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1040;3.1;2.57;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1041;1.97;3.71;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1042;1.43;4.24;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1043;0.95;4.72;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1044;0.48;5.2;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1045;0.24;5.44;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1046;0.18;5.5;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1047;0.3;5.38;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1048;1.01;4.66;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1049;2.57;3.11;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1050;4.24;1.44;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1051;5.37;0.31;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1052;6.15;-0.0;3.44;5.57;3.23;-3.23;-3.23;0.58;0.0;6.67
1053;7.1;-0.0;2.93;6.43;3.73;-3.73;-3.73;0.67;0.0;6.67
1054;8.0;-0.0;2.46;7.24;4.2;-4.2;-4.2;0.75;0.0;6.67
1055;8.3;-0.0;2.31;7.51;4.36;-4.36;-4.36;0.78;0.0;6.67
1056;8.47;-0.0;2.21;7.68;4.45;-4.45;-4.45;0.8;0.0;6.67
1057;8.71;-0.0;2.09;7.89;4.58;-4.58;-4.58;0.82;0.0;6.67
1058;8.41;-0.0;2.25;7.62;4.42;-4.42;-4.42;0.79;0.0;6.67
1059;8.41;-0.0;2.25;7.62;4.42;-4.42;-4.42;0.79;0.0;6.67
1060;8.59;-0.0;2.15;7.78;4.51;-4.51;-4.51;0.81;0.0;6.67
1061;8.24;-0.0;5.67;7.46;4.33;-4.33;-4.33;0.78;0.0;10.0
1062;7.88;-0.0;5.86;7.14;4.14;-4.14;-4.14;0.74;0.0;10.0
1063;6.45;-0.0;6.61;5.84;3.39;-3.39;-3.39;0.61;0.0;10.0
1064;4.6;1.08;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1065;3.58;2.1;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1066;2.69;2.99;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1067;2.03;3.65;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1068;1.55;4.12;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1069;1.49;4.18;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1070;1.91;3.77;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1071;3.4;2.27;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1072;5.67;0.01;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1073;8.95;-0.0;5.3;8.11;4.7;-4.7;-4.7;0.84;0.0;10.0
1074;13.07;-0.0;3.13;11.84;6.87;-6.87;-6.87;1.23;0.0;10.0
1075;16.83;-0.0;-2.18;15.24;8.84;-8.84;-8.84;1.59;0.0;6.67
1076;18.56;-0.0;-3.09;16.81;9.75;-9.75;-9.75;1.75;0.0;6.67
1077;17.96;-0.0;-2.77;16.27;9.44;-9.44;-9.44;1.69;0.0;6.67
1078;16.35;-0.0;-1.92;14.81;8.59;-8.59;-8.59;1.54;0.0;6.67
1079;13.61;-0.0;-0.48;12.33;7.15;-7.15;-7.15;1.28;0.0;6.67
1080;9.97;-0.0;1.43;9.03;5.24;-5.24;-5.24;0.94;0.0;6.67
1081;7.28;-0.0;2.84;6.6;3.83;-3.83;-3.83;0.69;0.0;6.67
1082;6.09;-0.0;3.47;5.51;3.2;-3.2;-3.2;0.57;0.0;6.67
1083;5.79;-0.0;3.62;5.24;3.04;-3.04;-3.04;0.55;0.0;6.67
1084;6.03;-0.0;3.5;5.46;3.17;-3.17;-3.17;0.57;0.0;6.67
1085;6.15;-0.0;6.77;5.57;3.23;-3.23;-3.23;0.58;0.0;10.0
1086;6.21;-0.0;6.74;5.62;3.26;-3.26;-3.26;0.58;0.0;10.0
1087;6.09;-0.0;6.8;5.51;3.2;-3.2;-3.2;0.57;0.0;10.0
1088;5.43;0.25;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1089;4.89;0.78;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1090;5.97;-0.0;6.86;5.41;3.14;-3.14;-3.14;0.56;0.0;10.0
1091;6.45;-0.0;6.61;5.84;3.39;-3.39;-3.39;0.61;0.0;10.0
1092;7.04;-0.0;6.3;6.38;3.7;-3.7;-3.7;0.66;0.0;10.0
1093;6.98;-0.0;6.33;6.32;3.67;-3.67;-3.67;0.66;0.0;10.0
1094;6.51;-0.0;6.58;5.89;3.42;-3.42;-3.42;0.61;0.0;10.0
1095;8.77;-0.0;5.39;7.95;4.61;-4.61;-4.61;0.83;0.0;10.0
1096;14.86;-0.0;2.19;13.46;7.81;-7.81;-7.81;1.4;0.0;10.0
1097;21.9;-0.0;-1.51;19.84;11.51;-11.51;-11.51;2.06;0.0;10.0
1098;25.36;-0.0;-3.33;22.97;13.33;-13.33;-13.33;2.39;0.0;10.0
1099;24.65;-0.0;-6.28;22.33;12.95;-12.95;-12.95;2.32;0.0;6.67
1100;23.69;-0.0;-5.78;21.46;12.45;-12.45;-12.45;2.23;0.0;6.67
1101;22.26;-0.0;-5.03;20.16;11.69;-11.69;-11.69;2.1;0.0;6.67
1102;20.47;-0.0;-4.09;18.54;10.75;-10.75;-10.75;1.93;0.0;6.67
1103;19.28;-0.0;-3.46;17.46;10.13;-10.13;-10.13;1.82;0.0;6.67
1104;18.92;-0.0;-3.27;17.14;9.94;-9.94;-9.94;1.78;0.0;6.67
1105;18.74;-0.0;-3.18;16.97;9.85;-9.85;-9.85;1.77;0.0;6.67
1106;18.2;-0.0;-2.9;16.49;9.56;-9.56;-9.56;1.71;0.0;6.67
1107;17.78;-0.0;-2.68;16.11;9.34;-9.34;-9.34;1.68;0.0;6.67
1108;17.55;-0.0;-2.55;15.89;9.22;-9.22;-9.22;1.65;0.0;6.67
1109;17.37;-0.0;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1110;18.44;-0.0;0.31;16.7;9.69;-9.69;-9.69;1.74;0.0;10.0
1111;19.4;-0.0;-0.19;17.57;10.19;-10.19;-10.19;1.83;0.0;10.0
1112;15.58;-0.0;1.82;14.11;8.18;-8.18;-8.18;1.47;0.0;10.0
1113;16.35;-0.0;1.41;14.81;8.59;-8.59;-8.59;1.54;0.0;10.0
1114;20.11;-0.0;-0.57;18.22;10.57;-10.57;-10.57;1.89;0.0;10.0
1115;21.9;-0.0;-1.51;19.84;11.51;-11.51;-11.51;2.06;0.0;10.0
1116;23.1;-0.0;-2.13;20.92;12.13;-12.13;-12.13;2.18;0.0;10.0
1117;20.59;-0.0;-0.82;18.65;10.82;-10.82;-10.82;1.94;0.0;10.0
1118;19.4;-0.0;-0.19;17.57;10.19;-10.19;-10.19;1.83;0.0;10.0
1119;19.63;-0.0;-0.32;17.79;10.32;-10.32;-10.32;1.85;0.0;10.0
1120;18.56;-0.0;0.25;16.81;9.75;-9.75;-9.75;1.75;0.0;10.0
1121;19.1;-0.0;-0.03;17.3;10.03;-10.03;-10.03;1.8;0.0;10.0
1122;19.46;-0.0;-0.22;17.62;10.22;-10.22;-10.22;1.83;0.0;10.0
1123;19.69;-0.0;-3.68;17.84;10.35;-10.35;-10.35;1.86;0.0;6.67
1124;22.44;-0.0;-5.12;20.33;11.79;-11.79;-11.79;2.11;0.0;6.67
1125;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1126;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1127;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1128;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1129;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1130;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1131;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1132;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1133;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1134;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1135;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1136;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1137;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1138;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1139;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1140;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1141;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1142;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1143;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1144;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1145;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1146;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1147;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1148;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1149;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1150;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1151;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1152;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1153;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1154;23.57;-0.0;-5.72;21.35;12.38;-12.38;-12.38;2.22;0.0;6.67
1155;15.76;-0.0;-1.61;14.27;8.28;-8.28;-8.28;1.48;0.0;6.67
1156;12.77;-0.0;-0.04;11.57;6.71;-6.71;-6.71;1.2;0.0;6.67
1157;13.55;-0.0;2.88;12.27;7.12;-7.12;-7.12;1.28;0.0;10.0
1158;24.11;-0.0;-2.67;21.84;12.67;-12.67;-12.67;2.27;0.0;10.0
1159;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1160;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1161;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1162;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1163;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1164;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1165;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1166;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1167;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1168;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1169;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1170;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1171;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1172;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1173;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1174;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1175;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1176;14.2;-0.0;-0.8;12.87;7.46;-7.46;-7.46;1.34;0.0;6.67
1177;16.11;-0.0;-1.8;14.6;8.47;-8.47;-8.47;1.52;0.0;6.67
1178;16.89;-0.0;-2.21;15.3;8.87;-8.87;-8.87;1.59;0.0;6.67
1179;14.02;-0.0;-0.7;12.7;7.37;-7.37;-7.37;1.32;0.0;6.67
1180;10.15;-0.0;1.34;9.19;5.33;-5.33;-5.33;0.96;0.0;6.67
1181;6.45;-0.0;6.61;5.84;3.39;-3.39;-3.39;0.61;0.0;10.0
1182;4.77;0.9;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1183;3.76;1.92;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1184;3.52;2.16;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1185;3.16;2.51;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1186;2.8;2.87;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1187;3.76;1.92;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1188;4.65;1.02;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1189;5.97;-0.0;6.86;5.41;3.14;-3.14;-3.14;0.56;0.0;10.0
1190;4.83;0.84;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1191;3.64;2.04;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1192;5.25;0.42;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1193;7.88;-0.0;5.86;7.14;4.14;-4.14;-4.14;0.74;0.0;10.0
1194;10.26;-0.0;4.61;9.3;5.39;-5.39;-5.39;0.97;0.0;10.0
1195;12.06;-0.0;0.33;10.92;6.33;-6.33;-6.33;1.14;0.0;6.67
1196;12.95;-0.0;-0.14;11.73;6.8;-6.8;-6.8;1.22;0.0;6.67
1197;14.38;-0.0;-0.89;13.03;7.56;-7.56;-7.56;1.35;0.0;6.67
1198;16.59;-0.0;-2.05;15.03;8.72;-8.72;-8.72;1.56;0.0;6.67
1199;20.35;-0.0;-4.03;18.43;10.69;-10.69;-10.69;1.92;0.0;6.67
1200;23.75;-0.0;-5.81;21.52;12.48;-12.48;-12.48;2.24;0.0;6.67
1201;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1202;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1203;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1204;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1205;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1206;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1207;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1208;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1209;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1210;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1211;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1212;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1213;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1214;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1215;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1216;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1217;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1218;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1219;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1220;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1221;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1222;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1223;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1224;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1225;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1226;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1227;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1228;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1229;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1230;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1231;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1232;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1233;23.04;-0.0;-2.1;20.87;12.1;-12.1;-12.1;2.17;0.0;10.0
1234;21.54;-0.0;-1.32;19.52;11.32;-11.32;-11.32;2.03;0.0;10.0
1235;21.37;-0.0;-1.23;19.35;11.22;-11.22;-11.22;2.01;0.0;10.0
1236;20.17;-0.0;-0.6;18.27;10.6;-10.6;-10.6;1.9;0.0;10.0
1237;17.37;-0.0;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1238;13.79;-0.0;2.76;12.49;7.24;-7.24;-7.24;1.3;0.0;10.0
1239;11.76;-0.0;3.82;10.65;6.18;-6.18;-6.18;1.11;0.0;10.0
1240;11.76;-0.0;3.82;10.65;6.18;-6.18;-6.18;1.11;0.0;10.0
1241;10.92;-0.0;4.26;9.89;5.74;-5.74;-5.74;1.03;0.0;10.0
1242;9.19;-0.0;5.17;8.32;4.83;-4.83;-4.83;0.87;0.0;10.0
1243;7.22;-0.0;2.87;6.54;3.79;-3.79;-3.79;0.68;0.0;6.67
1244;5.07;0.6;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1245;3.16;2.51;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1246;2.09;3.59;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1247;1.97;3.71;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1248;2.45;3.23;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1249;3.46;2.21;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1250;4.54;1.14;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1251;5.55;0.13;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1252;6.8;-0.0;3.09;6.16;3.57;-3.57;-3.57;0.64;0.0;6.67
1253;8.06;-0.0;5.77;7.3;4.23;-4.23;-4.23;0.76;0.0;10.0
1254;8.65;-0.0;5.45;7.84;4.55;-4.55;-4.55;0.82;0.0;10.0
1255;7.88;-0.0;5.86;7.14;4.14;-4.14;-4.14;0.74;0.0;10.0
1256;7.4;-0.0;6.11;6.7;3.89;-3.89;-3.89;0.7;0.0;10.0
1257;8.59;-0.0;5.48;7.78;4.51;-4.51;-4.51;0.81;0.0;10.0
1258;8.24;-0.0;5.67;7.46;4.33;-4.33;-4.33;0.78;0.0;10.0
1259;7.52;-0.0;6.05;6.81;3.95;-3.95;-3.95;0.71;0.0;10.0
1260;7.28;-0.0;6.17;6.6;3.83;-3.83;-3.83;0.69;0.0;10.0
1261;7.1;-0.0;6.27;6.43;3.73;-3.73;-3.73;0.67;0.0;10.0
1262;6.62;-0.0;6.52;6.0;3.48;-3.48;-3.48;0.62;0.0;10.0
1263;7.58;-0.0;6.02;6.87;3.98;-3.98;-3.98;0.71;0.0;10.0
1264;9.73;-0.0;4.89;8.81;5.11;-5.11;-5.11;0.92;0.0;10.0
1265;12.35;-0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
1266;14.62;-0.0;2.32;13.24;7.68;-7.68;-7.68;1.38;0.0;10.0
1267;15.52;-0.0;-1.49;14.06;8.15;-8.15;-8.15;1.46;0.0;6.67
1268;15.22;-0.0;-1.33;13.78;8.0;-8.0;-8.0;1.43;0.0;6.67
1269;14.62;-0.0;-1.02;13.24;7.68;-7.68;-7.68;1.38;0.0;6.67
1270;13.37;-0.0;-0.36;12.11;7.02;-7.02;-7.02;1.26;0.0;6.67
1271;11.94;-0.0;0.4;10.81;6.27;-6.27;-6.27;1.12;0.0;6.67
1272;9.97;-0.0;1.43;9.03;5.24;-5.24;-5.24;0.94;0.0;6.67
1273;7.76;-0.0;2.59;7.03;4.08;-4.08;-4.08;0.73;0.0;6.67
1274;5.85;-0.0;3.59;5.3;3.07;-3.07;-3.07;0.55;0.0;6.67
1275;5.07;0.6;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1276;4.89;0.78;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
1277;4.89;0.78;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1278;5.07;0.6;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1279;4.71;0.96;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1280;4.36;1.32;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1281;5.25;0.42;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1282;5.61;0.07;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
1283;6.09;-0.0;6.8;5.51;3.2;-3.2;-3.2;0.57;0.0;10.0
1284;6.51;-0.0;6.58;5.89;3.42;-3.42;-3.42;0.61;0.0;10.0
1285;6.86;-0.0;6.39;6.22;3.61;-3.61;-3.61;0.65;0.0;10.0
1286;6.68;-0.0;6.49;6.05;3.51;-3.51;-3.51;0.63;0.0;10.0
1287;6.74;-0.0;6.46;6.11;3.54;-3.54;-3.54;0.64;0.0;10.0
1288;8.47;-0.0;5.55;7.68;4.45;-4.45;-4.45;0.8;0.0;10.0
1289;10.44;-0.0;4.51;9.46;5.49;-5.49;-5.49;0.98;0.0;10.0
1290;11.94;-0.0;3.73;10.81;6.27;-6.27;-6.27;1.12;0.0;10.0
1291;12.17;-0.0;0.27;11.03;6.4;-6.4;-6.4;1.15;0.0;6.67
1292;11.46;-0.0;0.65;10.38;6.02;-6.02;-6.02;1.08;0.0;6.67
1293;10.68;-0.0;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
1294;11.22;-0.0;0.77;10.16;5.89;-5.89;-5.89;1.06;0.0;6.67
1295;12.59;-0.0;0.05;11.41;6.62;-6.62;-6.62;1.19;0.0;6.67
1296;13.67;-0.0;-0.51;12.38;7.18;-7.18;-7.18;1.29;0.0;6.67
1297;14.98;2.28;-2.4;15.64;9.07;-9.07;-9.07;1.63;0.0;6.67
1298;16.05;-0.0;-1.77;14.54;8.43;-8.43;-8.43;1.51;0.0;6.67
1299;14.98;-0.0;-1.2;13.57;7.87;-7.87;-7.87;1.41;0.0;6.67
1300;14.08;-0.0;-0.73;12.76;7.4;-7.4;-7.4;1.33;0.0;6.67
1301;14.98;-0.0;2.13;13.57;7.87;-7.87;-7.87;1.41;0.0;10.0
1302;18.56;-0.0;0.25;16.81;9.75;-9.75;-9.75;1.75;0.0;10.0
1303;22.08;-0.0;-1.6;20.0;11.6;-11.6;-11.6;2.08;0.0;10.0
1304;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1305;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1306;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1307;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1308;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1309;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1310;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1311;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1312;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1313;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1314;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
1315;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1316;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1317;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
1318;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
