snapshot;on_wind;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
7124;19.1;-0.0;-3.37;17.3;10.03;-10.03;-10.03;1.8;0.0;6.67
7125;19.28;-0.0;-3.46;17.46;10.13;-10.13;-10.13;1.82;0.0;6.67
7126;19.1;-0.0;-3.37;17.3;10.03;-10.03;-10.03;1.8;0.0;6.67
7127;18.56;-0.0;-3.09;16.81;9.75;-9.75;-9.75;1.75;0.0;6.67
7128;17.25;-0.0;-2.4;15.62;9.06;-9.06;-9.06;1.62;0.0;6.67
7129;15.46;-0.0;-1.45;14.0;8.12;-8.12;-8.12;1.46;0.0;6.67
7130;13.91;-0.0;-0.64;12.6;7.31;-7.31;-7.31;1.31;0.0;6.67
7131;13.13;-0.0;-0.23;11.89;6.9;-6.9;-6.9;1.24;0.0;6.67
7132;13.13;-0.0;-0.23;11.89;6.9;-6.9;-6.9;1.24;0.0;6.67
7133;13.61;-0.0;2.85;12.33;7.15;-7.15;-7.15;1.28;0.0;10.0
7134;12.71;-0.0;3.32;11.51;6.68;-6.68;-6.68;1.2;0.0;10.0
7135;10.03;-0.0;4.73;9.08;5.27;-5.27;-5.27;0.94;0.0;10.0
7136;8.24;-0.0;5.67;7.46;4.33;-4.33;-4.33;0.78;0.0;10.0
7137;10.15;-0.0;4.67;9.19;5.33;-5.33;-5.33;0.96;0.0;10.0
7138;13.79;-0.0;2.76;12.49;7.24;-7.24;-7.24;1.3;0.0;10.0
7139;14.62;-0.0;2.32;13.24;7.68;-7.68;-7.68;1.38;0.0;10.0
7140;13.55;-0.0;2.88;12.27;7.12;-7.12;-7.12;1.28;0.0;10.0
7141;13.43;-0.0;2.94;12.16;7.05;-7.05;-7.05;1.26;0.0;10.0
7142;14.5;-0.0;2.38;13.14;7.62;-7.62;-7.62;1.37;0.0;10.0
7143;17.55;-0.0;0.78;15.89;9.22;-9.22;-9.22;1.65;0.0;10.0
7144;21.9;-0.0;-1.51;19.84;11.51;-11.51;-11.51;2.06;0.0;10.0
7145;24.29;-0.0;-2.76;22.0;12.76;-12.76;-12.76;2.29;0.0;10.0
7146;25.24;-0.0;-3.26;22.87;13.26;-13.26;-13.26;2.38;0.0;10.0
7147;24.77;-0.0;-6.35;22.43;13.01;-13.01;-13.01;2.33;0.0;6.67
7148;23.99;-0.0;-5.94;21.73;12.6;-12.6;-12.6;2.26;0.0;6.67
7149;21.78;-0.0;-4.78;19.73;11.44;-11.44;-11.44;2.05;0.0;6.67
7150;17.43;-0.0;-2.49;15.78;9.16;-9.16;-9.16;1.64;0.0;6.67
7151;13.07;-0.0;-0.2;11.84;6.87;-6.87;-6.87;1.23;0.0;6.67
7152;10.56;-0.0;1.12;9.57;5.55;-5.55;-5.55;0.99;0.0;6.67
7153;9.25;-0.0;1.81;8.38;4.86;-4.86;-4.86;0.87;0.0;6.67
7154;8.59;-0.0;2.15;7.78;4.51;-4.51;-4.51;0.81;0.0;6.67
7155;8.24;-0.0;2.34;7.46;4.33;-4.33;-4.33;0.78;0.0;6.67
7156;8.89;-0.0;1.99;8.05;4.67;-4.67;-4.67;0.84;0.0;6.67
7157;8.89;-0.0;5.33;8.05;4.67;-4.67;-4.67;0.84;0.0;10.0
7158;7.94;-0.0;5.83;7.19;4.17;-4.17;-4.17;0.75;0.0;10.0
7159;6.33;-0.0;6.68;5.73;3.32;-3.32;-3.32;0.6;0.0;10.0
7160;5.01;0.66;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7161;5.31;0.36;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7162;4.65;1.02;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7163;3.46;2.21;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7164;2.98;2.69;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7165;2.86;2.81;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7166;2.27;3.41;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7167;1.73;3.95;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7168;1.67;4.01;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7169;2.21;3.47;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7170;2.75;2.93;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7171;2.98;2.69;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7172;2.75;2.93;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7173;2.39;3.29;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7174;2.57;3.11;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7175;2.75;2.93;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7176;3.22;2.45;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7177;3.94;1.74;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7178;4.54;1.14;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7179;5.01;0.66;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7180;5.19;0.48;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7181;5.67;0.01;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7182;6.56;-0.0;6.55;5.95;3.45;-3.45;-3.45;0.62;0.0;10.0
7183;6.92;-0.0;6.36;6.27;3.64;-3.64;-3.64;0.65;0.0;10.0
7184;5.73;-0.0;6.99;5.19;3.01;-3.01;-3.01;0.54;0.0;10.0
7185;4.18;1.5;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7186;3.52;2.16;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7187;2.92;2.75;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7188;2.27;3.41;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7189;2.39;3.29;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7190;3.64;2.04;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7191;4.06;1.62;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7192;4.48;1.2;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7193;5.55;0.13;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7194;5.91;-0.0;6.89;5.35;3.1;-3.1;-3.1;0.56;0.0;10.0
7195;5.49;0.19;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7196;4.83;0.84;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7197;4.95;0.72;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7198;5.97;-0.0;3.53;5.41;3.14;-3.14;-3.14;0.56;0.0;6.67
7199;7.1;-0.0;2.93;6.43;3.73;-3.73;-3.73;0.67;0.0;6.67
7200;8.06;-0.0;2.43;7.3;4.23;-4.23;-4.23;0.76;0.0;6.67
7201;9.13;-0.0;1.87;8.27;4.8;-4.8;-4.8;0.86;0.0;6.67
7202;9.97;-0.0;1.43;9.03;5.24;-5.24;-5.24;0.94;0.0;6.67
7203;10.8;-0.0;0.99;9.78;5.68;-5.68;-5.68;1.02;0.0;6.67
7204;11.58;-0.0;0.58;10.49;6.08;-6.08;-6.08;1.09;0.0;6.67
7205;13.07;-0.0;3.13;11.84;6.87;-6.87;-6.87;1.23;0.0;10.0
7206;14.26;-0.0;2.51;12.92;7.49;-7.49;-7.49;1.34;0.0;10.0
7207;12.77;-0.0;3.29;11.57;6.71;-6.71;-6.71;1.2;0.0;10.0
7208;12.06;-0.0;3.67;10.92;6.33;-6.33;-6.33;1.14;0.0;10.0
7209;14.02;-0.0;2.63;12.7;7.37;-7.37;-7.37;1.32;0.0;10.0
7210;13.61;-0.0;2.85;12.33;7.15;-7.15;-7.15;1.28;0.0;10.0
7211;14.14;-0.0;2.57;12.81;7.43;-7.43;-7.43;1.33;0.0;10.0
7212;13.91;-0.0;2.69;12.6;7.31;-7.31;-7.31;1.31;0.0;10.0
7213;11.88;-0.0;3.76;10.76;6.24;-6.24;-6.24;1.12;0.0;10.0
7214;11.1;-0.0;4.17;10.05;5.83;-5.83;-5.83;1.05;0.0;10.0
7215;13.43;-0.0;2.94;12.16;7.05;-7.05;-7.05;1.26;0.0;10.0
7216;18.08;-0.0;0.5;16.38;9.5;-9.5;-9.5;1.7;0.0;10.0
7217;20.83;-0.0;-0.94;18.87;10.94;-10.94;-10.94;1.96;0.0;10.0
7218;22.44;-0.0;-1.79;20.33;11.79;-11.79;-11.79;2.11;0.0;10.0
7219;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7220;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7221;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7222;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7223;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7224;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7225;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7226;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7227;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7228;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7229;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7230;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7231;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7232;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7233;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7234;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7235;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7236;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7237;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7238;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7239;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7240;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7241;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7242;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7243;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7244;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7245;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7246;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7247;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7248;15.86;-0.0;-1.67;14.37;8.33;-8.33;-8.33;1.49;0.0;6.67
7249;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7250;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7251;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7252;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7253;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7254;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7255;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7256;22.02;-0.0;-1.57;19.95;11.57;-11.57;-11.57;2.07;0.0;10.0
7257;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7258;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7259;21.25;-0.0;-1.16;19.24;11.16;-11.16;-11.16;2.0;0.0;10.0
7260;14.38;-0.0;2.44;13.03;7.56;-7.56;-7.56;1.35;0.0;10.0
7261;8.89;-0.0;5.33;8.05;4.67;-4.67;-4.67;0.84;0.0;10.0
7262;3.7;1.98;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7263;4.06;1.62;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7264;9.85;-0.0;4.83;8.92;5.17;-5.17;-5.17;0.93;0.0;10.0
7265;15.93;-0.0;1.63;14.43;8.37;-8.37;-8.37;1.5;0.0;10.0
7266;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7267;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7268;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7269;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7270;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7271;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7272;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7273;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7274;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7275;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7276;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7277;21.78;-0.0;-1.44;19.73;11.44;-11.44;-11.44;2.05;0.0;10.0
7278;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7279;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7280;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7281;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7282;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7283;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7284;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7285;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7286;19.57;-0.0;-0.29;17.73;10.28;-10.28;-10.28;1.84;0.0;10.0
7287;13.55;-0.0;2.88;12.27;7.12;-7.12;-7.12;1.28;0.0;10.0
7288;10.21;-0.0;4.64;9.24;5.36;-5.36;-5.36;0.96;0.0;10.0
7289;5.97;-0.0;6.86;5.41;3.14;-3.14;-3.14;0.56;0.0;10.0
7290;2.75;2.93;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
7291;2.09;3.59;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7292;3.58;2.1;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7293;5.67;0.01;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7294;8.06;-0.0;2.43;7.3;4.23;-4.23;-4.23;0.76;0.0;6.67
7295;10.86;-0.0;0.96;9.84;5.71;-5.71;-5.71;1.02;0.0;6.67
7296;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7297;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7298;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7299;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7300;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7301;20.04;-0.0;-0.53;18.15;10.53;-10.53;-10.53;1.89;0.0;10.0
7302;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7303;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7304;18.02;-0.0;0.53;16.33;9.47;-9.47;-9.47;1.7;0.0;10.0
7305;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7306;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7307;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7308;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7309;19.1;-0.0;-0.03;17.3;10.03;-10.03;-10.03;1.8;0.0;10.0
7310;18.97;-0.0;0.03;17.18;9.96;-9.96;-9.96;1.79;0.0;10.0
7311;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7312;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7313;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7314;12.52;-0.0;3.42;11.34;6.58;-6.58;-6.58;1.18;0.0;10.0
7315;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7316;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7317;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7318;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7319;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7320;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7321;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7322;19.7;-0.0;-3.68;17.84;10.35;-10.35;-10.35;1.86;0.0;6.67
7323;5.68;-0.0;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7324;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7325;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7326;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7327;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7328;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7329;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7330;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7331;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7332;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7333;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7334;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7335;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7336;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7337;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7338;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7339;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7340;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7341;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7342;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7343;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7344;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7345;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7346;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7347;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7348;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7349;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7350;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7351;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7352;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7353;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7354;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7355;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7356;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7357;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7358;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7359;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7360;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7361;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7362;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7363;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7364;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7365;19.7;-0.0;-3.68;17.84;10.35;-10.35;-10.35;1.86;0.0;6.67
7366;5.68;-0.0;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
7367;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7368;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7369;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7370;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7371;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7372;12.69;-0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
7373;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7374;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7375;19.77;-0.0;-0.39;17.91;10.39;-10.39;-10.39;1.86;0.0;10.0
7376;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7377;19.03;-0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
7378;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7379;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7380;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7381;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7382;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7383;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7384;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7385;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7386;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7387;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7388;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7389;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7390;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7391;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
7392;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7393;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7394;25.07;-0.0;-6.5;22.7;13.17;-13.17;-13.17;2.36;0.0;6.67
7395;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7396;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7397;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7398;22.14;-0.0;-1.63;20.06;11.63;-11.63;-11.63;2.09;0.0;10.0
7399;18.68;-0.0;0.19;16.92;9.81;-9.81;-9.81;1.76;0.0;10.0
7400;17.9;-0.0;0.59;16.22;9.41;-9.41;-9.41;1.69;0.0;10.0
7401;17.9;-0.0;0.59;16.22;9.41;-9.41;-9.41;1.69;0.0;10.0
7402;19.93;-0.0;-0.47;18.06;10.47;-10.47;-10.47;1.88;0.0;10.0
7403;20.35;-0.0;-0.69;18.43;10.69;-10.69;-10.69;1.92;0.0;10.0
7404;22.98;-0.0;-2.07;20.81;12.07;-12.07;-12.07;2.16;0.0;10.0
7405;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7406;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7407;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7408;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7409;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7410;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7411;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7412;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7413;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7414;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7415;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7416;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7417;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7418;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7419;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7420;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
7421;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7422;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7423;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
7424;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
