snapshot;hydrogen_storage
225;-0.7553406499429869
226;-0.15961915621436518
227;-0.41044925883694283
228;-0.41044925883694283
229;-0.22232668187001003
230;-1.5391847206385378
231;-2.887396522234887
232;-3.357702964652219
233;-3.4204104903078663
234;-3.4204104903078663
235;-6.753410490307866
236;-6.753410490307866
237;-6.753410490307866
238;-6.753410490307866
239;-6.753410490307866
240;-6.753410490307866
241;-6.753410490307866
242;-6.753410490307866
243;-6.753410490307866
244;-6.753410490307866
245;-3.4204104903078663
246;-3.4204104903078663
247;-3.4204104903078663
248;-3.4204104903078663
249;-2.009491163055868
250;-1.6332460091220042
251;-2.2603212656784475
252;-2.887396522234887
253;-2.7306277080957813
254;-3.2322879133409312
255;-3.4204104903078663
256;-3.4204104903078663
257;-3.4204104903078663
258;-3.4204104903078663
259;-6.753410490307866
260;-6.753410490307866
261;-6.753410490307866
262;-6.753410490307866
263;-6.753410490307866
264;-6.753410490307866
265;-6.753410490307866
266;-6.753410490307866
267;-6.753410490307866
268;-6.753410490307866
269;-3.4204104903078663
270;-3.4204104903078663
271;-3.4204104903078663
272;-3.4204104903078663
273;-3.4204104903078663
274;-3.4204104903078663
275;-3.4204104903078663
276;-3.4204104903078663
277;-3.4204104903078663
278;-3.4204104903078663
279;-3.4204104903078663
280;-3.4204104903078663
281;-3.4204104903078663
282;-3.4204104903078663
283;-6.753410490307866
284;-6.753410490307866
285;-6.753410490307866
286;-6.753410490307866
287;-6.753410490307866
288;-6.753410490307866
289;-6.753410490307866
290;-6.753410490307866
291;-6.753410490307866
292;-6.753410490307866
293;-3.4204104903078663
294;-3.4204104903078663
295;-3.4204104903078663
296;-3.4204104903078663
297;-3.4204104903078663
298;-3.4204104903078663
299;-3.4204104903078663
300;-3.4204104903078663
301;-3.4204104903078663
302;-3.4204104903078663
303;-3.4204104903078663
304;-3.4204104903078663
305;-3.4204104903078663
306;-3.4204104903078663
307;-6.753410490307866
308;-6.753410490307866
309;-6.753410490307866
310;-6.753410490307866
311;-6.753410490307866
312;-6.753410490307866
313;-6.753410490307866
314;-6.753410490307866
315;-6.753410490307866
316;-6.753410490307866
317;-3.4204104903078663
318;-3.420410490307866
319;-3.420410490307866
320;-3.4204104903078663
321;-3.4204104903078663
322;-3.4204104903078663
323;-3.4204104903078663
324;-3.4204104903078663
325;-3.4204104903078663
326;-3.4204104903078663
327;-3.4204104903078663
328;-3.4204104903078663
329;-3.4204104903078663
330;-3.4204104903078663
331;6.666
332;6.666
333;6.666
334;6.666
335;6.666
336;-6.753410490307866
337;-6.753410490307866
338;-6.753410490307866
339;-6.753410490307866
340;-6.753410490307866
341;-3.4204104903078663
342;-3.4204104903078663
343;-3.4204104903078663
344;-3.4204104903078663
345;-3.4204104903078663
346;-3.4204104903078663
347;-3.4204104903078663
348;-3.4204104903078663
349;-3.4204104903078663
350;-3.4204104903078663
351;-3.4204104903078663
352;-3.4204104903078663
353;-3.4204104903078663
354;-3.4204104903078663
355;-6.753410490307866
356;-6.753410490307866
357;-6.753410490307866
358;-6.753410490307866
359;-6.753410490307866
360;-6.408519099201822
361;-5.718736316989736
362;-5.248429874572404
363;-5.4992599771949795
364;-4.840830957810715
365;-1.5391847206385378
366;-1.4451234321550714
367;-1.068878278221204
368;-0.9748169897377394
369;-1.601892246294181
370;-3.357702964652219
371;-3.4204104903078663
372;-3.4204104903078663
373;-3.4204104903078663
374;-3.4204104903078663
375;-3.4204104903078663
376;-3.4204104903078663
377;-3.4204104903078663
378;-3.4204104903078663
379;-6.094981470923599
380;-2.99095895096921
381;-0.45130416191562084
382;-0.5767192132269088
383;-3.649387970353475
384;-6.753410490307866
385;-6.753410490307866
386;-6.753410490307866
387;-6.753410490307866
388;-6.753410490307866
389;-3.4204104903078663
390;-3.4204104903078663
391;-3.4204104903078663
392;-3.4204104903078663
393;-2.1662599771949793
394;-1.7586610604332922
395;-0.9748169897377394
396;0.34204104903079013
397;1.7843141391106059
398;3.1011721778791346
399;2.599511972633982
400;1.9097291904218938
401;1.9410829532497171
402;2.191913055872293
403;-0.6394267388825527
404;-0.13776653363739833
405;0.3325399087799328
406;0.552016248574688
407;0.6460775370581544
408;0.9282614025085536
409;1.2731527936145977
410;1.3985678449258847
411;1.492629133409351
412;1.618044184720639
413;5.139166761687573
414;5.076459236031929
415;4.700214082098063
416;5.484058152793616
417;6.863623717217789
418;7.016908779931585
419;4.5120915051311306
420;2.662219498289625
421;3.3520022805017122
422;2.3173281071835827
423;-0.9121094640820964
424;-3.4204104903078663
425;-3.4204104903078663
426;-3.4204104903078663
427;-6.753410490307866
428;-6.753410490307866
429;-6.753410490307866
430;-6.753410490307866
431;-6.753410490307866
432;-6.753410490307866
433;-6.753410490307866
434;-6.753410490307866
435;-6.753410490307866
436;-6.753410490307866
437;-3.4204104903078663
438;-3.4204104903078663
439;-3.4204104903078663
440;-3.3263492018243976
441;-0.880755701254273
442;0.24797976054732196
443;0.7809937286202988
444;1.4394227480045636
445;1.6275453249714946
446;1.2826539338654523
447;-0.6612793614595187
448;-1.351062143671605
449;-0.9434632269099179
450;0.21662599771950042
451;-1.6427471493728607
452;-0.6707805017103752
453;-0.325889110604332
454;0.1757710946408224
455;0.5833700114025095
456;1.0536764538198415
457;1.680751710376283
458;1.5239828962371726
459;1.8061667616875727
460;2.0569968643101495
461;5.609473204104904
462;5.452704389965794
463;5.1705205245153945
464;6.079779646522236
465;6.738208665906501
466;7.016908779931585
467;7.016908779931585
468;7.016908779931585
469;7.016908779931585
470;7.016908779931585
471;7.016908779931585
472;7.016908779931585
473;7.016908779931585
474;7.016908779931585
475;3.6839087799315853
476;3.6839087799315853
477;3.4679161915621446
478;3.0603172748004566
479;2.9662559863169906
480;3.2170860889395674
481;3.656038768529077
482;3.6839087799315853
483;3.6839087799315853
484;3.6839087799315853
485;7.016908779931585
486;7.016908779931585
487;7.016908779931585
488;7.016908779931585
489;7.016908779931585
490;6.393317274800457
491;4.982397947548462
492;4.229907639680731
493;4.731567844925885
494;3.602832383124289
495;1.0318238312428765
496;-0.7553406499429869
497;-0.9434632269099179
498;-1.476477194982893
499;6.666
500;6.666
501;6.666
502;6.666
503;6.666
504;-6.753410490307866
505;-6.753410490307866
506;-5.279783637400225
507;-4.74676966932725
508;-4.088340649942987
509;0.24797976054732196
510;-1.601892246294181
511;-1.41376966932725
512;0.9377625427594101
513;3.414709806157356
514;3.6968936716077545
515;3.477417331813001
516;3.7596011972633994
517;5.076459236031929
518;5.546765678449261
519;4.386676453819842
520;3.9790775370581537
521;3.790954960091222
522;3.9790775370581537
523;1.1163839794754855
524;1.5239828962371726
525;1.492629133409351
526;1.3045065564424183
527;1.02232269099202
528;1.147737742303308
529;2.3705344925883702
530;3.6839087799315853
531;3.6839087799315853
532;3.6839087799315853
533;7.016908779931585
534;7.016908779931585
535;6.989038768529078
536;7.016908779931585
537;7.016908779931585
538;7.016908779931585
539;7.016908779931585
540;7.016908779931585
541;7.016908779931585
542;7.016908779931585
543;6.299255986316991
544;4.919690421892818
545;3.9790775370581537
546;3.5714786202964666
547;0.4579549600912216
548;1.0536764538198415
549;1.8688742873432167
550;2.433242018244014
551;2.684072120866592
552;2.746779646522236
553;2.746779646522236
554;3.0603172748004566
555;3.6839087799315853
556;3.6839087799315853
557;7.016908779931585
558;7.016908779931585
559;7.016908779931585
560;7.016908779931585
561;6.738208665906501
562;6.111133409350058
563;7.016908779931585
564;7.016908779931585
565;7.016908779931585
566;7.016908779931585
567;7.016908779931585
568;5.891657069555303
569;5.201874287343217
570;5.421350627137971
571;2.872194697833524
572;3.6839087799315853
573;3.6839087799315853
574;3.6839087799315853
575;3.6839087799315853
576;3.6839087799315853
577;3.6839087799315853
578;3.6839087799315853
579;3.6839087799315853
580;3.6839087799315853
581;7.016908779931585
582;7.016908779931585
583;7.016908779931585
584;7.016908779931585
585;7.016908779931585
586;7.016908779931585
587;7.016908779931585
588;7.016908779931585
589;7.016908779931585
590;7.016908779931585
591;7.016908779931585
592;7.016908779931585
593;6.894977480045611
594;7.016908779931585
595;3.6839087799315853
596;3.6839087799315853
597;3.6839087799315853
598;3.6839087799315853
599;3.6839087799315853
600;3.6839087799315853
601;3.6839087799315853
602;3.6839087799315853
603;3.6839087799315853
604;3.6839087799315853
605;7.016908779931585
606;7.016908779931585
607;7.016908779931585
608;7.016908779931585
609;7.016908779931585
610;7.016908779931585
611;7.016908779931585
612;7.016908779931585
613;7.016908779931585
614;7.016908779931585
615;6.236548460661346
616;5.1078129988597505
617;4.07313882554162
618;4.135846351197264
619;1.1790915051311304
620;1.147737742303308
621;0.7401388255416199
622;0.2698323831242888
623;0.20712485746864484
624;0.30118614595211035
625;-0.7961955530216631
626;-2.4265912200684134
627;-3.2417890535917877
628;-3.9002180729760543
629;-1.0375245153933843
630;-1.131585803876849
631;-0.9121094640820964
632;0.21662599771950042
633;1.8156679019384274
634;1.4080689851767403
635;0.718286202964654
636;1.063177594070698
637;1.9410829532497171
638;1.721606613454961
639;0.24797976054732196
640;-0.19097291904218672
641;1.063177594070698
642;2.2859743443557594
643;0.4579549600912216
644;2.0569968643101495
645;3.2484398517673894
646;3.6839087799315853
647;3.6839087799315853
648;3.6839087799315853
649;3.6839087799315853
650;3.6839087799315853
651;3.6839087799315853
652;3.6839087799315853
653;7.016908779931585
654;7.016908779931585
655;7.016908779931585
656;7.016908779931585
657;7.016908779931585
658;7.016908779931585
659;7.016908779931585
660;7.016908779931585
661;7.016908779931585
662;7.016908779931585
663;7.016908779931585
664;5.5781194412770825
665;4.1044925883694425
666;3.1638797035347785
667;6.666
668;6.666
669;6.666
670;6.666
671;6.666
672;-0.7648417901938407
673;-0.9216106043329519
674;-2.207114880273659
675;-2.990958950969212
676;-3.9002180729760543
677;0.05985718358038916
678;0.5301636259977212
679;0.43610233751425476
680;-0.5672180729760541
681;-1.7273072976054724
682;-2.950104047890532
683;-3.420410490307866
684;-3.420410490307866
685;-3.420410490307866
686;-3.420410490307866
687;-3.420410490307866
688;-3.420410490307866
689;-3.420410490307866
690;-3.420410490307866
691;-6.753410490307866
692;-6.753410490307866
693;-6.753410490307866
694;-6.753410490307866
695;-6.753410490307866
696;-6.753410490307866
697;-6.753410490307866
698;-6.753410490307866
699;-6.753410490307866
700;-6.753410490307866
701;-3.420410490307866
702;-3.420410490307866
703;-3.420410490307866
704;-3.420410490307866
705;-3.420410490307866
706;-3.420410490307866
707;-3.420410490307866
708;-3.420410490307866
709;-3.420410490307866
710;-3.420410490307866
711;-3.420410490307866
712;-3.420410490307866
713;-3.420410490307866
714;-3.420410490307866
715;-6.753410490307866
716;-6.753410490307866
717;-6.753410490307866
718;-6.753410490307866
719;-6.753410490307866
720;-6.753410490307866
721;-6.753410490307866
722;-6.753410490307866
723;-6.722056727480043
724;-5.687382554161914
725;-2.1035524515393362
726;-3.357702964652221
727;-3.420410490307866
728;-3.420410490307866
729;-3.420410490307866
730;-3.420410490307866
731;-3.420410490307866
732;-3.420410490307866
733;-3.420410490307866
734;-3.420410490307866
735;-3.420410490307866
736;-3.420410490307866
737;-3.420410490307866
738;-3.420410490307866
739;-6.753410490307866
740;-6.753410490307866
741;-6.753410490307866
742;-6.753410490307866
743;-6.753410490307866
744;-6.753410490307866
745;-6.753410490307866
746;-6.753410490307866
747;-6.753410490307866
748;-6.753410490307866
749;-3.420410490307866
750;-3.420410490307866
751;-3.420410490307866
752;-3.420410490307866
753;-3.420410490307866
754;-3.420410490307866
755;-3.420410490307866
756;-3.420410490307866
757;-3.420410490307866
758;-3.420410490307866
759;-3.420410490307866
760;-3.420410490307866
761;-3.420410490307866
762;-3.420410490307866
763;-6.753410490307866
764;-6.753410490307866
765;-6.753410490307866
766;-6.753410490307866
767;-6.753410490307866
768;-6.753410490307866
769;-6.753410490307866
770;-6.753410490307866
771;-6.753410490307866
772;-6.000920182440137
773;-1.7900148232611155
774;-1.225647092360317
775;-0.31638797035347466
776;0.718286202964654
777;1.6902528506271395
778;1.2826539338654523
779;1.8156679019384274
780;2.6935732611174465
781;3.8850162485746873
782;4.856982896237173
783;4.480737742303308
784;4.135846351197264
785;4.07313882554162
786;3.602832383124289
787;-0.7021342645381967
788;-2.3011761687571237
789;-5.3111374002280485
790;-6.753410490307866
791;-6.753410490307866
792;-6.753410490307866
793;-6.753410490307866
794;-6.753410490307866
795;-6.753410490307866
796;-6.753410490307866
797;-3.420410490307866
798;-3.420410490307866
799;-3.420410490307866
800;-3.420410490307866
801;-3.420410490307866
802;-3.420410490307866
803;-3.420410490307866
804;-3.420410490307866
805;-3.420410490307866
806;-3.420410490307866
807;-3.420410490307866
808;-3.420410490307866
809;-3.420410490307866
810;-3.420410490307866
811;-6.753410490307866
812;-6.753410490307866
813;-6.753410490307866
814;-6.753410490307866
815;-6.753410490307866
816;-4.8408309578107165
817;-1.0156718928164183
818;1.4612753705815287
819;2.9035484606613466
820;3.561977480045611
821;6.989038768529078
822;6.738208665906501
823;6.456024800456102
824;7.016908779931585
825;7.016908779931585
826;7.016908779931585
827;7.016908779931585
828;7.016908779931585
829;7.016908779931585
830;7.016908779931585
831;7.016908779931585
832;6.424671037628279
833;5.1705205245153945
834;4.135846351197264
835;6.666
836;6.666
837;6.666
838;6.666
839;6.666
840;-4.213755701254273
841;-4.30781698973774
842;-3.523972919042187
843;-2.1130535917901927
844;-1.0156718928164183
845;3.6341861459521105
846;5.1705205245153945
847;6.424671037628279
848;7.016908779931585
849;7.016908779931585
850;7.016908779931585
851;7.016908779931585
852;7.016908779931585
853;7.016908779931585
854;7.016908779931585
855;7.016908779931585
856;7.016908779931585
857;7.016908779931585
858;6.267902223489169
859;2.9035484606613466
860;2.9976097491448126
861;2.8408409350057022
862;2.6527183580387694
863;3.342501140250856
864;3.6839087799315853
865;3.6839087799315853
866;3.6839087799315853
867;3.6839087799315853
868;3.6839087799315853
869;7.016908779931585
870;7.016908779931585
871;7.016908779931585
872;7.016908779931585
873;7.016908779931585
874;7.016908779931585
875;7.016908779931585
876;7.016908779931585
877;7.016908779931585
878;7.016908779931585
879;7.016908779931585
880;7.016908779931585
881;6.299255986316991
882;4.480737742303308
883;-0.325889110604332
884;-0.7961955530216631
885;0.05035604332953447
886;1.085030216647664
887;1.4612753705815287
888;1.7121054732041063
889;2.1197043899657935
890;2.433242018244014
891;2.872194697833524
892;3.4365624287343226
893;6.926331242873433
894;6.832269954389966
895;7.016908779931585
896;7.016908779931585
897;7.016908779931585
898;7.016908779931585
899;7.016908779931585
900;7.016908779931585
901;7.016908779931585
902;7.016908779931585
903;7.016908779931585
904;7.016908779931585
905;7.016908779931585
906;6.518732326111746
907;2.3705344925883702
908;1.7434592360319288
909;1.2417990307867743
910;1.0536764538198415
911;1.2417990307867743
912;1.555336659064995
913;1.8375205245153943
914;2.0569968643101495
915;2.2137656784492608
916;2.4645957810718366
917;5.98571835803877
918;5.828949543899658
919;5.828949543899658
920;7.016908779931585
921;7.016908779931585
922;7.016908779931585
923;7.016908779931585
924;7.016908779931585
925;7.016908779931585
926;6.048425883694414
927;2.8816958380843793
928;-0.7553406499429869
929;-2.7306277080957795
930;-2.9814578107183554
931;-5.624675028506269
932;-4.966246009122004
933;-4.684062143671605
934;-4.8408309578107165
935;-5.060307297605473
936;-4.966246009122004
937;-4.74676966932725
938;-4.464585803876849
939;-4.684062143671605
940;-4.527293329532494
941;-0.5672180729760541
942;-0.12826539338654364
943;1.1572388825541644
944;3.2892947548460674
945;2.0351442417331835
946;1.8470216647662507
947;1.6275453249714946
948;1.2199464082098075
949;1.8470216647662507
950;2.44274315849487
951;0.05985718358038916
952;-2.354382554161914
953;-3.1068728620296433
954;-2.511151368301025
955;-5.091661060433292
956;-3.9002180729760543
957;-3.2417890535917877
958;-3.2417890535917877
959;-3.053666476624855
960;-2.050346066134548
961;-1.1410869441277063
962;-0.6707805017103752
963;-0.07505900798175524
964;-0.7021342645381967
965;2.2232668187001154
966;1.9097291904218938
967;0.7496399657924773
968;1.0318238312428765
969;-0.41044925883694283
970;-1.5078309578107163
971;-3.3263492018243994
972;-3.420410490307866
973;-3.420410490307866
974;-2.166259977194981
975;-3.420410490307866
976;-3.420410490307866
977;-3.420410490307866
978;-3.420410490307866
979;-6.753410490307866
980;-6.753410490307866
981;-6.753410490307866
982;-6.753410490307866
983;-6.753410490307866
984;-6.753410490307866
985;-6.753410490307866
986;-6.753410490307866
987;-6.753410490307866
988;-6.753410490307866
989;-3.420410490307866
990;-3.420410490307866
991;-3.420410490307866
992;-3.420410490307866
993;-3.420410490307866
994;-3.420410490307866
995;-3.420410490307866
996;-3.420410490307866
997;-3.420410490307866
998;-3.420410490307866
999;-3.420410490307866
1000;-2.5425051311288485
1001;-1.7273072976054724
1002;-0.3790954960091213
1003;6.666
1004;6.666
1005;6.666
1006;6.666
1007;6.666
1008;-0.6707805017103752
1009;-0.2318278221208656
1010;0.6460775370581535
1011;1.3672140820980623
1012;1.9002280501710391
1013;5.797595781071837
1014;6.330609749144813
1015;7.016908779931585
1016;7.016908779931585
1017;7.016908779931585
1018;7.016908779931585
1019;7.016908779931585
1020;7.016908779931585
1021;7.016908779931585
1022;7.016908779931585
1023;7.016908779931585
1024;7.016908779931585
1025;7.016908779931585
1026;7.016908779931585
1027;3.6839087799315853
1028;3.6839087799315853
1029;3.6839087799315853
1030;3.6839087799315853
1031;3.6839087799315853
1032;3.6839087799315853
1033;3.6839087799315853
1034;3.6839087799315853
1035;3.6839087799315853
1036;3.6839087799315853
1037;7.016908779931585
1038;7.016908779931585
1039;7.016908779931585
1040;7.016908779931585
1041;7.016908779931585
1042;7.016908779931585
1043;7.016908779931585
1044;7.016908779931585
1045;7.016908779931585
1046;7.016908779931585
1047;7.016908779931585
1048;7.016908779931585
1049;7.016908779931585
1050;7.016908779931585
1051;3.6839087799315853
1052;3.4365624287343226
1053;2.9349022234891686
1054;2.4645957810718366
1055;2.3078269669327263
1056;2.2137656784492608
1057;2.088350627137971
1058;2.2451194412770823
1059;2.2451194412770823
1060;2.151058152793616
1061;5.672180729760548
1062;5.860303306727481
1063;6.612793614595212
1064;7.016908779931585
1065;7.016908779931585
1066;7.016908779931585
1067;7.016908779931585
1068;7.016908779931585
1069;7.016908779931585
1070;7.016908779931585
1071;7.016908779931585
1072;7.016908779931585
1073;5.295935575826683
1074;3.132525940706957
1075;-2.175761117445836
1076;-3.0850202394526782
1077;-2.7714826111744557
1078;-1.92493101482326
1079;-0.48265792474344327
1080;1.4299216077537062
1081;2.8408409350057022
1082;3.4679161915621446
1083;3.624685005701255
1084;3.499269954389966
1085;6.769562428734323
1086;6.738208665906501
1087;6.800916191562145
1088;7.016908779931585
1089;7.016908779931585
1090;6.863623717217788
1091;6.612793614595212
1092;6.299255986316991
1093;6.330609749144813
1094;6.5814398517673895
1095;5.38999686431015
1096;2.191913055872294
1097;-1.5078309578107163
1098;-3.3263492018243994
1099;-6.283104047890532
1100;-5.7814438426453805
1101;-5.028953534777649
1102;-4.088340649942987
1103;-3.461265393386544
1104;-3.273142816419611
1105;-3.179081527936143
1106;-2.8968976624857454
1107;-2.677421322690991
1108;-2.5520062713797014
1109;0.8750550171037652
1110;0.3106872862029668
1111;-0.19097291904218672
1112;1.8156679019384274
1113;1.4080689851767403
1114;-0.5672180729760541
1115;-1.5078309578107163
1116;-2.1349062143671595
1117;-0.8180481755986282
1118;-0.19097291904218672
1119;-0.31638797035347466
1120;0.24797976054732196
1121;-0.03420410490307724
1122;-0.22232668187001003
1123;-3.680741733181298
1124;-5.123014823261116
1125;-6.753410490307866
1126;-6.753410490307866
1127;-6.753410490307866
1128;-6.753410490307866
1129;-6.753410490307866
1130;-6.753410490307866
1131;-6.753410490307866
1132;-6.753410490307866
1133;-3.420410490307866
1134;-3.420410490307866
1135;-3.420410490307866
1136;-3.420410490307866
1137;-3.420410490307866
1138;-3.420410490307866
1139;-3.420410490307866
1140;-3.420410490307866
1141;-3.420410490307866
1142;-3.420410490307866
1143;-3.420410490307866
1144;-3.420410490307866
1145;-3.420410490307866
1146;-3.420410490307866
1147;-6.753410490307866
1148;-6.753410490307866
1149;-6.753410490307866
1150;-6.753410490307866
1151;-6.753410490307866
1152;-6.753410490307866
1153;-6.753410490307866
1154;-5.718736316989737
1155;-1.6113933865450392
1156;-0.043705245153932815
1157;2.8816958380843793
1158;-2.6679201824401364
1159;-3.420410490307866
1160;-3.420410490307866
1161;-3.420410490307866
1162;-3.420410490307866
1163;-3.420410490307866
1164;-3.420410490307866
1165;-3.420410490307866
1166;-3.420410490307866
1167;-3.420410490307866
1168;-3.420410490307866
1169;-3.420410490307866
1170;-3.420410490307866
1171;6.666
1172;6.666
1173;6.666
1174;6.666
1175;6.666
1176;-0.7961955530216631
1177;-1.799515963511972
1178;-2.207114880273659
1179;-0.7021342645381967
1180;1.3358603192702407
1181;6.612793614595212
1182;7.016908779931585
1183;7.016908779931585
1184;7.016908779931585
1185;7.016908779931585
1186;7.016908779931585
1187;7.016908779931585
1188;7.016908779931585
1189;6.863623717217788
1190;7.016908779931585
1191;7.016908779931585
1192;7.016908779931585
1193;5.860303306727481
1194;4.606152793614597
1195;0.3325399087799319
1196;-0.1377665336373992
1197;-0.8902568415051304
1198;-2.050346066134548
1199;-4.025633124287342
1200;-5.812797605473202
1201;-6.753410490307866
1202;-6.753410490307866
1203;-6.753410490307866
1204;-6.753410490307866
1205;-3.420410490307866
1206;-3.420410490307866
1207;-3.420410490307866
1208;-3.420410490307866
1209;-3.420410490307866
1210;-3.420410490307866
1211;-3.420410490307866
1212;-3.420410490307866
1213;-3.420410490307866
1214;-3.420410490307866
1215;-3.420410490307866
1216;-3.420410490307866
1217;-3.420410490307866
1218;-3.420410490307866
1219;-6.753410490307866
1220;-6.753410490307866
1221;-6.753410490307866
1222;-6.753410490307866
1223;-6.753410490307866
1224;-6.753410490307866
1225;-6.753410490307866
1226;-6.753410490307866
1227;-6.753410490307866
1228;-6.753410490307866
1229;-3.420410490307866
1230;-3.420410490307866
1231;-3.420410490307866
1232;-3.420410490307866
1233;-2.1035524515393362
1234;-1.3197083808437835
1235;-1.225647092360317
1236;-0.5985718358038756
1237;0.8750550171037652
1238;2.7562807867730914
1239;3.8223087229190433
1240;3.8223087229190433
1241;4.261261402508554
1242;5.1705205245153945
1243;2.872194697833524
1244;3.6839087799315853
1245;3.6839087799315853
1246;3.6839087799315853
1247;3.6839087799315853
1248;3.6839087799315853
1249;3.6839087799315853
1250;3.6839087799315853
1251;3.6839087799315853
1252;3.0916710376282786
1253;5.766242018244014
1254;5.452704389965794
1255;5.860303306727481
1256;6.111133409350058
1257;5.484058152793616
1258;5.672180729760548
1259;6.048425883694414
