;on_wind;battery storage;hydrogen_storage;Curtailment
4590;0.0;28.51;513.44;0.0
4591;0.0;33.85;513.13;0.0
4592;0.0;33.85;514.42;0.0
4593;0.0;33.85;515.07;0.0
4594;0.0;33.85;514.9;0.0
4595;0.0;33.85;514.59;0.0
4596;0.0;33.85;513.82;0.0
4597;0.0;33.85;512.14;0.0
4598;0.0;33.85;509.9;0.0
4599;0.0;33.85;507.62;0.0
4600;0.0;19.74;513.44;0.0
4601;0.0;16.54;513.44;0.0
4602;0.0;28.88;506.22;0.0
4603;0.0;31.17;509.56;0.0
4604;0.0;27.56;513.44;0.0
4605;0.0;26.25;513.44;0.0
4606;0.0;25.18;513.44;0.0
4607;0.0;28.87;513.44;0.0
4608;0.0;33.85;518.14;0.0
4609;0.0;32.95;519.31;0.0
4610;0.0;33.85;516.2;0.0
4611;0.0;28.03;519.31;0.0
4612;0.0;30.41;519.31;0.0
4613;0.0;39.02;515.97;0.0
4614;0.0;44.84;515.97;0.0
4615;0.0;49.35;515.97;0.0
4616;0.0;52.95;515.97;0.0
4617;0.0;52.63;515.97;0.0
4618;0.0;49.76;515.97;0.0
4619;0.0;47.63;515.97;0.0
4620;0.0;45.82;515.97;0.0
4621;0.0;43.85;515.97;0.0
4622;0.0;41.48;515.97;0.0
4623;0.0;38.53;515.97;0.0
4624;0.0;33.85;515.97;0.0
4625;0.0;32.12;513.44;0.0
4626;0.0;26.63;513.44;0.0
4627;0.0;30.1;513.44;0.0
4628;0.0;27.8;513.44;0.0
4629;0.0;25.92;513.44;0.0
4630;0.0;14.18;519.31;0.0
4631;0.0;25.78;514.41;0.0
4632;0.0;22.78;519.31;0.0
4633;0.0;33.85;517.32;0.0
4634;0.0;34.02;519.31;0.0
4635;0.0;34.18;519.31;0.0
4636;0.0;33.85;516.51;0.0
4637;0.0;33.85;513.95;0.0
4638;0.0;37.3;515.97;0.0
4639;0.0;39.1;515.97;0.0
4640;0.0;40.08;515.97;0.0
4641;0.0;41.39;515.97;0.0
4642;0.0;43.61;515.97;0.0
4643;0.0;44.1;515.97;0.0
4644;0.0;43.28;515.97;0.0
4645;0.0;41.39;515.97;0.0
4646;0.0;38.77;515.97;0.0
4647;0.0;34.51;515.97;0.0
4648;0.0;33.85;513.99;0.0
4649;0.0;33.85;511.24;0.0
4650;0.0;33.85;508.48;0.0
4651;0.0;33.85;511.21;0.0
4652;0.0;33.85;511.08;0.0
4653;0.0;33.85;510.91;0.0
4654;0.0;28.71;513.44;0.0
4655;0.0;29.03;513.44;0.0
4656;0.0;30.1;513.44;0.0
4657;0.0;33.85;512.37;0.0
4658;0.0;33.38;513.44;0.0
4659;0.0;33.3;513.44;0.0
4660;0.0;30.84;513.44;0.0
4661;0.0;19.9;513.44;0.0
4662;0.0;33.85;506.32;0.0
4663;0.0;33.85;507.14;0.0
4664;0.0;33.85;507.96;0.0
4665;0.0;19.83;515.97;0.0
4666;0.0;33.85;509.12;0.0
4667;0.0;33.85;509.12;0.0
4668;0.0;24.49;513.44;0.0
4669;0.0;25.47;512.19;0.0
4670;0.0;22.12;513.44;0.0
4671;0.0;21.71;513.44;0.0
4672;0.0;21.54;513.44;0.0
4673;0.0;16.23;515.97;0.0
4674;0.0;23.1;513.44;0.0
4675;0.0;26.47;519.31;0.0
4676;4.59;33.85;519.31;4.59
4677;13.45;33.85;519.31;13.45
4678;17.54;33.85;519.31;17.54
4679;19.02;33.85;519.31;19.02
4680;16.89;33.85;519.31;16.89
4681;14.18;33.85;519.31;14.18
4682;11.72;33.85;519.31;11.72
4683;11.56;33.85;519.31;11.56
4684;5.49;36.31;519.31;5.49
4685;3.77;33.85;515.97;3.77
4686;0.0;31.39;515.97;0.0
4687;1.31;33.85;515.97;1.31
4688;2.62;33.85;515.97;2.62
4689;4.02;33.85;515.97;4.02
4690;22.14;33.85;515.97;22.14
4691;19.27;36.72;515.97;19.27
4692;0.0;30.98;515.97;0.0
4693;1.07;33.85;515.97;1.07
4694;5.98;33.85;515.97;5.98
4695;2.46;34.02;515.97;2.46
4696;0.49;33.85;515.97;0.49
4697;0.0;33.69;515.97;0.0
4698;1.8;33.85;515.97;1.8
4699;27.63;33.85;506.77;27.63
4700;22.63;36.97;506.77;22.63
4701;25.5;33.85;506.77;25.5
4702;20.82;33.85;506.77;20.82
4703;22.79;33.85;506.77;22.79
4704;6.89;33.85;519.31;6.89
4705;0.0;30.74;519.31;0.0
4706;2.95;33.85;519.31;2.95
4707;6.8;33.85;519.31;6.8
4708;5.41;33.85;519.31;5.41
4709;6.97;33.85;515.97;6.97
4710;19.76;33.85;515.97;19.76
4711;28.69;33.85;515.97;28.69
4712;32.38;33.85;515.97;32.38
4713;32.88;33.85;515.97;32.88
4714;31.56;33.85;515.97;31.56
4715;29.6;33.85;515.97;29.6
4716;0.0;60.01;515.97;0.0
4717;0.0;55.09;515.97;0.0
4718;10.08;39.59;515.97;10.08
4719;0.0;46.23;515.97;0.0
4720;0.0;39.84;515.97;0.0
4721;0.0;31.8;515.97;0.0
4722;0.0;27.46;515.97;0.0
4723;0.0;25.98;519.31;0.0
4724;0.0;26.56;519.31;0.0
4725;0.0;26.47;519.31;0.0
4726;0.0;24.83;519.31;0.0
4727;0.0;25.49;519.31;0.0
4728;0.0;28.44;519.31;0.0
4729;0.0;30.82;519.31;0.0
4730;0.0;31.64;519.31;0.0
4731;0.0;31.31;519.31;0.0
4732;0.0;29.75;519.31;0.0
4733;0.0;28.03;515.97;0.0
4734;2.05;33.85;515.97;2.05
4735;0.0;44.02;515.97;0.0
4736;7.9;41.53;515.97;7.9
4737;0.0;52.3;515.97;0.0
4738;0.0;52.95;515.97;0.0
4739;0.0;52.13;515.97;0.0
4740;0.0;51.81;515.97;0.0
4741;0.0;50.25;515.97;0.0
4742;0.0;47.95;515.97;0.0
4743;0.0;44.51;515.97;0.0
4744;0.0;36.48;515.97;0.0
4745;0.0;33.85;512.91;0.0
4746;0.0;33.85;510.8;0.0
4747;0.0;33.85;514.57;0.0
4748;0.0;33.85;516.59;0.0
4749;0.0;33.85;516.81;0.0
4750;0.0;33.85;516.76;0.0
4751;0.0;33.85;516.81;0.0
4752;0.0;33.85;516.85;0.0
4753;0.0;33.85;516.29;0.0
4754;0.0;33.85;515.99;0.0
4755;0.0;33.85;515.82;0.0
4756;0.0;33.85;514.22;0.0
4757;0.0;25.31;513.44;0.0
4758;0.0;33.85;511.11;0.0
4759;0.0;33.85;511.45;0.0
4760;0.0;33.85;511.71;0.0
4761;0.0;33.85;511.67;0.0
4762;0.0;29.74;513.44;0.0
4763;0.0;33.85;510.42;0.0
4764;0.0;33.85;509.0;0.0
4765;0.0;33.85;507.79;0.0
4766;0.0;26.48;510.72;0.0
4767;0.0;33.39;506.22;0.0
4768;0.0;32.49;506.22;0.0
4769;0.0;31.58;506.22;0.0
4770;0.0;31.83;506.22;0.0
4771;0.0;32.65;509.56;0.0
4772;0.0;33.47;509.56;0.0
4773;0.0;33.72;509.56;0.0
4774;0.0;33.85;509.57;0.0
4775;0.0;33.85;509.92;0.0
4776;0.0;26.99;513.44;0.0
4777;0.0;33.63;509.56;0.0
4778;0.0;33.85;509.7;0.0
4779;0.0;33.85;510.65;0.0
4780;0.0;33.85;511.55;0.0
4781;0.0;33.85;507.49;0.0
4782;0.0;33.85;507.62;0.0
4783;0.0;33.85;511.28;0.0
4784;0.0;33.85;514.12;0.0
4785;0.0;34.1;515.97;0.0
4786;0.0;37.21;515.97;0.0
4787;0.0;38.28;515.97;0.0
4788;0.0;37.95;515.97;0.0
4789;0.0;36.15;515.97;0.0
4790;0.0;33.85;515.33;0.0
4791;0.0;33.02;513.44;0.0
4792;0.0;33.85;511.36;0.0
4793;0.0;33.85;509.86;0.0
4794;0.0;33.85;508.82;0.0
4795;0.0;33.85;512.89;0.0
4796;0.0;33.85;512.93;0.0
4797;0.0;33.85;512.07;0.0
4798;0.0;33.85;511.12;0.0
4799;0.0;33.85;510.52;0.0
4800;0.0;33.85;510.39;0.0
4801;0.0;33.85;510.82;0.0
4802;0.0;33.85;511.6;0.0
4803;0.0;33.85;512.11;0.0
4804;0.0;33.85;511.17;0.0
4805;0.0;33.85;507.06;0.0
4806;0.0;33.85;508.61;0.0
4807;0.0;33.85;508.91;0.0
4808;0.0;33.85;509.08;0.0
4809;0.0;33.85;509.38;0.0
4810;0.0;33.85;509.94;0.0
4811;0.0;33.85;510.5;0.0
4812;0.0;33.85;510.89;0.0
4813;0.0;33.85;510.68;0.0
4814;0.0;33.85;510.03;0.0
4815;0.0;33.85;508.95;0.0
4816;0.0;33.85;507.96;0.0
4817;0.0;33.85;506.84;0.0
4818;0.0;33.85;506.32;0.0
4819;0.0;33.85;509.57;0.0
4820;0.0;33.31;509.56;0.0
4821;0.0;33.14;509.56;0.0
4822;0.0;33.72;509.56;0.0
4823;0.0;33.85;510.48;0.0
4824;0.0;33.85;511.73;0.0
4825;0.0;31.99;513.44;0.0
4826;0.0;33.85;512.46;0.0
4827;0.0;30.92;513.44;0.0
4828;0.0;33.85;510.65;0.0
4829;0.0;18.67;513.44;0.0
4830;0.0;17.36;513.44;0.0
4831;0.0;30.44;506.22;0.0
4832;0.0;16.62;513.44;0.0
4833;0.0;30.76;506.22;0.0
4834;0.0;31.67;506.22;0.0
4835;0.0;19.17;513.44;0.0
4836;0.0;33.85;506.45;0.0
4837;0.0;33.85;507.44;0.0
4838;0.0;24.17;513.44;0.0
4839;0.0;26.05;513.44;0.0
4840;0.0;33.85;510.12;0.0
4841;0.0;33.85;509.77;0.0
4842;0.0;33.85;509.34;0.0
4843;0.0;33.85;512.67;0.0
4844;0.0;33.85;513.28;0.0
4845;0.0;33.85;515.64;0.0
4846;0.0;33.85;518.01;0.0
4847;0.0;33.85;518.75;0.0
4848;0.0;33.85;518.79;0.0
4849;0.0;33.85;518.49;0.0
4850;0.0;33.85;518.01;0.0
4851;0.0;33.85;517.32;0.0
4852;0.0;33.85;515.04;0.0
4853;0.0;25.72;513.44;0.0
4854;0.0;29.17;513.44;0.0
4855;0.0;31.13;513.44;0.0
4856;0.0;33.85;513.17;0.0
4857;0.0;33.85;514.42;0.0
4858;0.0;33.85;515.46;0.0
4859;0.0;35.25;515.97;0.0
4860;0.0;35.9;515.97;0.0
4861;0.0;35.82;515.97;0.0
4862;0.0;35.25;515.97;0.0
4863;0.0;33.85;515.11;0.0
4864;0.0;33.1;513.44;0.0
4865;0.0;33.85;510.12;0.0
4866;0.0;25.23;513.44;0.0
4867;9.92;33.85;506.77;9.92
4868;9.84;33.85;506.77;9.84
4869;0.0;46.4;506.77;0.0
4870;16.81;33.85;506.77;16.81
4871;7.62;44.02;506.77;7.62
4872;0.0;26.47;519.31;0.0
4873;0.0;26.56;519.31;0.0
4874;0.0;28.28;519.31;0.0
4875;0.0;31.39;519.31;0.0
4876;0.0;33.85;519.31;0.0
4877;1.48;33.85;515.97;1.48
4878;3.94;33.85;515.97;3.94
4879;1.8;33.85;515.97;1.8
4880;10.58;33.85;515.97;10.58
4881;19.51;33.85;515.97;19.51
4882;28.94;33.85;515.97;28.94
4883;32.38;33.85;515.97;32.38
4884;33.12;33.85;515.97;33.12
4885;32.71;33.85;515.97;32.71
4886;31.32;33.85;515.97;31.32
4887;30.33;33.85;515.97;30.33
4888;25.58;33.85;515.97;25.58
4889;19.68;33.85;515.97;19.68
4890;19.18;33.85;515.97;19.18
4891;19.27;33.85;519.31;19.27
4892;17.38;33.85;519.31;17.38
4893;0.0;51.07;519.31;0.0
4894;12.73;38.58;519.31;12.73
4895;0.0;47.3;519.31;0.0
4896;0.0;45.82;519.31;0.0
4897;0.0;45.74;519.31;0.0
4898;0.0;42.3;519.31;0.0
4899;0.0;38.85;519.31;0.0
4900;0.0;33.11;519.31;0.0
4901;0.0;26.47;515.97;0.0
4902;0.0;28.03;515.97;0.0
4903;0.0;33.2;515.97;0.0
4904;0.0;40.17;515.97;0.0
4905;0.0;48.2;515.97;0.0
4906;0.0;50.82;515.97;0.0
4907;0.0;51.64;515.97;0.0
4908;0.0;45.41;515.97;0.0
4909;0.0;40.41;515.97;0.0
4910;0.0;36.48;515.97;0.0
4911;0.0;35.0;515.97;0.0
4912;0.0;33.85;515.67;0.0
4913;0.0;33.85;514.16;0.0
4914;0.0;31.88;515.97;0.0
4915;0.0;33.85;518.57;0.0
4916;0.0;33.85;518.53;0.0
4917;0.0;33.85;518.36;0.0
4918;0.0;33.85;518.27;0.0
4919;0.0;30.16;519.31;0.0
4920;0.0;33.85;515.9;0.0
4921;0.0;33.85;515.04;0.0
4922;0.0;27.21;518.49;0.0
4923;0.0;33.85;514.7;0.0
4924;0.0;32.64;513.44;0.0
4925;0.0;17.7;515.97;0.0
4926;0.0;20.16;515.97;0.0
4927;0.0;19.67;515.97;0.0
4928;0.0;22.12;513.44;0.0
4929;0.0;20.56;513.44;0.0
4930;0.0;22.61;513.44;0.0
4931;0.0;26.54;513.44;0.0
4932;0.0;25.82;515.97;0.0
4933;0.0;33.85;513.65;0.0
4934;0.0;33.85;515.07;0.0
4935;0.0;33.85;515.63;0.0
4936;0.0;33.85;515.97;0.0
4937;0.0;33.85;515.67;0.0
4938;0.0;33.85;515.84;0.0
4939;0.0;35.98;519.31;0.0
4940;0.0;35.66;519.31;0.0
4941;0.0;34.59;519.31;0.0
4942;0.0;33.85;518.75;0.0
4943;0.0;33.85;519.09;0.0
4944;0.0;33.85;518.14;0.0
4945;0.0;33.85;517.5;0.0
4946;0.0;33.85;517.5;0.0
4947;0.0;33.85;517.37;0.0
4948;0.0;33.85;515.77;0.0
4949;0.0;28.02;513.44;0.0
4950;0.0;33.85;513.99;0.0
4951;0.0;34.84;515.97;0.0
4952;0.0;33.85;515.97;0.0
4953;0.0;33.85;515.97;0.0
4954;0.0;34.59;515.97;0.0
4955;0.0;35.16;515.97;0.0
4956;0.0;35.49;515.97;0.0
4957;0.0;35.98;515.97;0.0
4958;0.0;35.49;515.97;0.0
4959;0.0;33.85;515.07;0.0
4960;0.0;27.21;515.97;0.0
4961;0.0;22.87;515.97;0.0
4962;0.0;33.85;510.37;0.0
4963;0.0;33.85;515.39;0.0
4964;0.0;33.85;515.95;0.0
4965;0.0;33.85;515.6;0.0
4966;0.0;33.85;515.04;0.0
4967;0.0;33.85;516.25;0.0
4968;0.0;33.85;518.01;0.0
4969;0.0;33.85;519.26;0.0
4970;0.0;34.75;519.31;0.0
4971;0.0;34.1;519.31;0.0
4972;0.0;33.85;518.92;0.0
4973;0.0;30.41;515.97;0.0
4974;0.0;29.58;513.44;0.0
4975;0.0;24.51;515.97;0.0
4976;0.0;33.85;515.46;0.0
4977;0.0;45.66;515.97;0.0
4978;11.07;36.39;515.97;11.07
4979;6.48;33.85;515.97;6.48
4980;0.25;33.85;515.97;0.25
4981;0.0;30.57;515.97;0.0
4982;0.0;27.79;515.97;0.0
4983;0.0;28.85;515.97;0.0
4984;0.74;33.85;515.97;0.74
4985;5.33;33.85;515.97;5.33
4986;9.02;33.85;515.97;9.02
4987;13.61;33.85;519.31;13.61
4988;17.38;33.85;519.31;17.38
4989;18.61;33.85;519.31;18.61
4990;15.93;36.61;519.31;15.93
4991;0.0;51.89;519.31;0.0
4992;0.0;51.23;519.31;0.0
4993;0.0;50.17;519.31;0.0
4994;0.0;48.12;519.31;0.0
4995;0.0;45.66;519.31;0.0
4996;0.0;42.95;519.31;0.0
4997;0.0;38.2;515.97;0.0
4998;0.0;34.26;515.97;0.0
4999;0.0;37.13;515.97;0.0
5000;0.0;38.94;515.97;0.0
5001;0.0;40.41;515.97;0.0
5002;0.0;41.8;515.97;0.0
5003;0.0;41.97;515.97;0.0
5004;0.0;40.08;515.97;0.0
5005;0.0;37.62;515.97;0.0
5006;0.0;33.69;515.97;0.0
5007;0.0;27.95;515.97;0.0
5008;0.0;21.06;515.97;0.0
5009;0.0;20.89;513.44;0.0
5010;0.0;18.84;513.44;0.0
5011;0.0;24.94;513.44;0.0
5012;0.0;15.65;519.31;0.0
5013;0.0;30.28;514.03;0.0
5014;0.0;25.0;519.31;0.0
5015;0.0;28.03;519.31;0.0
5016;0.0;29.34;519.31;0.0
5017;0.0;27.21;519.31;0.0
5018;0.0;33.85;514.52;0.0
5019;0.0;33.85;514.52;0.0
5020;0.0;26.72;519.31;0.0
5021;0.0;26.8;515.97;0.0
5022;0.0;24.67;515.97;0.0
5023;0.0;27.79;515.97;0.0
5024;0.0;31.23;515.97;0.0
5025;2.62;33.85;515.97;2.62
5026;7.21;33.85;515.97;7.21
5027;10.74;33.85;515.97;10.74
5028;14.76;33.85;515.97;14.76
5029;17.54;33.85;515.97;17.54
5030;7.05;43.77;515.97;7.05
5031;0.0;42.62;515.97;0.0
5032;0.0;34.43;515.97;0.0
5033;0.0;25.74;515.97;0.0
5034;0.0;22.7;515.97;0.0
5035;15.33;33.85;506.77;15.33
5036;18.86;33.85;506.77;18.86
5037;9.43;45.82;506.77;9.43
5038;23.2;33.85;506.77;23.2
5039;23.37;33.85;506.77;23.37
5040;0.0;32.87;519.31;0.0
5041;0.0;32.95;519.31;0.0
5042;0.0;31.47;519.31;0.0
5043;0.0;32.46;519.31;0.0
5044;0.0;31.64;519.31;0.0
5045;0.0;29.75;515.97;0.0
5046;4.02;33.85;515.97;4.02
5047;9.51;33.85;515.97;9.51
5048;12.79;33.85;515.97;12.79
5049;14.76;33.85;515.97;14.76
5050;17.3;33.85;515.97;17.3
5051;21.64;33.85;515.97;21.64
5052;25.66;33.85;515.97;25.66
5053;26.64;33.85;515.97;26.64
5054;25.82;33.85;515.97;25.82
5055;22.3;33.85;515.97;22.3
5056;14.76;33.85;515.97;14.76
5057;5.82;33.85;515.97;5.82
5058;3.2;33.85;515.97;3.2
5059;3.61;33.85;519.31;3.61
5060;10.0;33.85;519.31;10.0
5061;10.0;33.85;519.31;10.0
5062;7.46;33.85;519.31;7.46
5063;6.39;33.85;519.31;6.39
5064;3.36;33.85;519.31;3.36
5065;1.48;33.85;519.31;1.48
5066;7.3;33.85;519.31;7.3
5067;9.43;33.85;519.31;9.43
5068;8.12;33.85;519.31;8.12
5069;9.76;33.85;515.97;9.76
5070;17.79;33.85;515.97;17.79
5071;26.64;33.85;515.97;26.64
5072;30.42;33.85;515.97;30.42
5073;32.06;33.85;515.97;32.06
5074;34.19;33.85;515.97;34.19
5075;35.66;33.85;515.97;35.66
5076;36.15;33.85;515.97;36.15
5077;36.4;33.85;515.97;36.4
5078;34.35;33.85;515.97;34.35
5079;28.04;33.85;515.97;28.04
5080;24.51;33.85;515.97;24.51
5081;20.33;33.85;515.97;20.33
5082;15.82;33.85;515.97;15.82
5083;13.53;33.85;519.31;13.53
5084;13.86;33.85;519.31;13.86
5085;20.74;33.85;519.31;20.74
5086;23.53;33.85;519.31;23.53
5087;4.67;47.22;519.31;4.67
5088;10.0;33.85;519.31;10.0
5089;2.79;33.85;519.31;2.79
5090;0.0;34.75;519.31;0.0
5091;0.0;31.39;519.31;0.0
5092;0.0;28.93;519.31;0.0
5093;0.0;26.97;515.97;0.0
5094;2.13;33.85;515.97;2.13
5095;11.81;33.85;515.97;11.81
5096;19.27;33.85;515.97;19.27
5097;24.51;33.85;515.97;24.51
5098;29.19;33.85;515.97;29.19
5099;32.96;33.85;515.97;32.96
5100;32.47;33.85;515.97;32.47
5101;29.6;33.85;515.97;29.6
5102;27.79;33.85;515.97;27.79
5103;24.51;33.85;515.97;24.51
5104;16.72;33.85;515.97;16.72
5105;13.61;33.85;515.97;13.61
5106;11.56;33.85;515.97;11.56
5107;7.3;33.85;519.31;7.3
5108;4.92;33.85;519.31;4.92
5109;5.41;33.85;519.31;5.41
5110;4.84;33.85;519.31;4.84
5111;0.66;37.13;519.31;0.66
5112;0.0;36.39;519.31;0.0
5113;0.0;38.85;519.31;0.0
5114;0.0;38.12;519.31;0.0
5115;0.0;35.0;519.31;0.0
5116;0.0;30.49;519.31;0.0
5117;0.0;24.42;515.97;0.0
5118;0.0;30.41;515.97;0.0
5119;0.16;33.85;515.97;0.16
5120;6.23;33.85;515.97;6.23
5121;13.94;33.85;515.97;13.94
5122;24.68;33.85;515.97;24.68
5123;31.73;33.85;515.97;31.73
5124;25.58;33.85;515.97;25.58
5125;15.82;33.85;515.97;15.82
5126;7.3;34.34;515.97;7.3
5127;5.25;33.85;515.97;5.25
5128;8.2;33.85;515.97;8.2
5129;0.0;42.62;515.97;0.0
5130;0.0;33.11;515.97;0.0
5131;0.0;27.79;519.31;0.0
5132;0.0;31.39;519.31;0.0
5133;4.59;33.85;519.31;4.59
5134;7.95;33.85;519.31;7.95
5135;16.4;33.85;519.31;16.4
5136;27.46;33.85;519.31;27.46
5137;26.4;33.85;519.31;26.4
5138;29.51;33.85;519.31;29.51
5139;33.53;33.85;519.31;33.53
5140;36.73;33.85;519.31;36.73
5141;37.63;33.85;515.97;37.63
5142;37.71;33.85;515.97;37.71
5143;40.09;33.85;515.97;40.09
5144;41.07;33.85;515.97;41.07
5145;41.4;33.85;515.97;41.4
5146;39.84;33.85;515.97;39.84
5147;28.64;41.2;515.97;28.64
5148;30.33;33.85;515.97;30.33
5149;0.0;59.1;515.97;0.0
5150;0.0;53.45;515.97;0.0
5151;0.0;50.0;515.97;0.0
5152;0.0;47.79;515.97;0.0
5153;0.0;47.05;515.97;0.0
5154;0.0;45.08;515.97;0.0
5155;0.0;40.82;519.31;0.0
5156;0.0;40.66;519.31;0.0
5157;0.0;41.23;519.31;0.0
5158;0.0;38.61;519.31;0.0
5159;0.0;36.39;519.31;0.0
5160;0.0;34.1;519.31;0.0
5161;0.0;33.85;518.66;0.0
5162;0.0;33.85;517.58;0.0
5163;0.0;33.85;516.12;0.0
5164;0.0;33.85;514.09;0.0
5165;0.0;33.85;508.61;0.0
5166;0.0;33.85;509.17;0.0
5167;0.0;33.85;509.21;0.0
5168;0.0;33.85;509.51;0.0
5169;0.0;33.85;509.73;0.0
5170;0.0;33.85;509.99;0.0
5171;0.0;33.85;510.37;0.0
5172;0.0;33.85;510.63;0.0
5173;0.0;33.85;510.42;0.0
5174;0.0;33.85;509.99;0.0
5175;0.0;33.85;509.56;0.0
5176;0.0;33.85;509.56;0.0
5177;0.0;33.85;509.04;0.0
5178;0.0;33.85;509.68;0.0
5179;0.0;33.85;515.13;0.0
5180;0.0;33.85;515.39;0.0
5181;0.0;33.85;513.02;0.0
5182;0.0;33.85;511.12;0.0
5183;0.0;33.85;510.82;0.0
5184;0.0;33.85;510.78;0.0
5185;0.0;31.42;509.56;0.0
5186;0.0;29.78;509.56;0.0
5187;0.0;29.45;509.56;0.0
5188;0.0;29.45;509.56;0.0
5189;0.0;29.12;506.22;0.0
5190;0.0;28.88;506.22;0.0
5191;0.0;29.78;506.22;0.0
5192;0.0;31.01;506.22;0.0
5193;0.0;31.67;506.22;0.0
5194;0.0;32.65;506.22;0.0
5195;0.0;33.47;506.22;0.0
5196;0.0;33.55;506.22;0.0
5197;0.0;33.14;506.22;0.0
5198;0.0;18.26;513.44;0.0
5199;0.0;30.6;506.22;0.0
5200;0.0;16.3;513.44;0.0
5201;0.0;31.26;506.22;0.0
5202;0.0;33.85;506.37;0.0
5203;0.0;44.51;506.77;0.0
5204;0.0;48.53;506.77;0.0
5205;0.0;47.71;506.77;0.0
5206;0.0;45.08;506.77;0.0
5207;0.0;42.71;506.77;0.0
5208;0.0;33.7;510.38;0.0
5209;0.0;33.85;509.7;0.0
5210;0.0;26.66;513.44;0.0
5211;0.0;33.85;509.96;0.0
5212;0.0;16.23;519.31;0.0
5213;0.0;18.26;513.44;0.0
5214;0.0;29.94;506.22;0.0
5215;0.0;29.04;506.22;0.0
5216;0.0;29.04;506.22;0.0
5217;0.0;15.64;513.44;0.0
5218;0.0;29.78;506.22;0.0
5219;0.0;31.09;506.22;0.0
5220;0.0;33.55;506.22;0.0
5221;0.0;17.95;515.97;0.0
5222;0.0;33.85;509.0;0.0
5223;0.0;22.54;515.97;0.0
5224;0.0;27.77;513.44;0.0
5225;0.0;29.25;513.44;0.0
5226;0.0;33.27;513.44;0.0
5227;0.0;32.79;519.31;0.0
5228;1.07;33.85;519.31;1.07
5229;3.03;33.85;519.31;3.03
5230;5.25;33.85;519.31;5.25
5231;8.2;33.85;519.31;8.2
5232;8.77;33.85;519.31;8.77
5233;8.53;33.85;519.31;8.53
5234;7.79;33.85;519.31;7.79
5235;7.21;33.85;519.31;7.21
5236;7.54;33.85;519.31;7.54
5237;8.44;33.85;515.97;8.44
5238;13.69;33.85;515.97;13.69
5239;24.76;33.85;515.97;24.76
5240;33.29;33.85;515.97;33.29
5241;39.84;33.85;515.97;39.84
5242;44.35;33.85;515.97;44.35
5243;46.81;33.85;515.97;46.81
5244;44.85;33.85;515.97;44.85
5245;41.98;33.85;515.97;41.98
5246;38.94;33.85;515.97;38.94
5247;34.35;33.85;515.97;34.35
5248;32.63;33.85;515.97;32.63
5249;29.68;33.85;515.97;29.68
5250;26.4;33.85;515.97;26.4
5251;23.2;33.85;519.31;23.2
5252;15.49;33.85;519.31;15.49
5253;11.48;33.85;519.31;11.48
5254;12.13;33.85;519.31;12.13
5255;13.61;33.85;519.31;13.61
5256;13.53;33.85;519.31;13.53
5257;11.56;33.85;519.31;11.56
5258;12.87;33.85;519.31;12.87
5259;16.15;33.85;519.31;16.15
5260;14.59;33.85;519.31;14.59
5261;10.0;33.85;515.97;10.0
5262;21.73;33.85;515.97;21.73
5263;31.4;33.85;515.97;31.4
5264;35.99;33.85;515.97;35.99
5265;39.43;33.85;515.97;39.43
5266;41.73;33.85;515.97;41.73
5267;42.71;33.85;515.97;42.71
5268;41.16;33.85;515.97;41.16
5269;9.13;60.72;515.97;9.13
5270;0.0;62.05;515.97;0.0
5271;23.94;33.85;515.97;23.94
5272;0.0;55.41;515.97;0.0
5273;0.0;53.53;515.97;0.0
5274;0.0;51.15;515.97;0.0
5275;0.0;45.9;519.31;0.0
5276;0.0;38.77;519.31;0.0
5277;0.0;37.21;519.31;0.0
5278;0.0;35.33;519.31;0.0
5279;0.0;33.85;518.62;0.0
5280;0.0;33.85;518.36;0.0
5281;0.0;33.85;517.58;0.0
5282;0.0;33.85;517.45;0.0
5283;0.0;33.85;517.71;0.0
5284;0.0;33.85;517.15;0.0
5285;0.0;28.1;513.44;0.0
5286;0.0;33.85;511.02;0.0
5287;0.0;33.85;513.13;0.0
5288;0.0;33.85;513.99;0.0
5289;0.0;33.85;514.16;0.0
5290;0.0;33.85;514.59;0.0
5291;0.0;33.85;515.37;0.0
5292;0.0;33.85;515.71;0.0
5293;0.0;33.85;515.59;0.0
5294;0.0;33.85;515.41;0.0
5295;0.0;33.85;514.68;0.0
5296;0.0;33.85;512.44;0.0
5297;0.0;33.85;510.03;0.0
5298;0.0;33.85;509.56;0.0
5299;0.0;33.85;513.02;0.0
5300;0.0;33.85;513.19;0.0
5301;0.0;33.85;512.93;0.0
5302;0.0;33.85;512.11;0.0
5303;0.0;33.85;511.12;0.0
5304;0.0;33.85;510.3;0.0
5305;0.0;33.85;509.87;0.0
5306;0.0;33.85;509.92;0.0
5307;0.0;33.85;510.0;0.0
5308;0.0;33.85;510.05;0.0
5309;0.0;32.57;506.22;0.0
5310;0.0;32.49;506.22;0.0
5311;0.0;32.65;506.22;0.0
5312;0.0;32.57;506.22;0.0
5313;0.0;32.65;506.22;0.0
5314;0.0;32.9;506.22;0.0
5315;0.0;33.22;506.22;0.0
5316;0.0;33.63;506.22;0.0
5317;0.0;33.85;506.58;0.0
5318;0.0;33.85;506.93;0.0
5319;0.0;33.85;506.8;0.0
5320;0.0;20.4;513.44;0.0
5321;0.0;32.57;506.22;0.0
5322;0.0;30.76;506.22;0.0
5323;0.0;29.37;509.56;0.0
5324;0.0;28.88;509.56;0.0
