;on_wind;battery storage;hydrogen_storage;Curtailment
0;49.19;33.85;519.31;49.19
1;49.03;33.85;519.31;49.03
2;48.45;33.85;519.31;48.45
3;47.55;33.85;519.31;47.55
4;46.48;33.85;519.31;46.48
5;45.75;33.85;515.97;45.75
6;45.34;33.85;515.97;45.34
7;43.53;33.85;515.97;43.53
8;41.32;33.85;515.97;41.32
9;37.63;33.85;515.97;37.63
10;33.04;33.85;515.97;33.04
11;30.33;33.85;515.97;30.33
12;26.81;33.85;515.97;26.81
13;20.82;33.85;515.97;20.82
14;14.27;33.85;515.97;14.27
15;5.98;36.39;515.97;5.98
16;9.02;33.85;515.97;9.02
17;0.0;43.61;515.97;0.0
18;0.0;38.61;515.97;0.0
19;0.0;31.23;519.31;0.0
20;0.0;24.92;519.31;0.0
21;0.0;28.36;519.31;0.0
22;4.51;33.85;519.31;4.51
23;14.68;33.85;519.31;14.68
24;24.19;33.85;519.31;24.19
25;29.43;33.85;519.31;29.43
26;28.2;33.85;519.31;28.2
27;28.53;33.85;519.31;28.53
28;27.05;33.85;519.31;27.05
29;25.82;33.85;515.97;25.82
30;28.04;33.85;515.97;28.04
31;29.27;33.85;515.97;29.27
32;35.01;33.85;515.97;35.01
33;30.01;33.85;515.97;30.01
34;26.56;33.85;515.97;26.56
35;0.0;55.91;515.97;0.0
36;8.69;39.67;515.97;8.69
37;4.59;33.85;515.97;4.59
38;0.0;33.44;515.97;0.0
39;0.0;34.34;515.97;0.0
40;0.0;35.82;515.97;0.0
41;0.0;37.62;515.97;0.0
42;0.0;39.67;515.97;0.0
43;0.0;40.49;519.31;0.0
44;0.0;40.33;519.31;0.0
45;0.0;39.1;519.31;0.0
46;0.0;39.92;519.31;0.0
47;0.0;37.62;519.31;0.0
48;0.0;34.92;519.31;0.0
49;0.0;33.2;519.31;0.0
50;0.0;32.29;519.31;0.0
51;0.0;30.82;519.31;0.0
52;0.0;29.34;519.31;0.0
53;0.0;28.69;515.97;0.0
54;0.0;28.11;515.97;0.0
55;0.0;28.2;515.97;0.0
56;0.0;27.87;515.97;0.0
57;0.0;27.95;515.97;0.0
58;0.0;27.79;515.97;0.0
59;0.0;26.8;515.97;0.0
60;0.0;25.33;515.97;0.0
61;0.0;26.39;515.97;0.0
62;0.0;32.38;515.97;0.0
63;3.53;33.85;515.97;3.53
64;6.97;33.85;515.97;6.97
65;7.95;33.85;515.97;7.95
66;9.1;33.85;515.97;9.1
67;10.25;33.85;519.31;10.25
68;10.82;33.85;519.31;10.82
69;12.95;33.85;519.31;12.95
70;16.15;33.85;519.31;16.15
71;19.35;33.85;519.31;19.35
72;22.55;33.85;519.31;22.55
73;26.4;33.85;519.31;26.4
74;32.06;33.85;519.31;32.06
75;36.24;33.85;519.31;36.24
76;42.71;33.85;519.31;42.71
77;46.57;33.85;515.97;46.57
78;49.85;33.85;515.97;49.85
79;50.09;33.85;515.97;50.09
80;51.16;33.85;515.97;51.16
81;51.57;33.85;515.97;51.57
82;51.9;33.85;515.97;51.9
83;51.49;33.85;515.97;51.49
84;51.4;33.85;515.97;51.4
85;49.85;33.85;515.97;49.85
86;48.53;33.85;515.97;48.53
87;48.45;33.85;515.97;48.45
88;48.29;33.85;515.97;48.29
89;47.22;33.85;515.97;47.22
90;47.14;33.85;515.97;47.14
91;46.65;33.85;519.31;46.65
92;46.4;33.85;519.31;46.4
93;46.16;33.85;519.31;46.16
94;45.75;33.85;519.31;45.75
95;45.42;33.85;519.31;45.42
96;44.44;33.85;519.31;44.44
97;45.17;33.85;519.31;45.17
98;44.85;33.85;519.31;44.85
99;43.78;33.85;519.31;43.78
100;42.39;33.85;519.31;42.39
101;40.34;33.85;515.97;40.34
102;37.47;33.85;515.97;37.47
103;35.33;33.85;515.97;35.33
104;31.32;33.85;515.97;31.32
105;2.3;58.04;515.97;2.3
106;22.96;33.85;515.97;22.96
107;20.99;33.85;515.97;20.99
108;0.0;49.68;515.97;0.0
109;5.0;33.85;515.97;5.0
110;0.0;32.87;515.97;0.0
111;0.0;32.7;515.97;0.0
112;0.0;31.64;515.97;0.0
113;0.0;28.44;515.97;0.0
114;0.0;26.47;515.97;0.0
115;0.0;26.47;519.31;0.0
116;0.0;26.88;519.31;0.0
117;0.0;27.95;519.31;0.0
118;0.0;31.23;519.31;0.0
119;1.48;33.85;519.31;1.48
120;6.97;33.85;519.31;6.97
121;8.77;33.85;519.31;8.77
122;9.35;33.85;519.31;9.35
123;10.58;33.85;519.31;10.58
124;13.36;33.85;519.31;13.36
125;12.54;33.85;515.97;12.54
126;20.25;33.85;515.97;20.25
127;26.81;33.85;515.97;26.81
128;32.14;33.85;515.97;32.14
129;35.99;33.85;515.97;35.99
130;37.3;33.85;515.97;37.3
131;32.63;33.85;515.97;32.63
132;25.5;33.85;515.97;25.5
133;15.82;33.85;515.97;15.82
134;7.46;33.85;515.97;7.46
135;1.56;35.16;515.97;1.56
136;0.0;33.44;515.97;0.0
137;0.0;32.95;515.97;0.0
138;0.74;33.85;515.97;0.74
139;2.95;33.85;519.31;2.95
140;4.1;33.85;519.31;4.1
141;6.15;33.85;519.31;6.15
142;5.98;33.85;519.31;5.98
143;7.46;33.85;519.31;7.46
144;9.26;33.85;519.31;9.26
145;11.23;33.85;519.31;11.23
146;10.0;33.85;519.31;10.0
147;7.95;33.85;519.31;7.95
148;5.33;33.85;519.31;5.33
149;5.57;33.85;515.97;5.57
150;8.2;33.85;515.97;8.2
151;7.38;33.85;515.97;7.38
152;5.57;33.85;515.97;5.57
153;2.71;33.85;515.97;2.71
154;1.31;33.85;515.97;1.31
155;0.25;33.85;515.97;0.25
156;2.05;33.85;515.97;2.05
157;7.46;33.85;515.97;7.46
158;11.56;33.85;515.97;11.56
159;15.82;33.85;515.97;15.82
160;19.18;33.85;515.97;19.18
161;19.27;33.85;515.97;19.27
162;20.74;33.85;515.97;20.74
163;45.17;33.85;506.77;45.17
164;42.06;33.85;506.77;42.06
165;41.24;33.85;506.77;41.24
166;45.25;33.85;506.77;45.25
167;45.58;33.85;506.77;45.58
168;19.92;33.85;519.31;19.92
169;16.64;33.85;519.31;16.64
170;12.63;33.85;519.31;12.63
171;15.49;33.85;519.31;15.49
172;14.18;33.85;519.31;14.18
173;11.56;33.85;515.97;11.56
174;8.77;33.85;515.97;8.77
175;7.38;33.85;515.97;7.38
176;7.3;33.85;515.97;7.3
177;4.59;33.85;515.97;4.59
178;5.82;33.85;515.97;5.82
179;6.48;33.85;515.97;6.48
180;6.97;33.85;515.97;6.97
181;6.48;33.85;515.97;6.48
182;7.87;33.85;515.97;7.87
183;12.38;33.85;515.97;12.38
184;15.58;33.85;515.97;15.58
185;14.51;33.85;515.97;14.51
186;13.28;33.85;515.97;13.28
187;11.4;33.85;519.31;11.4
188;12.38;33.85;519.31;12.38
189;14.43;33.85;519.31;14.43
190;12.54;33.85;519.31;12.54
191;8.94;33.85;519.31;8.94
192;5.74;33.85;519.31;5.74
193;3.53;34.02;519.31;3.53
194;2.95;33.85;519.31;2.95
195;0.0;33.69;519.31;0.0
196;0.66;33.85;519.31;0.66
197;6.72;33.85;515.97;6.72
198;14.02;33.85;515.97;14.02
199;12.79;33.85;515.97;12.79
200;6.39;33.85;515.97;6.39
201;0.25;33.85;515.97;0.25
202;4.18;33.85;515.97;4.18
203;11.15;33.85;515.97;11.15
204;9.92;33.85;515.97;9.92
205;7.79;33.85;515.97;7.79
206;6.48;33.85;515.97;6.48
207;5.82;33.85;515.97;5.82
208;4.26;33.85;515.97;4.26
209;5.41;33.85;515.97;5.41
210;2.87;33.85;515.97;2.87
211;2.79;33.85;519.31;2.79
212;5.82;33.85;519.31;5.82
213;9.51;33.85;519.31;9.51
214;10.25;33.85;519.31;10.25
215;9.76;33.85;519.31;9.76
216;6.8;33.85;519.31;6.8
217;5.25;33.85;519.31;5.25
218;4.1;33.85;519.31;4.1
219;5.9;33.85;519.31;5.9
220;6.31;33.85;519.31;6.31
221;7.95;33.85;515.97;7.95
222;7.46;33.85;515.97;7.46
223;7.54;33.85;515.97;7.54
224;8.03;33.85;515.97;8.03
225;4.26;33.85;515.97;4.26
226;2.71;33.85;515.97;2.71
227;3.36;33.85;515.97;3.36
228;3.36;33.85;515.97;3.36
229;2.87;33.85;515.97;2.87
230;6.31;33.85;515.97;6.31
231;9.84;33.85;515.97;9.84
232;11.07;33.85;515.97;11.07
233;14.68;33.85;515.97;14.68
234;17.71;33.85;515.97;17.71
235;21.97;33.85;519.31;21.97
236;35.01;33.85;519.31;35.01
237;37.96;33.85;519.31;37.96
238;39.43;33.85;519.31;39.43
239;35.99;33.85;519.31;35.99
240;35.5;33.85;519.31;35.5
241;36.4;33.85;519.31;36.4
242;38.61;33.85;519.31;38.61
243;40.58;33.85;519.31;40.58
244;38.53;33.85;519.31;38.53
245;36.73;33.85;515.97;36.73
246;30.33;33.85;515.97;30.33
247;22.71;33.85;515.97;22.71
248;16.97;33.85;515.97;16.97
249;7.54;33.85;515.97;7.54
250;6.56;33.85;515.97;6.56
251;8.2;33.85;515.97;8.2
252;9.84;33.85;515.97;9.84
253;9.43;33.85;515.97;9.43
254;10.74;33.85;515.97;10.74
255;14.1;33.85;515.97;14.1
256;16.97;33.85;515.97;16.97
257;18.53;33.85;515.97;18.53
258;20.91;33.85;515.97;20.91
259;24.6;33.85;519.31;24.6
260;29.35;33.85;519.31;29.35
261;33.29;33.85;519.31;33.29
262;36.73;33.85;519.31;36.73
263;40.09;33.85;519.31;40.09
264;43.37;33.85;519.31;43.37
265;40.75;33.85;519.31;40.75
266;36.81;33.85;519.31;36.81
267;36.56;33.85;519.31;36.56
268;36.24;33.85;519.31;36.24
269;42.39;33.85;515.97;42.39
270;48.78;33.85;515.97;48.78
271;52.47;33.85;515.97;52.47
272;54.36;33.85;515.97;54.36
273;53.7;33.85;515.97;53.7
274;51.65;33.85;515.97;51.65
275;46.48;33.85;515.97;46.48
276;45.58;33.85;515.97;45.58
277;43.86;33.85;515.97;43.86
278;40.91;33.85;515.97;40.91
279;39.68;33.85;515.97;39.68
280;40.75;33.85;515.97;40.75
281;42.8;33.85;515.97;42.8
282;45.75;33.85;515.97;45.75
283;48.86;33.85;519.31;48.86
284;49.44;33.85;519.31;49.44
285;46.4;33.85;519.31;46.4
286;42.71;33.85;519.31;42.71
287;38.94;33.85;519.31;38.94
288;35.91;33.85;519.31;35.91
289;35.17;33.85;519.31;35.17
290;34.76;33.85;519.31;34.76
291;34.19;33.85;519.31;34.19
292;33.78;33.85;519.31;33.78
293;34.52;33.85;515.97;34.52
294;36.56;33.85;515.97;36.56
295;39.84;33.85;515.97;39.84
296;42.71;33.85;515.97;42.71
297;45.01;33.85;515.97;45.01
298;48.29;33.85;515.97;48.29
299;49.76;33.85;515.97;49.76
300;48.45;33.85;515.97;48.45
301;46.4;33.85;515.97;46.4
302;44.93;33.85;515.97;44.93
303;45.09;33.85;515.97;45.09
304;45.66;33.85;515.97;45.66
305;45.42;33.85;515.97;45.42
306;44.35;33.85;515.97;44.35
307;42.71;33.85;519.31;42.71
308;40.17;33.85;519.31;40.17
309;38.37;33.85;519.31;38.37
310;35.99;33.85;519.31;35.99
311;32.63;33.85;519.31;32.63
312;28.12;33.85;519.31;28.12
313;25.25;33.85;519.31;25.25
314;23.69;33.85;519.31;23.69
315;22.38;33.85;519.31;22.38
316;17.63;33.85;519.31;17.63
317;15.17;33.85;515.97;15.17
318;11.4;33.85;515.97;11.4
319;11.23;33.85;515.97;11.23
320;11.89;33.85;515.97;11.89
321;15.58;33.85;515.97;15.58
322;22.05;33.85;515.97;22.05
323;29.27;33.85;515.97;29.27
324;36.56;33.85;515.97;36.56
325;46.73;33.85;515.97;46.73
326;49.93;33.85;515.97;49.93
327;49.44;33.85;515.97;49.44
328;48.94;33.85;515.97;48.94
329;49.76;33.85;515.97;49.76
330;49.85;33.85;515.97;49.85
331;71.33;33.85;506.77;71.33
332;68.7;33.85;506.77;68.7
333;62.06;33.85;506.77;62.06
334;57.31;33.85;506.77;57.31
335;44.11;33.85;506.77;44.11
336;12.3;33.85;519.31;12.3
337;15.33;33.85;519.31;15.33
338;22.05;33.85;519.31;22.05
339;25.58;33.85;519.31;25.58
340;27.71;33.85;519.31;27.71
341;29.92;33.85;515.97;29.92
342;32.06;33.85;515.97;32.06
343;33.86;33.85;515.97;33.86
344;36.81;33.85;515.97;36.81
345;43.94;33.85;515.97;43.94
346;49.35;33.85;515.97;49.35
347;52.8;33.85;515.97;52.8
348;54.11;33.85;515.97;54.11
349;54.27;33.85;515.97;54.27
350;53.78;33.85;515.97;53.78
351;52.72;33.85;515.97;52.72
352;51.16;33.85;515.97;51.16
353;48.62;33.85;515.97;48.62
354;43.94;33.85;515.97;43.94
355;37.63;33.85;519.31;37.63
356;30.91;33.85;519.31;30.91
357;24.51;33.85;519.31;24.51
358;17.63;33.85;519.31;17.63
359;13.61;33.85;519.31;13.61
360;10.33;33.85;519.31;10.33
361;8.53;33.85;519.31;8.53
362;7.3;33.85;519.31;7.3
363;7.95;33.85;519.31;7.95
364;6.23;33.85;519.31;6.23
365;6.31;33.85;515.97;6.31
366;6.07;33.85;515.97;6.07
367;5.08;33.85;515.97;5.08
368;4.84;33.85;515.97;4.84
369;6.48;33.85;515.97;6.48
370;11.07;33.85;515.97;11.07
371;16.64;33.85;515.97;16.64
372;23.2;33.85;515.97;23.2
373;29.68;33.85;515.97;29.68
374;32.06;33.85;515.97;32.06
375;29.92;33.85;515.97;29.92
376;15.58;44.02;515.97;15.58
377;22.55;33.85;515.97;22.55
378;18.69;33.85;515.97;18.69
379;9.51;33.85;519.31;9.51
380;1.39;33.85;519.31;1.39
381;0.0;28.61;519.31;0.0
382;0.0;28.93;519.31;0.0
383;3.12;33.85;519.31;3.12
384;13.36;33.85;519.31;13.36
385;22.14;33.85;519.31;22.14
386;32.14;33.85;519.31;32.14
387;37.71;33.85;519.31;37.71
388;11.83;59.65;519.31;11.83
389;0.0;64.6;515.97;0.0
390;0.0;58.12;515.97;0.0
391;0.0;53.12;515.97;0.0
392;0.0;48.12;515.97;0.0
393;0.0;41.8;515.97;0.0
394;0.0;40.74;515.97;0.0
395;0.0;38.69;515.97;0.0
396;0.0;35.25;515.97;0.0
397;0.0;33.85;514.72;0.0
398;0.0;28.03;515.97;0.0
399;0.0;33.85;513.6;0.0
400;0.0;33.85;514.55;0.0
401;0.0;33.85;514.51;0.0
402;0.0;33.85;514.16;0.0
403;0.0;33.85;516.81;0.0
404;0.0;33.85;516.12;0.0
405;0.0;33.85;515.47;0.0
406;0.0;33.85;515.17;0.0
407;0.0;33.85;515.04;0.0
408;0.0;25.0;519.31;0.0
409;0.0;33.85;514.18;0.0
410;0.0;23.77;519.31;0.0
411;0.0;23.52;519.31;0.0
412;0.0;23.19;519.31;0.0
413;0.0;22.7;515.97;0.0
414;0.0;27.69;513.44;0.0
415;0.0;23.85;515.97;0.0
416;0.0;21.8;515.97;0.0
417;0.0;18.19;515.97;0.0
418;0.0;17.62;515.97;0.0
419;0.0;24.34;515.97;0.0
420;0.0;29.18;515.97;0.0
421;0.0;29.63;514.79;0.0
422;0.0;33.85;513.99;0.0
423;4.67;33.85;515.97;4.67
424;11.89;33.85;515.97;11.89
425;14.59;33.85;515.97;14.59
426;15.58;33.85;515.97;15.58
427;16.48;33.85;519.31;16.48
428;18.2;33.85;519.31;18.2
429;20.09;33.85;519.31;20.09
430;22.05;33.85;519.31;22.05
431;22.05;33.85;519.31;22.05
432;24.84;33.85;519.31;24.84
433;26.15;33.85;519.31;26.15
434;0.0;59.6;519.31;0.0
435;25.41;33.85;519.31;25.41
436;0.11;57.44;519.31;0.11
437;0.0;57.55;515.97;0.0
438;0.0;52.13;515.97;0.0
439;0.0;48.69;515.97;0.0
440;0.0;44.84;515.97;0.0
441;0.0;38.44;515.97;0.0
442;0.0;35.49;515.97;0.0
443;0.0;34.1;515.97;0.0
444;0.0;32.38;515.97;0.0
445;0.0;31.88;515.97;0.0
446;0.0;32.79;515.97;0.0
447;0.0;37.87;515.97;0.0
448;0.0;39.67;515.97;0.0
449;0.0;38.61;515.97;0.0
450;0.0;35.57;515.97;0.0
451;0.0;33.85;518.19;0.0
452;0.0;33.85;516.85;0.0
453;0.0;33.85;516.38;0.0
454;0.0;33.85;515.69;0.0
455;0.0;33.85;515.13;0.0
456;0.0;33.85;514.48;0.0
457;0.0;33.85;513.62;0.0
458;0.0;33.85;513.84;0.0
459;0.0;33.85;513.45;0.0
460;0.0;33.85;513.1;0.0
461;0.0;33.85;509.47;0.0
462;0.0;33.85;509.68;0.0
463;0.0;33.85;510.07;0.0
464;0.0;25.07;513.44;0.0
465;0.0;33.85;507.92;0.0
466;0.0;33.85;507.14;0.0
467;0.0;33.85;506.37;0.0
468;0.0;18.18;513.44;0.0
469;0.0;16.3;513.44;0.0
470;0.0;29.12;506.22;0.0
471;0.0;29.12;506.22;0.0
472;0.0;29.53;506.22;0.0
473;0.0;30.6;506.22;0.0
474;0.0;18.67;513.44;0.0
475;0.0;33.85;509.83;0.0
476;0.0;33.85;510.61;0.0
477;0.0;29.53;513.44;0.0
478;0.0;33.85;511.73;0.0
479;0.0;33.85;511.85;0.0
480;0.0;33.85;511.51;0.0
481;0.0;31.41;512.19;0.0
482;0.0;33.85;510.39;0.0
483;0.0;33.85;510.0;0.0
484;0.0;33.85;509.83;0.0
485;0.0;33.85;506.45;0.0
486;0.0;20.64;513.44;0.0
487;0.0;33.85;506.37;0.0
488;0.0;19.0;513.44;0.0
489;0.0;20.07;513.44;0.0
490;0.0;33.85;508.39;0.0
491;0.0;27.94;513.44;0.0
492;0.0;29.91;513.44;0.0
493;0.0;33.85;510.68;0.0
494;0.0;31.54;513.44;0.0
495;0.0;33.44;515.97;0.0
496;4.26;33.85;515.97;4.26
497;4.76;33.85;515.97;4.76
498;6.15;33.85;515.97;6.15
499;28.86;33.85;506.77;28.86
500;0.0;66.07;506.77;0.0
501;0.99;67.7;506.77;0.99
502;32.07;37.61;506.77;32.07
503;5.01;67.7;506.77;5.01
504;15.82;33.85;519.31;15.82
505;11.4;33.85;519.31;11.4
506;0.0;41.23;519.31;0.0
507;0.0;39.84;519.31;0.0
508;0.0;38.12;519.31;0.0
509;0.0;35.49;515.97;0.0
510;0.0;40.33;515.97;0.0
511;0.0;39.84;515.97;0.0
512;0.0;33.85;515.89;0.0
513;0.0;33.85;512.48;0.0
514;0.0;33.85;512.1;0.0
515;0.0;33.85;512.4;0.0
516;0.0;33.85;512.01;0.0
517;0.0;33.85;510.2;0.0
518;0.0;33.85;509.56;0.0
519;0.0;33.85;511.15;0.0
520;0.0;33.85;511.71;0.0
521;0.0;33.85;511.97;0.0
522;0.0;33.85;511.71;0.0
523;0.0;33.85;514.4;0.0
524;0.0;33.85;513.84;0.0
525;0.0;33.85;513.88;0.0
526;0.0;33.85;514.14;0.0
527;0.0;33.85;514.52;0.0
528;0.0;33.85;514.35;0.0
529;0.0;33.85;512.67;0.0
530;0.0;33.85;510.69;0.0
531;0.0;33.85;509.57;0.0
532;0.0;33.85;509.61;0.0
533;0.0;33.85;506.63;0.0
534;0.0;33.85;507.14;0.0
535;0.0;33.85;507.57;0.0
536;0.0;33.85;506.63;0.0
537;0.0;33.06;506.22;0.0
538;0.0;33.55;506.22;0.0
539;0.0;33.39;506.22;0.0
540;0.0;33.22;506.22;0.0
541;0.0;33.47;506.22;0.0
542;0.0;33.85;506.71;0.0
543;0.0;33.85;508.52;0.0
544;0.0;33.85;510.42;0.0
545;0.0;33.85;511.71;0.0
546;0.0;33.85;512.27;0.0
547;0.0;33.85;515.3;0.0
548;0.0;33.85;514.48;0.0
549;0.0;33.85;513.36;0.0
550;0.0;33.85;512.59;0.0
551;0.0;33.85;512.24;0.0
552;0.0;33.85;512.16;0.0
553;0.0;33.85;512.16;0.0
554;0.0;33.85;511.73;0.0
555;0.0;33.85;510.82;0.0
556;0.0;33.85;510.3;0.0
557;0.0;33.85;506.71;0.0
558;0.0;33.85;506.97;0.0
559;0.0;33.85;507.4;0.0
560;0.0;33.85;506.97;0.0
561;0.0;33.85;507.92;0.0
562;0.0;33.85;508.78;0.0
563;0.0;33.85;507.23;0.0
564;0.0;33.63;506.22;0.0
565;0.0;33.14;506.22;0.0
566;0.0;33.63;506.22;0.0
567;0.0;33.85;507.44;0.0
568;0.0;33.85;509.08;0.0
569;0.0;33.85;510.03;0.0
570;0.0;33.85;509.73;0.0
571;0.0;33.85;511.98;0.0
572;0.0;33.85;510.52;0.0
573;0.0;33.39;509.56;0.0
574;0.0;32.32;509.56;0.0
575;0.0;32.32;509.56;0.0
576;0.0;32.49;509.56;0.0
577;0.0;32.24;509.56;0.0
578;0.0;31.67;509.56;0.0
579;0.0;31.42;509.56;0.0
580;0.0;31.5;509.56;0.0
581;0.0;31.83;506.22;0.0
582;0.0;32.9;506.22;0.0
583;0.0;33.85;506.32;0.0
584;0.0;33.85;506.41;0.0
585;0.0;33.85;506.54;0.0
586;0.0;33.85;506.58;0.0
587;0.0;33.85;506.71;0.0
588;0.0;33.85;506.58;0.0
589;0.0;33.85;506.28;0.0
590;0.0;33.47;506.22;0.0
591;0.0;33.85;506.41;0.0
592;0.0;33.85;507.23;0.0
593;0.0;33.85;507.7;0.0
594;0.0;33.85;507.32;0.0
595;0.0;33.85;510.13;0.0
596;0.0;33.85;509.92;0.0
597;0.0;33.85;509.83;0.0
598;0.0;33.85;510.17;0.0
599;0.0;33.85;510.39;0.0
600;0.0;33.85;509.79;0.0
601;0.0;32.9;509.56;0.0
602;0.0;31.99;509.56;0.0
603;0.0;32.16;509.56;0.0
604;0.0;32.73;509.56;0.0
605;0.0;33.22;506.22;0.0
606;0.0;33.39;506.22;0.0
607;0.0;33.39;506.22;0.0
608;0.0;33.31;506.22;0.0
609;0.0;32.57;506.22;0.0
610;0.0;31.75;506.22;0.0
611;0.0;31.75;506.22;0.0
612;0.0;32.73;506.22;0.0
613;0.0;33.85;506.54;0.0
614;0.0;33.85;507.4;0.0
615;0.0;33.85;508.61;0.0
616;0.0;33.85;510.16;0.0
617;0.0;33.85;511.58;0.0
618;0.0;33.85;511.49;0.0
619;0.0;33.85;514.31;0.0
620;0.0;33.85;514.35;0.0
621;0.0;33.85;514.91;0.0
622;0.0;33.85;515.56;0.0
623;0.0;33.85;515.64;0.0
624;0.0;33.85;515.52;0.0
625;0.0;33.85;517.02;0.0
626;0.0;33.85;519.26;0.0
627;0.0;35.9;519.31;0.0
628;0.0;37.62;519.31;0.0
629;0.0;38.85;515.97;0.0
630;0.0;39.1;515.97;0.0
631;0.0;38.53;515.97;0.0
632;0.0;35.57;515.97;0.0
633;0.0;33.85;514.68;0.0
634;0.0;33.85;515.24;0.0
635;0.0;34.26;515.97;0.0
636;0.0;33.85;515.71;0.0
637;0.0;33.85;514.51;0.0
638;0.0;33.85;514.81;0.0
639;0.0;35.49;515.97;0.0
640;0.0;36.64;515.97;0.0
641;0.0;33.85;515.71;0.0
642;0.0;33.85;514.03;0.0
643;0.0;33.85;515.3;0.0
644;0.0;33.85;513.1;0.0
645;0.0;33.85;511.47;0.0
646;0.0;33.85;510.48;0.0
647;0.0;33.85;509.79;0.0
648;0.0;25.84;513.44;0.0
649;0.0;25.29;513.04;0.0
650;0.0;30.6;509.56;0.0
651;0.0;29.78;509.56;0.0
652;0.0;29.12;509.56;0.0
653;0.0;14.98;513.44;0.0
654;0.0;15.15;513.44;0.0
655;0.0;29.29;506.22;0.0
656;0.0;29.45;506.22;0.0
657;0.0;15.56;513.44;0.0
658;0.0;15.48;513.44;0.0
659;0.0;29.29;506.22;0.0
660;0.0;29.62;506.22;0.0
661;0.0;30.19;506.22;0.0
662;0.0;31.5;506.22;0.0
663;0.0;33.85;506.84;0.0
664;0.0;33.85;509.51;0.0
665;0.0;33.85;511.54;0.0
666;0.0;32.69;513.44;0.0
667;18.45;33.85;506.77;18.45
668;9.92;42.95;506.77;9.92
669;19.43;33.85;506.77;19.43
670;20.58;33.85;506.77;20.58
671;20.74;33.85;506.77;20.74
672;0.0;29.43;519.31;0.0
673;0.0;29.84;519.31;0.0
674;0.0;33.2;519.31;0.0
675;1.39;33.85;519.31;1.39
676;3.77;33.85;519.31;3.77
677;2.13;33.85;515.97;2.13
678;0.9;33.85;515.97;0.9
679;1.15;33.85;515.97;1.15
680;3.77;33.85;515.97;3.77
681;6.8;33.85;515.97;6.8
682;10.0;33.85;515.97;10.0
683;12.3;33.85;515.97;12.3
684;14.76;33.85;515.97;14.76
685;15.25;33.85;515.97;15.25
686;17.22;33.85;515.97;17.22
687;20.58;33.85;515.97;20.58
688;22.79;33.85;515.97;22.79
689;25.5;33.85;515.97;25.5
690;27.96;33.85;515.97;27.96
691;29.84;33.85;519.31;29.84
692;32.06;33.85;519.31;32.06
693;33.7;33.85;519.31;33.7
694;35.33;33.85;519.31;35.33
695;37.47;33.85;519.31;37.47
696;39.93;33.85;519.31;39.93
697;41.32;33.85;519.31;41.32
698;41.07;33.85;519.31;41.07
699;40.5;33.85;519.31;40.5
700;39.02;33.85;519.31;39.02
701;37.79;33.85;515.97;37.79
702;41.57;33.85;515.97;41.57
703;42.55;33.85;515.97;42.55
704;41.89;33.85;515.97;41.89
705;43.78;33.85;515.97;43.78
706;47.14;33.85;515.97;47.14
707;49.27;33.85;515.97;49.27
708;50.34;33.85;515.97;50.34
709;49.85;33.85;515.97;49.85
710;48.12;33.85;515.97;48.12
711;45.5;33.85;515.97;45.5
712;42.96;33.85;515.97;42.96
713;40.99;33.85;515.97;40.99
714;38.61;33.85;515.97;38.61
715;35.91;33.85;519.31;35.91
716;33.94;33.85;519.31;33.94
717;33.45;33.85;519.31;33.45
718;31.89;33.85;519.31;31.89
719;30.33;33.85;519.31;30.33
720;25.41;33.85;519.31;25.41
721;17.54;33.85;519.31;17.54
722;14.02;33.85;519.31;14.02
723;11.15;33.85;519.31;11.15
724;8.44;33.85;519.31;8.44
725;7.79;33.85;515.97;7.79
726;11.07;33.85;515.97;11.07
727;17.63;33.85;515.97;17.63
728;21.73;33.85;515.97;21.73
729;31.24;33.85;515.97;31.24
730;39.76;33.85;515.97;39.76
731;40.99;33.85;515.97;40.99
732;40.42;33.85;515.97;40.42
733;39.52;33.85;515.97;39.52
734;39.27;33.85;515.97;39.27
735;41.65;33.85;515.97;41.65
736;43.37;33.85;515.97;43.37
737;43.37;33.85;515.97;43.37
738;41.16;33.85;515.97;41.16
739;38.7;33.85;519.31;38.7
740;38.37;33.85;519.31;38.37
741;39.52;33.85;519.31;39.52
742;39.84;33.85;519.31;39.84
743;38.7;33.85;519.31;38.7
744;36.56;33.85;519.31;36.56
745;34.19;33.85;519.31;34.19
746;35.5;33.85;519.31;35.5
747;38.29;33.85;519.31;38.29
748;42.8;33.85;519.31;42.8
749;48.7;33.85;515.97;48.7
750;49.85;33.85;515.97;49.85
751;47.63;33.85;515.97;47.63
752;44.76;33.85;515.97;44.76
753;43.37;33.85;515.97;43.37
754;43.37;33.85;515.97;43.37
755;47.71;33.85;515.97;47.71
756;49.76;33.85;515.97;49.76
757;47.88;33.85;515.97;47.88
758;45.99;33.85;515.97;45.99
759;45.09;33.85;515.97;45.09
760;43.53;33.85;515.97;43.53
761;41.73;33.85;515.97;41.73
762;39.76;33.85;515.97;39.76
763;40.99;33.85;519.31;40.99
764;42.39;33.85;519.31;42.39
765;42.39;33.85;519.31;42.39
766;42.71;33.85;519.31;42.71
767;42.39;33.85;519.31;42.39
768;38.86;33.85;519.31;38.86
769;32.22;33.85;519.31;32.22
770;0.0;59.27;519.31;0.0
771;0.0;51.07;519.31;0.0
772;0.0;43.12;519.31;0.0
773;0.74;40.08;515.97;0.74
774;0.0;39.35;515.97;0.0
775;0.0;36.97;515.97;0.0
