snapshot;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
1763;25.82;-1.97;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1764;26.89;-3.03;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1765;25.5;-1.64;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1766;20.0;3.85;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1767;13.69;10.17;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1768;10.0;13.86;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1769;10.0;13.86;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1770;11.07;12.79;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1771;14.18;9.67;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1772;19.18;4.67;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1773;22.71;1.15;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1774;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1775;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1776;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1777;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1778;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1779;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1780;25.58;-1.72;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1781;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1782;24.6;-0.74;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1783;21.4;2.46;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1784;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1785;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1786;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1787;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1788;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1789;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1790;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1791;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1792;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1793;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1794;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1795;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1796;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1797;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1798;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1799;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1800;32.93;-9.07;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1801;38.53;-14.68;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1802;39.27;-15.41;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1803;35.83;-11.97;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1804;35.17;-11.31;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1805;35.17;-11.31;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1806;29.68;-5.82;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1807;21.23;2.62;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1808;18.12;5.74;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1809;28.86;-5.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1810;28.28;-4.43;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1811;25.01;-1.15;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1812;20.99;2.87;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1813;16.97;6.89;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1814;16.48;7.38;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1815;20.58;3.28;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1816;26.23;-2.38;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1817;28.86;-5.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1818;28.37;-4.51;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1819;29.35;-5.49;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1820;30.17;-6.31;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1821;30.42;-6.56;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1822;28.12;-4.26;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1823;28.69;-4.84;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1824;32.71;-8.85;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1825;31.48;-7.62;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1826;30.09;-6.23;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1827;30.25;-6.39;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1828;27.55;-3.69;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1829;25.74;-1.89;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1830;20.0;0.0;-0.51;18.12;10.51;-10.51;-10.51;1.88;0.0;10.0
1831;14.27;4.77;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1832;13.77;5.26;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1833;16.15;2.88;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1834;17.05;1.98;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1835;14.68;4.36;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1836;11.31;0.0;4.06;10.25;5.94;-5.94;-5.94;1.07;0.0;10.0
1837;8.36;10.67;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1838;6.56;10.17;1.21;15.15;8.79;-8.79;-8.79;1.58;0.0;10.0
1839;4.76;0.55;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
1840;4.02;15.02;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1841;5.08;13.95;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1842;7.79;11.24;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1843;11.56;-11.56;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1844;14.92;-14.92;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1845;16.81;-16.81;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1846;18.2;-18.2;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1847;19.35;-19.35;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1848;20.41;0.0;-4.06;18.49;10.72;-10.72;-10.72;1.92;0.0;6.67
1849;21.73;0.0;-4.75;19.68;11.41;-11.41;-11.41;2.05;0.0;6.67
1850;21.89;0.0;-4.83;19.83;11.5;-11.5;-11.5;2.06;0.0;6.67
1851;21.23;0.0;-4.49;19.23;11.16;-11.16;-11.16;2.0;0.0;6.67
1852;21.23;0.0;-4.49;19.23;11.16;-11.16;-11.16;2.0;0.0;6.67
1853;20.0;0.0;-0.51;18.12;10.51;-10.51;-10.51;1.88;0.0;10.0
1854;16.89;0.0;1.13;15.3;8.87;-8.87;-8.87;1.59;0.0;10.0
1855;11.56;7.47;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1856;9.76;9.28;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1857;11.56;0.0;3.93;10.47;6.07;-6.07;-6.07;1.09;0.0;10.0
1858;13.45;5.59;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1859;14.84;0.0;2.2;13.44;7.8;-7.8;-7.8;1.4;0.0;10.0
1860;14.68;4.36;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1861;12.79;0.0;3.28;11.58;6.72;-6.72;-6.72;1.2;0.0;10.0
1862;10.08;13.77;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1863;8.61;15.25;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1864;9.67;14.18;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1865;11.31;7.72;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1866;12.13;0.0;3.62;10.99;6.37;-6.37;-6.37;1.14;0.0;10.0
1867;11.4;12.46;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1868;9.67;3.01;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1869;9.76;14.1;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1870;12.63;0.06;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1871;15.99;0.0;-1.73;14.48;8.4;-8.4;-8.4;1.51;0.0;6.67
1872;18.04;0.0;-2.81;16.34;9.48;-9.48;-9.48;1.7;0.0;6.67
1873;16.64;0.0;-2.08;15.08;8.74;-8.74;-8.74;1.57;0.0;6.67
1874;15.08;0.0;-1.26;13.66;7.93;-7.93;-7.93;1.42;0.0;6.67
1875;14.43;9.43;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1876;13.04;0.0;-0.18;11.81;6.85;-6.85;-6.85;1.23;0.0;6.67
1877;13.45;5.59;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1878;14.68;4.36;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1879;14.84;8.78;-2.41;21.39;12.41;-12.41;-12.41;2.22;0.0;10.0
1880;20.09;0.0;-0.55;18.19;10.55;-10.55;-10.55;1.89;0.0;10.0
1881;27.87;-4.02;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1882;33.61;-9.76;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1883;31.89;-8.03;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1884;32.63;-8.77;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1885;34.6;-10.74;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1886;34.84;-10.99;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1887;31.89;-8.03;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1888;26.89;-3.03;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1889;22.46;1.39;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1890;20.17;3.69;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1891;23.28;0.57;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1892;25.41;-1.56;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1893;25.01;-1.15;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1894;24.6;-0.74;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1895;20.91;2.95;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1896;19.76;4.1;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1897;19.1;4.76;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1898;18.61;5.25;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1899;17.87;5.98;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1900;16.56;7.3;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1901;17.95;5.9;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1902;17.46;6.39;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1903;16.48;7.38;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1904;17.38;6.48;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1905;19.18;4.67;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1906;23.86;-0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1907;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1908;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1909;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1910;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1911;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1912;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1913;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1914;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1915;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1916;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1917;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1918;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1919;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1920;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1921;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1922;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1923;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1924;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1925;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1926;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1927;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1928;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1929;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1930;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1931;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1932;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1933;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1934;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1935;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1936;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1937;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1938;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1939;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1940;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1941;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1942;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1943;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1944;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1945;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1946;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1947;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1948;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1949;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1950;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1951;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1952;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1953;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1954;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1955;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1956;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1957;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1958;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1959;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1960;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1961;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1962;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1963;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1964;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1965;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1966;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1967;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1968;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1969;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1970;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1971;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1972;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1973;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1974;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1975;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1976;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1977;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1978;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1979;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1980;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1981;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1982;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1983;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1984;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1985;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1986;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1987;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1988;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1989;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1990;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1991;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1992;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1993;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1994;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1995;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1996;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
1997;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1998;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
1999;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2000;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2001;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2002;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2003;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2004;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2005;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2006;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2007;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2008;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2009;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2010;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2011;33.85;-33.85;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2012;33.85;-33.85;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2013;33.85;-33.85;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2014;33.85;-33.85;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2015;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2016;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2017;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2018;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2019;20.58;0.0;-4.15;18.64;10.81;-10.81;-10.81;1.94;0.0;6.67
2020;15.82;0.0;-1.65;14.33;8.31;-8.31;-8.31;1.49;0.0;6.67
2021;11.64;7.39;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2022;6.72;0.0;6.47;6.09;3.53;-3.53;-3.53;0.63;0.0;10.0
2023;4.67;17.13;-1.46;19.75;11.46;-11.46;-11.46;2.05;0.0;10.0
2024;2.79;2.51;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
2025;1.72;17.31;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2026;1.39;22.46;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2027;1.39;17.64;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2028;1.8;17.23;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2029;3.12;15.92;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2030;6.89;12.15;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2031;13.36;5.67;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2032;21.4;0.0;-1.24;19.38;11.24;-11.24;-11.24;2.02;0.0;10.0
2033;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2034;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2035;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2036;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2037;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2038;26.73;-2.87;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2039;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2040;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2041;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2042;24.19;-0.33;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2043;23.69;0.16;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2044;23.69;0.16;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2045;23.45;0.41;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2046;21.4;2.46;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2047;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2048;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2049;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2050;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2051;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2052;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2053;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2054;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2055;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2056;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2057;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2058;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
2059;41.13;-17.27;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2060;45.75;-21.89;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2061;43.21;-19.35;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2062;42.96;-19.1;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
2063;43.21;-19.35;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
