;grid;PEM input;Compressor;hydrogen_storage;Curtailment
1559;7.49;-6.79;-0.71;2.73;0
1560;3.86;-3.49;-0.36;4.64;0
1561;17.36;-15.73;-1.64;-2.46;0
1562;17.36;-15.73;-1.64;-2.46;0
1563;17.36;-15.73;-1.64;-2.46;0
1564;17.36;-15.73;-1.64;-2.46;0
1565;17.36;-15.73;-1.64;0.88;0
1566;17.36;-15.73;-1.64;0.88;0
1567;17.36;-15.73;-1.64;0.88;0
1568;17.36;-15.73;-1.64;0.88;0
1569;17.36;-15.73;-1.64;0.88;0
1570;17.36;-15.73;-1.64;0.88;0
1571;17.36;-15.73;-1.64;0.88;0
1572;17.36;-15.73;-1.64;0.88;0
1573;17.36;-15.73;-1.64;0.88;0
1574;17.36;-15.73;-1.64;0.88;0
1575;17.36;-15.73;-1.64;0.88;0
1576;17.36;-15.73;-1.64;0.88;0
1577;17.36;-15.73;-1.64;0.88;0
1578;17.36;-15.73;-1.64;0.88;0
1579;12.69;-11.49;-1.2;0.0;0
1580;17.36;-15.73;-1.64;-2.46;0
1581;17.36;-15.73;-1.64;-2.46;0
1582;17.36;-15.73;-1.64;-2.46;0
1583;17.36;-15.73;-1.64;-2.46;0
1584;17.36;-15.73;-1.64;-2.46;0
1585;17.36;-15.73;-1.64;-2.46;0
1586;17.36;-15.73;-1.64;-2.46;0
1587;17.36;-15.73;-1.64;-2.46;0
1588;17.36;-15.73;-1.64;-2.46;0
1589;17.36;-15.73;-1.64;0.88;0
1590;6.34;-5.75;-0.6;6.67;0
1591;17.36;-15.73;-1.64;0.88;0
1592;17.36;-15.73;-1.64;0.88;0
1593;17.36;-15.73;-1.64;0.88;0
1594;17.36;-15.73;-1.64;0.88;0
1595;17.36;-15.73;-1.64;0.88;0
1596;17.36;-15.73;-1.64;0.88;0
1597;17.36;-15.73;-1.64;0.88;0
1598;17.36;-15.73;-1.64;0.88;0
1599;17.36;-15.73;-1.64;0.88;0
1600;9.68;-8.77;-0.91;4.91;0
1601;17.36;-15.73;-1.64;0.88;0
1602;17.36;-15.73;-1.64;0.88;0
1603;17.36;-15.73;-1.64;-2.46;0
1604;17.36;-15.73;-1.64;-2.46;0
1605;17.36;-15.73;-1.64;-2.46;0
1606;17.36;-15.73;-1.64;-2.46;0
1607;17.36;-15.73;-1.64;-2.46;0
1608;17.36;-15.73;-1.64;-2.46;0
1609;10.68;-9.68;-1.01;1.05;0
1610;17.36;-15.73;-1.64;-2.46;0
1611;17.36;-15.73;-1.64;-2.46;0
1612;17.36;-15.73;-1.64;-2.46;0
1613;17.36;-15.73;-1.64;0.88;0
1614;17.36;-15.73;-1.64;0.88;0
1615;17.36;-15.73;-1.64;0.88;0
1616;17.36;-15.73;-1.64;0.88;0
1617;17.36;-15.73;-1.64;0.88;0
1618;17.36;-15.73;-1.64;0.88;0
1619;17.36;-15.73;-1.64;0.88;0
1620;17.36;-15.73;-1.64;0.88;0
1621;17.36;-15.73;-1.64;0.88;0
1622;17.36;-15.73;-1.64;0.88;0
1623;17.36;-15.73;-1.64;0.88;0
1624;17.36;-15.73;-1.64;0.88;0
1625;17.36;-15.73;-1.64;0.88;0
1626;17.36;-15.73;-1.64;0.88;0
1627;17.36;-15.73;-1.64;-2.46;0
1628;17.36;-15.73;-1.64;-2.46;0
1629;17.36;-15.73;-1.64;-2.46;0
1630;17.36;-15.73;-1.64;-2.46;0
1631;17.36;-15.73;-1.64;-2.46;0
1632;17.36;-15.73;-1.64;-2.46;0
1633;17.36;-15.73;-1.64;-2.46;0
1634;17.36;-15.73;-1.64;-2.46;0
1635;17.36;-15.73;-1.64;-2.46;0
1636;17.36;-15.73;-1.64;-2.46;0
1637;17.36;-15.73;-1.64;0.88;0
1638;17.36;-15.73;-1.64;0.88;0
1639;17.36;-15.73;-1.64;0.88;0
1640;17.36;-15.73;-1.64;0.88;0
1641;17.36;-15.73;-1.64;0.88;0
1642;17.36;-15.73;-1.64;0.88;0
1643;17.36;-15.73;-1.64;0.88;0
1644;17.36;-15.73;-1.64;0.88;0
1645;17.36;-15.73;-1.64;0.88;0
1646;17.36;-15.73;-1.64;0.88;0
1647;17.36;-15.73;-1.64;0.88;0
1648;17.36;-15.73;-1.64;0.88;0
1649;17.36;-15.73;-1.64;0.88;0
1650;17.36;-15.73;-1.64;0.88;0
1651;17.36;-15.73;-1.64;-2.46;0
1652;17.36;-15.73;-1.64;-2.46;0
1653;17.36;-15.73;-1.64;-2.46;0
1654;17.36;-15.73;-1.64;-2.46;0
1655;17.36;-15.73;-1.64;-2.46;0
1656;17.36;-15.73;-1.64;-2.46;0
1657;17.36;-15.73;-1.64;-2.46;0
1658;17.36;-15.73;-1.64;-2.46;0
1659;17.36;-15.73;-1.64;-2.46;0
1660;17.36;-15.73;-1.64;-2.46;0
1661;17.36;-15.73;-1.64;0.88;0
1662;17.36;-15.73;-1.64;0.88;0
1663;17.36;-15.73;-1.64;0.88;0
1664;17.36;-15.73;-1.64;0.88;0
1665;17.36;-15.73;-1.64;0.88;0
1666;17.36;-15.73;-1.64;0.88;0
1667;17.36;-15.73;-1.64;0.88;0
1668;17.36;-15.73;-1.64;0.88;0
1669;17.36;-15.73;-1.64;0.88;0
1670;17.36;-15.73;-1.64;0.88;0
1671;17.36;-15.73;-1.64;0.88;0
1672;17.36;-15.73;-1.64;0.88;0
1673;17.36;-15.73;-1.64;0.88;0
1674;17.36;-15.73;-1.64;0.88;0
1675;-0.0;0.0;0.0;6.67;0
1676;-0.0;0.0;0.0;6.67;0
1677;-0.0;0.0;0.0;6.67;0
1678;-0.0;0.0;0.0;6.67;0
1679;-0.0;0.0;0.0;6.67;0
1680;17.36;-15.73;-1.64;-2.46;0
1681;17.36;-15.73;-1.64;-2.46;0
1682;17.36;-15.73;-1.64;-2.46;0
1683;17.36;-15.73;-1.64;-2.46;0
1684;17.36;-15.73;-1.64;-2.46;0
1685;17.36;-15.73;-1.64;0.88;0
1686;17.36;-15.73;-1.64;0.88;0
1687;17.36;-15.73;-1.64;0.88;0
1688;17.36;-15.73;-1.64;0.88;0
1689;17.36;-15.73;-1.64;0.88;0
1690;17.36;-15.73;-1.64;0.88;0
1691;17.36;-15.73;-1.64;0.88;0
1692;17.36;-15.73;-1.64;0.88;0
1693;17.36;-15.73;-1.64;0.88;0
1694;17.36;-15.73;-1.64;0.88;0
1695;17.36;-15.73;-1.64;0.88;0
1696;17.36;-15.73;-1.64;0.88;0
1697;17.36;-15.73;-1.64;0.88;0
1698;17.36;-15.73;-1.64;0.88;0
1699;17.36;-15.73;-1.64;-2.46;0
1700;8.01;-7.26;-0.75;2.46;0
1701;17.36;-15.73;-1.64;-2.46;0
1702;17.36;-15.73;-1.64;-2.46;0
1703;17.36;-15.73;-1.64;-2.46;0
1704;17.36;-15.73;-1.64;-2.46;0
1705;17.36;-15.73;-1.64;-2.46;0
1706;17.36;-15.73;-1.64;-2.46;0
1707;17.36;-15.73;-1.64;-2.46;0
1708;17.36;-15.73;-1.64;-2.46;0
1709;17.36;-15.73;-1.64;0.88;0
1710;17.36;-15.73;-1.64;0.88;0
1711;17.36;-15.73;-1.64;0.88;0
1712;17.36;-15.73;-1.64;0.88;0
1713;6.34;-5.75;-0.6;6.67;0
1714;17.36;-15.73;-1.64;0.88;0
1715;17.36;-15.73;-1.64;0.88;0
1716;17.36;-15.73;-1.64;0.88;0
1717;17.36;-15.73;-1.64;0.88;0
1718;17.36;-15.73;-1.64;0.88;0
1719;14.36;-13.01;-1.35;2.46;0
1720;17.36;-15.73;-1.64;0.88;0
1721;17.36;-15.73;-1.64;0.88;0
1722;17.36;-15.73;-1.64;0.88;0
1723;12.69;-11.49;-1.2;0.0;0
1724;17.36;-15.73;-1.64;-2.46;0
1725;17.36;-15.73;-1.64;-2.46;0
1726;17.36;-15.73;-1.64;-2.46;0
1727;17.36;-15.73;-1.64;-2.46;0
1728;17.36;-15.73;-1.64;-2.46;0
1729;17.36;-15.73;-1.64;-2.46;0
1730;17.36;-15.73;-1.64;-2.46;0
1731;3.86;-3.49;-0.36;4.64;0
1732;12.17;-11.02;-1.15;0.27;0
1733;17.36;-15.73;-1.64;0.88;0
1734;17.36;-15.73;-1.64;0.88;0
1735;17.36;-15.73;-1.64;0.88;0
1736;17.36;-15.73;-1.64;0.88;0
1737;17.36;-15.73;-1.64;0.88;0
1738;17.36;-15.73;-1.64;0.88;0
1739;17.36;-15.73;-1.64;0.88;0
1740;17.36;-15.73;-1.64;0.88;0
1741;17.36;-15.73;-1.64;0.88;0
1742;17.36;-15.73;-1.64;0.88;0
1743;17.36;-15.73;-1.64;0.88;0
1744;17.36;-15.73;-1.64;0.88;0
1745;17.36;-15.73;-1.64;0.88;0
1746;17.36;-15.73;-1.64;0.88;0
1747;17.36;-15.73;-1.64;-2.46;0
1748;17.36;-15.73;-1.64;-2.46;0
1749;17.36;-15.73;-1.64;-2.46;0
1750;17.36;-15.73;-1.64;-2.46;0
1751;17.36;-15.73;-1.64;-2.46;0
1752;7.49;-6.79;-0.71;2.73;0
1753;3.86;-3.49;-0.36;4.64;0
1754;17.36;-15.73;-1.64;-2.46;0
1755;17.36;-15.73;-1.64;-2.46;0
1756;17.36;-15.73;-1.64;-2.46;0
1757;17.36;-15.73;-1.64;0.88;0
1758;17.36;-15.73;-1.64;0.88;0
1759;17.36;-15.73;-1.64;0.88;0
1760;17.36;-15.73;-1.64;0.88;0
1761;17.36;-15.73;-1.64;0.88;0
1762;17.36;-15.73;-1.64;0.88;0
1763;17.36;-15.73;-1.64;0.88;0
1764;17.36;-15.73;-1.64;0.88;0
1765;17.36;-15.73;-1.64;0.88;0
1766;17.36;-15.73;-1.64;0.88;0
1767;17.36;-15.73;-1.64;0.88;0
1768;17.36;-15.73;-1.64;0.88;0
1769;17.36;-15.73;-1.64;0.88;0
1770;17.36;-15.73;-1.64;0.88;0
1771;17.36;-15.73;-1.64;-2.46;0
1772;17.36;-15.73;-1.64;-2.46;0
1773;17.36;-15.73;-1.64;-2.46;0
1774;10.68;-9.68;-1.01;1.05;0
1775;17.36;-15.73;-1.64;-2.46;0
1776;17.36;-15.73;-1.64;-2.46;0
1777;17.36;-15.73;-1.64;-2.46;0
1778;17.36;-15.73;-1.64;-2.46;0
1779;17.36;-15.73;-1.64;-2.46;0
1780;17.36;-15.73;-1.64;-2.46;0
1781;17.36;-15.73;-1.64;0.88;0
1782;17.36;-15.73;-1.64;0.88;0
1783;17.36;-15.73;-1.64;0.88;0
1784;17.36;-15.73;-1.64;0.88;0
1785;17.36;-15.73;-1.64;0.88;0
1786;17.36;-15.73;-1.64;0.88;0
1787;17.36;-15.73;-1.64;0.88;0
1788;17.36;-15.73;-1.64;0.88;0
1789;17.36;-15.73;-1.64;0.88;0
1790;17.36;-15.73;-1.64;0.88;0
1791;17.36;-15.73;-1.64;0.88;0
1792;17.36;-15.73;-1.64;0.88;0
1793;17.36;-15.73;-1.64;0.88;0
1794;17.36;-15.73;-1.64;0.88;0
1795;17.36;-15.73;-1.64;-2.46;0
1796;17.36;-15.73;-1.64;-2.46;0
1797;17.36;-15.73;-1.64;-2.46;0
1798;17.36;-15.73;-1.64;-2.46;0
1799;17.36;-15.73;-1.64;-2.46;0
1800;17.36;-15.73;-1.64;-2.46;0
1801;17.36;-15.73;-1.64;-2.46;0
1802;17.36;-15.73;-1.64;-2.46;0
1803;17.36;-15.73;-1.64;-2.46;0
1804;17.36;-15.73;-1.64;-2.46;0
1805;17.36;-15.73;-1.64;0.88;0
1806;17.36;-15.73;-1.64;0.88;0
1807;17.36;-15.73;-1.64;0.88;0
1808;17.36;-15.73;-1.64;0.88;0
1809;17.36;-15.73;-1.64;0.88;0
1810;17.36;-15.73;-1.64;0.88;0
1811;17.36;-15.73;-1.64;0.88;0
1812;17.36;-15.73;-1.64;0.88;0
1813;17.36;-15.73;-1.64;0.88;0
1814;17.36;-15.73;-1.64;0.88;0
1815;17.36;-15.73;-1.64;0.88;0
1816;17.36;-15.73;-1.64;0.88;0
1817;17.36;-15.73;-1.64;0.88;0
1818;17.36;-15.73;-1.64;0.88;0
1819;17.36;-15.73;-1.64;-2.46;0
1820;17.36;-15.73;-1.64;-2.46;0
1821;17.36;-15.73;-1.64;-2.46;0
1822;17.36;-15.73;-1.64;-2.46;0
1823;17.36;-15.73;-1.64;-2.46;0
1824;17.36;-15.73;-1.64;-2.46;0
1825;17.36;-15.73;-1.64;-2.46;0
1826;17.36;-15.73;-1.64;-2.46;0
1827;17.36;-15.73;-1.64;-2.46;0
1828;17.36;-15.73;-1.64;-2.46;0
1829;17.36;-15.73;-1.64;0.88;0
1830;17.36;-15.73;-1.64;0.88;0
1831;17.36;-15.73;-1.64;0.88;0
1832;17.36;-15.73;-1.64;0.88;0
1833;17.36;-15.73;-1.64;0.88;0
1834;17.36;-15.73;-1.64;0.88;0
1835;17.36;-15.73;-1.64;0.88;0
1836;17.36;-15.73;-1.64;0.88;0
1837;17.36;-15.73;-1.64;0.88;0
1838;17.36;-15.73;-1.64;0.88;0
1839;17.36;-15.73;-1.64;0.88;0
1840;17.36;-15.73;-1.64;0.88;0
1841;17.36;-15.73;-1.64;0.88;0
1842;17.36;-15.73;-1.64;0.88;0
1843;-0.0;0.0;0.0;6.67;0
1844;-0.0;0.0;0.0;6.67;0
1845;-0.0;0.0;0.0;6.67;0
1846;-0.0;0.0;0.0;6.67;0
1847;-0.0;0.0;0.0;6.67;0
1848;17.36;-15.73;-1.64;-2.46;0
1849;17.36;-15.73;-1.64;-2.46;0
1850;17.36;-15.73;-1.64;-2.46;0
1851;17.36;-15.73;-1.64;-2.46;0
1852;17.36;-15.73;-1.64;-2.46;0
1853;17.36;-15.73;-1.64;0.88;0
1854;17.36;-15.73;-1.64;0.88;0
1855;17.36;-15.73;-1.64;0.88;0
1856;17.36;-15.73;-1.64;0.88;0
1857;17.36;-15.73;-1.64;0.88;0
1858;17.36;-15.73;-1.64;0.88;0
1859;17.36;-15.73;-1.64;0.88;0
1860;17.36;-15.73;-1.64;0.88;0
1861;17.36;-15.73;-1.64;0.88;0
1862;17.36;-15.73;-1.64;0.88;0
1863;17.36;-15.73;-1.64;0.88;0
1864;17.36;-15.73;-1.64;0.88;0
1865;17.36;-15.73;-1.64;0.88;0
1866;17.36;-15.73;-1.64;0.88;0
1867;17.36;-15.73;-1.64;-2.46;0
1868;17.36;-15.73;-1.64;-2.46;0
1869;17.36;-15.73;-1.64;-2.46;0
1870;17.36;-15.73;-1.64;-2.46;0
1871;17.36;-15.73;-1.64;-2.46;0
1872;17.36;-15.73;-1.64;-2.46;0
1873;17.36;-15.73;-1.64;-2.46;0
1874;5.01;-4.54;-0.47;4.03;0
1875;17.36;-15.73;-1.64;-2.46;0
1876;17.36;-15.73;-1.64;-2.46;0
1877;6.34;-5.75;-0.6;6.67;0
1878;17.36;-15.73;-1.64;0.88;0
1879;17.36;-15.73;-1.64;0.88;0
1880;17.36;-15.73;-1.64;0.88;0
1881;17.36;-15.73;-1.64;0.88;0
1882;17.36;-15.73;-1.64;0.88;0
1883;17.36;-15.73;-1.64;0.88;0
1884;17.36;-15.73;-1.64;0.88;0
1885;17.36;-15.73;-1.64;0.88;0
1886;17.36;-15.73;-1.64;0.88;0
1887;17.36;-15.73;-1.64;0.88;0
1888;17.36;-15.73;-1.64;0.88;0
1889;17.36;-15.73;-1.64;0.88;0
1890;17.36;-15.73;-1.64;0.88;0
1891;17.36;-15.73;-1.64;-2.46;0
1892;17.36;-15.73;-1.64;-2.46;0
1893;17.36;-15.73;-1.64;-2.46;0
1894;17.36;-15.73;-1.64;-2.46;0
1895;17.36;-15.73;-1.64;-2.46;0
1896;3.86;-3.49;-0.36;4.64;0
1897;17.36;-15.73;-1.64;-2.46;0
1898;17.36;-15.73;-1.64;-2.46;0
1899;17.36;-15.73;-1.64;-2.46;0
1900;17.36;-15.73;-1.64;-2.46;0
1901;17.36;-15.73;-1.64;0.88;0
1902;17.36;-15.73;-1.64;0.88;0
1903;17.36;-15.73;-1.64;0.88;0
1904;17.36;-15.73;-1.64;0.88;0
1905;17.36;-15.73;-1.64;0.88;0
1906;17.36;-15.73;-1.64;0.88;0
1907;17.36;-15.73;-1.64;0.88;0
1908;17.36;-15.73;-1.64;0.88;0
1909;17.36;-15.73;-1.64;0.88;0
1910;17.36;-15.73;-1.64;0.88;0
1911;17.36;-15.73;-1.64;0.88;0
1912;17.36;-15.73;-1.64;0.88;0
1913;17.36;-15.73;-1.64;0.88;0
1914;17.36;-15.73;-1.64;0.88;0
1915;6.97;-6.32;-0.66;3.0;0
1916;17.36;-15.73;-1.64;-2.46;0
1917;3.86;-3.49;-0.36;4.64;0
1918;17.36;-15.73;-1.64;-2.46;0
1919;17.36;-15.73;-1.64;-2.46;0
1920;17.36;-15.73;-1.64;-2.46;0
1921;17.36;-15.73;-1.64;-2.46;0
1922;17.36;-15.73;-1.64;-2.46;0
1923;17.36;-15.73;-1.64;-2.46;0
1924;8.01;-7.26;-0.75;2.46;0
1925;17.36;-15.73;-1.64;0.88;0
1926;17.36;-15.73;-1.64;0.88;0
1927;17.36;-15.73;-1.64;0.88;0
1928;17.36;-15.73;-1.64;0.88;0
1929;17.36;-15.73;-1.64;0.88;0
1930;17.36;-15.73;-1.64;0.88;0
1931;17.36;-15.73;-1.64;0.88;0
1932;17.36;-15.73;-1.64;0.88;0
1933;17.36;-15.73;-1.64;0.88;0
1934;17.36;-15.73;-1.64;0.88;0
1935;17.36;-15.73;-1.64;0.88;0
1936;17.36;-15.73;-1.64;0.88;0
1937;17.36;-15.73;-1.64;0.88;0
1938;17.36;-15.73;-1.64;0.88;0
1939;17.36;-15.73;-1.64;-2.46;0
1940;17.36;-15.73;-1.64;-2.46;0
1941;17.36;-15.73;-1.64;-2.46;0
1942;17.36;-15.73;-1.64;-2.46;0
1943;17.36;-15.73;-1.64;-2.46;0
1944;17.36;-15.73;-1.64;-2.46;0
1945;17.36;-15.73;-1.64;-2.46;0
1946;17.36;-15.73;-1.64;-2.46;0
1947;17.36;-15.73;-1.64;-2.46;0
1948;17.36;-15.73;-1.64;-2.46;0
1949;17.36;-15.73;-1.64;0.88;0
1950;10.68;-9.68;-1.01;4.39;0
1951;17.36;-15.73;-1.64;0.88;0
1952;17.36;-15.73;-1.64;0.88;0
1953;17.36;-15.73;-1.64;0.88;0
1954;17.36;-15.73;-1.64;0.88;0
1955;17.36;-15.73;-1.64;0.88;0
1956;17.36;-15.73;-1.64;0.88;0
1957;17.36;-15.73;-1.64;0.88;0
1958;17.36;-15.73;-1.64;0.88;0
1959;17.36;-15.73;-1.64;0.88;0
1960;17.36;-15.73;-1.64;0.88;0
1961;17.36;-15.73;-1.64;0.88;0
1962;17.36;-15.73;-1.64;0.88;0
1963;17.36;-15.73;-1.64;-2.46;0
1964;17.36;-15.73;-1.64;-2.46;0
1965;17.36;-15.73;-1.64;-2.46;0
1966;17.36;-15.73;-1.64;-2.46;0
1967;17.36;-15.73;-1.64;-2.46;0
1968;17.36;-15.73;-1.64;-2.46;0
1969;17.36;-15.73;-1.64;-2.46;0
1970;17.36;-15.73;-1.64;-2.46;0
1971;17.36;-15.73;-1.64;-2.46;0
1972;17.36;-15.73;-1.64;-2.46;0
1973;17.36;-15.73;-1.64;0.88;0
1974;17.36;-15.73;-1.64;0.88;0
1975;17.36;-15.73;-1.64;0.88;0
1976;17.36;-15.73;-1.64;0.88;0
1977;17.36;-15.73;-1.64;0.88;0
1978;17.36;-15.73;-1.64;0.88;0
1979;17.36;-15.73;-1.64;0.88;0
1980;17.36;-15.73;-1.64;0.88;0
1981;17.36;-15.73;-1.64;0.88;0
1982;17.36;-15.73;-1.64;0.88;0
1983;17.36;-15.73;-1.64;0.88;0
1984;17.36;-15.73;-1.64;0.88;0
1985;17.36;-15.73;-1.64;0.88;0
1986;17.36;-15.73;-1.64;0.88;0
1987;17.36;-15.73;-1.64;-2.46;0
1988;17.36;-15.73;-1.64;-2.46;0
1989;17.36;-15.73;-1.64;-2.46;0
1990;17.36;-15.73;-1.64;-2.46;0
1991;17.36;-15.73;-1.64;-2.46;0
1992;17.36;-15.73;-1.64;-2.46;0
1993;17.36;-15.73;-1.64;-2.46;0
1994;17.36;-15.73;-1.64;-2.46;0
1995;17.36;-15.73;-1.64;-2.46;0
1996;17.36;-15.73;-1.64;-2.46;0
1997;17.36;-15.73;-1.64;0.88;0
1998;17.36;-15.73;-1.64;0.88;0
1999;17.36;-15.73;-1.64;0.88;0
2000;17.36;-15.73;-1.64;0.88;0
2001;17.36;-15.73;-1.64;0.88;0
2002;17.36;-15.73;-1.64;0.88;0
2003;17.36;-15.73;-1.64;0.88;0
2004;17.36;-15.73;-1.64;0.88;0
2005;17.36;-15.73;-1.64;0.88;0
2006;17.36;-15.73;-1.64;0.88;0
2007;17.36;-15.73;-1.64;0.88;0
2008;17.36;-15.73;-1.64;0.88;0
2009;17.36;-15.73;-1.64;0.88;0
2010;17.36;-15.73;-1.64;0.88;0
2011;-0.0;0.0;0.0;6.67;0
2012;-0.0;0.0;0.0;6.67;0
2013;-0.0;0.0;0.0;6.67;0
2014;-0.0;0.0;0.0;6.67;0
2015;-0.0;0.0;0.0;6.67;0
2016;17.36;-15.73;-1.64;-2.46;0
2017;17.36;-15.73;-1.64;-2.46;0
2018;17.36;-15.73;-1.64;-2.46;0
2019;17.36;-15.73;-1.64;-2.46;0
2020;17.36;-15.73;-1.64;-2.46;0
2021;17.36;-15.73;-1.64;0.88;0
2022;17.36;-15.73;-1.64;0.88;0
2023;17.36;-15.73;-1.64;0.88;0
2024;17.36;-15.73;-1.64;0.88;0
2025;17.36;-15.73;-1.64;0.88;0
2026;17.36;-15.73;-1.64;0.88;0
2027;17.36;-15.73;-1.64;0.88;0
2028;17.36;-15.73;-1.64;0.88;0
2029;17.36;-15.73;-1.64;0.88;0
2030;17.36;-15.73;-1.64;0.88;0
2031;17.36;-15.73;-1.64;0.88;0
2032;17.36;-15.73;-1.64;0.88;0
2033;17.36;-15.73;-1.64;0.88;0
2034;17.36;-15.73;-1.64;0.88;0
2035;12.69;-11.49;-1.2;0.0;0
2036;17.36;-15.73;-1.64;-2.46;0
2037;17.36;-15.73;-1.64;-2.46;0
2038;17.36;-15.73;-1.64;-2.46;0
2039;17.36;-15.73;-1.64;-2.46;0
2040;17.36;-15.73;-1.64;-2.46;0
2041;17.36;-15.73;-1.64;-2.46;0
2042;17.36;-15.73;-1.64;-2.46;0
2043;17.36;-15.73;-1.64;-2.46;0
2044;17.36;-15.73;-1.64;-2.46;0
2045;17.36;-15.73;-1.64;0.88;0
2046;17.36;-15.73;-1.64;0.88;0
2047;17.36;-15.73;-1.64;0.88;0
2048;17.36;-15.73;-1.64;0.88;0
2049;17.36;-15.73;-1.64;0.88;0
2050;17.36;-15.73;-1.64;0.88;0
2051;17.36;-15.73;-1.64;0.88;0
2052;6.34;-5.75;-0.6;6.67;0
2053;17.36;-15.73;-1.64;0.88;0
2054;17.36;-15.73;-1.64;0.88;0
2055;17.36;-15.73;-1.64;0.88;0
2056;9.68;-8.77;-0.91;4.91;0
2057;17.36;-15.73;-1.64;0.88;0
2058;17.36;-15.73;-1.64;0.88;0
2059;17.36;-15.73;-1.64;-2.46;0
2060;17.36;-15.73;-1.64;-2.46;0
2061;7.49;-6.79;-0.71;2.73;0
2062;17.36;-15.73;-1.64;-2.46;0
2063;17.36;-15.73;-1.64;-2.46;0
2064;17.36;-15.73;-1.64;-2.46;0
2065;17.36;-15.73;-1.64;-2.46;0
2066;17.36;-15.73;-1.64;-2.46;0
2067;3.86;-3.49;-0.36;4.64;0
2068;17.36;-15.73;-1.64;-2.46;0
2069;17.36;-15.73;-1.64;0.88;0
2070;17.36;-15.73;-1.64;0.88;0
2071;17.36;-15.73;-1.64;0.88;0
2072;17.36;-15.73;-1.64;0.88;0
2073;17.36;-15.73;-1.64;0.88;0
2074;17.36;-15.73;-1.64;0.88;0
2075;17.36;-15.73;-1.64;0.88;0
2076;17.36;-15.73;-1.64;0.88;0
2077;17.36;-15.73;-1.64;0.88;0
2078;17.36;-15.73;-1.64;0.88;0
2079;17.36;-15.73;-1.64;0.88;0
2080;17.36;-15.73;-1.64;0.88;0
2081;17.36;-15.73;-1.64;0.88;0
2082;17.36;-15.73;-1.64;0.88;0
2083;17.36;-15.73;-1.64;-2.46;0
2084;16.03;-14.52;-1.51;-1.75;0
2085;17.36;-15.73;-1.64;-2.46;0
2086;17.36;-15.73;-1.64;-2.46;0
2087;17.36;-15.73;-1.64;-2.46;0
2088;17.36;-15.73;-1.64;-2.46;0
2089;17.36;-15.73;-1.64;-2.46;0
2090;17.36;-15.73;-1.64;-2.46;0
2091;17.36;-15.73;-1.64;-2.46;0
2092;17.36;-15.73;-1.64;-2.46;0
2093;17.36;-15.73;-1.64;0.88;0
2094;17.36;-15.73;-1.64;0.88;0
2095;6.34;-5.75;-0.6;6.67;0
2096;17.36;-15.73;-1.64;0.88;0
2097;6.34;-5.75;-0.6;6.67;0
2098;17.36;-15.73;-1.64;0.88;0
2099;17.36;-15.73;-1.64;0.88;0
2100;17.36;-15.73;-1.64;0.88;0
2101;17.36;-15.73;-1.64;0.88;0
2102;17.36;-15.73;-1.64;0.88;0
2103;17.36;-15.73;-1.64;0.88;0
2104;17.36;-15.73;-1.64;0.88;0
2105;17.36;-15.73;-1.64;0.88;0
2106;17.36;-15.73;-1.64;0.88;0
2107;17.36;-15.73;-1.64;-2.46;0
2108;17.36;-15.73;-1.64;-2.46;0
2109;17.36;-15.73;-1.64;-2.46;0
2110;17.36;-15.73;-1.64;-2.46;0
2111;10.68;-9.68;-1.01;1.05;0
2112;17.36;-15.73;-1.64;-2.46;0
2113;17.36;-15.73;-1.64;-2.46;0
2114;17.36;-15.73;-1.64;-2.46;0
2115;17.36;-15.73;-1.64;-2.46;0
2116;17.36;-15.73;-1.64;-2.46;0
2117;17.36;-15.73;-1.64;0.88;0
2118;17.36;-15.73;-1.64;0.88;0
2119;17.36;-15.73;-1.64;0.88;0
2120;17.36;-15.73;-1.64;0.88;0
2121;17.36;-15.73;-1.64;0.88;0
2122;17.36;-15.73;-1.64;0.88;0
2123;17.36;-15.73;-1.64;0.88;0
2124;17.36;-15.73;-1.64;0.88;0
2125;17.36;-15.73;-1.64;0.88;0
2126;17.36;-15.73;-1.64;0.88;0
2127;17.36;-15.73;-1.64;0.88;0
2128;17.36;-15.73;-1.64;0.88;0
2129;17.36;-15.73;-1.64;0.88;0
2130;17.36;-15.73;-1.64;0.88;0
2131;17.36;-15.73;-1.64;-2.46;0
2132;17.36;-15.73;-1.64;-2.46;0
2133;17.36;-15.73;-1.64;-2.46;0
2134;17.36;-15.73;-1.64;-2.46;0
2135;17.36;-15.73;-1.64;-2.46;0
2136;17.36;-15.73;-1.64;-2.46;0
2137;17.36;-15.73;-1.64;-2.46;0
2138;17.36;-15.73;-1.64;-2.46;0
2139;17.36;-15.73;-1.64;-2.46;0
2140;17.36;-15.73;-1.64;-2.46;0
2141;17.36;-15.73;-1.64;0.88;0
2142;17.36;-15.73;-1.64;0.88;0
2143;17.36;-15.73;-1.64;0.88;0
2144;17.36;-15.73;-1.64;0.88;0
2145;17.36;-15.73;-1.64;0.88;0
2146;17.36;-15.73;-1.64;0.88;0
2147;17.36;-15.73;-1.64;0.88;0
2148;17.36;-15.73;-1.64;0.88;0
2149;17.36;-15.73;-1.64;0.88;0
2150;17.36;-15.73;-1.64;0.88;0
2151;17.36;-15.73;-1.64;0.88;0
2152;17.36;-15.73;-1.64;0.88;0
2153;17.36;-15.73;-1.64;0.88;0
2154;17.36;-15.73;-1.64;0.88;0
2155;17.36;-15.73;-1.64;-2.46;0
2156;17.36;-15.73;-1.64;-2.46;0
