;grid;PEM input;Compressor;hydrogen_storage;Curtailment
4029;-0.0;0.0;0.0;6.67;0
4030;-0.0;0.0;0.0;6.67;0
4031;-0.0;0.0;0.0;6.67;0
4032;17.36;-15.73;-1.64;-2.46;0
4033;17.36;-15.73;-1.64;-2.46;0
4034;17.36;-15.73;-1.64;-2.46;0
4035;17.36;-15.73;-1.64;-2.46;0
4036;17.36;-15.73;-1.64;-2.46;0
4037;17.36;-15.73;-1.64;0.88;0
4038;17.36;-15.73;-1.64;0.88;0
4039;17.36;-15.73;-1.64;0.88;0
4040;17.36;-15.73;-1.64;0.88;0
4041;17.36;-15.73;-1.64;0.88;0
4042;17.36;-15.73;-1.64;0.88;0
4043;17.36;-15.73;-1.64;0.88;0
4044;17.36;-15.73;-1.64;0.88;0
4045;17.36;-15.73;-1.64;0.88;0
4046;17.36;-15.73;-1.64;0.88;0
4047;17.36;-15.73;-1.64;0.88;0
4048;17.36;-15.73;-1.64;0.88;0
4049;17.36;-15.73;-1.64;0.88;0
4050;17.36;-15.73;-1.64;0.88;0
4051;12.69;-11.49;-1.2;0.0;0
4052;17.36;-15.73;-1.64;-2.46;0
4053;17.36;-15.73;-1.64;-2.46;0
4054;17.36;-15.73;-1.64;-2.46;0
4055;17.36;-15.73;-1.64;-2.46;0
4056;17.36;-15.73;-1.64;-2.46;0
4057;17.36;-15.73;-1.64;-2.46;0
4058;9.68;-8.77;-0.91;1.58;0
4059;17.36;-15.73;-1.64;-2.46;0
4060;17.36;-15.73;-1.64;-2.46;0
4061;6.34;-5.75;-0.6;6.67;0
4062;17.36;-15.73;-1.64;0.88;0
4063;17.36;-15.73;-1.64;0.88;0
4064;17.36;-15.73;-1.64;0.88;0
4065;17.36;-15.73;-1.64;0.88;0
4066;17.36;-15.73;-1.64;0.88;0
4067;17.36;-15.73;-1.64;0.88;0
4068;17.36;-15.73;-1.64;0.88;0
4069;17.36;-15.73;-1.64;0.88;0
4070;17.36;-15.73;-1.64;0.88;0
4071;17.36;-15.73;-1.64;0.88;0
4072;17.36;-15.73;-1.64;0.88;0
4073;17.36;-15.73;-1.64;0.88;0
4074;17.36;-15.73;-1.64;0.88;0
4075;12.69;-11.49;-1.2;0.0;0
4076;17.36;-15.73;-1.64;-2.46;0
4077;17.36;-15.73;-1.64;-2.46;0
4078;17.36;-15.73;-1.64;-2.46;0
4079;3.86;-3.49;-0.36;4.64;0
4080;17.36;-15.73;-1.64;-2.46;0
4081;17.36;-15.73;-1.64;-2.46;0
4082;17.36;-15.73;-1.64;-2.46;0
4083;12.17;-11.02;-1.15;0.27;0
4084;17.36;-15.73;-1.64;-2.46;0
4085;17.36;-15.73;-1.64;0.88;0
4086;17.36;-15.73;-1.64;0.88;0
4087;17.36;-15.73;-1.64;0.88;0
4088;17.36;-15.73;-1.64;0.88;0
4089;17.36;-15.73;-1.64;0.88;0
4090;17.36;-15.73;-1.64;0.88;0
4091;17.36;-15.73;-1.64;0.88;0
4092;17.36;-15.73;-1.64;0.88;0
4093;17.36;-15.73;-1.64;0.88;0
4094;17.36;-15.73;-1.64;0.88;0
4095;17.36;-15.73;-1.64;0.88;0
4096;17.36;-15.73;-1.64;0.88;0
4097;17.36;-15.73;-1.64;0.88;0
4098;17.36;-15.73;-1.64;0.88;0
4099;17.36;-15.73;-1.64;-2.46;0
4100;17.36;-15.73;-1.64;-2.46;0
4101;3.86;-3.49;-0.36;4.64;0
4102;17.36;-15.73;-1.64;-2.46;0
4103;17.36;-15.73;-1.64;-2.46;0
4104;7.49;-6.79;-0.71;2.73;0
4105;17.36;-15.73;-1.64;-2.46;0
4106;17.36;-15.73;-1.64;-2.46;0
4107;17.36;-15.73;-1.64;-2.46;0
4108;17.36;-15.73;-1.64;-2.46;0
4109;17.36;-15.73;-1.64;0.88;0
4110;17.36;-15.73;-1.64;0.88;0
4111;17.36;-15.73;-1.64;0.88;0
4112;17.36;-15.73;-1.64;0.88;0
4113;17.36;-15.73;-1.64;0.88;0
4114;17.36;-15.73;-1.64;0.88;0
4115;17.36;-15.73;-1.64;0.88;0
4116;17.36;-15.73;-1.64;0.88;0
4117;17.36;-15.73;-1.64;0.88;0
4118;17.36;-15.73;-1.64;0.88;0
4119;17.36;-15.73;-1.64;0.88;0
4120;17.36;-15.73;-1.64;0.88;0
4121;17.36;-15.73;-1.64;0.88;0
4122;17.36;-15.73;-1.64;0.88;0
4123;12.69;-11.49;-1.2;0.0;0
4124;17.36;-15.73;-1.64;-2.46;0
4125;17.36;-15.73;-1.64;-2.46;0
4126;17.36;-15.73;-1.64;-2.46;0
4127;17.36;-15.73;-1.64;-2.46;0
4128;17.36;-15.73;-1.64;-2.46;0
4129;17.36;-15.73;-1.64;-2.46;0
4130;17.36;-15.73;-1.64;-2.46;0
4131;17.36;-15.73;-1.64;-2.46;0
4132;15.36;-13.91;-1.45;-1.4;0
4133;17.36;-15.73;-1.64;0.88;0
4134;17.36;-15.73;-1.64;0.88;0
4135;17.36;-15.73;-1.64;0.88;0
4136;17.36;-15.73;-1.64;0.88;0
4137;17.36;-15.73;-1.64;0.88;0
4138;17.36;-15.73;-1.64;0.88;0
4139;17.36;-15.73;-1.64;0.88;0
4140;17.36;-15.73;-1.64;0.88;0
4141;17.36;-15.73;-1.64;0.88;0
4142;17.36;-15.73;-1.64;0.88;0
4143;17.36;-15.73;-1.64;0.88;0
4144;17.36;-15.73;-1.64;0.88;0
4145;17.36;-15.73;-1.64;0.88;0
4146;17.36;-15.73;-1.64;0.88;0
4147;17.36;-15.73;-1.64;-2.46;0
4148;17.36;-15.73;-1.64;-2.46;0
4149;17.36;-15.73;-1.64;-2.46;0
4150;17.36;-15.73;-1.64;-2.46;0
4151;17.36;-15.73;-1.64;-2.46;0
4152;17.36;-15.73;-1.64;-2.46;0
4153;17.36;-15.73;-1.64;-2.46;0
4154;17.36;-15.73;-1.64;-2.46;0
4155;17.36;-15.73;-1.64;-2.46;0
4156;17.36;-15.73;-1.64;-2.46;0
4157;17.36;-15.73;-1.64;0.88;0
4158;17.36;-15.73;-1.64;0.88;0
4159;17.36;-15.73;-1.64;0.88;0
4160;17.36;-15.73;-1.64;0.88;0
4161;17.36;-15.73;-1.64;0.88;0
4162;17.36;-15.73;-1.64;0.88;0
4163;17.36;-15.73;-1.64;0.88;0
4164;17.36;-15.73;-1.64;0.88;0
4165;17.36;-15.73;-1.64;0.88;0
4166;17.36;-15.73;-1.64;0.88;0
4167;17.36;-15.73;-1.64;0.88;0
4168;17.36;-15.73;-1.64;0.88;0
4169;17.36;-15.73;-1.64;0.88;0
4170;17.36;-15.73;-1.64;0.88;0
4171;17.36;-15.73;-1.64;-2.46;0
4172;17.36;-15.73;-1.64;-2.46;0
4173;17.36;-15.73;-1.64;-2.46;0
4174;17.36;-15.73;-1.64;-2.46;0
4175;17.36;-15.73;-1.64;-2.46;0
4176;17.36;-15.73;-1.64;-2.46;0
4177;17.36;-15.73;-1.64;-2.46;0
4178;17.36;-15.73;-1.64;-2.46;0
4179;17.36;-15.73;-1.64;-2.46;0
4180;17.36;-15.73;-1.64;-2.46;0
4181;17.36;-15.73;-1.64;0.88;0
4182;17.36;-15.73;-1.64;0.88;0
4183;17.36;-15.73;-1.64;0.88;0
4184;17.36;-15.73;-1.64;0.88;0
4185;17.36;-15.73;-1.64;0.88;0
4186;17.36;-15.73;-1.64;0.88;0
4187;17.36;-15.73;-1.64;0.88;0
4188;17.36;-15.73;-1.64;0.88;0
4189;17.36;-15.73;-1.64;0.88;0
4190;17.36;-15.73;-1.64;0.88;0
4191;17.36;-15.73;-1.64;0.88;0
4192;17.36;-15.73;-1.64;0.88;0
4193;17.36;-15.73;-1.64;0.88;0
4194;17.36;-15.73;-1.64;0.88;0
4195;-0.0;0.0;0.0;6.67;0
4196;-0.0;0.0;0.0;6.67;0
4197;-0.0;0.0;0.0;6.67;0
4198;-0.0;0.0;0.0;6.67;0
4199;-0.0;0.0;0.0;6.67;0
4200;17.36;-15.73;-1.64;-2.46;0
4201;17.36;-15.73;-1.64;-2.46;0
4202;17.36;-15.73;-1.64;-2.46;0
4203;17.36;-15.73;-1.64;-2.46;0
4204;17.36;-15.73;-1.64;-2.46;0
4205;17.36;-15.73;-1.64;0.88;0
4206;17.36;-15.73;-1.64;0.88;0
4207;17.36;-15.73;-1.64;0.88;0
4208;17.36;-15.73;-1.64;0.88;0
4209;17.36;-15.73;-1.64;0.88;0
4210;17.36;-15.73;-1.64;0.88;0
4211;17.36;-15.73;-1.64;0.88;0
4212;17.36;-15.73;-1.64;0.88;0
4213;17.36;-15.73;-1.64;0.88;0
4214;17.36;-15.73;-1.64;0.88;0
4215;17.36;-15.73;-1.64;0.88;0
4216;17.36;-15.73;-1.64;0.88;0
4217;17.36;-15.73;-1.64;0.88;0
4218;17.36;-15.73;-1.64;0.88;0
4219;17.36;-15.73;-1.64;-2.46;0
4220;8.01;-7.26;-0.75;2.46;0
4221;17.36;-15.73;-1.64;-2.46;0
4222;17.36;-15.73;-1.64;-2.46;0
4223;8.01;-7.26;-0.75;2.46;0
4224;17.36;-15.73;-1.64;-2.46;0
4225;17.36;-15.73;-1.64;-2.46;0
4226;17.36;-15.73;-1.64;-2.46;0
4227;12.69;-11.49;-1.2;0.0;0
4228;17.36;-15.73;-1.64;-2.46;0
4229;17.36;-15.73;-1.64;0.88;0
4230;17.36;-15.73;-1.64;0.88;0
4231;17.36;-15.73;-1.64;0.88;0
4232;17.36;-15.73;-1.64;0.88;0
4233;17.36;-15.73;-1.64;0.88;0
4234;17.36;-15.73;-1.64;0.88;0
4235;17.36;-15.73;-1.64;0.88;0
4236;17.36;-15.73;-1.64;0.88;0
4237;17.36;-15.73;-1.64;0.88;0
4238;17.36;-15.73;-1.64;0.88;0
4239;17.36;-15.73;-1.64;0.88;0
4240;17.36;-15.73;-1.64;0.88;0
4241;17.36;-15.73;-1.64;0.88;0
4242;17.36;-15.73;-1.64;0.88;0
4243;17.36;-15.73;-1.64;-2.46;0
4244;17.36;-15.73;-1.64;-2.46;0
4245;17.36;-15.73;-1.64;-2.46;0
4246;17.36;-15.73;-1.64;-2.46;0
4247;3.86;-3.49;-0.36;4.64;0
4248;17.36;-15.73;-1.64;-2.46;0
4249;17.36;-15.73;-1.64;-2.46;0
4250;17.36;-15.73;-1.64;-2.46;0
4251;17.36;-15.73;-1.64;-2.46;0
4252;17.36;-15.73;-1.64;-2.46;0
4253;17.36;-15.73;-1.64;0.88;0
4254;17.36;-15.73;-1.64;0.88;0
4255;17.36;-15.73;-1.64;0.88;0
4256;17.36;-15.73;-1.64;0.88;0
4257;17.36;-15.73;-1.64;0.88;0
4258;17.36;-15.73;-1.64;0.88;0
4259;17.36;-15.73;-1.64;0.88;0
4260;7.49;-6.79;-0.71;6.06;0
4261;17.36;-15.73;-1.64;0.88;0
4262;17.36;-15.73;-1.64;0.88;0
4263;17.36;-15.73;-1.64;0.88;0
4264;17.36;-15.73;-1.64;0.88;0
4265;17.36;-15.73;-1.64;0.88;0
4266;17.36;-15.73;-1.64;0.88;0
4267;17.36;-15.73;-1.64;-2.46;0
4268;17.36;-15.73;-1.64;-2.46;0
4269;17.36;-15.73;-1.64;-2.46;0
4270;17.36;-15.73;-1.64;-2.46;0
4271;17.36;-15.73;-1.64;-2.46;0
4272;3.86;-3.49;-0.36;4.64;0
4273;17.36;-15.73;-1.64;-2.46;0
4274;17.36;-15.73;-1.64;-2.46;0
4275;17.36;-15.73;-1.64;-2.46;0
4276;17.36;-15.73;-1.64;-2.46;0
4277;17.36;-15.73;-1.64;0.88;0
4278;17.36;-15.73;-1.64;0.88;0
4279;17.36;-15.73;-1.64;0.88;0
4280;17.36;-15.73;-1.64;0.88;0
4281;17.36;-15.73;-1.64;0.88;0
4282;17.36;-15.73;-1.64;0.88;0
4283;17.36;-15.73;-1.64;0.88;0
4284;17.36;-15.73;-1.64;0.88;0
4285;17.36;-15.73;-1.64;0.88;0
4286;17.36;-15.73;-1.64;0.88;0
4287;17.36;-15.73;-1.64;0.88;0
4288;17.36;-15.73;-1.64;0.88;0
4289;17.36;-15.73;-1.64;0.88;0
4290;7.49;-6.79;-0.71;6.06;0
4291;17.36;-15.73;-1.64;-2.46;0
4292;17.36;-15.73;-1.64;-2.46;0
4293;12.69;-11.49;-1.2;0.0;0
4294;17.36;-15.73;-1.64;-2.46;0
4295;17.36;-15.73;-1.64;-2.46;0
4296;15.36;-13.91;-1.45;-1.4;0
4297;17.36;-15.73;-1.64;-2.46;0
4298;17.36;-15.73;-1.64;-2.46;0
4299;17.36;-15.73;-1.64;-2.46;0
4300;17.36;-15.73;-1.64;-2.46;0
4301;17.36;-15.73;-1.64;0.88;0
4302;17.36;-15.73;-1.64;0.88;0
4303;17.36;-15.73;-1.64;0.88;0
4304;17.36;-15.73;-1.64;0.88;0
4305;17.36;-15.73;-1.64;0.88;0
4306;17.36;-15.73;-1.64;0.88;0
4307;17.36;-15.73;-1.64;0.88;0
4308;17.36;-15.73;-1.64;0.88;0
4309;17.36;-15.73;-1.64;0.88;0
4310;17.36;-15.73;-1.64;0.88;0
4311;17.36;-15.73;-1.64;0.88;0
4312;17.36;-15.73;-1.64;0.88;0
4313;17.36;-15.73;-1.64;0.88;0
4314;17.36;-15.73;-1.64;0.88;0
4315;17.36;-15.73;-1.64;-2.46;0
4316;17.36;-15.73;-1.64;-2.46;0
4317;17.36;-15.73;-1.64;-2.46;0
4318;17.36;-15.73;-1.64;-2.46;0
4319;17.36;-15.73;-1.64;-2.46;0
4320;17.36;-15.73;-1.64;-2.46;0
4321;17.36;-15.73;-1.64;-2.46;0
4322;17.36;-15.73;-1.64;-2.46;0
4323;17.36;-15.73;-1.64;-2.46;0
4324;17.36;-15.73;-1.64;-2.46;0
4325;17.36;-15.73;-1.64;0.88;0
4326;17.36;-15.73;-1.64;0.88;0
4327;17.36;-15.73;-1.64;0.88;0
4328;17.36;-15.73;-1.64;0.88;0
4329;17.36;-15.73;-1.64;0.88;0
4330;17.36;-15.73;-1.64;0.88;0
4331;17.36;-15.73;-1.64;0.88;0
4332;17.36;-15.73;-1.64;0.88;0
4333;17.36;-15.73;-1.64;0.88;0
4334;17.36;-15.73;-1.64;0.88;0
4335;17.36;-15.73;-1.64;0.88;0
4336;17.36;-15.73;-1.64;0.88;0
4337;17.36;-15.73;-1.64;0.88;0
4338;17.36;-15.73;-1.64;0.88;0
4339;17.36;-15.73;-1.64;-2.46;0
4340;17.36;-15.73;-1.64;-2.46;0
4341;17.36;-15.73;-1.64;-2.46;0
4342;17.36;-15.73;-1.64;-2.46;0
4343;17.36;-15.73;-1.64;-2.46;0
4344;17.36;-15.73;-1.64;-2.46;0
4345;17.36;-15.73;-1.64;-2.46;0
4346;17.36;-15.73;-1.64;-2.46;0
4347;17.36;-15.73;-1.64;-2.46;0
4348;17.36;-15.73;-1.64;-2.46;0
4349;17.36;-15.73;-1.64;0.88;0
4350;17.36;-15.73;-1.64;0.88;0
4351;17.36;-15.73;-1.64;0.88;0
4352;17.36;-15.73;-1.64;0.88;0
4353;17.36;-15.73;-1.64;0.88;0
4354;17.36;-15.73;-1.64;0.88;0
4355;17.36;-15.73;-1.64;0.88;0
4356;17.36;-15.73;-1.64;0.88;0
4357;17.36;-15.73;-1.64;0.88;0
4358;17.36;-15.73;-1.64;0.88;0
4359;17.36;-15.73;-1.64;0.88;0
4360;17.36;-15.73;-1.64;0.88;0
4361;17.36;-15.73;-1.64;0.88;0
4362;17.36;-15.73;-1.64;0.88;0
4363;-0.0;0.0;0.0;6.67;0
4364;-0.0;0.0;0.0;6.67;0
4365;-0.0;0.0;0.0;6.67;0
4366;-0.0;0.0;0.0;6.67;0
4367;-0.0;0.0;0.0;6.67;0
4368;17.36;-15.73;-1.64;-2.46;0
4369;17.36;-15.73;-1.64;-2.46;0
4370;17.36;-15.73;-1.64;-2.46;0
4371;17.36;-15.73;-1.64;-2.46;0
4372;17.36;-15.73;-1.64;-2.46;0
4373;17.36;-15.73;-1.64;0.88;0
4374;17.36;-15.73;-1.64;0.88;0
4375;17.36;-15.73;-1.64;0.88;0
4376;17.36;-15.73;-1.64;0.88;0
4377;17.36;-15.73;-1.64;0.88;0
4378;17.36;-15.73;-1.64;0.88;0
4379;17.36;-15.73;-1.64;0.88;0
4380;17.36;-15.73;-1.64;0.88;0
4381;17.36;-15.73;-1.64;0.88;0
4382;17.36;-15.73;-1.64;0.88;0
4383;17.36;-15.73;-1.64;0.88;0
4384;17.36;-15.73;-1.64;0.88;0
4385;17.36;-15.73;-1.64;0.88;0
4386;17.36;-15.73;-1.64;0.88;0
4387;17.36;-15.73;-1.64;-2.46;0
4388;17.36;-15.73;-1.64;-2.46;0
4389;17.36;-15.73;-1.64;-2.46;0
4390;17.36;-15.73;-1.64;-2.46;0
4391;5.01;-4.54;-0.47;4.03;0
4392;17.36;-15.73;-1.64;-2.46;0
4393;17.36;-15.73;-1.64;-2.46;0
4394;17.36;-15.73;-1.64;-2.46;0
4395;17.36;-15.73;-1.64;-2.46;0
4396;17.36;-15.73;-1.64;-2.46;0
4397;6.34;-5.75;-0.6;6.67;0
4398;17.36;-15.73;-1.64;0.88;0
4399;17.36;-15.73;-1.64;0.88;0
4400;17.36;-15.73;-1.64;0.88;0
4401;17.36;-15.73;-1.64;0.88;0
4402;17.36;-15.73;-1.64;0.88;0
4403;17.36;-15.73;-1.64;0.88;0
4404;17.36;-15.73;-1.64;0.88;0
4405;17.36;-15.73;-1.64;0.88;0
4406;17.36;-15.73;-1.64;0.88;0
4407;17.36;-15.73;-1.64;0.88;0
4408;17.36;-15.73;-1.64;0.88;0
4409;17.36;-15.73;-1.64;0.88;0
4410;17.36;-15.73;-1.64;0.88;0
4411;17.36;-15.73;-1.64;-2.46;0
4412;17.36;-15.73;-1.64;-2.46;0
4413;17.36;-15.73;-1.64;-2.46;0
4414;17.36;-15.73;-1.64;-2.46;0
4415;17.36;-15.73;-1.64;-2.46;0
4416;7.49;-6.79;-0.71;2.73;0
4417;17.36;-15.73;-1.64;-2.46;0
4418;17.36;-15.73;-1.64;-2.46;0
4419;3.86;-3.49;-0.36;4.64;0
4420;17.36;-15.73;-1.64;-2.46;0
4421;17.36;-15.73;-1.64;0.88;0
4422;17.36;-15.73;-1.64;0.88;0
4423;17.36;-15.73;-1.64;0.88;0
4424;17.36;-15.73;-1.64;0.88;0
4425;17.36;-15.73;-1.64;0.88;0
4426;17.36;-15.73;-1.64;0.88;0
4427;17.36;-15.73;-1.64;0.88;0
4428;17.36;-15.73;-1.64;0.88;0
4429;17.36;-15.73;-1.64;0.88;0
4430;17.36;-15.73;-1.64;0.88;0
4431;17.36;-15.73;-1.64;0.88;0
4432;17.36;-15.73;-1.64;0.88;0
4433;17.36;-15.73;-1.64;0.88;0
4434;17.36;-15.73;-1.64;0.88;0
4435;12.69;-11.49;-1.2;0.0;0
4436;17.36;-15.73;-1.64;-2.46;0
4437;17.36;-15.73;-1.64;-2.46;0
4438;17.36;-15.73;-1.64;-2.46;0
4439;17.36;-15.73;-1.64;-2.46;0
4440;3.86;-3.49;-0.36;4.64;0
4441;17.36;-15.73;-1.64;-2.46;0
4442;12.17;-11.02;-1.15;0.27;0
4443;17.36;-15.73;-1.64;-2.46;0
4444;17.36;-15.73;-1.64;-2.46;0
4445;17.36;-15.73;-1.64;0.88;0
4446;17.36;-15.73;-1.64;0.88;0
4447;17.36;-15.73;-1.64;0.88;0
4448;17.36;-15.73;-1.64;0.88;0
4449;17.36;-15.73;-1.64;0.88;0
4450;17.36;-15.73;-1.64;0.88;0
4451;17.36;-15.73;-1.64;0.88;0
4452;17.36;-15.73;-1.64;0.88;0
4453;17.36;-15.73;-1.64;0.88;0
4454;17.36;-15.73;-1.64;0.88;0
4455;17.36;-15.73;-1.64;0.88;0
4456;17.36;-15.73;-1.64;0.88;0
4457;17.36;-15.73;-1.64;0.88;0
4458;17.36;-15.73;-1.64;0.88;0
4459;17.36;-15.73;-1.64;-2.46;0
4460;17.36;-15.73;-1.64;-2.46;0
4461;17.36;-15.73;-1.64;-2.46;0
4462;17.36;-15.73;-1.64;-2.46;0
4463;17.36;-15.73;-1.64;-2.46;0
4464;17.36;-15.73;-1.64;-2.46;0
4465;17.36;-15.73;-1.64;-2.46;0
4466;17.36;-15.73;-1.64;-2.46;0
4467;17.36;-15.73;-1.64;-2.46;0
4468;17.36;-15.73;-1.64;-2.46;0
4469;17.36;-15.73;-1.64;0.88;0
4470;17.36;-15.73;-1.64;0.88;0
4471;17.36;-15.73;-1.64;0.88;0
4472;17.36;-15.73;-1.64;0.88;0
4473;17.36;-15.73;-1.64;0.88;0
4474;17.36;-15.73;-1.64;0.88;0
4475;17.36;-15.73;-1.64;0.88;0
4476;17.36;-15.73;-1.64;0.88;0
4477;17.36;-15.73;-1.64;0.88;0
4478;17.36;-15.73;-1.64;0.88;0
4479;10.68;-9.68;-1.01;4.39;0
4480;17.36;-15.73;-1.64;0.88;0
4481;17.36;-15.73;-1.64;0.88;0
4482;17.36;-15.73;-1.64;0.88;0
4483;17.36;-15.73;-1.64;-2.46;0
4484;17.36;-15.73;-1.64;-2.46;0
4485;17.36;-15.73;-1.64;-2.46;0
4486;17.36;-15.73;-1.64;-2.46;0
4487;17.36;-15.73;-1.64;-2.46;0
4488;17.36;-15.73;-1.64;-2.46;0
4489;17.36;-15.73;-1.64;-2.46;0
4490;17.36;-15.73;-1.64;-2.46;0
4491;17.36;-15.73;-1.64;-2.46;0
4492;17.36;-15.73;-1.64;-2.46;0
4493;17.36;-15.73;-1.64;0.88;0
4494;17.36;-15.73;-1.64;0.88;0
4495;17.36;-15.73;-1.64;0.88;0
4496;17.36;-15.73;-1.64;0.88;0
4497;17.36;-15.73;-1.64;0.88;0
4498;17.36;-15.73;-1.64;0.88;0
4499;17.36;-15.73;-1.64;0.88;0
4500;17.36;-15.73;-1.64;0.88;0
4501;17.36;-15.73;-1.64;0.88;0
4502;17.36;-15.73;-1.64;0.88;0
4503;17.36;-15.73;-1.64;0.88;0
4504;17.36;-15.73;-1.64;0.88;0
4505;17.36;-15.73;-1.64;0.88;0
4506;17.36;-15.73;-1.64;0.88;0
4507;17.36;-15.73;-1.64;-2.46;0
4508;17.36;-15.73;-1.64;-2.46;0
4509;17.36;-15.73;-1.64;-2.46;0
4510;17.36;-15.73;-1.64;-2.46;0
4511;17.36;-15.73;-1.64;-2.46;0
4512;17.36;-15.73;-1.64;-2.46;0
4513;17.36;-15.73;-1.64;-2.46;0
4514;17.36;-15.73;-1.64;-2.46;0
4515;17.36;-15.73;-1.64;-2.46;0
4516;17.36;-15.73;-1.64;-2.46;0
4517;17.36;-15.73;-1.64;0.88;0
4518;17.36;-15.73;-1.64;0.88;0
4519;17.36;-15.73;-1.64;0.88;0
4520;17.36;-15.73;-1.64;0.88;0
4521;17.36;-15.73;-1.64;0.88;0
4522;17.36;-15.73;-1.64;0.88;0
4523;17.36;-15.73;-1.64;0.88;0
4524;17.36;-15.73;-1.64;0.88;0
4525;17.36;-15.73;-1.64;0.88;0
4526;17.36;-15.73;-1.64;0.88;0
4527;17.36;-15.73;-1.64;0.88;0
4528;17.36;-15.73;-1.64;0.88;0
4529;17.36;-15.73;-1.64;0.88;0
4530;17.36;-15.73;-1.64;0.88;0
4531;-0.0;0.0;0.0;6.67;0
4532;-0.0;0.0;0.0;6.67;0
4533;-0.0;0.0;0.0;6.67;0
4534;-0.0;0.0;0.0;6.67;0
4535;-0.0;0.0;0.0;6.67;0
4536;17.36;-15.73;-1.64;-2.46;0
4537;17.36;-15.73;-1.64;-2.46;0
4538;17.36;-15.73;-1.64;-2.46;0
4539;17.36;-15.73;-1.64;-2.46;0
4540;17.36;-15.73;-1.64;-2.46;0
4541;17.36;-15.73;-1.64;0.88;0
4542;17.36;-15.73;-1.64;0.88;0
4543;17.36;-15.73;-1.64;0.88;0
4544;17.36;-15.73;-1.64;0.88;0
4545;17.36;-15.73;-1.64;0.88;0
4546;17.36;-15.73;-1.64;0.88;0
4547;17.36;-15.73;-1.64;0.88;0
4548;17.36;-15.73;-1.64;0.88;0
4549;17.36;-15.73;-1.64;0.88;0
4550;17.36;-15.73;-1.64;0.88;0
4551;17.36;-15.73;-1.64;0.88;0
4552;17.36;-15.73;-1.64;0.88;0
4553;17.36;-15.73;-1.64;0.88;0
4554;17.36;-15.73;-1.64;0.88;0
4555;17.36;-15.73;-1.64;-2.46;0
4556;17.36;-15.73;-1.64;-2.46;0
4557;17.36;-15.73;-1.64;-2.46;0
4558;17.36;-15.73;-1.64;-2.46;0
4559;17.36;-15.73;-1.64;-2.46;0
4560;17.36;-15.73;-1.64;-2.46;0
4561;17.36;-15.73;-1.64;-2.46;0
4562;17.36;-15.73;-1.64;-2.46;0
4563;3.86;-3.49;-0.36;4.64;0
4564;17.36;-15.73;-1.64;-2.46;0
4565;17.36;-15.73;-1.64;0.88;0
4566;17.36;-15.73;-1.64;0.88;0
4567;17.36;-15.73;-1.64;0.88;0
4568;17.36;-15.73;-1.64;0.88;0
4569;17.36;-15.73;-1.64;0.88;0
4570;17.36;-15.73;-1.64;0.88;0
4571;17.36;-15.73;-1.64;0.88;0
4572;17.36;-15.73;-1.64;0.88;0
4573;16.32;-14.79;-1.54;1.42;0
4574;17.36;-15.73;-1.64;0.88;0
4575;17.36;-15.73;-1.64;0.88;0
4576;17.36;-15.73;-1.64;0.88;0
4577;17.36;-15.73;-1.64;0.88;0
4578;17.36;-15.73;-1.64;0.88;0
4579;3.86;-3.49;-0.36;4.64;0
4580;17.36;-15.73;-1.64;-2.46;0
4581;17.36;-15.73;-1.64;-2.46;0
4582;17.36;-15.73;-1.64;-2.46;0
4583;17.36;-15.73;-1.64;-2.46;0
4584;17.36;-15.73;-1.64;-2.46;0
4585;17.36;-15.73;-1.64;-2.46;0
4586;3.86;-3.49;-0.36;4.64;0
4587;17.36;-15.73;-1.64;-2.46;0
4588;17.36;-15.73;-1.64;-2.46;0
4589;17.36;-15.73;-1.64;0.88;0
4590;17.36;-15.73;-1.64;0.88;0
4591;17.36;-15.73;-1.64;0.88;0
4592;17.36;-15.73;-1.64;0.88;0
4593;12.17;-11.02;-1.15;3.61;0
4594;17.36;-15.73;-1.64;0.88;0
4595;17.36;-15.73;-1.64;0.88;0
4596;17.36;-15.73;-1.64;0.88;0
4597;17.36;-15.73;-1.64;0.88;0
4598;17.36;-15.73;-1.64;0.88;0
4599;17.36;-15.73;-1.64;0.88;0
4600;17.36;-15.73;-1.64;0.88;0
4601;17.36;-15.73;-1.64;0.88;0
4602;17.36;-15.73;-1.64;0.88;0
4603;17.36;-15.73;-1.64;-2.46;0
4604;8.01;-7.26;-0.75;2.46;0
4605;17.36;-15.73;-1.64;-2.46;0
4606;17.36;-15.73;-1.64;-2.46;0
4607;17.36;-15.73;-1.64;-2.46;0
4608;17.36;-15.73;-1.64;-2.46;0
4609;17.36;-15.73;-1.64;-2.46;0
4610;17.36;-15.73;-1.64;-2.46;0
4611;17.36;-15.73;-1.64;-2.46;0
4612;17.36;-15.73;-1.64;-2.46;0
4613;17.36;-15.73;-1.64;0.88;0
4614;17.36;-15.73;-1.64;0.88;0
4615;17.36;-15.73;-1.64;0.88;0
4616;6.34;-5.75;-0.6;6.67;0
4617;17.36;-15.73;-1.64;0.88;0
4618;14.36;-13.01;-1.35;2.46;0
4619;17.36;-15.73;-1.64;0.88;0
4620;17.36;-15.73;-1.64;0.88;0
4621;17.36;-15.73;-1.64;0.88;0
4622;17.36;-15.73;-1.64;0.88;0
4623;17.36;-15.73;-1.64;0.88;0
4624;17.36;-15.73;-1.64;0.88;0
4625;17.36;-15.73;-1.64;0.88;0
4626;17.36;-15.73;-1.64;0.88;0
4627;17.36;-15.73;-1.64;-2.46;0
