snapshot;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
1343;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1344;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1345;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1346;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1347;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1348;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1349;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1350;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1351;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1352;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1353;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1354;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1355;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1356;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1357;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1358;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1359;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1360;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1361;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1362;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1363;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1364;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1365;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1366;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
1367;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1368;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1369;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1370;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1371;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1372;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1373;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1374;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1375;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1376;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1377;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1378;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1379;12.17;3.61;11.02;6.39;-6.39;-6.39;1.15;0.0;10.0
1380;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1381;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1382;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1383;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1384;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1385;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1386;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1387;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1388;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1389;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1390;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1391;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1392;12.17;0.27;11.02;6.39;-6.39;-6.39;1.15;0.0;6.67
1393;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1394;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1395;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1396;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
1397;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1398;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1399;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1400;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1401;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1402;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1403;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1404;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1405;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1406;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1407;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1408;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1409;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1410;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1411;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1412;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1413;7.49;2.73;6.79;3.94;-3.94;-3.94;0.71;0.0;6.67
1414;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1415;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
1416;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1417;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1418;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1419;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1420;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1421;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1422;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1423;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1424;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1425;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1426;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1427;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1428;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1429;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1430;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1431;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1432;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1433;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1434;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1435;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1436;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1437;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1438;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1439;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1440;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1441;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1442;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1443;10.68;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
1444;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1445;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1446;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1447;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1448;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1449;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1450;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1451;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1452;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1453;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1454;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1455;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1456;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1457;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1458;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1459;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1460;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1461;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1462;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1463;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1464;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1465;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1466;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1467;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1468;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1469;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1470;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1471;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1472;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1473;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1474;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1475;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1476;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1477;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1478;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1479;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1480;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1481;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1482;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1483;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1484;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1485;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1486;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1487;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1488;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1489;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1490;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1491;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1492;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1493;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1494;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1495;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1496;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1497;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1498;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1499;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1500;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1501;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1502;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1503;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1504;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1505;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1506;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1507;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1508;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1509;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1510;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1511;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1512;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1513;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1514;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1515;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1516;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1517;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1518;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1519;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1520;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1521;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1522;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1523;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1524;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1525;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1526;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1527;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1528;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1529;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1530;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1531;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1532;16.03;-1.75;14.52;8.42;-8.42;-8.42;1.51;0.0;6.67
1533;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1534;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1535;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1536;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1537;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1538;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1539;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1540;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1541;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1542;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
1543;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1544;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1545;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1546;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1547;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
1548;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1549;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1550;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1551;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1552;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1553;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1554;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1555;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1556;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1557;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1558;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1559;7.49;2.73;6.79;3.94;-3.94;-3.94;0.71;0.0;6.67
1560;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
1561;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1562;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1563;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1564;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1565;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1566;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1567;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1568;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1569;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1570;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1571;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1572;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1573;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1574;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1575;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1576;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1577;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1578;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1579;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
1580;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1581;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1582;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1583;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1584;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1585;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1586;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1587;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1588;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1589;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1590;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
1591;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1592;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1593;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1594;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1595;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1596;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1597;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1598;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1599;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1600;9.68;4.91;8.77;5.09;-5.09;-5.09;0.91;0.0;10.0
1601;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1602;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1603;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1604;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1605;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1606;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1607;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1608;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1609;10.68;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
1610;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1611;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1612;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1613;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1614;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1615;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1616;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1617;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1618;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1619;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1620;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1621;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1622;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1623;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1624;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1625;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1626;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1627;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1628;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1629;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1630;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1631;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1632;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1633;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1634;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1635;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1636;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1637;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1638;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1639;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1640;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1641;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1642;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1643;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1644;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1645;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1646;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1647;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1648;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1649;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1650;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1651;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1652;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1653;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1654;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1655;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1656;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1657;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1658;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1659;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1660;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
1661;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1662;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1663;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1664;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1665;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1666;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1667;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1668;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1669;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1670;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1671;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1672;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1673;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1674;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
1675;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1676;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1677;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1678;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
