snapshot;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
6522;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6523;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6524;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6525;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6526;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6527;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6528;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6529;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6530;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6531;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6532;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6533;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6534;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6535;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6536;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6537;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6538;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6539;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6540;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6541;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6542;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6543;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6544;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6545;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6546;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6547;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6548;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6549;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6550;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6551;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6552;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6553;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6554;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6555;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6556;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6557;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6558;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6559;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6560;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6561;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6562;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6563;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6564;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6565;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6566;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6567;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6568;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6569;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6570;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6571;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6572;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6573;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6574;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6575;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6576;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6577;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6578;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6579;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6580;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6581;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6582;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
6583;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6584;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6585;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6586;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6587;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6588;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6589;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
6590;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6591;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6592;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6593;16.03;1.58;14.52;8.42;-8.42;-8.42;1.51;0.0;10.0
6594;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6595;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6596;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6597;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6598;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6599;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6600;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
6601;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6602;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6603;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6604;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6605;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6606;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6607;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6608;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6609;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6610;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6611;7.49;6.06;6.79;3.94;-3.94;-3.94;0.71;0.0;10.0
6612;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6613;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6614;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6615;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6616;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6617;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6618;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6619;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6620;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6621;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6622;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6623;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
6624;7.49;2.73;6.79;3.94;-3.94;-3.94;0.71;0.0;6.67
6625;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6626;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6627;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6628;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6629;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6630;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6631;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6632;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6633;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6634;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6635;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6636;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6637;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6638;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6639;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6640;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6641;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6642;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6643;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6644;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6645;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6646;15.36;-1.4;13.91;8.07;-8.07;-8.07;1.45;0.0;6.67
6647;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6648;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6649;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6650;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6651;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6652;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6653;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6654;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6655;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6656;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6657;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6658;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6659;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6660;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6661;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6662;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6663;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6664;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6665;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6666;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6667;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6668;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6669;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6670;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
6671;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6672;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6673;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6674;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6675;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6676;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6677;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6678;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6679;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6680;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6681;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6682;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6683;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6684;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6685;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6686;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6687;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6688;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6689;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6690;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6691;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6692;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6693;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6694;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6695;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6696;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6697;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6698;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6699;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6700;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6701;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6702;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6703;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6704;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6705;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6706;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6707;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6708;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6709;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6710;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6711;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6712;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6713;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6714;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6715;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6716;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6717;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6718;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6719;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6720;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6721;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6722;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6723;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6724;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6725;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6726;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6727;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6728;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6729;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6730;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6731;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6732;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6733;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6734;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6735;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6736;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6737;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6738;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6739;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6740;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6741;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6742;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6743;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
6744;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6745;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6746;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6747;7.49;2.73;6.79;3.94;-3.94;-3.94;0.71;0.0;6.67
6748;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6749;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6750;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6751;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6752;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6753;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6754;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6755;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6756;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6757;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6758;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6759;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6760;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6761;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6762;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6763;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6764;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6765;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6766;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6767;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6768;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6769;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6770;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6771;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6772;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
6773;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6774;7.49;6.06;6.79;3.94;-3.94;-3.94;0.71;0.0;10.0
6775;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6776;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6777;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6778;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6779;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6780;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6781;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6782;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6783;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6784;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6785;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6786;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6787;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6788;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6789;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
6790;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6791;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6792;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6793;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
6794;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6795;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6796;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6797;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6798;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6799;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6800;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6801;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6802;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6803;12.17;3.61;11.02;6.39;-6.39;-6.39;1.15;0.0;10.0
6804;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6805;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6806;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6807;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6808;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6809;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6810;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6811;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6812;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6813;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6814;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6815;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6816;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6817;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6818;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6819;10.68;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
6820;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6821;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6822;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6823;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6824;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6825;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6826;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6827;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6828;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6829;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6830;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6831;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6832;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6833;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6834;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6835;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6836;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6837;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6838;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6839;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6840;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6841;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6842;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6843;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6844;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
6845;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6846;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6847;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6848;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6849;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6850;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6851;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6852;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6853;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6854;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6855;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6856;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
6857;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
