snapshot;hydrogen_storage
0;-2.455894736842104
1;-2.455894736842104
2;-2.455894736842104
3;-2.455894736842104
4;-2.455894736842104
5;0.8771052631578959
6;0.8771052631578953
7;0.8771052631578953
8;0.8771052631578957
9;0.8771052631578953
10;0.8771052631578953
11;0.8771052631578953
12;0.8771052631578953
13;0.8771052631578953
14;0.8771052631578953
15;0.8771052631578953
16;0.8771052631578953
17;0.8771052631578953
18;0.8771052631578953
19;-2.4558947368421045
20;-2.4558947368421045
21;-2.4558947368421045
22;-2.4558947368421045
23;4.638912280701755
24;-2.4558947368421045
25;-2.4558947368421045
26;2.728771929824541
27;-2.4558947368421045
28;-2.4558947368421045
29;0.8771052631578957
30;0.8771052631578957
31;0.8771052631578957
32;0.8771052631578957
33;0.8771052631578957
34;0.8771052631578957
35;0.8771052631578957
36;0.8771052631578957
37;0.8771052631578957
38;0.8771052631578957
39;0.8771052631578957
40;0.8771052631578957
41;0.8771052631578957
42;0.8771052631578957
43;-2.4558947368421045
44;-2.4558947368421045
45;-2.4558947368421045
46;-2.4558947368421045
47;-2.4558947368421045
48;-2.4558947368421045
49;4.638912280701755
50;2.728771929824541
51;-2.4558947368421045
52;-2.4558947368421045
53;0.8771052631578957
54;0.8771052631578957
55;0.8771052631578957
56;0.8771052631578957
57;0.8771052631578957
58;0.8771052631578957
59;0.8771052631578957
60;0.8771052631578957
61;0.8771052631578957
62;0.8771052631578957
63;0.8771052631578957
64;0.8771052631578957
65;0.8771052631578957
66;0.8771052631578957
67;-2.4558947368421045
68;-2.4558947368421045
69;-2.4558947368421045
70;-2.4558947368421045
71;-2.4558947368421045
72;-2.4558947368421045
73;-2.4558947368421045
74;-2.4558947368421045
75;-2.4558947368421045
76;-2.4558947368421045
77;6.666
78;0.8771052631578957
79;0.8771052631578957
80;0.8771052631578957
81;0.8771052631578957
82;0.8771052631578957
83;0.8771052631578957
84;0.8771052631578957
85;0.8771052631578957
86;0.8771052631578957
87;0.8771052631578957
88;0.8771052631578957
89;2.728771929824541
90;0.8771052631578957
91;4.638912280701755
92;-2.4558947368421045
93;-2.4558947368421045
94;-2.4558947368421045
95;-2.4558947368421045
96;-2.4558947368421045
97;-2.4558947368421045
98;-2.4558947368421045
99;-2.4558947368421045
100;-2.4558947368421045
101;0.8771052631578957
102;0.8771052631578957
103;1.929631578947344
104;0.8771052631578957
105;0.8771052631578957
106;0.8771052631578957
107;0.8771052631578957
108;0.8771052631578957
109;0.8771052631578957
110;0.8771052631578957
111;0.8771052631578957
112;0.8771052631578957
113;0.8771052631578957
114;0.8771052631578957
115;-2.4558947368421045
116;-2.4558947368421045
117;-2.4558947368421045
118;-2.4558947368421045
119;-2.4558947368421045
120;-2.4558947368421045
121;-2.4558947368421045
122;-2.4558947368421045
123;-2.4558947368421045
124;-2.4558947368421045
125;0.8771052631578957
126;0.8771052631578957
127;0.8771052631578957
128;0.8771052631578957
129;0.8771052631578957
130;0.8771052631578957
131;0.8771052631578957
132;0.8771052631578957
133;0.8771052631578957
134;0.8771052631578957
135;0.8771052631578957
136;0.8771052631578957
137;0.8771052631578957
138;0.8771052631578957
139;-2.4558947368421045
140;-2.4558947368421045
141;-2.4558947368421045
142;-2.4558947368421045
143;-2.4558947368421045
144;-2.4558947368421045
145;-2.4558947368421045
146;-2.4558947368421045
147;-2.4558947368421045
148;-2.4558947368421045
149;0.8771052631578957
150;0.8771052631578957
151;0.8771052631578957
152;0.8771052631578957
153;0.8771052631578957
154;0.8771052631578957
155;0.8771052631578957
156;0.8771052631578957
157;0.8771052631578957
158;0.8771052631578957
159;0.8771052631578957
160;0.8771052631578957
161;0.8771052631578957
162;0.8771052631578957
163;6.666
164;6.666
165;6.666
166;6.666
167;6.666
168;-2.4558947368421045
169;-2.4558947368421045
170;-2.4558947368421045
171;-2.4558947368421045
172;-2.4558947368421045
173;0.8771052631578957
174;0.8771052631578957
175;0.8771052631578957
176;0.8771052631578957
177;0.8771052631578957
178;0.8771052631578957
179;0.8771052631578957
180;0.8771052631578957
181;0.8771052631578957
182;0.8771052631578957
183;0.8771052631578957
184;0.8771052631578957
185;0.8771052631578957
186;0.8771052631578957
187;-2.4558947368421045
188;-2.4558947368421045
189;-2.4558947368421045
190;-2.4558947368421045
191;-2.4558947368421045
192;-2.4558947368421045
193;-2.4558947368421045
194;-2.4558947368421045
195;2.124543859649094
196;-2.4558947368421045
197;0.8771052631578957
198;0.8771052631578957
199;0.8771052631578957
200;0.8771052631578957
201;0.8771052631578957
202;0.8771052631578957
203;0.8771052631578957
204;0.8771052631578957
205;0.8771052631578957
206;0.8771052631578957
207;0.8771052631578957
208;0.8771052631578957
209;0.8771052631578957
210;0.8771052631578957
211;4.638912280701755
212;-2.4558947368421045
213;-2.4558947368421045
214;-2.4558947368421045
215;-2.4558947368421045
216;-2.4558947368421045
217;-2.4558947368421045
218;4.638912280701755
219;-2.4558947368421045
220;-2.4558947368421045
221;0.8771052631578957
222;0.8771052631578957
223;0.8771052631578957
224;0.8771052631578957
225;0.8771052631578957
226;0.8771052631578957
227;0.8771052631578957
228;6.666
229;0.8771052631578957
230;0.8771052631578957
231;0.8771052631578957
232;0.8771052631578957
233;0.8771052631578957
234;0.8771052631578957
235;-2.4558947368421045
236;-2.4558947368421045
237;-2.4558947368421045
238;0.0
239;-2.4558947368421045
240;-2.4558947368421045
241;-2.4558947368421045
242;-2.4558947368421045
243;-2.4558947368421045
244;-2.4558947368421045
245;0.8771052631578957
246;6.666
247;0.8771052631578957
248;0.8771052631578957
249;0.8771052631578957
250;0.8771052631578957
251;4.911789473684193
252;0.8771052631578957
253;0.8771052631578957
254;0.8771052631578957
255;0.8771052631578957
256;0.8771052631578957
257;0.8771052631578957
258;0.8771052631578957
259;0.0
260;-1.4033684210526545
261;-2.4558947368421045
262;-2.4558947368421045
263;-2.4558947368421045
264;-2.4558947368421045
265;-2.4558947368421045
266;-2.4558947368421045
267;-2.4558947368421045
268;-2.4558947368421045
269;0.8771052631578957
270;0.8771052631578957
271;0.8771052631578957
272;0.8771052631578957
273;0.8771052631578957
274;0.8771052631578957
275;0.8771052631578957
276;0.8771052631578957
277;0.8771052631578957
278;0.8771052631578957
279;0.8771052631578957
280;0.8771052631578957
281;0.8771052631578957
282;0.8771052631578957
283;-2.4558947368421045
284;-2.4558947368421045
285;-2.4558947368421045
286;-2.4558947368421045
287;-2.4558947368421045
288;-2.4558947368421045
289;-2.4558947368421045
290;-2.4558947368421045
291;-2.4558947368421045
292;-2.4558947368421045
293;0.8771052631578957
294;0.8771052631578957
295;0.8771052631578957
296;0.8771052631578957
297;0.8771052631578957
298;0.8771052631578957
299;0.8771052631578957
300;0.8771052631578957
301;0.8771052631578957
302;0.8771052631578957
303;0.8771052631578957
304;0.8771052631578957
305;0.8771052631578957
306;0.8771052631578957
307;-2.4558947368421045
308;-2.4558947368421045
309;-2.4558947368421045
310;-2.4558947368421045
311;-2.4558947368421045
312;-2.4558947368421045
313;-2.4558947368421045
314;-2.4558947368421045
315;-2.4558947368421045
316;-2.4558947368421045
317;0.8771052631578957
318;0.8771052631578957
319;0.8771052631578957
320;0.8771052631578957
321;0.8771052631578957
322;0.8771052631578957
323;0.8771052631578957
324;0.8771052631578957
325;0.8771052631578957
326;0.8771052631578957
327;0.8771052631578957
328;0.8771052631578957
329;0.8771052631578957
330;0.8771052631578957
331;6.666
332;6.666
333;6.666
334;6.666
335;6.666
336;-2.4558947368421045
337;-2.4558947368421045
338;-2.4558947368421045
339;-2.4558947368421045
340;-2.4558947368421045
341;0.8771052631578957
342;0.8771052631578957
343;0.8771052631578957
344;0.8771052631578957
345;0.8771052631578957
346;0.8771052631578957
347;0.8771052631578957
348;0.8771052631578957
349;0.8771052631578957
350;0.8771052631578957
351;0.8771052631578957
352;0.8771052631578957
353;0.8771052631578957
354;0.8771052631578957
355;0.0
356;-2.4558947368421045
357;-2.4558947368421045
358;4.638912280701755
359;-2.4558947368421045
360;-2.4558947368421045
361;-2.4558947368421045
362;-2.4558947368421045
363;-2.4558947368421045
364;-2.4558947368421045
365;0.8771052631578957
366;0.8771052631578957
367;0.8771052631578957
368;0.8771052631578957
369;0.8771052631578957
370;0.8771052631578957
371;0.8771052631578957
372;0.8771052631578957
373;0.8771052631578957
374;0.8771052631578957
375;0.8771052631578957
376;0.8771052631578957
377;0.8771052631578957
378;3.6058771929824367
379;-2.4558947368421045
380;2.4558947368421045
381;-2.4558947368421045
382;-2.4558947368421045
383;-2.4558947368421045
384;-2.4558947368421045
385;-2.4558947368421045
386;-2.4558947368421045
387;-2.4558947368421045
388;-2.4558947368421045
389;0.8771052631578957
390;0.8771052631578957
391;0.8771052631578957
392;0.8771052631578957
393;0.8771052631578957
394;0.8771052631578957
395;6.666
396;0.8771052631578957
397;0.8771052631578957
398;2.455894736842094
399;0.8771052631578957
400;0.8771052631578957
401;0.8771052631578957
402;0.8771052631578957
403;-2.4558947368421045
404;-2.4558947368421045
