snapshot;battery_storage;hydrogen_storage
303;0.0;-3.0696176988563546
304;0.0;-3.0696176988563546
305;0.0;-3.0696176988563546
306;0.0;-3.0696176988563546
307;-4.828406431297399;-6.402617698856354
308;0.0;-6.402617698856354
309;-7.905399042528327;-6.402617698856354
310;-6.652915974867817;-6.402617698856354
311;-4.882164051623647;-6.402617698856354
312;-2.5067651301985485;-6.402617698856354
313;-0.9951476347462069;-6.402617698856354
314;-0.17455528007208088;-6.402617698856354
315;0.5164698607061311;-6.402617698856354
316;3.0214359960271473;-6.402617698856354
317;4.317108134986299;-3.0696176988563546
318;6.303805414723655;-3.0696176988563546
319;6.343582147425082;-3.0696176988563546
320;4.92623714943146;-3.0696176988563546
321;2.5167148420342516;-3.0696176988563546
322;0.0;-3.0696176988563546
323;0.0;-3.0696176988563546
324;0.0;-3.0696176988563546
325;0.0;-3.0696176988563546
326;0.0;-3.0696176988563546
327;0.0;-3.0696176988563546
328;0.0;-3.0696176988563546
329;0.0;-3.0696176988548096
330;0.0;-3.0696176988548096
331;-10.748681768728325;6.666
332;0.0;6.666
333;0.0;6.666
334;0.0;6.666
335;0.0;6.666
336;5.82872563043863;-6.402617698856354
337;4.230729992389016;-6.402617698856354
338;0.6892261459006797;-6.402617698856354
339;0.0;-6.402617698856354
340;0.0;-6.402617698856354
341;0.0;-3.0696176988563546
342;0.0;-3.0696176988563546
343;0.0;-3.0696176988563546
344;0.0;-3.0696176988563546
345;0.0;-3.0696176988563546
346;0.0;-3.0696176988563546
347;0.0;-3.0696176988548096
348;0.0;-3.0696176988563546
349;0.0;-3.0696176988563546
350;-17.469588153443617;-3.0696176988563546
351;-11.361645013051557;-3.0696176988563546
352;-14.642894165115884;-3.0696176988563546
353;-13.304032954858101;-3.0696176988563546
354;-10.842255890835716;-3.0696176988563546
355;-7.516697400840581;-6.402617698856354
356;-3.9751935543522485;-6.402617698856354
357;-0.6064459930584647;-6.402617698856354
358;0.0;-4.815247907646425
359;0.0;-3.703427458091733
360;0.23620113934672635;-2.9199117610988985
361;0.0;-2.2966342362062004
362;8.463258979655564;-6.4026176988563535
363;0.0;-2.1378027434126743
364;0.0;-1.6613082650320905
365;8.981527835239222;-3.0696176988563533
366;9.111095049135136;-3.0696176988563533
367;9.48955967503125;-3.0696176988563533
368;1.5394786213228304;0.0
369;5.260239720765752;-3.0696176988563533
370;3.7270785160631332;-3.0696176988563533
371;0.0;-2.48307881530547
372;-2.8513096757187175;-3.0696176988563533
373;-6.496253357790383;-3.0696176988563533
374;-5.884680029616947;-3.0696176988563533
375;-3.4569246987685895;-3.0696176988563533
376;-1.2542820625380393;-3.0696176988563533
377;0.0;-2.843660703019518
378;2.4599780691448485;-3.0696176988563533
379;0.0;-2.5689167952808187
380;0.0;-0.3225856829152143
381;15.07118688834721;-6.4026176988563535
382;14.898430603152658;-6.4026176988563535
383;10.665901615886112;-6.4026176988563535
384;0.0;-3.6353568183230784
385;0.6460370746020409;-6.4026176988563535
386;-4.623029623831823;-6.4026176988563535
387;-7.559886472139223;-6.4026176988563535
388;-7.516697400840582;-6.4026176988563535
389;-3.8888154117549734;-3.0696176988563533
390;-0.4768787791625478;-3.0696176988563533
391;1.8780461106792885;-3.0696176988563533
392;-1.4990024166682536;-3.0696176988563533
393;-7.726732955322081;-3.0696176988563533
394;-12.571038576358223;-3.0696176988563533
395;-13.588375239208395;-3.0696176988548096
396;-10.096783488415038;-3.0696176988548096
397;-2.9373297102384797;-3.0696176988548096
398;0.0;1.1143638295811567
399;0.0;4.570660817682414
400;2.638742239787125;2.7586107492665075
401;0.0;4.1676151931519145
402;0.0;4.34913689920166
403;0.0;1.3791803113011527
404;3.316188515218497;0.0
405;3.9640245846980697;0.0
406;0.0;2.241408415037445
407;0.0;2.3094790548060997
408;0.0;2.5136909741120643
409;5.259696723657218;0.0
410;0.0;2.854044172955337
411;0.0;2.922114812723992
412;0.0;3.012875665748865
413;0.0;6.4820169452861744
414;0.0;6.436636518773739
415;0.0;5.944007398149062
416;0.0;4.062967601220549
417;0.0;1.6582067561099336
418;0.0;-1.3657454179306967
419;-3.7934200869430335;-3.0696176988563533
420;-6.388176703458539;-3.0696176988563533
421;-0.9176803749941165;-3.0696176988548096
422;0.8549731993447978;0.0
423;0.0;2.0048739817026977
424;0.0;0.10606702028885273
425;0.0;-0.6427100171663493
426;0.0;-0.9149925762409694
427;0.0;-4.497584922059369
428;0.0;-4.974079400439953
429;0.0;-5.4959543053329725
430;0.0;-6.040519423482211
431;0.0;-6.040519423482211
432;-0.7792022782530176;-6.4026176988563535
433;-1.4702274190312294;-6.4026176988563535
434;-1.2542820625380393;-6.4026176988563535
435;-1.0815257773434837;-6.4026176988563535
436;-0.17455528007208163;-6.4026176988563535
437;-0.17455528007208163;-3.0696176988563533
438;0.0;-1.6637696136961715
439;0.0;-0.7107806569350039
440;0.0;-0.18296556212622228
441;0.0;0.6810018743752337
442;0.0;0.7878439643822386
443;0.0;0.8797821743378709
444;0.0;1.1114471398850583
445;0.0;1.2231054681390265
446;0.0;2.466973150604346
447;0.0;2.284327492885801
448;0.0;1.7851428012490018
449;0.0;2.080115573579838
450;0.0;2.9196534640599117
451;0.0;0.6530934871021685
452;0.0;1.356490098044933
453;0.0;1.6060824438633343
454;0.0;1.9691258559628269
455;0.0;2.264098628293663
456;0.0;2.604451827136937
457;0.0;3.0582560922613014
458;0.0;2.94480502598021
459;5.993910935734067;0.0
460;0.0;3.33053865133592
461;12.985855498725137;0.0
462;12.769910142231947;0.0
463;0.0;6.308843548275675
464;0.0;5.057189532605508
465;0.0;3.036422980085442
466;0.0;0.6293074211133067
467;-0.5236303449683533;-3.0696176988563533
468;0.0;-1.2141382825076175
469;0.0;2.882247509752996
470;1.4507636489320352;7.094862733587477
471;7.458619334681882;5.897155747058809
472;5.009532494002584;7.094862733587477
473;4.448074567120287;7.094862733587477
474;3.4979149985502462;7.094862733587477
475;2.461377287382929;3.761862733587477
476;1.683974004007441;3.761862733587477
477;1.1225160771251435;3.761862733587477
478;0.5610581502428464;3.761862733587477
479;0.43149093634693236;3.761862733587477
480;0.7770035067360375;3.761862733587477
481;1.3816505049169725;3.761862733587477
482;1.8999193605006315;3.761862733587477
483;2.288621002188376;3.761862733587477
484;2.461377287382929;3.761862733587477
485;2.5045663586815667;7.094862733587477
486;2.461377287382929;7.094862733587477
487;2.3579374517996;7.094862733587477
488;0.016458610750440316;7.094862733587477
489;0.0;4.703003000117702
490;0.0;0.8037115803165271
491;0.0;-1.686325093213675
492;0.0;-0.0029416445789998136
493;0.0;1.6332152342541555
494;0.0;4.121565980281157
495;0.0;3.5095990087215876
496;4.218474025101576;0.0
497;0.0;2.080115573579838
498;0.0;1.6943819482241285
499;-15.202553097120655;6.666
500;-7.357532287620321;6.666
501;-18.355355301921247;6.666
502;-18.873624157504903;6.666
503;-19.92968828138904;6.666
504;0.0;-4.316063216009624
505;0.0;-3.09079170017384
506;0.0;-1.9789712506191446
507;0.0;-1.593237625263436
508;0.0;-1.116743146882854
509;0.0;2.9423436773161304
510;0.0;1.603621095199255
511;0.0;1.7152794234532251
512;0.0;2.682556879169401
513;0.0;3.838526993043706
514;0.0;3.55307988668298
515;0.0;3.2473506861894137
516;0.0;2.8150058721285447
517;0.0;4.404551562256544
518;0.0;5.944569373983462
519;0.0;5.937451827136937
520;0.0;5.6424790548061
521;0.0;5.506337775268791
522;0.0;5.6424790548061
523;0.0;2.6498322536493735
524;0.0;2.94480502598021
525;0.0;2.922114812723992
526;0.0;2.785973533186682
527;0.0;2.581761613880719
528;0.0;2.672522466905592
529;0.0;3.5574407838981026
530;1.597595861410164;3.761862733587477
531;2.720511715174758;3.761862733587477
532;2.6773226438761197;3.761862733587477
533;2.331810073487014;7.094862733587477
534;1.8135412179033554;7.094862733587477
535;0.962237815854335;7.094862733587477
536;0.0;6.140941554822619
537;0.0;4.148243429640136
538;-9.549308441822275;7.094862733587477
539;0.0;1.462289740581257
540;0.0;1.4587042645270127
541;0.0;3.61858219154227
542;-1.669086500361548;7.094862733587477
543;0.24508529676353752;7.094862733587477
544;-1.1297096822854618;6.916700266261747
545;0.0;5.6424790548061
546;0.0;5.347506282475263
547;0.0;2.1733377752687906
548;0.0;2.604451827136937
549;0.0;3.194397371798611
550;0.0;3.602821210410539
551;0.042789294659187474;3.761862733587477
552;0.1291674372564644;3.761862733587477
553;0.1291674372564644;3.761862733587477
554;0.5610581502428464;3.761862733587477
555;1.4680286475142494;3.761862733587477
556;1.986297503097908;3.761862733587477
557;2.2454319308897377;7.094862733587477
558;1.986297503097908;7.094862733587477
559;0.9951898713613418;7.094862733587477
560;0.0;5.714590335939476
561;0.0;1.9591731236184948
562;-2.913221283418764;0.0
563;-3.641952578738642;1.0283200873179563
564;-0.18889745300734617;0.0
565;0.0;1.9955364547333634
566;-2.0896705198892827;7.094862733587477
567;1.278210669333644;7.094862733587477
568;-0.12996699053536553;7.094862733587477
569;-1.0801265591054057;7.094862733587477
570;-0.7778030600149377;7.094862733587477
571;0.3019237224510176;3.761862733587477
572;1.7703521466047176;3.761862733587477
573;2.9796461429665877;3.761862733587477
574;3.5411040698488847;3.761862733587477
575;3.5411040698488847;3.761862733587477
576;3.4547259272516078;3.761862733587477
577;3.5842931411475227;3.761862733587477
578;3.8866166402379903;3.761862733587477
579;4.016183854133905;3.761862733587477
580;3.9729947828352667;3.761862733587477
581;3.8002384976407138;7.094862733587477
582;3.2387805707584167;7.094862733587477
583;1.748706784556358;7.094862733587477
584;-2.1589869695005066;7.094862733587477
585;-6.482681074022798;7.094862733587477
586;0.0;2.00153004991109
587;-9.171913493593177;7.094862733587477
588;0.0;2.73601858841128
589;0.0;4.388310109488529
590;-1.211068409062579;7.094862733587477
591;2.3147483805009617;7.094862733587477
592;1.7271630753060792;7.094862733587477
593;1.2520832910210586;7.094862733587477
594;1.6407849327088027;7.094862733587477
595;2.159053788292461;3.761862733587477
596;2.3749991447856527;3.761862733587477
597;2.461377287382929;3.761862733587477
598;2.115864716993823;3.761862733587477
599;1.8999193605006317;3.761862733587477
600;2.5045663586815667;3.761862733587477
601;3.2387805707584167;3.761862733587477
602;3.7138603550434373;3.761862733587477
603;3.6274822124461608;3.761862733587477
604;3.3251587133556932;3.761862733587477
605;3.0660242855638637;7.094862733587477
606;2.9796461429665877;7.094862733587477
607;2.933044733070739;7.094862733587477
608;1.9976041965565559;7.094862733587477
609;0.8484593116812951;7.094862733587477
610;0.0;6.861650164940238
611;-0.3040979117911764;7.094862733587477
612;0.0;6.981094826399055
613;0.22792195097940482;7.094862733587477
614;0.8087842317779477;7.094862733587477
615;0.34511279374965564;7.094862733587477
616;0.0;6.459326732029956
617;0.0;5.7105496945747545
618;0.0;5.755930121087191
619;0.0;2.6952126801618097
620;0.0;2.672522466905592
621;0.0;2.3775496945747543
622;0.0;2.0371964957314805
623;0.0;1.9918160692190447
624;0.0;2.0598867089876993
625;0.0;1.2657292450200615
626;0.0;0.08583815569671316
627;-0.9595295433466874;0.0
628;0.0;-0.9806018673455439
629;0.0;2.0120449338111834
630;-2.5307278205607275;3.273541062100768
631;0.0;2.0293569329860377
632;-9.718042471631131;7.094862733587477
633;0.0;1.677525114359753
634;-0.16450281883646944;0.0
635;-2.233096224906877;0.0
636;-14.423715193444826;7.094862733587477
637;0.0;1.1562121853011327
638;0.0;2.3194600618079484
639;0.0;2.8199289208994323
640;0.0;2.6246806917290746
641;0.0;3.5322892219778055
642;0.0;4.417207538970316
643;0.0;2.1733377752687906
644;0.0;3.33053865133592
645;0.8201925780346766;3.761862733587477
646;1.8135412179033557;3.761862733587477
647;2.5045663586815667;3.761862733587477
648;3.0660242855638637;3.761862733587477
649;3.7570494263420757;3.761862733587477
650;4.448074567120287;3.761862733587477
651;4.87996528010667;3.761862733587477
652;5.225477850495775;3.761862733587477
653;5.441423206988967;7.094862733587477
654;5.35504506439169;7.094862733587477
655;3.927463050606434;7.094862733587477
656;0.43918198561213817;7.094862733587477
657;0.0;5.094061434292815
658;0.0;0.17119548831441733
659;-1.8899935695999772;-3.0696176988563533
660;-1.3171272964609606;-3.0696176988563533
661;0.0;-0.6397119989936755
662;0.0;3.722454186591393
663;0.7644238300142125;7.094862733587477
664;0.0;6.79967993087323
665;2.4426970360467255;4.449921813654218
666;0.0;5.052533510144427
667;-9.7175410421936;6.666
668;-10.019864541284068;6.666
669;-10.235809897777258;6.666
670;-10.840456895958194;6.666
671;-10.92683503855547;6.666
672;2.452407089245733;0.0
673;14.423350818867638;-6.4026176988563535
674;0.46570980950837526;0.0
675;0.0;-0.3225856829152143
676;10.320389045497006;-6.4026176988563535
677;11.18417047146977;-3.0696176988563533
678;0.06973391373433631;3.1099195374004944
679;11.37622945778249;-3.0696176988563533
680;1.4485168096632428;0.0
681;0.0;-1.7923381810764756
682;0.0;-2.995534864752404
683;0.0;-3.0696176988563546
684;0.0;-3.0696176988563546
685;-1.556030953716658;-3.0696176988563546
686;0.021884069706785247;-3.0696176988563546
687;1.2336223797969281;-3.0696176988563546
688;0.3005245042129445;-3.0696176988563546
689;0.0;-3.0696176988563546
690;0.0;-3.0696176988563546
691;0.0;-6.402617698856354
692;0.0;-6.402617698856354
693;0.0;-6.402617698856354
694;0.0;-6.402617698856354
695;0.0;-6.402617698856354
696;0.0;-6.402617698856354
697;0.0;-6.402617698856354
698;0.0;-6.402617698856354
699;0.0;-6.402617698856354
700;0.0;-6.402617698856354
701;0.0;-3.0696176988563546
702;0.0;-3.0696176988563546
703;0.0;-3.0696176988563546
704;0.0;-3.0696176988563546
705;0.0;-3.0696176988563546
706;0.0;-3.0696176988563546
707;0.0;-3.0696176988563546
708;0.0;-3.0696176988563546
709;0.0;-3.0696176988563546
710;0.0;-3.0696176988563546
711;0.0;-3.0696176988563546
712;0.0;-3.0696176988563546
713;-4.921083239474729;-3.0696176988563546
714;-8.034966256424234;-3.0696176988563546
715;-6.609726903569179;-6.402617698856354
716;-5.573189192401859;-6.402617698856354
717;-5.314054764610031;-6.402617698856354
718;-4.493462409935908;-6.402617698856354
719;-3.672870055261779;-6.402617698856354
720;-1.081525777343483;-6.402617698856354
721;3.0646250673257853;-6.402617698856354
722;4.921755133167228;-6.402617698856354
723;6.433372628619566;-6.402617698856354
724;7.858611981474628;-6.402617698856354
725;8.204124551863735;-3.0696176988563546
726;6.476561699918207;-3.0696176988563546
727;2.741827536652059;-3.0696176988563546
728;0.0;-3.0696176988563546
729;0.0;-3.0696176988563546
730;0.0;-3.0696176988563546
731;0.0;-3.0696176988563546
732;0.0;-3.0696176988563546
733;0.0;-3.0696176988563546
734;0.0;-3.0696176988563546
735;0.0;-3.0696176988563546
736;0.0;-3.0696176988563546
737;0.0;-3.0696176988563546
738;0.0;-3.0696176988563546
739;0.0;-6.402617698856354
740;0.0;-6.402617698856354
741;0.0;-6.402617698856354
742;0.0;-6.402617698856354
743;0.0;-6.402617698856354
744;0.0;-6.402617698856354
745;0.0;-6.402617698856354
746;0.0;-6.402617698856354
747;0.0;-6.402617698856354
748;0.0;-6.402617698856354
749;0.0;-3.0696176988563546
750;0.0;-3.0696176988563546
751;0.0;-3.0696176988563546
752;0.0;-3.0696176988563546
753;0.0;-3.0696176988563546
754;0.0;-3.0696176988563546
755;0.0;-3.0696176988563546
756;0.0;-3.0696176988563546
757;0.0;-3.0696176988563546
758;0.0;-3.0696176988563546
759;0.0;-3.0696176988563546
760;0.0;-3.0696176988563546
761;-7.620002174231189;-3.0696176988563546
762;-8.639613254605173;-3.0696176988563546
763;-9.28744932408475;-6.402617698856354
764;-10.0216635361616;-6.402617698856354
765;-10.0216635361616;-6.402617698856354
766;-10.194419821356153;-6.402617698856354
767;-10.0216635361616;-6.402617698856354
768;-8.164533470320155;-6.402617698856354
769;-4.6662186951304605;-6.402617698856354
770;-1.081525777343483;-6.402617698856354
771;3.2373813525203365;-6.4026176988563535
772;7.426721268488243;-6.4026176988563535
773;8.636015264850116;-3.0696176988563533
774;3.5706379556220047;0.0
775;0.0;2.484953936137523
776;0.0;2.9154526069093087
777;6.192262849163808;-0.1240347640669146
778;10.025858248469893;-3.0696176988563533
779;3.798858030442778;0.0
780;4.728543567429558;0.0
781;7.5813649340698746;0.0
782;10.59787690057821;0.0
783;11.384447522078311;0.0
784;0.0;5.755930121087191
785;0.0;5.7105496945747545
786;0.0;5.370196495731481
787;2.5387852318430095;0.0
788;0.0;0.1765990087215874
789;0.0;-2.0016614638753634
790;0.0;-5.26905217277079
791;0.0;-6.402617698856354
792;0.0;-6.402617698856354
793;0.0;-6.402617698856354
794;0.0;-6.402617698856354
795;0.0;-6.402617698856354
796;0.0;-6.402617698856354
797;0.0;-3.0696176988563546
798;0.0;-3.0696176988563546
799;0.0;-3.0696176988563546
800;0.0;-3.0696176988563546
801;0.0;-3.0696176988563546
802;0.0;-3.0696176988563546
803;0.0;-3.0696176988563546
804;0.0;-3.0696176988563546
805;0.0;-3.0696176988563546
806;-13.306375615788294;-3.0696176988563546
807;-4.250710946884777;-3.0696176988563546
808;-11.05820124732891;-3.0696176988563546
809;-10.928634033432992;-3.0696176988563546
810;-10.842255890835716;-3.0696176988563546
811;-10.539932391745257;-6.402617698856354
812;-9.201071181487475;-6.402617698856354
813;-7.041617616555559;-6.402617698856354
814;-2.5499542014971865;-6.402617698856354
815;0.0;-4.24799257624097
816;0.0;-1.6613082650320905
817;2.106894518856627;0.0
818;5.518831151449046;0.0
819;7.505528431186405;0.0
820;1.2520832910210584;3.761862733587477
821;14.886174635865219;0.0
822;1.0361379345278674;7.094862733587477
