snapshot;pv;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
54;-0.0;9.54;0.0;4.98;8.65;5.01;-5.01;-5.01;0.9;0.0;10.0
55;-0.0;9.59;9.44;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
56;0.84;9.42;14.62;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
57;2.56;9.46;0.0;3.68;10.89;6.32;-6.32;-6.32;1.13;0.0;10.0
58;3.96;9.37;0.0;2.99;12.08;7.0;-7.0;-7.0;1.26;0.0;10.0
59;6.38;8.85;0.0;1.99;13.8;8.01;-8.01;-8.01;1.44;0.0;10.0
60;6.85;8.08;0.0;2.16;13.52;7.84;-7.84;-7.84;1.41;0.0;10.0
61;3.54;8.64;0.0;3.6;11.03;6.4;-6.4;-6.4;1.15;0.0;10.0
62;1.26;11.79;5.98;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
63;-0.0;14.43;10.45;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
64;-0.0;16.24;2.79;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
65;-0.0;16.76;2.27;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
66;-0.0;17.36;0.0;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
67;-0.0;17.97;0.0;-2.77;16.27;9.44;-9.44;-9.44;1.69;0.0;6.67
68;-0.0;18.27;0.0;-2.93;16.55;9.6;-9.6;-9.6;1.72;0.0;6.67
69;-0.0;19.39;5.48;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
70;-0.0;21.08;3.8;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
71;-0.0;22.76;0.0;-5.29;20.62;11.96;-11.96;-11.96;2.14;0.0;6.67
72;-0.0;24.45;0.0;-6.18;22.14;12.84;-12.84;-12.84;2.3;0.0;6.67
73;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
74;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
75;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
76;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
77;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
78;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
79;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
80;0.05;24.83;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
81;0.28;24.6;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
82;1.3;23.57;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
83;1.82;23.06;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
84;0.65;24.22;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
85;0.23;24.64;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
86;0.05;24.83;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
87;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
88;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
89;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
90;-0.0;24.88;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
91;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
92;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
