;on_wind;pv;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
1089;3.54;24.05;-22.53;-2.71;-2.34;-3.07;-0.0
1090;4.32;29.31;-22.53;-8.76;-2.34;-3.07;-0.0
1091;4.66;30.43;-22.53;-10.22;-2.34;-3.07;-0.0
1092;5.1;28.52;-22.53;-8.74;-2.34;-3.07;-0.0
1093;5.05;23.49;-22.53;-3.67;-2.34;-3.07;-0.0
1094;4.71;15.05;-17.9;0.0;-1.86;-0.38;-0.0
1095;6.35;3.68;-17.24;9.0;-1.79;0.0;-0.0
1096;10.75;-0.0;-17.24;8.28;-1.79;0.0;-0.0
1097;15.85;-0.0;-17.24;3.18;-1.79;0.0;-0.0
1098;18.36;-0.0;-17.24;0.68;-1.79;0.0;-0.0
1099;17.84;-0.0;-16.16;0.0;-1.68;-2.71;-0.0
1100;17.15;-0.0;-15.53;0.0;-1.62;-2.34;-0.0
1101;16.11;-0.0;-14.59;0.0;-1.52;-1.8;-0.0
1102;14.81;-0.0;-13.42;0.0;-1.4;-1.12;-0.0
1103;13.95;-0.0;-12.64;0.0;-1.31;-0.66;-0.0
1104;13.69;-0.0;-12.4;0.0;-1.29;-0.53;-0.0
1105;13.56;-0.0;-16.56;4.72;-1.72;-2.94;-0.0
1106;13.17;-0.0;-11.93;0.0;-1.24;-0.25;-0.0
1107;12.87;-0.0;-11.66;0.0;-1.21;-0.1;-0.0
1108;12.7;-0.0;-11.5;0.0;-1.2;-0.0;-0.0
1109;12.57;-0.0;-17.24;6.46;-1.79;0.0;-0.0
1110;13.35;-0.0;-12.09;0.0;-1.26;2.99;-0.0
1111;14.04;2.24;-14.74;0.0;-1.53;1.45;-0.0
1112;11.27;10.44;-19.67;0.0;-2.04;-1.41;-0.0
1113;11.83;13.56;-22.53;-0.52;-2.34;-3.07;-0.0
1114;14.55;15.19;-22.53;-4.87;-2.34;-3.07;-0.0
1115;15.85;13.33;-22.53;-4.3;-2.34;-3.07;-0.0
1116;16.71;9.97;-22.53;-1.81;-2.34;-3.07;-0.0
1117;14.9;4.66;-17.72;0.0;-1.84;-0.28;-0.0
1118;14.04;1.68;-14.23;0.0;-1.48;1.74;-0.0
1119;14.21;0.33;-22.53;10.34;-2.34;-3.07;-0.0
1120;13.43;-0.0;-17.24;5.6;-1.79;0.0;-0.0
1121;13.82;-0.0;-12.52;0.0;-1.3;2.74;-0.0
1122;14.08;-0.0;-17.24;4.95;-1.79;0.0;-0.0
1123;14.25;-0.0;-12.91;0.0;-1.34;-0.82;-0.0
1124;16.24;-0.0;-22.53;8.64;-2.34;-6.4;-0.0
1125;20.21;-0.0;-22.53;4.66;-2.34;-6.4;-0.0
1126;22.67;-0.0;-20.54;0.0;-2.14;-5.25;-0.0
1127;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-0.87
1128;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.0
1129;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-0.78
1130;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-0.74
1131;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.0
1132;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.6
1133;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-4.28
1134;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-6.83
1135;23.85;1.03;-22.53;0.0;-2.34;-3.07;-9.84
1136;23.62;1.26;-22.53;0.0;-2.34;-3.07;-12.27
1137;23.34;1.54;-22.53;0.0;-2.34;-3.07;-13.63
1138;19.56;5.31;-22.53;0.0;-2.34;-3.07;-18.53
1139;14.48;10.39;-22.53;0.0;-2.34;-3.07;-25.38
1140;13.87;14.26;-22.53;-3.25;-2.34;-3.07;-26.86
1141;19.56;5.31;-22.53;0.0;-2.34;-3.07;-21.12
1142;24.27;0.61;-22.53;0.0;-2.34;-3.07;-15.59
1143;38.78;0.05;-22.53;-13.96;-2.34;-3.07;-0.0
1144;38.4;-0.0;-22.53;-13.52;-2.34;-3.07;-0.0
1145;37.14;-0.0;-22.53;-12.27;-2.34;-3.07;-0.0
1146;35.2;-0.0;-22.53;-10.32;-2.34;-3.07;-0.0
1147;32.52;-0.0;-22.53;-7.65;-2.34;-6.4;-0.0
1148;29.8;-0.0;-22.53;-4.93;-2.34;-6.4;-0.0
1149;26.26;-0.0;-22.53;-1.38;-2.34;-6.4;-0.0
1150;25.05;-0.0;-22.53;-0.17;-2.34;-6.4;-0.0
1151;23.62;-0.0;-22.53;1.25;-2.34;-6.4;-0.0
1152;22.42;-0.0;-22.53;2.46;-2.34;-6.4;-0.0
1153;20.56;-0.0;-22.53;4.32;-2.34;-6.4;-0.0
1154;17.06;-0.0;-22.53;7.82;-2.34;-6.4;-0.0
1155;11.4;-0.0;-22.53;13.47;-2.34;-6.4;-0.0
1156;9.24;-0.0;-22.53;15.63;-2.34;-6.4;-0.0
1157;9.8;-0.0;-22.53;15.07;-2.34;-3.07;-0.0
1158;17.45;-0.0;-22.53;7.43;-2.34;-3.07;-0.0
1159;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-2.55
1160;24.5;0.37;-22.53;0.0;-2.34;-3.07;-10.39
1161;22.64;2.24;-22.53;0.0;-2.34;-3.07;-14.55
1162;21.61;3.26;-22.53;0.0;-2.34;-3.07;-17.99
1163;22.22;2.66;-22.53;0.0;-2.34;-3.07;-18.77
1164;22.64;2.24;-22.53;0.0;-2.34;-3.07;-18.3
1165;21.89;2.98;-22.53;0.0;-2.34;-3.07;-18.01
1166;21.47;3.4;-22.53;0.0;-2.34;-3.07;-16.92
1167;25.78;1.03;-22.53;-1.93;-2.34;-3.07;-10.11
1168;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-7.3
1169;28.25;-0.0;-22.53;-3.37;-2.34;-3.07;-0.0
1170;23.62;-0.0;-22.53;1.25;-2.34;-3.07;-0.0
1171;19.74;-0.0;0.0;-19.74;0.0;6.67;-0.0
1172;15.46;-0.0;0.0;-15.46;0.0;6.67;-0.0
1173;15.46;-0.0;0.0;-15.46;0.0;6.67;-0.0
1174;13.6;-0.0;0.0;-13.6;0.0;6.67;-0.0
1175;11.4;-0.0;0.0;-11.4;0.0;6.67;-0.0
1176;10.28;-0.0;-9.31;0.0;-0.97;1.27;-0.0
1177;11.66;-0.0;-11.49;1.03;-1.2;0.0;-0.0
1178;12.22;-0.0;-22.53;12.65;-2.34;-6.4;-0.0
1179;10.15;-0.0;-9.19;0.0;-0.96;1.33;-0.0
1180;7.34;-0.0;-11.49;5.35;-1.2;0.0;-0.0
1181;4.66;-0.0;-5.01;0.86;-0.52;7.09;-0.0
1182;3.46;-0.0;-17.24;15.58;-1.79;0.0;-0.0
1183;2.72;1.4;-17.24;14.91;-1.79;0.0;-0.0
1184;2.55;7.13;-11.53;3.05;-1.2;3.31;-0.0
1185;2.29;21.39;-21.45;0.0;-2.23;-2.44;-0.0
1186;2.03;27.59;-22.53;-4.74;-2.34;-3.07;-0.0
1187;2.72;28.43;-22.53;-6.27;-2.34;-3.07;-0.0
1188;3.37;22.37;-22.53;-0.86;-2.34;-3.07;-0.0
1189;4.32;11.14;-14.0;0.0;-1.46;1.88;-0.0
1190;3.5;3.82;-6.63;0.0;-0.69;6.15;-0.0
1191;2.63;1.3;-5.01;1.59;-0.52;7.09;-0.0
1192;3.8;-0.0;-21.5;19.93;-2.24;-2.47;-0.0
1193;5.7;-0.0;-17.24;13.33;-1.79;0.0;-0.0
1194;7.43;-0.0;-6.73;0.0;-0.7;6.1;-0.0
1195;8.72;-0.0;-7.9;0.0;-0.82;2.08;-0.0
1196;9.37;-0.0;-11.49;3.32;-1.2;0.0;-0.0
1197;10.41;-0.0;-9.43;0.0;-0.98;1.2;-0.0
1198;12.01;-0.0;-10.88;0.0;-1.13;0.36;-0.0
1199;14.73;-0.0;-13.34;0.0;-1.39;-1.07;-0.0
1200;17.19;-0.0;-15.57;0.0;-1.62;-2.36;-0.0
1201;19.39;-0.0;-17.57;0.0;-1.83;-3.52;-0.0
1202;21.51;-0.0;-19.48;0.0;-2.03;-4.63;-0.0
1203;23.28;-0.0;-21.09;0.0;-2.19;-5.56;-0.0
1204;24.23;-0.0;-21.95;0.0;-2.28;-6.06;-0.0
1205;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-0.61
1206;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-2.12
1207;23.9;0.98;-22.53;0.0;-2.34;-3.07;-7.03
1208;23.1;1.77;-22.53;0.0;-2.34;-3.07;-11.84
1209;22.59;2.28;-22.53;0.0;-2.34;-3.07;-11.57
1210;21.52;3.36;-22.53;0.0;-2.34;-3.07;-12.04
1211;21.38;3.5;-22.53;0.0;-2.34;-3.07;-12.7
1212;31.3;2.89;-22.53;-9.32;-2.34;-3.07;-2.86
1213;23.34;1.54;-22.53;0.0;-2.34;-3.07;-11.04
1214;34.16;0.75;-22.53;-10.03;-2.34;-3.07;-0.0
1215;34.03;0.14;-22.53;-9.3;-2.34;-3.07;-0.0
1216;33.26;-0.0;-22.53;-8.38;-2.34;-3.07;-0.0
1217;32.69;-0.0;-22.53;-7.82;-2.34;-3.07;-0.0
1218;31.61;-0.0;-22.53;-6.74;-2.34;-3.07;-0.0
1219;30.53;-0.0;-22.53;-5.66;-2.34;-6.4;-0.0
1220;29.8;-0.0;-22.53;-4.93;-2.34;-6.4;-0.0
1221;29.2;-0.0;-22.53;-4.32;-2.34;-6.4;-0.0
1222;28.63;-0.0;-22.53;-3.76;-2.34;-6.4;-0.0
1223;27.68;-0.0;-22.53;-2.81;-2.34;-6.4;-0.0
1224;27.47;-0.0;-22.53;-2.59;-2.34;-6.4;-0.0
1225;25.65;-0.0;-22.53;-0.78;-2.34;-6.4;-0.0
1226;26.09;-0.0;-22.53;-1.21;-2.34;-6.4;-0.0
1227;25.91;-0.0;-22.53;-1.04;-2.34;-6.4;-0.0
1228;25.91;-0.0;-22.53;-1.04;-2.34;-6.4;-0.0
1229;22.8;-0.0;-20.66;0.0;-2.15;-1.98;-0.0
1230;20.99;-0.0;-19.01;0.0;-1.98;-1.03;-0.0
1231;19.82;0.42;-18.34;0.0;-1.91;-0.64;-0.0
1232;18.57;1.72;-18.38;0.0;-1.91;-0.66;-0.0
1233;16.67;3.68;-18.44;0.0;-1.92;-0.69;-0.0
1234;15.59;6.06;-19.61;0.0;-2.04;-1.37;-0.0
1235;15.46;6.8;-20.17;0.0;-2.1;-1.7;-0.0
1236;14.6;5.27;-17.99;0.0;-1.87;-0.44;-0.0
1237;12.57;4.05;-15.06;0.0;-1.57;1.27;-0.0
1238;9.98;2.19;-11.02;0.0;-1.15;3.61;-0.0
1239;8.51;0.61;-8.26;0.0;-0.86;5.21;-0.0
1240;8.51;-0.0;-7.71;0.0;-0.8;5.53;-0.0
1241;7.9;-0.0;-7.16;0.0;-0.74;5.85;-0.0
1242;6.65;-0.0;-6.02;0.0;-0.63;6.5;-0.0
1243;5.23;-0.0;-5.01;0.3;-0.52;3.76;-0.0
1244;3.67;-0.0;-5.01;1.86;-0.52;3.76;-0.0
1245;2.29;-0.0;-5.01;3.24;-0.52;3.76;-0.0
1246;1.51;-0.0;-5.01;4.02;-0.52;3.76;-0.0
1247;1.43;-0.0;-5.01;4.1;-0.52;3.76;-0.0
1248;1.77;-0.0;-5.01;3.76;-0.52;3.76;-0.0
1249;2.5;-0.0;-5.01;3.02;-0.52;3.76;-0.0
1250;3.28;-0.0;-5.01;2.25;-0.52;3.76;-0.0
1251;4.02;-0.0;-5.01;1.51;-0.52;3.76;-0.0
1252;4.92;-0.0;-5.01;0.6;-0.52;3.76;-0.0
1253;5.83;-0.0;-5.28;0.0;-0.55;6.94;-0.0
1254;6.26;0.09;-5.76;0.0;-0.6;6.66;-0.0
1255;5.7;1.86;-6.85;0.0;-0.71;6.02;-0.0
1256;5.36;5.03;-9.41;0.0;-0.98;4.54;-0.0
1257;6.22;11.04;-15.64;0.0;-1.63;0.93;-0.0
1258;5.96;20.5;-22.53;-1.59;-2.34;-3.07;-0.0
1259;5.44;19.06;-22.19;0.0;-2.31;-2.87;-0.0
1260;5.27;13.28;-16.8;0.0;-1.75;0.25;-0.0
1261;5.14;8.2;-12.08;0.0;-1.26;2.99;-0.0
1262;4.79;4.1;-8.06;0.0;-0.84;5.33;-0.0
1263;5.49;0.98;-5.85;0.0;-0.61;6.6;-0.0
1264;7.04;-0.0;-6.38;0.0;-0.66;6.3;-0.0
1265;8.94;-0.0;-8.1;0.0;-0.84;5.3;-0.0
1266;10.58;-0.0;-9.58;0.0;-1.0;4.44;-0.0
1267;11.23;-0.0;-11.49;1.46;-1.2;0.0;-0.0
1268;11.01;-0.0;-9.98;0.0;-1.04;0.88;-0.0
1269;10.58;-0.0;-9.58;0.0;-1.0;1.11;-0.0
1270;9.67;-0.0;-8.76;0.0;-0.91;1.58;-0.0
1271;8.64;-0.0;-7.82;0.0;-0.81;2.13;-0.0
1272;7.21;-0.0;-6.53;0.0;-0.68;2.88;-0.0
1273;5.61;-0.0;-5.09;0.0;-0.53;3.72;-0.0
1274;4.23;-0.0;-5.01;1.3;-0.52;3.76;-0.0
1275;3.67;-0.0;-5.01;1.86;-0.52;3.76;-0.0
1276;3.54;-0.0;-5.01;1.99;-0.52;3.76;-0.0
1277;3.54;-0.0;-6.52;3.66;-0.68;6.22;-0.0
1278;3.67;-0.0;-5.01;1.86;-0.52;7.09;-0.0
1279;3.41;0.93;-5.01;1.18;-0.52;7.09;-0.0
1280;3.15;2.47;-5.09;0.0;-0.53;7.05;-0.0
1281;3.8;3.82;-6.9;0.0;-0.72;5.99;-0.0
1282;4.06;4.66;-7.9;0.0;-0.82;5.42;-0.0
1283;4.41;5.22;-8.72;0.0;-0.91;4.94;-0.0
1284;4.71;4.99;-17.24;9.34;-1.79;0.0;-0.0
1285;4.97;3.59;-7.75;0.0;-0.81;5.5;-0.0
1286;4.84;1.63;-17.24;12.56;-1.79;0.0;-0.0
1287;4.88;0.37;-5.01;0.27;-0.52;7.09;-0.0
1288;6.13;-0.0;-5.56;0.0;-0.58;6.78;-0.0
1289;7.56;-0.0;-6.85;0.0;-0.71;6.03;-0.0
1290;8.64;-0.0;-7.82;0.0;-0.81;5.46;-0.0
1291;8.81;-0.0;-7.98;0.0;-0.83;2.04;-0.0
1292;8.29;-0.0;-7.51;0.0;-0.78;2.31;-0.0
1293;7.73;-0.0;-7.0;0.0;-0.73;2.6;-0.0
1294;8.12;-0.0;-7.35;0.0;-0.76;2.4;-0.0
1295;9.11;-0.0;-11.49;3.58;-1.2;0.0;-0.0
1296;9.89;-0.0;-8.96;0.0;-0.93;1.47;-0.0
1297;10.84;-0.0;-9.82;0.0;-1.02;0.97;-0.0
1298;11.62;-0.0;-11.49;1.07;-1.2;0.0;-0.0
1299;10.84;-0.0;-22.53;14.03;-2.34;-6.4;-0.0
1300;10.19;-0.0;-11.49;2.5;-1.2;0.0;-0.0
1301;10.84;-0.0;-9.82;0.0;-1.02;4.3;-0.0
1302;13.43;0.05;-12.21;0.0;-1.27;2.92;-0.0
1303;15.98;0.98;-15.36;0.0;-1.6;1.09;-0.0
1304;18.96;1.77;-18.78;0.0;-1.95;-0.89;-0.0
1305;25.14;2.05;-22.53;-2.31;-2.34;-3.07;-0.0
1306;29.02;2.42;-22.53;-6.57;-2.34;-3.07;-0.0
1307;29.89;2.24;-22.53;-7.25;-2.34;-3.07;-0.0
1308;27.12;1.35;-22.53;-3.6;-2.34;-3.07;-0.0
1309;23.93;1.21;-22.53;-0.26;-2.34;-3.07;-0.0
1310;20.82;1.72;-20.42;0.0;-2.12;-1.84;-0.0
1311;21.55;1.12;-20.53;0.0;-2.14;-1.91;-0.0
1312;22.98;-0.0;-20.81;0.0;-2.16;-2.07;-0.0
1313;24.01;-0.0;-21.75;0.0;-2.26;-2.62;-0.0
1314;22.46;-0.0;-22.53;2.42;-2.34;-3.07;-0.0
1315;21.08;-0.0;-19.09;0.0;-1.99;-4.41;-0.0
1316;22.33;-0.0;-20.23;0.0;-2.1;-5.06;-0.0
1317;23.84;-0.0;-21.59;0.0;-2.25;-5.86;-0.0
1318;27.47;-0.0;-22.53;-2.59;-2.34;-6.4;-0.0
1319;26.26;-0.0;-22.53;-1.38;-2.34;-6.4;-0.0
1320;24.75;-0.0;-22.53;0.13;-2.34;-6.4;-0.0
1321;21.08;-0.0;-19.09;0.0;-1.99;-4.41;-0.0
1322;15.94;-0.0;-14.44;0.0;-1.5;-1.71;-0.0
1323;14.81;-0.0;-22.53;10.06;-2.34;-6.4;-0.0
1324;16.76;-0.0;-18.33;3.48;-1.91;-3.97;-0.0
1325;18.14;-0.0;-22.53;6.74;-2.34;-3.07;-0.0
1326;17.06;1.03;-17.24;0.95;-1.79;0.0;-0.0
1327;15.68;8.99;-22.53;0.2;-2.34;-3.07;-0.0
1328;6.19;18.69;-22.53;0.0;-2.34;-3.07;-14.28
1329;0.5;24.37;-22.53;0.0;-2.34;-3.07;-22.56
1330;-0.0;26.19;-22.53;-1.31;-2.34;-3.07;-24.19
1331;-0.0;29.55;-22.53;-4.67;-2.34;-3.07;-24.79
1332;-0.0;28.89;-22.53;-4.02;-2.34;-3.07;-24.7
1333;4.3;24.84;-22.53;-4.26;-2.34;-3.07;-20.23
1334;23.8;17.94;-22.53;-16.86;-2.34;-3.07;-0.0
1335;20.82;7.83;-22.53;-3.77;-2.34;-3.07;-0.0
1336;18.57;0.37;-22.53;5.93;-2.34;-3.07;-0.0
1337;17.32;-0.0;-22.53;7.56;-2.34;-3.07;-0.0
1338;15.85;-0.0;-22.53;9.02;-2.34;-3.07;-0.0
1339;15.33;-0.0;0.0;-15.33;0.0;6.67;-0.0
1340;14.64;-0.0;0.0;-14.64;0.0;6.67;-0.0
1341;12.78;-0.0;0.0;-12.78;0.0;6.67;-0.0
1342;12.31;-0.0;0.0;-12.31;0.0;6.67;-0.0
1343;12.27;-0.0;0.0;-12.27;0.0;6.67;-0.0
1344;11.96;-0.0;-22.53;12.91;-2.34;-6.4;-0.0
1345;10.88;-0.0;-22.53;13.99;-2.34;-6.4;-0.0
1346;10.41;-0.0;-11.49;2.28;-1.2;0.0;-0.0
1347;9.5;-0.0;-11.49;3.19;-1.2;0.0;-0.0
1348;9.72;-0.0;-22.53;15.16;-2.34;-6.4;-0.0
1349;9.5;-0.0;-22.53;15.37;-2.34;-3.07;-0.0
1350;8.72;1.96;-22.53;14.19;-2.34;-3.07;-0.0
1351;5.7;14.07;-20.29;2.62;-2.11;-1.77;-0.0
1352;0.6;24.28;-22.53;0.0;-2.34;-3.07;-9.9
1353;9.07;30.62;-22.53;-14.82;-2.34;-3.07;-3.93
1354;-0.0;34.76;-22.53;-9.89;-2.34;-3.07;-12.27
1355;9.01;35.79;-22.53;-19.93;-2.34;-3.07;-2.17
1356;10.49;33.46;-22.53;-19.08;-2.34;-3.07;-0.0
1357;10.24;27.4;-22.53;-12.76;-2.34;-3.07;-0.0
1358;10.41;17.71;-22.53;-3.24;-2.34;-3.07;-0.0
1359;9.46;6.01;-14.01;0.0;-1.46;1.87;-0.0
1360;8.98;0.33;-17.24;9.72;-1.79;0.0;-0.0
1361;8.72;-0.0;-17.24;10.31;-1.79;0.0;-0.0
1362;8.25;-0.0;-7.86;0.43;-0.82;5.44;-0.0
1363;7.73;-0.0;-7.0;0.0;-0.73;2.6;-0.0
1364;6.78;-0.0;-11.49;5.91;-1.2;0.0;-0.0
1365;5.57;-0.0;-5.05;0.0;-0.52;3.74;-0.0
1366;4.45;-0.0;-5.01;1.08;-0.52;3.76;-0.0
1367;3.41;-0.0;-5.01;2.12;-0.52;3.76;-0.0
1368;2.59;-0.0;-5.01;2.94;-0.52;3.76;-0.0
1369;2.07;-0.0;-5.01;3.45;-0.52;3.76;-0.0
1370;2.07;-0.0;-5.01;3.45;-0.52;3.76;-0.0
1371;2.33;-0.0;-5.01;3.2;-0.52;3.76;-0.0
1372;2.12;-0.0;-5.01;3.41;-0.52;3.76;-0.0
1373;1.68;-0.0;-5.01;3.84;-0.52;7.09;-0.0
1374;1.34;1.54;-5.01;2.65;-0.52;7.09;-0.0
1375;0.95;8.71;-8.75;0.0;-0.91;4.92;-0.0
1376;2.03;21.58;-21.38;0.0;-2.22;-2.4;-0.0
1377;4.02;29.87;-22.53;-9.01;-2.34;-3.07;-0.0
1378;4.45;32.48;-22.53;-12.05;-2.34;-3.07;-0.0
1379;4.58;33.18;-22.53;-12.88;-2.34;-3.07;-0.0
1380;4.92;31.22;-22.53;-11.27;-2.34;-3.07;-0.0
1381;5.44;26.61;-22.53;-7.18;-2.34;-3.07;-0.0
1382;5.79;19.2;-22.53;-0.11;-2.34;-3.07;-0.0
1383;5.92;9.46;-13.93;0.0;-1.45;1.92;-0.0
1384;6.69;0.93;-6.91;0.0;-0.72;5.99;-0.0
1385;6.95;-0.0;-6.3;0.0;-0.65;6.35;-0.0
1386;6.82;-0.0;-6.18;0.0;-0.64;6.41;-0.0
1387;6.65;-0.0;-11.49;6.04;-1.2;0.0;-0.0
1388;6.22;-0.0;-11.49;6.47;-1.2;0.0;-0.0
1389;5.1;-0.0;-5.01;0.43;-0.52;3.76;-0.0
1390;3.63;-0.0;-5.01;1.9;-0.52;3.76;-0.0
1391;2.38;-0.0;-11.49;10.31;-1.2;0.0;-0.0
1392;1.68;-0.0;-5.01;3.84;-0.52;3.76;-0.0
1393;1.47;-0.0;-5.01;4.06;-0.52;3.76;-0.0
1394;1.68;-0.0;-5.01;3.84;-0.52;3.76;-0.0
1395;2.29;-0.0;-5.01;3.24;-0.52;3.76;-0.0
1396;2.98;-0.0;-11.49;9.71;-1.2;0.0;-0.0
1397;3.58;-0.0;-17.24;15.45;-1.79;0.0;-0.0
1398;4.02;3.45;-11.08;4.76;-1.15;3.57;-0.0
1399;2.89;15.56;-17.24;0.57;-1.79;0.0;-0.0
1400;3.33;25.16;-22.53;-3.62;-2.34;-3.07;-0.0
1401;4.62;31.6;-22.53;-11.34;-2.34;-3.07;-0.0
1402;4.84;35.23;-22.53;-15.19;-2.34;-3.07;-0.0
1403;4.88;36.02;-22.53;-16.03;-2.34;-3.07;-0.0
1404;4.75;34.02;-22.53;-13.89;-2.34;-3.07;-0.0
1405;4.71;29.31;-22.53;-9.14;-2.34;-3.07;-0.0
1406;4.66;21.62;-22.53;-1.41;-2.34;-3.07;-0.0
1407;4.66;11.04;-14.23;0.0;-1.48;1.75;-0.0
1408;5.14;1.3;-17.24;12.59;-1.79;0.0;-0.0
1409;5.14;-0.0;-5.01;0.39;-0.52;7.09;-0.0
1410;4.84;-0.0;-5.01;0.69;-0.52;7.09;-0.0
1411;4.32;-0.0;-5.01;1.21;-0.52;3.76;-0.0
1412;3.84;-0.0;-10.63;7.9;-1.11;0.5;-0.0
1413;3.5;-0.0;-5.01;2.03;-0.52;3.76;-0.0
1414;2.89;-0.0;-5.01;2.63;-0.52;3.76;-0.0
1415;2.16;-0.0;-5.01;3.37;-0.52;3.76;-0.0
1416;1.6;-0.0;-11.49;11.09;-1.2;0.0;-0.0
1417;1.25;-0.0;-11.49;11.44;-1.2;0.0;-0.0
1418;0.99;-0.0;-5.01;4.53;-0.52;3.76;-0.0
1419;0.91;-0.0;-5.01;4.62;-0.52;3.76;-0.0
1420;1.17;-0.0;-5.01;4.36;-0.52;3.76;-0.0
1421;1.47;-0.0;-5.01;4.06;-0.52;7.09;-0.0
1422;1.64;3.54;-5.01;0.34;-0.52;7.09;-0.0
1423;1.12;15.33;-14.9;0.0;-1.55;1.35;-0.0
1424;1.17;25.12;-22.53;-1.41;-2.34;-3.07;-0.0
1425;2.89;31.64;-22.53;-9.66;-2.34;-3.07;-0.0
1426;3.58;35.32;-22.53;-14.03;-2.34;-3.07;-0.0
1427;4.32;36.21;-22.53;-15.65;-2.34;-3.07;-0.0
1428;5.18;34.44;-22.53;-14.75;-2.34;-3.07;-0.0
1429;6.22;29.87;-22.53;-11.22;-2.34;-3.07;-0.0
1430;7.04;22.37;-22.53;-4.53;-2.34;-3.07;-0.0
1431;7.69;11.93;-17.77;0.0;-1.85;-0.31;-0.0
1432;10.02;1.63;-10.55;0.0;-1.1;3.88;-0.0
1433;11.83;-0.0;-17.24;7.2;-1.79;0.0;-0.0
1434;12.35;-0.0;-11.19;0.0;-1.16;3.51;-0.0
1435;12.09;-0.0;-11.49;0.6;-1.2;0.0;-0.0
1436;11.45;-0.0;-10.37;0.0;-1.08;0.65;-0.0
1437;10.62;-0.0;-9.62;0.0;-1.0;1.08;-0.0
1438;10.06;-0.0;-9.12;0.0;-0.95;1.38;-0.0
1439;10.15;-0.0;-9.19;0.0;-0.96;1.33;-0.0
1440;10.32;-0.0;-9.35;0.0;-0.97;1.24;-0.0
1441;9.42;-0.0;-8.53;0.0;-0.89;1.72;-0.0
1442;8.29;-0.0;-11.49;4.4;-1.2;0.0;-0.0
1443;6.61;-0.0;-11.49;6.08;-1.2;0.0;-0.0
1444;4.88;-0.0;-5.01;0.65;-0.52;3.76;-0.0
1445;4.32;-0.0;-5.01;1.21;-0.52;7.09;-0.0
1446;3.5;1.07;-17.24;14.46;-1.79;0.0;-0.0
1447;3.11;6.01;-17.24;9.91;-1.79;0.0;-0.0
1448;2.94;13.51;-16.78;2.07;-1.74;0.27;-0.0
1449;2.85;23.35;-22.53;-1.32;-2.34;-3.07;-0.0
1450;3.07;32.53;-22.53;-10.72;-2.34;-3.07;-0.0
1451;3.46;35.04;-22.53;-13.62;-2.34;-3.07;-0.0
1452;3.76;33.27;-22.53;-12.16;-2.34;-3.07;-0.0
1453;4.15;28.66;-22.53;-7.93;-2.34;-3.07;-0.0
1454;4.49;21.2;-22.53;-0.82;-2.34;-3.07;-0.0
1455;4.49;10.9;-13.95;0.0;-1.45;1.91;-0.0
1456;5.4;1.4;-6.16;0.0;-0.64;6.43;-0.0
1457;5.92;-0.0;-5.36;0.0;-0.56;6.89;-0.0
1458;5.44;-0.0;-5.01;0.09;-0.52;7.09;-0.0
1459;4.41;-0.0;-5.01;1.12;-0.52;3.76;-0.0
1460;2.94;-0.0;-5.01;2.59;-0.52;3.76;-0.0
1461;1.64;-0.0;-11.49;11.05;-1.2;0.0;-0.0
1462;0.86;-0.0;-5.01;4.66;-0.52;3.76;-0.0
1463;0.6;-0.0;-5.01;4.92;-0.52;3.76;-0.0
1464;0.52;-0.0;-5.01;5.01;-0.52;3.76;-0.0
1465;0.48;-0.0;-5.01;5.05;-0.52;3.76;-0.0
1466;0.48;-0.0;-5.01;5.05;-0.52;3.76;-0.0
1467;0.48;-0.0;-11.49;12.21;-1.2;0.0;-0.0
1468;0.56;-0.0;-5.01;4.97;-0.52;3.76;-0.0
1469;0.69;-0.0;-5.01;4.84;-0.52;7.09;-0.0
1470;0.73;0.93;-5.01;3.86;-0.52;7.09;-0.0
1471;0.48;5.17;-5.12;0.0;-0.53;7.03;-0.0
1472;0.39;10.9;-10.23;0.0;-1.06;4.07;-0.0
1473;0.52;17.94;-16.72;0.0;-1.74;0.3;-0.0
1474;0.69;25.21;-22.53;-1.03;-2.34;-3.07;-0.0
1475;0.78;33.04;-22.53;-8.94;-2.34;-3.07;-0.0
1476;1.17;33.51;-22.53;-9.8;-2.34;-3.07;-0.0
1477;2.07;28.99;-22.53;-6.18;-2.34;-3.07;-0.0
1478;3.15;21.53;-22.36;0.0;-2.32;-2.97;-0.0
1479;4.06;11.28;-13.89;0.0;-1.44;1.94;-0.0
1480;6.35;1.4;-17.24;11.29;-1.79;0.0;-0.0
1481;10.06;-0.0;-17.24;8.97;-1.79;0.0;-0.0
1482;12.87;-0.0;-11.66;0.0;-1.21;3.24;-0.0
1483;14.34;-0.0;-12.99;0.0;-1.35;-0.87;-0.0
