;on_wind;pv;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
7427;16.24;16.73;-22.53;-8.09;-2.34;-3.07;-14.86
7428;26.4;18.41;-22.53;-19.93;-2.34;-3.07;-4.96
7429;29.99;14.82;-22.53;-19.93;-2.34;-3.07;-0.33
7430;28.42;6.85;-22.53;-10.39;-2.34;-3.07;-0.0
7431;26.69;1.4;-22.53;-3.21;-2.34;-3.07;-0.0
7432;25.87;-0.0;-22.53;-1.0;-2.34;-3.07;-0.0
7433;25.09;-0.0;-22.53;-0.22;-2.34;-3.07;-0.0
7434;24.66;-0.0;-22.53;0.21;-2.34;-3.07;-0.0
7435;24.01;-0.0;-22.03;0.31;-2.29;-6.11;-0.0
7436;23.28;-0.0;-22.53;1.6;-2.34;-6.4;-0.0
7437;22.98;-0.0;-20.81;0.0;-2.16;-5.41;-0.0
7438;21.85;-0.0;-22.53;3.02;-2.34;-6.4;-0.0
7439;21.25;-0.0;-22.53;3.63;-2.34;-6.4;-0.0
7440;21.21;-0.0;-22.53;3.67;-2.34;-6.4;-0.0
7441;20.69;-0.0;-18.74;0.0;-1.95;-4.2;-0.0
7442;19.74;-0.0;-22.53;5.14;-2.34;-6.4;-0.0
7443;20.82;-0.0;-22.53;4.06;-2.34;-6.4;-0.0
7444;21.08;-0.0;-22.53;3.8;-2.34;-6.4;-0.0
7445;20.99;-0.0;-22.53;3.89;-2.34;-3.07;-0.0
7446;21.81;-0.0;-22.53;3.06;-2.34;-3.07;-0.0
7447;20.08;1.72;-22.53;3.07;-2.34;-3.07;-0.0
7448;19.82;6.43;-22.53;-1.38;-2.34;-3.07;-0.0
7449;19.48;9.04;-22.53;-3.64;-2.34;-3.07;-0.0
7450;21.51;10.76;-22.53;-7.4;-2.34;-3.07;-0.0
7451;21.21;12.58;-22.53;-8.91;-2.34;-3.07;-0.0
7452;20.13;13.75;-22.53;-9.0;-2.34;-3.07;-0.0
7453;18.57;11.42;-22.53;-5.11;-2.34;-3.07;-0.0
7454;17.36;3.77;-22.53;3.74;-2.34;-3.07;-0.0
7455;18.27;0.42;-17.24;0.34;-1.79;0.0;-0.0
7456;18.53;-0.0;-22.53;6.35;-2.34;-3.07;-0.0
7457;18.83;-0.0;-22.53;6.04;-2.34;-3.07;-0.0
7458;19.44;-0.0;-17.6;0.0;-1.83;-0.21;-0.0
7459;20.47;-0.0;-22.53;4.4;-2.34;-6.4;-0.0
7460;20.9;-0.0;-18.93;0.0;-1.97;-4.32;-0.0
7461;20.69;-0.0;-22.53;4.19;-2.34;-6.4;-0.0
7462;19.87;-0.0;-22.53;5.01;-2.34;-6.4;-0.0
7463;20.43;-0.0;-18.5;0.0;-1.92;-4.07;-0.0
7464;22.63;-0.0;-20.5;0.0;-2.13;-5.22;-0.0
7465;22.46;-0.0;-20.34;0.0;-2.12;-5.13;-0.0
7466;22.59;-0.0;-22.53;2.29;-2.34;-6.4;-0.0
7467;22.76;-0.0;-20.62;0.0;-2.14;-5.29;-0.0
7468;22.89;-0.0;-20.73;0.0;-2.16;-5.36;-0.0
7469;23.24;-0.0;-21.05;0.0;-2.19;-2.21;-0.0
7470;23.11;-0.0;-22.53;1.77;-2.34;-3.07;-0.0
7471;22.54;0.89;-21.22;0.0;-2.21;-2.31;-0.0
7472;21.64;4.8;-22.53;-1.56;-2.34;-3.07;-0.0
7473;22.63;6.62;-22.53;-4.37;-2.34;-3.07;-0.0
7474;22.67;7.5;-22.53;-5.3;-2.34;-3.07;-0.0
7475;22.98;8.34;-22.53;-6.44;-2.34;-3.07;-0.0
7476;22.59;8.76;-22.53;-6.47;-2.34;-3.07;-0.0
7477;22.29;9.93;-22.53;-7.34;-2.34;-3.07;-0.0
7478;21.21;6.1;-22.53;-2.44;-2.34;-3.07;-0.0
7479;21.21;1.12;-20.22;0.0;-2.1;-1.73;-0.0
7480;21.03;-0.0;-19.05;0.0;-1.98;-1.05;-0.0
7481;20.69;-0.0;-22.28;3.91;-2.32;-2.93;-0.0
7482;21.59;-0.0;-22.53;3.28;-2.34;-3.07;-0.0
7483;22.98;-0.0;-22.53;1.9;-2.34;-6.4;-0.0
7484;24.79;-0.0;-22.53;0.08;-2.34;-6.4;-0.0
7485;28.16;-0.0;-22.53;-3.28;-2.34;-6.4;-0.0
7486;27.99;-0.0;-22.53;-3.11;-2.34;-6.4;-0.0
7487;27.17;-0.0;-22.53;-2.29;-2.34;-6.4;-0.0
7488;25.57;-0.0;-22.53;-0.69;-2.34;-6.4;-0.0
7489;24.79;-0.0;-22.46;0.0;-2.34;-6.36;-0.0
7490;24.66;-0.0;-22.34;0.0;-2.32;-6.29;-0.0
7491;22.98;-0.0;-20.81;0.0;-2.16;-5.41;-0.0
7492;22.16;-0.0;-20.07;0.0;-2.09;-4.97;-0.0
7493;21.9;-0.0;-19.83;0.0;-2.06;-1.5;-0.0
7494;21.68;-0.0;-19.64;0.0;-2.04;-1.39;-0.0
7495;20.99;0.09;-19.1;0.0;-1.99;-1.08;-0.0
7496;20.13;1.07;-19.2;0.0;-2.0;-1.14;-0.0
7497;18.27;1.91;-18.28;0.0;-1.9;-0.6;-0.0
7498;19.31;3.31;-20.48;0.0;-2.13;-1.88;-0.0
7499;17.32;3.5;-18.85;0.0;-1.96;-0.94;-0.0
7500;15.12;3.4;-16.77;0.0;-1.74;0.27;-0.0
7501;14.73;3.91;-17.24;0.39;-1.79;0.0;-0.0
7502;15.2;2.61;-17.24;1.22;-1.79;0.0;-0.0
7503;14.94;0.23;-13.75;0.0;-1.43;2.03;-0.0
7504;13.43;-0.0;-12.17;0.0;-1.27;2.94;-0.0
7505;14.17;-0.0;-12.83;0.0;-1.33;2.56;-0.0
7506;17.23;-0.0;-17.24;1.8;-1.79;0.0;-0.0
7507;21.34;-0.0;-19.33;0.0;-2.01;-4.54;-0.0
7508;22.03;-0.0;-19.95;0.0;-2.07;-4.91;-0.0
7509;24.96;-0.0;-22.53;-0.09;-2.34;-6.4;-0.0
7510;26.13;-0.0;-22.53;-1.25;-2.34;-6.4;-0.0
7511;25.87;-0.0;-22.53;-1.0;-2.34;-6.4;-0.0
7512;24.27;-0.0;-21.99;0.0;-2.29;-6.09;-0.0
7513;20.95;-0.0;-18.97;0.0;-1.97;-4.34;-0.0
7514;18.79;-0.0;-17.02;0.0;-1.77;-3.2;-0.0
7515;18.23;-0.0;-16.51;0.0;-1.72;-2.91;-0.0
7516;17.32;-0.0;-15.69;0.0;-1.63;-2.43;-0.0
7517;16.37;-0.0;-14.83;0.0;-1.54;1.4;-0.0
7518;16.46;-0.0;-17.24;2.58;-1.79;0.0;-0.0
7519;16.97;0.28;-15.63;0.0;-1.63;0.93;-0.0
7520;16.15;1.72;-16.19;0.0;-1.68;0.61;-0.0
7521;14.81;2.89;-16.04;0.0;-1.67;0.7;-0.0
7522;14.21;3.91;-17.24;0.91;-1.79;0.0;-0.0
7523;16.71;5.13;-19.78;0.0;-2.06;-1.48;-0.0
7524;19.09;6.34;-22.53;-0.55;-2.34;-3.07;-0.0
7525;19.44;2.47;-19.84;0.0;-2.06;-1.51;-0.0
7526;17.06;0.56;-15.96;0.0;-1.66;0.74;-0.0
7527;15.2;0.05;-17.24;3.78;-1.79;0.0;-0.0
7528;14.55;-0.0;-13.18;0.0;-1.37;2.35;-0.0
7529;13.95;-0.0;-12.64;0.0;-1.31;2.67;-0.0
7530;14.55;-0.0;-13.18;0.0;-1.37;2.35;-0.0
7531;13.43;-0.0;-12.17;0.0;-1.27;-0.39;-0.0
7532;12.96;-0.0;-11.74;0.0;-1.22;-0.14;-0.0
7533;12.7;-0.0;-11.5;0.0;-1.2;-0.0;-0.0
7534;9.98;-0.0;-11.49;2.71;-1.2;0.0;-0.0
7535;7.82;-0.0;-7.08;0.0;-0.74;2.56;-0.0
7536;6.39;-0.0;-5.79;0.0;-0.6;3.31;-0.0
7537;5.61;-0.0;-5.09;0.0;-0.53;3.72;-0.0
7538;5.79;-0.0;-5.24;0.0;-0.55;3.63;-0.0
7539;6.35;-0.0;-11.49;6.34;-1.2;0.0;-0.0
7540;7.69;-0.0;-6.96;0.0;-0.72;2.63;-0.0
7541;9.5;-0.0;-8.61;0.0;-0.89;5.01;-0.0
7542;11.4;-0.0;-22.53;13.47;-2.34;-3.07;-0.0
7543;12.35;0.05;-17.24;6.63;-1.79;0.0;-0.0
7544;11.83;0.98;-11.61;0.0;-1.21;3.27;-0.0
7545;13.82;2.66;-16.95;2.24;-1.76;0.17;-0.0
7546;14.73;5.36;-18.19;0.0;-1.89;-0.55;-0.0
7547;15.42;8.43;-21.61;0.0;-2.25;-2.53;-0.0
7548;15.46;9.09;-22.24;0.0;-2.31;-2.9;-0.0
7549;14.17;6.9;-19.08;0.0;-1.98;-1.07;-0.0
7550;11.66;2.7;-13.01;0.0;-1.35;2.45;-0.0
7551;11.79;0.19;-10.85;0.0;-1.13;3.71;-0.0
7552;12.7;-0.0;-11.5;0.0;-1.2;3.33;-0.0
7553;12.7;-0.0;-22.53;12.18;-2.34;-3.07;-0.0
7554;13.65;-0.0;-17.24;5.38;-1.79;0.0;-0.0
7555;13.95;-0.0;0.0;-13.95;0.0;6.67;-0.0
7556;12.57;-0.0;0.0;-12.57;0.0;6.67;-0.0
7557;11.66;-0.0;0.0;-11.66;0.0;6.67;-0.0
7558;10.24;-0.0;0.0;-10.24;0.0;6.67;-0.0
7559;8.34;-0.0;0.0;-8.34;0.0;6.67;-0.0
7560;7.95;-0.0;-7.2;0.0;-0.75;2.49;-0.0
7561;8.29;-0.0;-7.51;0.0;-0.78;2.31;-0.0
7562;8.59;-0.0;-7.79;0.0;-0.81;2.15;-0.0
7563;8.29;-0.0;-7.51;0.0;-0.78;2.31;-0.0
7564;7.82;-0.0;-7.08;0.0;-0.74;2.56;-0.0
7565;7.6;-0.0;-6.89;0.0;-0.72;6.01;-0.0
7566;7.6;-0.0;-6.89;0.0;-0.72;6.01;-0.0
7567;7.43;0.23;-6.94;0.0;-0.72;5.97;-0.0
7568;7.08;2.19;-8.4;0.0;-0.87;5.13;-0.0
7569;7.34;5.31;-11.46;0.0;-1.19;3.35;-0.0
7570;8.03;8.95;-15.38;0.0;-1.6;1.08;-0.0
7571;8.9;10.67;-17.73;0.0;-1.84;-0.28;-0.0
7572;8.9;9.93;-17.05;0.0;-1.77;0.11;-0.0
7573;8.03;10.44;-16.73;0.0;-1.74;0.29;-0.0
7574;7.51;5.69;-11.96;0.0;-1.24;3.06;-0.0
7575;8.98;0.84;-8.9;0.0;-0.93;4.84;-0.0
7576;10.06;-0.0;-9.12;0.0;-0.95;4.71;-0.0
7577;10.67;-0.0;-9.66;0.0;-1.0;4.39;-0.0
7578;10.84;-0.0;-9.82;0.0;-1.02;4.3;-0.0
7579;10.32;-0.0;-9.35;0.0;-0.97;1.24;-0.0
7580;10.11;-0.0;-9.15;0.0;-0.95;1.36;-0.0
7581;10.8;-0.0;-9.78;0.0;-1.02;0.99;-0.0
7582;11.66;-0.0;-11.49;1.03;-1.2;0.0;-0.0
7583;12.48;-0.0;-11.49;0.21;-1.2;0.0;-0.0
7584;11.75;-0.0;-11.49;0.94;-1.2;0.0;-0.0
7585;11.27;-0.0;-22.53;13.6;-2.34;-6.4;-0.0
7586;10.28;-0.0;-11.49;2.41;-1.2;0.0;-0.0
7587;9.37;-0.0;-11.49;3.32;-1.2;0.0;-0.0
7588;8.29;-0.0;-11.49;4.4;-1.2;0.0;-0.0
7589;8.38;-0.0;-7.59;0.0;-0.79;5.6;-0.0
7590;8.25;-0.0;-12.51;5.56;-1.3;2.75;-0.0
7591;8.21;0.14;-22.53;16.53;-2.34;-3.07;-0.0
7592;8.08;1.63;-17.24;9.32;-1.79;0.0;-0.0
7593;8.72;3.36;-17.24;6.95;-1.79;0.0;-0.0
7594;12.22;5.08;-17.24;1.73;-1.79;0.0;-0.0
7595;13.22;3.91;-17.24;1.9;-1.79;0.0;-0.0
7596;16.54;1.54;-22.53;6.8;-2.34;-3.07;-0.0
7597;19.65;1.82;-22.53;3.41;-2.34;-3.07;-0.0
7598;22.42;0.84;-22.53;1.62;-2.34;-3.07;-0.0
7599;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-8.34
7600;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-12.79
7601;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-12.35
7602;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-10.06
7603;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-9.33
7604;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.15
7605;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.76
7606;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.06
7607;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.97
7608;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.92
7609;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-13.43
7610;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-14.38
7611;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-14.86
7612;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-15.03
7613;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-14.86
7614;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-14.47
7615;24.64;0.23;-22.53;0.0;-2.34;-3.07;-14.4
7616;21.66;3.22;-22.53;0.0;-2.34;-3.07;-16.69
7617;12.9;11.98;-22.53;0.0;-2.34;-3.07;-24.89
7618;18.94;16.26;-22.53;-10.33;-2.34;-3.07;-18.33
7619;26.91;17.89;-22.53;-19.93;-2.34;-3.07;-9.41
7620;28.73;16.08;-22.53;-19.93;-2.34;-3.07;-7.16
7621;33.64;9.74;-22.53;-18.51;-2.34;-3.07;-0.0
7622;30.49;3.45;-22.53;-9.06;-2.34;-3.07;-0.0
7623;26.73;0.09;-22.53;-1.95;-2.34;-3.07;-0.0
7624;21.77;-0.0;-19.72;0.0;-2.05;-1.44;-0.0
7625;18.83;-0.0;-17.06;0.0;-1.77;0.11;-0.0
7626;17.41;-0.0;-15.77;0.0;-1.64;0.85;-0.0
7627;16.41;-0.0;-14.87;0.0;-1.55;-1.96;-0.0
7628;16.89;-0.0;-15.3;0.0;-1.59;-2.21;-0.0
7629;18.14;-0.0;-16.43;0.0;-1.71;-2.86;-0.0
7630;19.31;-0.0;-17.49;0.0;-1.82;-3.48;-0.0
7631;17.45;-0.0;-15.8;0.0;-1.64;-2.5;-0.0
7632;16.37;-0.0;-14.83;0.0;-1.54;-1.93;-0.0
7633;14.51;-0.0;-13.14;0.0;-1.37;-0.96;-0.0
7634;13.04;-0.0;-11.81;0.0;-1.23;-0.19;-0.0
7635;10.58;-0.0;-9.58;0.0;-1.0;1.11;-0.0
7636;8.08;-0.0;-7.32;0.0;-0.76;2.42;-0.0
7637;7.0;-0.0;-6.34;0.0;-0.66;6.32;-0.0
7638;6.95;-0.0;-6.3;0.0;-0.65;6.35;-0.0
7639;6.65;0.23;-13.23;7.73;-1.38;2.32;-0.0
7640;5.44;3.03;-7.67;0.0;-0.8;5.55;-0.0
7641;4.92;6.71;-10.54;0.0;-1.1;3.89;-0.0
7642;6.95;9.46;-17.24;2.62;-1.79;0.0;-0.0
7643;10.58;9.83;-18.49;0.0;-1.92;-0.73;-0.0
7644;12.65;6.24;-17.12;0.0;-1.78;0.07;-0.0
7645;14.81;6.01;-18.86;0.0;-1.96;-0.94;-0.0
7646;17.49;4.15;-19.6;0.0;-2.04;-1.37;-0.0
7647;19.74;0.33;-18.17;0.0;-1.89;-0.54;-0.0
7648;18.79;-0.0;-17.02;0.0;-1.77;0.13;-0.0
7649;17.71;-0.0;-17.24;1.32;-1.79;0.0;-0.0
7650;18.57;-0.0;-16.82;0.0;-1.75;0.24;-0.0
7651;20.04;-0.0;-18.15;0.0;-1.89;-3.86;-0.0
7652;20.3;-0.0;-18.39;0.0;-1.91;-4.0;-0.0
7653;25.05;-0.0;-22.53;-0.17;-2.34;-6.4;-0.0
7654;23.97;-0.0;-21.71;0.0;-2.26;-5.93;-0.0
7655;24.01;-0.0;-21.75;0.0;-2.26;-5.95;-0.0
7656;27.43;-0.0;-22.53;-2.55;-2.34;-6.4;-0.0
7657;27.86;-0.0;-22.53;-2.98;-2.34;-6.4;-0.0
7658;28.42;-0.0;-22.53;-3.54;-2.34;-6.4;-0.0
7659;27.3;-0.0;-22.53;-2.42;-2.34;-6.4;-0.0
7660;23.97;-0.0;-21.71;0.0;-2.26;-5.93;-0.0
7661;19.82;-0.0;-17.96;0.0;-1.87;-0.42;-0.0
7662;14.77;-0.0;-13.38;0.0;-1.39;2.24;-0.0
7663;10.71;1.03;-10.63;0.0;-1.11;3.83;-0.0
7664;6.78;7.88;-13.28;0.0;-1.38;2.3;-0.0
7665;4.28;13.0;-15.65;0.0;-1.63;0.92;-0.0
7666;4.02;15.43;-17.61;0.0;-1.83;-0.22;-0.0
7667;2.81;16.26;-17.27;0.0;-1.8;-0.02;-0.0
7668;2.07;12.35;-13.06;0.0;-1.36;2.42;-0.0
7669;1.6;7.55;-8.29;0.0;-0.86;5.19;-0.0
7670;1.77;3.12;-5.01;0.63;-0.52;7.09;-0.0
7671;2.46;0.28;-5.01;2.79;-0.52;7.09;-0.0
7672;3.37;-0.0;-5.01;2.16;-0.52;7.09;-0.0
7673;4.45;-0.0;-5.01;1.08;-0.52;7.09;-0.0
7674;5.31;-0.0;-5.01;0.22;-0.52;7.09;-0.0
7675;5.36;-0.0;-5.01;0.17;-0.52;3.76;-0.0
7676;5.1;-0.0;-5.01;0.43;-0.52;3.76;-0.0
7677;5.27;-0.0;-5.01;0.26;-0.52;3.76;-0.0
7678;5.44;-0.0;-5.01;0.09;-0.52;3.76;-0.0
7679;5.36;-0.0;-5.01;0.17;-0.52;3.76;-0.0
7680;5.53;-0.0;-5.01;0.0;-0.52;3.76;-0.0
7681;6.13;-0.0;-5.56;0.0;-0.58;3.44;-0.0
7682;6.82;-0.0;-6.18;0.0;-0.64;3.08;-0.0
7683;6.61;-0.0;-5.99;0.0;-0.62;3.19;-0.0
7684;6.56;-0.0;-11.49;6.12;-1.2;0.0;-0.0
7685;6.78;-0.0;-17.24;12.25;-1.79;0.0;-0.0
7686;7.39;-0.0;-17.24;11.65;-1.79;0.0;-0.0
7687;7.95;0.23;-7.41;0.0;-0.77;5.7;-0.0
7688;7.0;3.03;-9.08;0.0;-0.94;4.73;-0.0
7689;6.52;7.46;-17.24;5.05;-1.79;0.0;-0.0
7690;6.82;11.28;-16.4;0.0;-1.7;0.49;-0.0
7691;8.03;12.35;-18.46;0.0;-1.92;-0.71;-0.0
7692;8.72;11.7;-18.5;0.0;-1.92;-0.73;-0.0
7693;7.64;8.67;-14.78;0.0;-1.54;1.43;-0.0
7694;6.31;4.38;-14.18;4.96;-1.47;1.78;-0.0
7695;7.3;0.33;-6.91;0.0;-0.72;5.99;-0.0
7696;7.73;-0.0;-7.0;0.0;-0.73;5.94;-0.0
7697;6.35;-0.0;-5.75;0.0;-0.6;6.66;-0.0
7698;4.1;-0.0;-5.01;1.42;-0.52;7.09;-0.0
7699;3.2;-0.0;-5.01;2.33;-0.52;3.76;-0.0
7700;3.84;-0.0;-5.01;1.68;-0.52;3.76;-0.0
7701;4.58;-0.0;-5.01;0.95;-0.52;3.76;-0.0
7702;4.36;-0.0;-5.01;1.17;-0.52;3.76;-0.0
7703;3.67;-0.0;-5.01;1.86;-0.52;3.76;-0.0
7704;2.76;-0.0;-5.01;2.76;-0.52;3.76;-0.0
7705;1.99;-0.0;-5.01;3.54;-0.52;3.76;-0.0
7706;1.94;-0.0;-5.01;3.58;-0.52;3.76;-0.0
7707;2.07;-0.0;-5.01;3.45;-0.52;3.76;-0.0
7708;2.29;-0.0;-5.01;3.24;-0.52;3.76;-0.0
7709;2.76;-0.0;-5.01;2.76;-0.52;7.09;-0.0
7710;3.5;-0.0;-5.01;2.03;-0.52;7.09;-0.0
7711;4.45;0.19;-5.01;0.89;-0.52;7.09;-0.0
7712;5.01;2.19;-6.52;0.0;-0.68;6.22;-0.0
7713;6.22;6.99;-11.97;0.0;-1.24;3.06;-0.0
7714;7.08;11.18;-16.55;0.0;-1.72;0.4;-0.0
7715;8.64;3.26;-10.78;0.0;-1.12;3.75;-0.0
7716;9.2;1.72;-9.89;0.0;-1.03;4.26;-0.0
7717;9.54;1.21;-9.74;0.0;-1.01;4.35;-0.0
7718;11.66;0.47;-10.98;0.0;-1.14;3.63;-0.0
7719;15.42;-0.0;-13.97;0.0;-1.45;1.9;-0.0
7720;16.67;-0.0;-15.1;0.0;-1.57;1.24;-0.0
7721;18.23;-0.0;-16.51;0.0;-1.72;0.42;-0.0
7722;23.24;-0.0;-21.05;0.0;-2.19;-2.21;-0.0
7723;-0.0;-0.0;0.0;0.0;0.0;6.67;-26.47
7724;-0.0;-0.0;0.0;0.0;0.0;6.67;-26.43
7725;-0.0;-0.0;0.0;0.0;0.0;6.67;-25.01
7726;6.47;-0.0;0.0;-6.47;0.0;6.67;-14.08
7727;-0.0;-0.0;0.0;0.0;0.0;6.67;-19.87
7728;20.56;-0.0;-22.53;4.32;-2.34;-6.4;-0.0
7729;22.72;-0.0;-22.53;2.16;-2.34;-6.4;-0.0
7730;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.9
7731;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-2.85
7732;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-4.28
7733;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-5.01
7734;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-5.92
7735;23.38;1.49;-22.53;0.0;-2.34;-3.07;-7.67
7736;15.79;9.09;-22.53;0.0;-2.34;-3.07;-15.31
7737;8.01;16.87;-22.53;0.0;-2.34;-3.07;-22.49
7738;3.72;21.16;-22.53;0.0;-2.34;-3.07;-26.3
7739;11.35;21.95;-22.53;-8.42;-2.34;-3.07;-18.88
7740;25.05;19.76;-22.53;-19.93;-2.34;-3.07;-4.28
7741;28.29;13.14;-22.53;-16.56;-2.34;-3.07;-0.0
7742;26.73;2.89;-22.53;-4.75;-2.34;-3.07;-0.0
7743;23.84;-0.0;-22.53;1.03;-2.34;-3.07;-0.0
7744;25.18;-0.0;-22.53;-0.3;-2.34;-3.07;-0.0
7745;24.79;-0.0;-22.53;0.08;-2.34;-3.07;-0.0
7746;23.02;-0.0;-22.53;1.86;-2.34;-3.07;-0.0
7747;22.11;-0.0;-22.53;2.76;-2.34;-6.4;-0.0
7748;22.16;-0.0;-22.53;2.72;-2.34;-6.4;-0.0
7749;22.11;-0.0;-22.53;2.76;-2.34;-6.4;-0.0
7750;23.11;-0.0;-22.53;1.77;-2.34;-6.4;-0.0
7751;23.62;-0.0;-22.53;1.25;-2.34;-6.4;-0.0
7752;24.06;-0.0;-22.53;0.82;-2.34;-6.4;-0.0
7753;25.05;-0.0;-22.53;-0.17;-2.34;-6.4;-0.0
7754;25.14;-0.0;-22.53;-0.26;-2.34;-6.4;-0.0
7755;27.55;-0.0;-22.53;-2.68;-2.34;-6.4;-0.0
7756;28.89;-0.0;-22.53;-4.02;-2.34;-6.4;-0.0
7757;29.11;-0.0;-22.53;-4.23;-2.34;-3.07;-0.0
7758;28.03;-0.0;-22.53;-3.15;-2.34;-3.07;-0.0
7759;26.82;-0.0;-22.53;-1.95;-2.34;-3.07;-0.0
7760;26.04;0.56;-22.53;-1.73;-2.34;-3.07;-0.0
7761;26.17;2.19;-22.53;-3.49;-2.34;-3.07;-0.0
7762;26.69;4.47;-22.53;-6.29;-2.34;-3.07;-0.0
7763;25.44;7.22;-22.53;-7.79;-2.34;-3.07;-0.0
7764;22.59;8.95;-22.53;-6.66;-2.34;-3.07;-0.0
7765;18.74;8.53;-22.53;-2.4;-2.34;-3.07;-0.0
7766;15.2;4.66;-17.99;0.0;-1.87;-0.44;-0.0
7767;13.47;0.19;-12.37;0.0;-1.29;2.82;-0.0
7768;13.17;-0.0;-11.93;0.0;-1.24;3.08;-0.0
7769;12.31;-0.0;-11.15;0.0;-1.16;3.53;-0.0
7770;10.54;-0.0;-9.55;0.0;-0.99;4.46;-0.0
7771;8.85;-0.0;-8.02;0.0;-0.83;2.01;-0.0
7772;6.91;-0.0;-6.26;0.0;-0.65;3.04;-0.0
7773;4.97;-0.0;-5.01;0.56;-0.52;3.76;-0.0
7774;3.46;-0.0;-5.01;2.07;-0.52;3.76;-0.0
7775;2.29;-0.0;-5.01;3.24;-0.52;3.76;-0.0
7776;1.34;-0.0;-5.01;4.19;-0.52;3.76;-0.0
7777;0.73;-0.0;-5.01;4.79;-0.52;3.76;-0.0
7778;0.39;-0.0;-5.01;5.14;-0.52;3.76;-0.0
7779;0.26;-0.0;-5.01;5.27;-0.52;3.76;-0.0
7780;0.26;-0.0;-5.01;5.27;-0.52;3.76;-0.0
7781;0.69;-0.0;-5.01;4.84;-0.52;7.09;-0.0
7782;1.86;-0.0;-5.01;3.67;-0.52;7.09;-0.0
7783;3.63;-0.0;-5.01;1.9;-0.52;7.09;-0.0
7784;4.88;1.07;-5.39;0.0;-0.56;6.87;-0.0
7785;6.39;2.84;-8.36;0.0;-0.87;5.15;-0.0
7786;7.73;5.5;-11.98;0.0;-1.25;3.05;-0.0
7787;8.21;8.81;-15.41;0.0;-1.6;1.06;-0.0
7788;8.72;9.69;-16.81;0.14;-1.75;0.25;-0.0
7789;9.24;6.34;-14.11;0.0;-1.47;1.81;-0.0
7790;8.55;2.52;-10.03;0.0;-1.04;4.18;-0.0
7791;9.2;0.05;-8.37;0.0;-0.87;5.14;-0.0
7792;10.24;-0.0;-9.27;0.0;-0.96;4.62;-0.0
7793;11.06;-0.0;-10.01;0.0;-1.04;4.19;-0.0
7794;12.27;-0.0;-11.11;0.0;-1.16;3.55;-0.0
7795;12.35;-0.0;-11.19;0.0;-1.16;0.18;-0.0
7796;11.66;-0.0;-10.56;0.0;-1.1;0.54;-0.0
7797;11.01;-0.0;-9.98;0.0;-1.04;0.88;-0.0
7798;9.98;-0.0;-9.04;0.0;-0.94;1.42;-0.0
7799;8.72;-0.0;-7.9;0.0;-0.82;2.08;-0.0
7800;7.73;-0.0;-7.0;0.0;-0.73;2.6;-0.0
7801;6.31;-0.0;-5.71;0.0;-0.59;3.35;-0.0
7802;4.92;-0.0;-5.01;0.6;-0.52;3.76;-0.0
7803;3.67;-0.0;-5.01;1.86;-0.52;3.76;-0.0
7804;3.28;-0.0;-5.01;2.25;-0.52;3.76;-0.0
7805;3.37;-0.0;-5.01;2.16;-0.52;7.09;-0.0
7806;3.71;-0.0;-5.01;1.81;-0.52;7.09;-0.0
7807;3.28;0.28;-5.01;1.97;-0.52;7.09;-0.0
7808;2.2;2.28;-5.01;1.04;-0.52;7.09;-0.0
7809;1.38;4.89;-5.68;0.0;-0.59;6.7;-0.0
7810;1.43;5.31;-6.1;0.0;-0.63;6.46;-0.0
7811;1.43;6.15;-6.86;0.0;-0.71;6.02;-0.0
7812;1.86;2.89;-5.01;0.78;-0.52;7.09;-0.0
7813;4.53;1.35;-17.24;13.15;-1.79;0.0;-0.0
7814;4.84;1.17;-17.24;13.03;-1.79;0.0;-0.0
7815;8.42;0.05;-7.67;0.0;-0.8;5.55;-0.0
7816;12.96;-0.0;-11.74;0.0;-1.22;3.19;-0.0
7817;15.72;-0.0;-14.24;0.0;-1.48;1.74;-0.0
7818;17.84;-0.0;-16.16;0.0;-1.68;0.63;-0.0
7819;19.0;-0.0;-17.21;0.0;-1.79;-3.32;-0.0
7820;22.67;-0.0;-20.54;0.0;-2.14;-5.25;-0.0
7821;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.9
7822;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-2.55
