;on_wind;pv;battery storage;hydrogen_storage;Curtailment
1715;28.56;0.0;19.93;182.22;28.56
1716;39.37;0.0;19.93;182.22;39.37
1717;35.2;0.0;19.93;182.22;35.2
1718;24.01;0.0;19.93;182.22;24.01
1719;16.9;0.0;19.93;182.22;16.9
1720;11.19;0.0;19.93;182.22;11.19
1721;7.78;0.0;19.93;182.22;7.78
1722;6.05;0.0;19.93;182.22;6.05
1723;4.19;0.0;19.93;185.55;4.19
1724;1.56;0.0;19.93;185.55;1.56
1725;0.13;0.0;19.93;185.55;0.13
1726;0.0;0.0;19.93;185.19;0.0
1727;2.59;0.0;19.93;185.55;2.59
1728;4.8;0.0;19.93;185.55;4.8
1729;5.53;0.0;19.93;185.55;5.53
1730;4.84;0.0;19.93;185.55;4.84
1731;5.79;0.0;19.93;185.55;5.79
1732;6.39;0.0;19.93;185.55;6.39
1733;6.18;0.0;19.93;182.22;6.18
1734;8.55;0.0;19.93;182.22;8.55
1735;11.53;0.0;19.93;182.22;11.53
1736;14.11;0.0;19.93;182.22;14.11
1737;21.37;0.0;19.93;182.22;21.37
1738;8.83;0.0;19.93;182.22;8.83
1739;6.76;0.0;19.93;182.22;6.76
1740;16.51;0.0;19.93;182.22;16.51
1741;18.13;0.0;19.93;182.22;18.13
1742;18.44;0.0;19.93;182.22;18.44
1743;17.08;0.0;19.93;182.22;17.08
1744;6.15;0.0;19.93;182.22;6.15
1745;0.0;0.0;19.93;181.74;0.0
1746;0.0;0.0;19.93;179.25;0.0
1747;0.0;0.0;19.93;181.17;0.0
1748;0.0;0.0;19.93;180.74;0.0
1749;0.0;0.0;19.93;180.36;0.0
1750;0.0;0.0;19.93;180.17;0.0
1751;0.0;0.0;19.93;180.02;0.0
1752;0.0;0.0;19.93;180.86;0.0
1753;0.0;0.0;19.93;181.42;0.0
1754;0.0;0.0;19.93;180.86;0.0
1755;0.0;0.0;19.93;179.24;0.0
1756;0.0;0.0;19.93;178.38;0.0
1757;0.0;0.0;19.93;174.21;0.0
1758;0.0;0.0;19.93;174.85;0.0
1759;0.0;0.0;19.93;177.21;0.0
1760;3.69;0.0;19.93;182.22;3.69
1761;9.43;0.0;19.93;182.22;9.43
1762;8.23;0.0;19.93;182.22;8.23
1763;4.01;0.0;19.93;182.22;4.01
1764;2.48;0.0;19.93;182.22;2.48
1765;0.0;0.0;19.93;182.2;0.0
1766;0.0;0.0;19.93;179.93;0.0
1767;0.0;0.0;19.93;176.98;0.0
1768;0.0;0.0;19.93;173.46;0.0
1769;0.0;0.0;19.67;172.05;0.0
1770;0.0;0.0;19.93;172.21;0.0
1771;0.0;0.0;19.93;176.41;0.0
1772;0.0;0.0;19.93;177.79;0.0
1773;0.0;0.0;19.93;178.77;0.0
1774;0.0;0.0;19.93;179.38;0.0
1775;0.0;0.0;19.93;180.24;0.0
1776;0.0;0.0;19.93;180.97;0.0
1777;0.0;0.0;19.93;181.24;0.0
1778;0.0;0.0;19.93;180.81;0.0
1779;0.0;0.0;19.93;180.36;0.0
1780;0.0;0.0;19.93;180.22;0.0
1781;0.0;0.0;19.93;176.73;0.0
1782;0.0;0.0;19.93;176.59;0.0
1783;0.0;0.0;19.93;177.57;0.0
1784;0.0;0.0;19.93;180.24;0.0
1785;6.45;0.0;19.93;182.22;6.45
1786;10.61;0.0;19.93;182.22;10.61
1787;13.48;0.0;19.93;182.22;13.48
1788;11.49;0.0;19.93;182.22;11.49
1789;8.2;0.0;19.93;182.22;8.2
1790;5.17;0.0;19.93;182.22;5.17
1791;2.49;0.0;19.93;182.22;2.49
1792;0.01;0.0;19.93;182.22;0.01
1793;0.0;0.0;19.93;181.24;0.0
1794;0.0;0.0;19.93;180.72;0.0
1795;0.0;0.0;19.93;183.99;0.0
1796;0.0;0.0;19.93;183.81;0.0
1797;0.0;0.0;19.93;183.92;0.0
1798;0.0;0.0;19.93;183.87;0.0
1799;0.0;0.0;19.93;183.26;0.0
1800;0.0;0.0;19.93;182.38;0.0
1801;0.0;0.0;19.93;183.15;0.0
1802;0.0;0.0;19.93;183.35;0.0
1803;0.0;0.0;19.93;182.4;0.0
1804;0.0;0.0;19.93;182.22;0.0
1805;0.0;0.0;19.93;178.91;0.0
1806;0.0;0.0;19.93;180.08;0.0
1807;0.0;0.0;19.93;181.69;0.0
1808;2.19;0.0;19.93;182.22;2.19
1809;10.41;0.0;19.93;182.22;10.41
1810;11.93;0.0;19.93;182.22;11.93
1811;9.83;0.0;19.93;182.22;9.83
1812;1.89;0.0;19.93;182.22;1.89
1813;0.0;0.0;19.93;178.55;0.0
1814;0.0;0.0;19.93;176.13;0.0
1815;0.0;0.0;19.93;175.85;0.0
1816;0.0;0.0;19.93;176.61;0.0
1817;0.0;0.0;19.93;177.14;0.0
1818;0.0;0.0;19.93;177.0;0.0
1819;0.0;0.0;19.93;180.61;0.0
1820;0.0;0.0;19.93;180.83;0.0
1821;0.0;0.0;19.93;180.9;0.0
1822;0.0;0.0;19.93;180.27;0.0
1823;0.0;0.0;19.93;180.42;0.0
1824;0.0;0.0;19.93;181.54;0.0
1825;0.0;0.0;19.93;181.2;0.0
1826;0.0;0.0;19.93;180.81;0.0
1827;0.0;0.0;19.93;180.86;0.0
1828;0.0;0.0;19.93;180.11;0.0
1829;0.0;0.0;19.93;176.27;0.0
1830;0.0;0.0;19.93;176.16;0.0
1831;0.0;0.0;19.93;177.48;0.0
1832;0.0;0.0;19.93;179.69;0.0
1833;0.6;0.0;19.93;182.22;0.6
1834;8.01;0.0;19.93;182.22;8.01
1835;7.73;0.0;24.51;182.22;7.73
1836;5.96;0.0;23.71;182.22;5.96
1837;1.81;0.0;19.93;182.22;1.81
1838;0.0;0.0;19.93;177.97;0.0
1839;0.0;0.0;19.93;173.43;0.0
1840;0.0;0.0;17.78;172.05;0.0
1841;0.0;0.0;17.08;172.05;0.0
1842;0.0;0.0;18.5;172.05;0.0
1843;6.09;0.0;19.93;172.48;6.09
1844;7.86;0.0;19.93;172.48;7.86
1845;8.85;0.0;19.93;172.48;8.85
1846;9.59;0.0;19.93;172.48;9.59
1847;10.19;0.0;19.93;172.48;10.19
1848;0.0;0.0;19.93;178.13;0.0
1849;0.0;0.0;19.93;178.5;0.0
1850;0.0;0.0;19.93;178.54;0.0
1851;0.0;0.0;19.93;178.36;0.0
1852;0.0;0.0;19.93;178.36;0.0
1853;0.0;0.0;19.93;174.69;0.0
1854;0.0;0.0;19.93;174.12;0.0
1855;0.0;0.0;19.93;174.45;0.0
1856;0.0;0.0;19.93;177.63;0.0
1857;0.0;0.0;19.93;180.58;0.0
1858;0.0;0.0;19.93;182.0;0.0
1859;2.05;0.0;19.93;182.22;2.05
1860;0.01;0.0;19.93;182.22;0.01
1861;0.0;0.0;19.93;179.1;0.0
1862;0.0;0.0;19.93;175.98;0.0
1863;0.0;0.0;19.93;173.34;0.0
1864;0.0;0.0;19.93;172.39;0.0
1865;0.0;0.0;19.93;172.28;0.0
1866;0.0;0.0;19.93;172.51;0.0
1867;0.0;0.0;19.93;175.64;0.0
1868;0.0;0.0;19.5;175.39;0.0
1869;0.0;0.0;19.54;175.39;0.0
1870;0.0;0.0;19.93;175.98;0.0
1871;0.0;0.0;19.93;176.91;0.0
1872;0.0;0.0;19.93;177.47;0.0
1873;0.0;0.0;19.93;177.09;0.0
1874;0.0;0.0;19.93;176.66;0.0
1875;0.0;0.0;19.93;176.48;0.0
1876;0.0;0.0;19.93;176.09;0.0
1877;0.0;0.0;19.93;172.87;0.0
1878;0.0;0.0;19.93;173.55;0.0
1879;0.0;0.0;19.93;174.41;0.0
1880;0.0;0.0;19.93;177.18;0.0
1881;1.64;0.0;19.93;182.22;1.64
1882;7.14;0.0;19.93;182.22;7.14
1883;6.05;0.0;19.93;182.22;6.05
1884;3.55;0.0;19.93;182.22;3.55
1885;5.79;0.0;19.93;182.22;5.79
1886;2.47;0.0;19.93;182.22;2.47
1887;0.0;0.0;19.93;180.16;0.0
1888;0.0;0.0;19.93;177.16;0.0
1889;0.0;0.0;19.93;175.37;0.0
1890;0.0;0.0;19.93;174.73;0.0
1891;0.0;0.0;19.93;178.93;0.0
1892;0.0;0.0;19.93;179.52;0.0
1893;0.0;0.0;19.93;179.4;0.0
1894;0.0;0.0;19.93;179.29;0.0
1895;0.0;0.0;19.93;178.27;0.0
1896;0.0;0.0;19.93;177.95;0.0
1897;0.0;0.0;19.93;177.77;0.0
1898;0.0;0.0;19.93;177.63;0.0
1899;0.0;0.0;19.93;177.43;0.0
1900;0.0;0.0;19.93;177.07;0.0
1901;0.0;0.0;19.93;174.12;0.0
1902;0.0;0.0;19.93;174.42;0.0
1903;0.0;0.0;19.93;175.01;0.0
1904;0.0;0.0;19.93;176.29;0.0
1905;0.0;0.0;19.93;177.64;0.0
1906;0.0;0.0;19.93;179.13;0.0
1907;0.0;0.0;19.93;180.62;0.0
1908;0.0;0.0;19.93;180.94;0.0
1909;0.0;0.0;19.93;180.31;0.0
1910;0.0;0.0;19.93;178.17;0.0
1911;0.0;0.0;19.93;176.85;0.0
1912;0.0;0.0;19.93;176.71;0.0
1913;0.0;0.0;19.93;176.82;0.0
1914;0.0;0.0;19.93;177.91;0.0
1915;0.0;0.0;19.93;182.63;0.0
1916;0.0;0.0;19.93;183.46;0.0
1917;0.0;0.0;19.93;183.22;0.0
1918;0.0;0.0;19.93;182.53;0.0
1919;0.0;0.0;19.93;182.33;0.0
1920;0.0;0.0;19.93;182.31;0.0
1921;0.0;0.0;19.93;181.85;0.0
1922;0.0;0.0;19.93;180.47;0.0
1923;0.0;0.0;19.93;179.74;0.0
1924;0.0;0.0;19.93;180.04;0.0
1925;0.0;0.0;19.93;178.3;0.0
1926;0.0;0.0;19.93;180.08;0.0
1927;5.19;0.0;19.93;182.22;5.19
1928;19.96;0.0;19.93;182.22;19.96
1929;23.37;0.0;19.93;182.22;23.37
1930;19.33;0.0;19.93;182.22;19.33
1931;15.02;0.0;19.93;182.22;15.02
1932;16.21;0.0;19.93;182.22;16.21
1933;13.12;0.0;19.93;182.22;13.12
1934;4.92;0.0;19.93;182.22;4.92
1935;2.37;0.0;19.93;182.22;2.37
1936;1.74;0.0;19.93;182.22;1.74
1937;1.82;0.0;19.93;182.22;1.82
1938;0.65;0.0;19.93;182.22;0.65
1939;0.17;0.0;19.93;185.55;0.17
1940;0.0;0.0;19.93;185.33;0.0
1941;0.0;0.0;19.93;184.19;0.0
1942;0.0;0.0;19.93;184.05;0.0
1943;0.0;0.0;19.93;185.14;0.0
1944;2.2;0.0;19.93;185.55;2.2
1945;2.38;0.0;19.93;185.55;2.38
1946;3.76;0.0;19.93;185.55;3.76
1947;3.24;0.0;19.93;185.55;3.24
1948;4.23;0.0;19.93;185.55;4.23
1949;4.93;0.0;19.93;182.22;4.93
1950;6.55;0.0;19.93;182.22;6.55
1951;9.74;0.0;19.93;182.22;9.74
1952;18.73;0.0;19.93;182.22;18.73
1953;28.37;0.0;19.93;182.22;28.37
1954;31.61;0.0;21.15;182.22;31.61
1955;31.61;0.0;19.93;182.22;31.61
1956;21.65;0.0;19.93;182.22;21.65
1957;16.12;0.0;19.93;182.22;16.12
1958;7.51;0.0;19.93;182.22;7.51
1959;2.51;0.0;19.93;182.22;2.51
1960;0.0;0.0;19.93;179.37;0.0
1961;0.0;0.0;19.93;177.75;0.0
1962;0.0;0.0;19.93;178.68;0.0
1963;0.0;0.0;19.93;181.67;0.0
1964;0.0;0.0;19.93;181.99;0.0
1965;0.0;0.0;19.93;183.08;0.0
1966;0.0;0.0;19.93;183.69;0.0
1967;0.43;0.0;19.93;185.55;0.43
1968;1.9;0.0;19.93;185.55;1.9
1969;0.43;0.0;19.93;185.55;0.43
1970;0.0;0.0;19.93;185.51;0.0
1971;0.82;0.0;19.93;185.55;0.82
1972;3.63;0.0;19.93;185.55;3.63
1973;3.33;0.0;19.93;182.22;3.33
1974;3.66;0.0;19.93;182.22;3.66
1975;9.25;0.0;19.93;182.22;9.25
1976;22.2;0.0;19.93;182.22;22.2
1977;32.69;0.0;25.3;182.22;32.69
1978;33.34;0.0;29.63;182.22;33.34
1979;32.91;0.0;29.12;182.22;32.91
1980;31.92;0.0;25.21;182.22;31.92
1981;27.64;0.0;19.93;182.22;27.64
1982;16.61;0.0;19.93;182.22;16.61
1983;5.15;0.0;19.93;182.22;5.15
1984;0.0;0.0;19.93;180.13;0.0
1985;0.0;0.0;19.93;178.68;0.0
1986;0.0;0.0;19.93;177.91;0.0
1987;0.0;0.0;19.93;180.95;0.0
1988;0.0;0.0;19.93;181.24;0.0
1989;0.0;0.0;19.93;181.79;0.0
1990;0.0;0.0;19.93;182.56;0.0
1991;0.0;0.0;19.93;183.19;0.0
1992;0.0;0.0;19.93;183.85;0.0
1993;0.0;0.0;19.93;184.35;0.0
1994;0.0;0.0;19.93;184.55;0.0
1995;0.17;0.0;19.93;185.55;0.17
1996;3.5;0.0;19.93;185.55;3.5
1997;3.24;0.0;19.93;182.22;3.24
1998;5.75;0.0;19.93;182.22;5.75
1999;11.51;0.0;19.93;182.22;11.51
2000;22.36;0.0;19.93;182.22;22.36
2001;24.95;0.0;19.93;182.22;24.95
2002;27.12;0.0;19.93;182.22;27.12
2003;22.22;0.0;19.93;182.22;22.22
2004;15.49;0.0;19.93;182.22;15.49
2005;17.13;0.0;19.93;182.22;17.13
2006;14.09;0.0;19.93;182.22;14.09
2007;8.98;0.0;19.93;182.22;8.98
2008;6.99;0.0;19.93;182.22;6.99
2009;7.69;0.0;19.93;182.22;7.69
2010;9.33;0.0;19.93;182.22;9.33
2011;33.95;0.0;19.93;172.48;33.95
2012;31.92;0.0;19.93;172.48;31.92
2013;29.54;0.0;19.93;172.48;29.54
2014;27.6;0.0;19.93;172.48;27.6
2015;25.31;0.0;19.93;172.48;25.31
2016;0.0;0.0;19.93;184.05;0.0
2017;0.0;0.0;19.93;182.22;0.0
2018;0.0;0.0;19.93;179.93;0.0
2019;0.0;0.0;19.93;178.18;0.0
2020;0.0;0.0;19.93;176.86;0.0
2021;0.0;0.0;19.93;172.49;0.0
2022;0.0;0.0;19.93;172.99;0.0
2023;0.0;0.0;19.93;176.96;0.0
2024;0.0;0.0;19.93;179.42;0.0
2025;0.0;0.0;19.93;179.81;0.0
2026;0.0;0.0;19.93;179.16;0.0
2027;0.0;0.0;19.93;178.89;0.0
2028;0.0;0.0;19.93;175.99;0.0
2029;0.0;0.0;19.93;174.52;0.0
2030;0.0;0.0;19.93;174.04;0.0
2031;0.0;0.0;19.93;174.68;0.0
2032;0.0;0.0;19.93;175.81;0.0
2033;0.0;0.0;19.93;176.75;0.0
2034;0.0;0.0;19.93;177.66;0.0
2035;0.0;0.0;19.93;182.72;0.0
2036;0.0;0.0;19.93;183.49;0.0
2037;0.0;0.0;19.93;182.9;0.0
2038;0.0;0.0;19.93;182.33;0.0
2039;0.0;0.0;19.93;181.06;0.0
2040;0.0;0.0;19.93;179.83;0.0
2041;0.0;0.0;19.93;179.29;0.0
2042;0.0;0.0;19.93;179.18;0.0
2043;0.0;0.0;19.93;179.04;0.0
2044;0.0;0.0;19.93;179.04;0.0
2045;0.0;0.0;19.93;175.86;0.0
2046;0.0;0.0;19.93;177.18;0.0
2047;0.18;0.0;19.93;182.22;0.18
2048;9.85;0.0;19.93;182.22;9.85
2049;13.6;0.0;19.93;182.22;13.6
2050;12.81;0.0;19.93;182.22;12.81
2051;14.93;0.0;19.93;182.22;14.93
2052;18.07;0.0;19.93;182.22;18.07
2053;16.37;0.0;19.93;182.22;16.37
2054;11.52;0.0;19.93;182.22;11.52
2055;5.56;0.0;19.93;182.22;5.56
2056;0.18;0.0;19.93;182.22;0.18
2057;0.0;0.0;19.93;181.77;0.0
2058;0.0;0.0;19.93;182.06;0.0
2059;0.0;0.0;19.5;185.55;0.0
2060;0.0;0.0;19.93;185.14;0.0
2061;0.0;0.0;19.93;184.44;0.0
2062;0.0;0.0;18.02;185.38;0.0
2063;0.0;0.0;19.93;184.44;0.0
2064;0.0;0.0;19.93;183.62;0.0
2065;0.0;0.0;19.93;182.63;0.0
2066;0.0;0.0;19.93;180.99;0.0
2067;0.0;0.0;19.93;179.74;0.0
2068;0.0;0.0;19.93;178.9;0.0
2069;0.0;0.0;13.88;179.15;0.0
2070;0.0;0.0;15.52;179.15;0.0
2071;0.0;0.0;19.93;179.33;0.0
2072;2.37;0.0;19.93;182.22;2.37
2073;7.4;0.0;19.93;182.22;7.4
2074;7.73;0.0;21.34;182.22;7.73
2075;7.6;0.0;26.32;182.22;7.6
2076;7.43;0.0;24.23;182.22;7.43
2077;7.21;0.0;21.38;182.22;7.21
2078;0.0;0.0;19.93;181.08;0.0
2079;0.0;0.0;19.93;177.41;0.0
2080;0.0;0.0;19.93;174.6;0.0
2081;0.0;0.0;19.93;173.19;0.0
2082;0.0;0.0;19.93;174.01;0.0
2083;0.0;0.0;19.93;178.52;0.0
2084;0.0;0.0;19.93;179.34;0.0
2085;0.0;0.0;19.93;179.22;0.0
2086;0.0;0.0;19.93;179.15;0.0
2087;0.0;0.0;19.93;178.75;0.0
2088;0.0;0.0;19.93;178.36;0.0
2089;0.0;0.0;19.93;178.43;0.0
2090;0.0;0.0;19.93;178.79;0.0
2091;0.0;0.0;19.93;179.65;0.0
2092;0.0;0.0;19.93;180.54;0.0
2093;0.0;0.0;19.93;177.3;0.0
2094;0.0;0.0;19.93;177.59;0.0
2095;0.0;0.0;19.93;177.03;0.0
2096;0.0;0.0;13.63;179.15;0.0
2097;0.0;0.0;19.93;175.2;0.0
2098;0.0;0.0;19.93;176.05;0.0
2099;0.0;0.0;19.93;177.08;0.0
2100;0.0;0.0;19.93;177.17;0.0
2101;0.0;0.0;19.93;177.18;0.0
2102;0.0;0.0;19.93;176.59;0.0
2103;0.0;0.0;19.93;174.92;0.0
2104;0.0;0.0;19.93;173.82;0.0
2105;0.0;0.0;19.93;173.57;0.0
2106;0.0;0.0;19.93;174.3;0.0
2107;0.0;0.0;17.87;179.15;0.0
2108;0.0;0.0;19.93;178.52;0.0
2109;0.0;0.0;19.93;179.54;0.0
2110;0.0;0.0;19.93;180.47;0.0
2111;0.0;0.0;11.3;185.34;0.0
2112;0.0;0.0;19.93;180.86;0.0
2113;0.0;0.0;19.93;181.42;0.0
2114;0.0;0.0;19.93;182.4;0.0
2115;0.0;0.0;19.93;183.46;0.0
2116;0.0;0.0;19.93;184.76;0.0
2117;0.0;0.0;19.93;181.82;0.0
2118;0.82;0.0;19.93;182.22;0.82
2119;10.5;0.0;19.93;182.22;10.5
2120;28.19;0.0;19.93;182.22;28.19
2121;32.61;0.0;24.32;182.22;32.61
2122;32.69;0.0;27.12;182.22;32.69
2123;32.61;0.0;25.35;182.22;32.61
2124;22.41;0.0;19.93;182.22;22.41
2125;11.88;0.0;19.93;182.22;11.88
2126;10.89;0.0;19.93;182.22;10.89
2127;6.34;0.0;19.93;182.22;6.34
2128;1.1;0.0;19.93;182.22;1.1
2129;0.0;0.0;19.93;181.18;0.0
2130;0.0;0.0;19.93;181.02;0.0
2131;0.0;0.0;19.93;184.53;0.0
2132;0.0;0.0;19.93;184.76;0.0
2133;0.0;0.0;19.93;183.22;0.0
2134;0.0;0.0;19.93;182.69;0.0
2135;0.0;0.0;19.93;182.17;0.0
2136;0.0;0.0;19.93;182.01;0.0
2137;0.0;0.0;19.93;180.56;0.0
2138;0.0;0.0;19.93;179.72;0.0
2139;0.0;0.0;19.93;179.58;0.0
2140;0.0;0.0;19.93;179.38;0.0
2141;0.0;0.0;19.93;175.71;0.0
2142;0.0;0.0;19.93;175.67;0.0
2143;0.0;0.0;19.93;176.27;0.0
2144;0.0;0.0;19.93;178.48;0.0
2145;0.0;0.0;19.93;179.14;0.0
2146;0.29;0.0;19.93;182.22;0.29
2147;0.93;0.0;19.93;182.22;0.93
2148;0.0;0.0;19.93;178.65;0.0
2149;0.0;0.0;19.93;178.31;0.0
2150;0.0;0.0;19.93;177.93;0.0
2151;0.0;0.0;16.98;179.15;0.0
2152;0.0;0.0;17.58;178.17;0.0
2153;0.0;0.0;15.5;179.15;0.0
2154;0.0;0.0;15.45;179.15;0.0
2155;0.0;0.0;19.93;180.29;0.0
2156;0.0;0.0;19.93;180.54;0.0
2157;0.0;0.0;19.93;180.11;0.0
2158;0.0;0.0;19.93;179.74;0.0
2159;0.0;0.0;19.93;180.13;0.0
2160;0.0;0.0;19.93;180.22;0.0
2161;0.0;0.0;19.93;180.72;0.0
2162;0.0;0.0;19.93;180.02;0.0
2163;0.0;0.0;19.93;179.15;0.0
2164;0.0;0.0;18.56;179.15;0.0
2165;0.0;0.0;19.93;174.15;0.0
2166;0.0;0.0;19.93;173.72;0.0
2167;0.0;0.0;10.11;179.15;0.0
2168;0.0;0.0;19.93;174.42;0.0
2169;0.0;0.0;11.28;179.15;0.0
2170;0.0;0.0;19.93;175.44;0.0
2171;0.0;0.0;9.14;182.22;0.0
2172;0.0;0.0;19.93;176.36;0.0
2173;0.0;0.0;19.93;177.52;0.0
2174;0.0;0.0;18.79;179.15;0.0
2175;0.0;0.0;19.93;179.18;0.0
2176;0.0;0.0;19.93;180.55;0.0
2177;0.09;0.0;19.93;182.22;0.09
2178;3.41;0.0;19.93;182.22;3.41
2179;29.5;0.0;19.93;172.48;29.5
2180;29.45;0.0;19.93;172.48;29.45
2181;28.07;0.0;19.93;172.48;28.07
2182;26.0;0.0;19.93;172.48;26.0
2183;23.75;0.0;19.93;172.48;23.75
2184;0.0;0.0;19.93;184.19;0.0
2185;0.0;0.0;19.93;183.49;0.0
2186;0.0;0.0;14.92;185.55;0.0
2187;0.0;0.0;14.58;185.55;0.0
2188;0.0;0.0;19.93;182.19;0.0
2189;0.0;0.0;12.51;182.22;0.0
2190;1.15;0.0;19.93;182.22;1.15
2191;16.13;0.0;19.93;182.22;16.13
2192;20.6;0.0;22.5;182.22;20.6
2193;18.14;0.0;29.91;182.22;18.14
2194;16.24;0.0;33.55;182.22;16.24
2195;15.03;0.0;34.25;182.22;15.03
2196;14.17;0.0;32.57;182.22;14.17
2197;13.43;0.0;28.51;182.22;13.43
2198;13.09;0.0;21.99;182.22;13.09
2199;6.3;0.0;19.93;182.22;6.3
2200;0.0;0.0;19.93;180.03;0.0
2201;0.0;0.0;15.23;179.15;0.0
2202;0.0;0.0;17.96;179.15;0.0
2203;0.0;0.0;19.93;181.38;0.0
2204;0.0;0.0;19.93;180.7;0.0
2205;0.0;0.0;19.93;180.38;0.0
2206;0.0;0.0;9.13;185.55;0.0
2207;0.0;0.0;19.93;179.47;0.0
2208;0.0;0.0;19.93;179.22;0.0
2209;0.0;0.0;19.93;179.15;0.0
2210;0.0;0.0;7.67;185.55;0.0
2211;0.0;0.0;7.15;185.55;0.0
2212;0.0;0.0;13.55;181.62;0.0
2213;0.0;0.0;11.14;179.15;0.0
2214;0.0;0.0;17.33;179.15;0.0
2215;5.51;0.0;19.93;182.22;5.51
2216;10.84;0.0;24.93;182.22;10.84
2217;10.84;0.0;30.15;182.22;10.84
2218;10.8;0.0;32.8;182.22;10.8
2219;10.54;0.0;32.76;182.22;10.54
2220;9.98;0.0;30.43;182.22;9.98
2221;9.37;0.0;27.02;182.22;9.37
2222;8.77;0.0;21.71;182.22;8.77
2223;2.22;0.0;19.93;182.22;2.22
2224;0.0;0.0;19.93;177.72;0.0
2225;0.0;0.0;19.93;174.14;0.0
2226;0.0;0.0;19.15;175.44;0.0
2227;0.0;0.0;19.93;179.27;0.0
2228;0.0;0.0;19.93;179.54;0.0
2229;0.0;0.0;19.93;179.4;0.0
2230;0.0;0.0;19.93;178.93;0.0
2231;0.0;0.0;18.34;179.15;0.0
2232;0.0;0.0;19.93;177.61;0.0
2233;0.0;0.0;19.93;176.61;0.0
2234;0.0;0.0;13.29;179.15;0.0
2235;0.0;0.0;18.85;175.39;0.0
2236;0.0;0.0;17.55;175.39;0.0
2237;0.0;0.0;17.72;172.05;0.0
2238;0.0;0.0;19.93;172.93;0.0
2239;0.0;0.0;19.93;177.74;0.0
2240;0.31;0.0;19.93;182.22;0.31
2241;1.21;0.0;22.22;182.22;1.21
2242;1.38;0.0;22.88;182.22;1.38
2243;1.38;0.0;24.83;182.22;1.38
2244;1.3;0.0;24.46;182.22;1.3
2245;0.25;0.0;19.93;182.22;0.25
2246;0.0;0.0;19.93;179.27;0.0
2247;0.0;0.0;19.93;175.17;0.0
2248;0.0;0.0;19.93;172.07;0.0
2249;0.0;0.0;17.24;172.05;0.0
2250;0.0;0.0;17.55;172.05;0.0
2251;0.0;0.0;18.03;175.39;0.0
2252;0.0;0.0;18.25;175.39;0.0
2253;0.0;0.0;18.25;175.39;0.0
2254;0.0;0.0;17.99;175.39;0.0
2255;0.0;0.0;17.47;175.39;0.0
2256;0.0;0.0;17.12;175.39;0.0
2257;0.0;0.0;16.73;175.39;0.0
2258;0.0;0.0;16.39;175.39;0.0
2259;0.0;0.0;8.97;179.15;0.0
2260;0.0;0.0;1.21;183.09;0.0
2261;0.0;0.0;17.33;172.05;0.0
2262;0.0;0.0;12.53;179.15;0.0
2263;0.0;0.0;19.93;180.47;0.0
2264;0.69;0.0;24.09;182.22;0.69
2265;0.65;0.0;29.73;182.22;0.65
2266;0.56;0.0;32.89;182.22;0.56
2267;0.48;0.0;33.83;182.22;0.48
2268;0.35;0.0;32.38;182.22;0.35
2269;0.22;0.0;28.42;182.22;0.22
2270;0.17;0.0;22.13;182.22;0.17
2271;0.0;0.0;19.93;178.84;0.0
2272;0.0;0.0;9.26;179.15;0.0
2273;0.0;0.0;15.79;172.05;0.0
2274;0.0;0.0;15.78;172.05;0.0
2275;0.0;0.0;9.44;179.15;0.0
2276;0.0;0.0;10.39;179.15;0.0
2277;0.0;0.0;11.43;179.15;0.0
2278;0.0;0.0;16.4;177.15;0.0
2279;0.0;0.0;19.93;176.07;0.0
2280;0.0;0.0;19.93;176.95;0.0
2281;0.0;0.0;17.39;179.15;0.0
2282;0.0;0.0;19.93;178.4;0.0
2283;0.0;0.0;19.93;178.61;0.0
2284;0.0;0.0;19.03;179.15;0.0
2285;0.0;0.0;19.93;175.84;0.0
2286;0.0;0.0;19.93;177.84;0.0
2287;0.0;0.0;19.93;182.13;0.0
2288;6.69;0.0;23.81;182.22;6.69
2289;7.82;0.0;29.31;182.22;7.82
2290;8.38;0.0;32.34;182.22;8.38
2291;8.64;0.0;32.71;182.22;8.64
2292;8.21;0.0;30.43;182.22;8.21
2293;7.56;0.0;25.44;182.22;7.56
2294;4.13;0.0;19.93;182.22;4.13
2295;0.0;0.0;19.93;179.13;0.0
2296;0.0;0.0;19.93;175.02;0.0
2297;0.0;0.0;19.93;173.51;0.0
2298;0.0;0.0;19.93;174.46;0.0
2299;0.0;0.0;19.93;178.81;0.0
2300;0.0;0.0;19.93;179.09;0.0
2301;0.0;0.0;19.93;178.93;0.0
2302;0.0;0.0;19.42;179.15;0.0
2303;0.0;0.0;18.99;179.15;0.0
2304;0.0;0.0;9.54;184.23;0.0
2305;0.0;0.0;7.62;185.55;0.0
2306;0.0;0.0;7.62;185.55;0.0
2307;0.0;0.0;19.59;179.15;0.0
2308;0.0;0.0;19.55;179.15;0.0
2309;0.0;0.0;7.66;182.22;0.0
2310;0.0;0.0;17.72;179.15;0.0
2311;3.01;0.0;19.93;182.22;3.01
2312;12.57;0.0;22.04;182.22;12.57
2313;14.38;0.0;28.0;182.22;14.38
2314;14.21;0.0;31.36;182.22;14.21
2315;12.83;0.0;32.15;182.22;12.83
2316;10.97;0.0;30.43;182.22;10.97
2317;9.24;0.0;26.74;182.22;9.24
2318;7.9;0.0;20.45;182.22;7.9
2319;0.0;0.0;19.93;181.96;0.0
2320;0.0;0.0;19.93;177.01;0.0
2321;0.0;0.0;19.93;174.9;0.0
