;on_wind;pv;battery storage;hydrogen_storage;Curtailment
4518;0.0;0.0;19.93;178.66;0.0
4519;1.65;0.0;19.93;182.22;1.65
4520;7.56;0.0;22.41;182.22;7.56
4521;8.08;0.0;26.32;182.22;8.08
4522;7.21;0.0;28.75;182.22;7.21
4523;5.53;0.0;29.26;182.22;5.53
4524;3.97;0.0;28.05;182.22;3.97
4525;2.94;0.0;25.07;182.22;2.94
4526;2.46;0.0;20.31;182.22;2.46
4527;0.0;0.0;19.93;180.34;0.0
4528;0.0;0.0;19.93;176.61;0.0
4529;0.0;0.0;19.93;173.07;0.0
4530;0.0;0.0;19.93;172.91;0.0
4531;11.45;0.0;19.93;172.48;11.45
4532;16.76;0.0;19.93;172.48;16.76
4533;18.61;0.0;19.93;172.48;18.61
4534;17.53;0.0;19.93;172.48;17.53
4535;15.94;0.0;19.93;172.48;15.94
4536;0.0;0.0;19.93;180.27;0.0
4537;0.0;0.0;19.93;179.47;0.0
4538;0.0;0.0;19.93;178.75;0.0
4539;0.0;0.0;19.93;178.14;0.0
4540;0.0;0.0;19.93;177.89;0.0
4541;0.0;0.0;19.93;174.54;0.0
4542;0.0;0.0;19.93;177.12;0.0
4543;0.0;0.0;19.93;180.61;0.0
4544;2.34;0.0;19.93;182.22;2.34
4545;2.2;0.0;23.95;182.22;2.2
4546;1.81;0.0;25.9;182.22;1.81
4547;1.55;0.0;27.3;182.22;1.55
4548;1.86;0.0;25.63;182.22;1.86
4549;1.86;0.0;22.78;182.22;1.86
4550;0.0;0.0;19.93;181.93;0.0
4551;0.0;0.0;19.93;178.0;0.0
4552;0.0;0.0;19.93;175.03;0.0
4553;0.0;0.0;19.93;172.11;0.0
4554;0.0;0.0;16.42;172.05;0.0
4555;0.0;0.0;17.08;175.39;0.0
4556;0.0;0.0;19.93;175.98;0.0
4557;0.0;0.0;19.93;175.55;0.0
4558;0.0;0.0;9.7;179.15;0.0
4559;0.0;0.0;15.27;175.39;0.0
4560;0.0;0.0;14.54;175.72;0.0
4561;0.0;0.0;16.52;175.39;0.0
4562;0.0;0.0;18.29;175.39;0.0
4563;0.0;0.0;19.93;175.84;0.0
4564;0.0;0.0;19.93;177.33;0.0
4565;0.0;0.0;19.93;175.84;0.0
4566;0.0;0.0;19.93;177.99;0.0
4567;0.0;0.0;19.93;181.56;0.0
4568;10.07;0.0;19.93;182.22;10.07
4569;11.01;0.0;25.3;182.22;11.01
4570;11.88;0.0;28.42;182.22;11.88
4571;12.65;0.0;28.56;182.22;12.65
4572;12.52;0.0;26.28;182.22;12.52
4573;11.92;0.0;22.78;182.22;11.92
4574;8.97;0.0;19.93;182.22;8.97
4575;2.06;0.0;19.93;182.22;2.06
4576;0.0;0.0;19.93;178.85;0.0
4577;0.0;0.0;19.93;174.35;0.0
4578;0.0;0.0;19.62;172.05;0.0
4579;0.0;0.0;16.95;175.39;0.0
4580;0.0;0.0;15.96;175.39;0.0
4581;0.0;0.0;15.31;175.39;0.0
4582;0.0;0.0;15.14;175.39;0.0
4583;0.0;0.0;15.74;175.39;0.0
4584;0.0;0.0;17.3;175.39;0.0
4585;0.0;0.0;19.5;175.39;0.0
4586;0.0;0.0;19.93;176.54;0.0
4587;0.0;0.0;19.93;177.98;0.0
4588;0.0;0.0;19.93;178.84;0.0
4589;0.0;0.0;19.93;176.26;0.0
4590;0.0;0.0;19.93;178.91;0.0
4591;0.64;0.0;19.93;182.22;0.64
4592;4.36;0.0;19.93;182.22;4.36
4593;6.78;0.0;19.93;182.22;6.78
4594;8.1;0.0;19.93;182.22;8.1
4595;10.08;0.0;19.93;182.22;10.08
4596;9.91;0.0;19.93;182.22;9.91
4597;4.54;0.0;19.93;182.22;4.54
4598;0.0;0.0;19.93;181.27;0.0
4599;0.0;0.0;19.93;177.86;0.0
4600;0.0;0.0;19.93;174.38;0.0
4601;0.0;0.0;18.76;172.05;0.0
4602;0.0;0.0;2.05;179.15;0.0
4603;0.0;0.0;15.78;175.39;0.0
4604;0.0;0.0;17.77;175.39;0.0
4605;0.0;0.0;17.08;175.39;0.0
4606;0.0;0.0;16.52;175.39;0.0
4607;0.0;0.0;18.46;175.39;0.0
4608;0.0;0.0;18.64;179.15;0.0
4609;0.0;0.0;19.93;178.84;0.0
4610;0.0;0.0;19.93;177.45;0.0
4611;0.0;0.0;19.93;177.47;0.0
4612;0.0;0.0;19.93;179.01;0.0
4613;0.0;0.0;19.93;180.0;0.0
4614;6.44;0.0;19.93;182.22;6.44
4615;17.2;0.0;19.93;182.22;17.2
4616;22.63;0.0;22.6;182.22;22.63
4617;22.46;0.0;26.93;182.22;22.46
4618;20.95;0.0;29.54;182.22;20.95
4619;19.82;0.0;30.38;182.22;19.82
4620;18.87;0.0;28.7;182.22;18.87
4621;17.84;0.0;25.35;182.22;17.84
4622;16.5;0.0;19.93;182.22;16.5
4623;7.82;0.0;19.93;182.22;7.82
4624;0.0;0.0;19.93;181.38;0.0
4625;0.0;0.0;14.53;179.15;0.0
4626;0.0;0.0;19.93;173.18;0.0
4627;0.0;0.0;19.11;175.39;0.0
4628;0.0;0.0;17.9;175.39;0.0
4629;0.0;0.0;16.91;175.39;0.0
4630;0.0;0.0;16.6;175.39;0.0
4631;0.0;0.0;17.81;175.39;0.0
4632;0.0;0.0;13.98;179.15;0.0
4633;0.0;0.0;19.93;178.04;0.0
4634;0.0;0.0;19.93;179.13;0.0
4635;0.0;0.0;19.93;179.25;0.0
4636;0.0;0.0;19.93;178.59;0.0
4637;0.0;0.0;19.93;177.65;0.0
4638;2.88;0.0;19.93;182.22;2.88
4639;11.61;0.0;19.93;182.22;11.61
4640;15.85;0.0;22.22;182.22;15.85
4641;16.54;0.0;25.76;182.22;16.54
4642;17.71;0.0;27.49;182.22;17.71
4643;17.97;0.0;27.26;182.22;17.97
4644;17.53;0.0;25.21;182.22;17.53
4645;15.9;0.0;19.93;182.22;15.9
4646;5.76;0.0;19.93;182.22;5.76
4647;0.0;0.0;19.93;180.78;0.0
4648;0.0;0.0;19.93;179.29;0.0
4649;0.0;0.0;19.93;175.83;0.0
4650;0.0;0.0;7.49;179.15;0.0
4651;0.0;0.0;18.85;175.39;0.0
4652;0.0;0.0;18.72;175.39;0.0
4653;0.0;0.0;18.55;175.39;0.0
4654;0.0;0.0;11.21;179.15;0.0
4655;0.0;0.0;18.55;175.39;0.0
4656;0.0;0.0;19.11;175.39;0.0
4657;0.0;0.0;19.93;175.43;0.0
4658;0.0;0.0;13.68;179.15;0.0
4659;0.0;0.0;13.73;179.15;0.0
4660;0.0;0.0;19.93;176.09;0.0
4661;0.0;0.0;19.93;173.3;0.0
4662;0.0;0.0;19.93;176.79;0.0
4663;0.0;0.0;19.93;181.43;0.0
4664;4.53;0.0;21.52;182.22;4.53
4665;5.18;0.0;25.44;182.22;5.18
4666;5.7;0.0;24.97;182.22;5.7
4667;5.7;0.0;19.99;182.22;5.7
4668;0.12;0.0;19.93;182.22;0.12
4669;0.0;0.0;19.93;179.77;0.0
4670;0.0;0.0;19.93;181.16;0.0
4671;0.0;0.0;19.93;179.5;0.0
4672;0.0;0.0;19.93;176.69;0.0
4673;0.0;0.0;19.93;173.42;0.0
4674;0.0;0.0;12.98;175.85;0.0
4675;0.0;0.0;15.92;179.15;0.0
4676;0.0;0.0;19.93;180.36;0.0
4677;0.0;0.0;19.93;182.81;0.0
4678;0.0;0.0;19.93;183.94;0.0
4679;0.0;0.0;19.93;184.35;0.0
4680;0.0;0.0;19.93;183.76;0.0
4681;0.0;0.0;19.93;183.01;0.0
4682;0.0;0.0;19.93;182.33;0.0
4683;0.0;0.0;19.93;182.33;0.0
4684;0.0;0.0;19.93;182.31;0.0
4685;0.0;0.0;19.93;179.78;0.0
4686;0.0;0.0;19.93;182.1;0.0
4687;8.33;0.0;19.93;182.22;8.33
4688;13.95;0.0;20.96;182.22;13.95
4689;14.68;0.0;25.81;182.22;14.68
4690;24.23;0.0;26.37;182.22;24.23
4691;11.94;0.0;19.93;182.22;11.94
4692;0.0;0.0;19.93;180.0;0.0
4693;0.0;0.0;19.93;181.41;0.0
4694;0.0;0.0;19.93;181.11;0.0
4695;0.0;0.0;19.93;180.76;0.0
4696;0.0;0.0;18.01;179.15;0.0
4697;0.0;0.0;11.45;182.22;0.0
4698;0.0;0.0;19.93;176.94;0.0
4699;14.55;0.0;19.93;172.48;14.55
4700;13.56;0.0;19.93;172.48;13.56
4701;13.43;0.0;19.93;172.48;13.43
4702;10.97;0.0;19.93;172.48;10.97
4703;12.01;0.0;19.93;172.48;12.01
4704;0.0;0.0;19.93;180.99;0.0
4705;0.0;0.0;19.93;178.22;0.0
4706;0.0;0.0;19.93;179.9;0.0
4707;0.0;0.0;19.93;181.02;0.0
4708;0.0;0.0;19.93;181.44;0.0
4709;0.0;0.0;16.61;182.22;0.0
4710;11.76;0.0;19.93;182.22;11.76
4711;24.57;0.0;19.93;182.22;24.57
4712;29.63;0.0;23.39;182.22;29.63
4713;29.89;0.0;27.86;182.22;29.89
4714;29.2;0.0;30.33;182.22;29.2
4715;28.16;0.0;30.66;182.22;28.16
4716;26.35;0.0;28.93;182.22;26.35
4717;23.75;0.0;25.39;182.22;23.75
4718;20.9;0.0;20.31;182.22;20.9
4719;11.55;0.0;19.93;182.22;11.55
4720;0.0;0.0;19.93;182.06;0.0
4721;0.0;0.0;19.93;177.22;0.0
4722;0.0;0.0;19.93;174.47;0.0
4723;0.0;0.0;15.66;179.15;0.0
4724;0.0;0.0;15.97;179.15;0.0
4725;0.0;0.0;19.93;177.04;0.0
4726;0.0;0.0;15.06;179.15;0.0
4727;0.0;0.0;19.93;176.77;0.0
4728;0.0;0.0;19.93;177.59;0.0
4729;0.0;0.0;6.02;185.55;0.0
4730;0.0;0.0;16.57;180.24;0.0
4731;0.0;0.0;18.47;179.15;0.0
4732;0.0;0.0;18.77;179.15;0.0
4733;0.0;0.0;14.22;179.15;0.0
4734;0.47;0.0;19.93;182.22;0.47
4735;13.79;0.0;19.93;182.22;13.79
4736;20.77;0.0;22.92;182.22;20.77
4737;22.29;0.0;27.49;182.22;22.29
4738;22.63;0.0;29.96;182.22;22.63
4739;22.2;0.0;30.19;182.22;22.2
4740;22.03;0.0;27.4;182.22;22.03
4741;21.21;0.0;20.31;182.22;21.21
4742;13.95;0.0;19.93;182.22;13.95
4743;5.19;0.0;19.93;182.22;5.19
4744;0.0;0.0;19.93;179.15;0.0
4745;0.0;0.0;19.93;175.63;0.0
4746;0.0;0.0;19.93;173.72;0.0
4747;0.0;0.0;19.93;176.59;0.0
4748;0.0;0.0;17.09;179.15;0.0
4749;0.0;0.0;19.93;177.77;0.0
4750;0.0;0.0;17.26;179.15;0.0
4751;0.0;0.0;19.93;177.77;0.0
4752;0.0;0.0;19.93;177.79;0.0
4753;0.0;0.0;19.93;177.5;0.0
4754;0.0;0.0;16.48;179.15;0.0
4755;0.0;0.0;19.73;177.37;0.0
4756;0.0;0.0;16.53;179.15;0.0
4757;0.0;0.0;19.93;174.94;0.0
4758;0.0;0.0;19.93;179.51;0.0
4759;1.24;0.0;19.93;182.22;1.24
4760;6.58;0.0;19.93;182.22;6.58
4761;8.25;0.0;21.15;182.22;8.25
4762;7.86;0.0;22.69;182.22;7.86
4763;7.0;0.0;21.43;182.22;7.0
4764;5.57;0.0;20.55;182.22;5.57
4765;4.36;0.0;25.21;182.22;4.36
4766;3.41;0.0;21.1;182.22;3.41
4767;0.0;0.0;19.93;180.5;0.0
4768;0.0;0.0;19.93;173.96;0.0
4769;0.0;0.0;18.61;172.05;0.0
4770;0.0;0.0;17.15;172.05;0.0
4771;0.0;0.0;16.56;175.39;0.0
4772;0.0;0.0;16.99;175.39;0.0
4773;0.0;0.0;17.12;175.39;0.0
4774;0.0;0.0;17.21;175.39;0.0
4775;0.0;0.0;17.55;175.39;0.0
4776;0.0;0.0;17.47;175.39;0.0
4777;0.0;0.0;17.08;175.39;0.0
4778;0.0;0.0;17.34;175.39;0.0
4779;0.0;0.0;18.29;175.39;0.0
4780;0.0;0.0;19.93;175.74;0.0
4781;0.0;0.0;19.93;173.93;0.0
4782;0.0;0.0;19.93;176.83;0.0
4783;0.46;0.0;19.93;182.22;0.46
4784;9.23;0.0;19.93;182.22;9.23
4785;12.7;0.0;24.69;182.22;12.7
4786;14.34;0.0;27.21;182.22;14.34
4787;14.9;0.0;27.26;182.22;14.9
4788;14.73;0.0;20.92;182.22;14.73
4789;3.95;0.0;19.93;182.22;3.95
4790;0.0;0.0;19.93;180.7;0.0
4791;0.0;0.0;19.93;178.35;0.0
4792;0.0;0.0;16.63;179.15;0.0
4793;0.0;0.0;19.93;174.68;0.0
4794;0.0;0.0;19.93;172.6;0.0
4795;0.0;0.0;13.37;179.15;0.0
4796;0.0;0.0;19.93;175.73;0.0
4797;0.0;0.0;12.55;179.15;0.0
4798;0.0;0.0;18.76;175.39;0.0
4799;0.0;0.0;11.0;179.15;0.0
4800;0.0;0.0;18.03;175.39;0.0
4801;0.0;0.0;13.78;177.84;0.0
4802;0.0;0.0;19.24;175.39;0.0
4803;0.0;0.0;19.8;175.39;0.0
4804;0.0;0.0;19.93;175.65;0.0
4805;0.0;0.0;19.93;173.8;0.0
4806;0.0;0.0;19.93;178.73;0.0
4807;1.63;0.0;19.93;182.22;1.63
4808;5.66;0.0;22.5;182.22;5.66
4809;5.96;0.0;27.07;182.22;5.96
4810;6.52;0.0;29.87;182.22;6.52
4811;7.08;0.0;30.33;182.22;7.08
4812;7.47;0.0;28.75;182.22;7.47
4813;7.26;0.0;24.74;182.22;7.26
4814;6.15;0.0;19.93;182.22;6.15
4815;0.0;0.0;19.93;181.48;0.0
4816;0.0;0.0;19.93;176.4;0.0
4817;0.0;0.0;19.93;173.12;0.0
4818;0.0;0.0;18.55;172.05;0.0
4819;0.0;0.0;17.21;175.39;0.0
4820;0.0;0.0;16.91;175.39;0.0
4821;0.0;0.0;16.82;175.39;0.0
4822;0.0;0.0;17.12;175.39;0.0
4823;0.0;0.0;18.12;175.39;0.0
4824;0.0;0.0;19.37;175.39;0.0
4825;0.0;0.0;19.93;175.48;0.0
4826;0.0;0.0;19.93;175.48;0.0
4827;0.0;0.0;19.54;175.39;0.0
4828;0.0;0.0;19.31;175.39;0.0
4829;0.0;0.0;19.93;172.08;0.0
4830;0.0;0.0;19.93;174.21;0.0
4831;0.0;0.0;19.93;177.33;0.0
4832;0.0;0.0;19.93;180.89;0.0
4833;1.17;0.0;20.36;182.22;1.17
4834;1.64;0.0;22.36;182.22;1.64
4835;2.29;0.0;23.43;182.22;2.29
4836;0.0;0.0;19.93;180.9;0.0
4837;0.0;0.0;19.93;177.7;0.0
4838;0.0;0.0;19.93;180.33;0.0
4839;0.0;0.0;19.93;178.26;0.0
4840;0.0;0.0;19.93;175.63;0.0
4841;0.0;0.0;19.93;173.76;0.0
4842;0.0;0.0;19.93;172.53;0.0
4843;0.0;0.0;19.93;175.59;0.0
4844;0.0;0.0;19.93;175.91;0.0
4845;0.0;0.0;19.93;177.16;0.0
4846;0.0;0.0;19.93;178.4;0.0
4847;0.0;0.0;19.93;178.79;0.0
4848;0.0;0.0;19.93;178.81;0.0
4849;0.0;0.0;19.93;178.65;0.0
4850;0.0;0.0;19.93;178.4;0.0
4851;0.0;0.0;19.93;178.04;0.0
4852;0.0;0.0;19.93;177.77;0.0
4853;0.0;0.0;19.93;174.98;0.0
4854;0.0;0.0;19.93;179.12;0.0
4855;0.0;0.0;19.93;181.84;0.0
4856;4.78;0.0;19.93;182.22;4.78
4857;10.04;0.0;19.93;182.22;10.04
4858;11.97;0.0;19.93;182.22;11.97
4859;11.08;0.0;19.93;182.22;11.08
4860;7.51;0.0;19.93;182.22;7.51
4861;8.44;0.0;19.93;182.22;8.44
4862;3.57;0.0;19.93;182.22;3.57
4863;0.0;0.0;19.93;181.22;0.0
4864;0.0;0.0;19.93;178.76;0.0
4865;0.0;0.0;19.93;174.92;0.0
4866;0.0;0.0;19.93;172.55;0.0
4867;5.23;0.0;19.93;172.48;5.23
4868;5.18;0.0;19.93;172.48;5.18
4869;6.61;0.0;19.93;172.48;6.61
4870;8.85;0.0;19.93;172.48;8.85
4871;9.37;0.0;19.93;172.48;9.37
4872;0.0;0.0;19.93;177.04;0.0
4873;0.0;0.0;19.93;177.07;0.0
4874;0.0;0.0;19.93;177.54;0.0
4875;0.0;0.0;19.93;178.4;0.0
4876;0.0;0.0;19.93;179.45;0.0
4877;0.0;0.0;19.93;177.92;0.0
4878;0.0;0.0;19.93;179.76;0.0
4879;0.0;0.0;19.93;180.29;0.0
4880;1.51;0.0;19.93;182.22;1.51
4881;7.99;0.0;19.93;182.22;7.99
4882;14.5;0.0;19.93;182.22;14.5
4883;15.84;0.0;19.93;182.22;15.84
4884;16.79;0.0;19.93;182.22;16.79
4885;18.49;0.0;19.93;182.22;18.49
4886;17.43;0.0;19.93;182.22;17.43
4887;16.77;0.0;19.93;182.22;16.77
4888;10.16;0.0;19.93;182.22;10.16
4889;2.58;0.0;19.93;182.22;2.58
4890;0.0;0.0;19.93;181.7;0.0
4891;0.0;0.0;19.93;184.42;0.0
4892;0.0;0.0;19.93;183.9;0.0
4893;0.0;0.0;19.93;183.85;0.0
4894;0.0;0.0;19.93;183.92;0.0
4895;0.0;0.0;19.93;182.81;0.0
4896;0.0;0.0;19.93;182.4;0.0
4897;0.0;0.0;19.93;182.38;0.0
4898;0.0;0.0;19.93;181.42;0.0
4899;0.0;0.0;19.93;180.47;0.0
4900;0.0;0.0;19.93;179.54;0.0
4901;0.0;0.0;19.93;175.89;0.0
4902;0.0;0.0;18.86;178.81;0.0
4903;0.0;0.0;19.93;181.15;0.0
4904;1.78;0.0;19.93;182.22;1.78
4905;7.6;0.0;19.93;182.22;7.6
4906;19.14;0.0;19.93;182.22;19.14
4907;21.94;0.0;26.98;182.22;21.94
4908;18.66;0.0;23.99;182.22;18.66
4909;11.75;0.0;19.93;182.22;11.75
4910;3.43;0.0;19.93;182.22;3.43
4911;0.0;0.0;19.93;181.82;0.0
4912;0.0;0.0;19.93;179.56;0.0
4913;0.0;0.0;19.93;176.88;0.0
4914;0.0;0.0;16.77;177.43;0.0
4915;0.0;0.0;19.93;178.7;0.0
4916;0.0;0.0;19.93;178.68;0.0
4917;0.0;0.0;19.93;178.59;0.0
4918;0.0;0.0;19.93;178.54;0.0
4919;0.0;0.0;19.93;178.06;0.0
4920;0.0;0.0;19.93;177.29;0.0
4921;0.0;0.0;15.53;179.15;0.0
4922;0.0;0.0;19.93;176.82;0.0
4923;0.0;0.0;19.93;176.66;0.0
4924;0.0;0.0;19.93;176.54;0.0
4925;0.0;0.0;19.93;173.93;0.0
4926;0.0;0.0;17.95;179.15;0.0
4927;0.82;0.0;19.93;182.22;0.82
4928;3.84;0.0;21.66;182.22;3.84
4929;3.02;0.0;24.69;182.22;3.02
4930;4.1;0.0;22.97;182.22;4.1
4931;1.9;0.0;19.93;182.22;1.9
4932;0.0;0.0;19.93;182.07;0.0
4933;0.0;0.0;19.93;181.99;0.0
4934;1.88;0.0;19.93;182.22;1.88
4935;0.77;0.0;19.93;182.22;0.77
4936;0.0;0.0;19.93;179.91;0.0
4937;0.0;0.0;16.84;179.15;0.0
4938;0.0;0.0;14.31;179.15;0.0
4939;0.0;0.0;19.93;179.68;0.0
4940;0.0;0.0;19.93;179.58;0.0
4941;0.0;0.0;19.93;179.29;0.0
4942;0.0;0.0;19.93;178.79;0.0
4943;0.0;0.0;19.93;178.97;0.0
4944;0.0;0.0;18.64;179.15;0.0
4945;0.0;0.0;19.93;178.13;0.0
4946;0.0;0.0;19.93;178.13;0.0
4947;0.0;0.0;17.87;179.15;0.0
4948;0.0;0.0;19.93;177.93;0.0
4949;0.0;0.0;19.93;175.03;0.0
4950;0.0;0.0;19.93;179.68;0.0
4951;3.5;0.0;19.93;182.22;3.5
4952;9.6;0.0;19.93;182.22;9.6
4953;12.39;0.0;19.93;182.22;12.39
4954;12.96;0.0;20.22;182.22;12.96
4955;13.26;0.0;20.96;182.22;13.26
4956;12.74;0.0;19.93;182.22;12.74
4957;8.71;0.0;19.93;182.22;8.71
4958;1.56;0.0;19.93;182.22;1.56
4959;0.0;0.0;19.93;179.54;0.0
4960;0.0;0.0;19.93;177.07;0.0
4961;0.0;0.0;19.93;174.92;0.0
4962;0.0;0.0;19.93;173.39;0.0
4963;0.0;0.0;19.93;177.02;0.0
4964;0.0;0.0;19.93;177.32;0.0
4965;0.0;0.0;19.93;177.13;0.0
4966;0.0;0.0;15.53;179.15;0.0
4967;0.0;0.0;19.93;177.47;0.0
4968;0.0;0.0;19.93;178.4;0.0
4969;0.0;0.0;19.93;179.06;0.0
4970;0.0;0.0;19.93;179.34;0.0
4971;0.0;0.0;19.93;179.15;0.0
4972;0.0;0.0;19.93;179.08;0.0
4973;0.0;0.0;19.93;175.58;0.0
4974;0.0;0.0;19.93;174.83;0.0
4975;0.0;0.0;19.93;176.47;0.0
4976;0.0;0.0;19.93;180.3;0.0
4977;4.82;0.0;19.93;182.22;4.82
4978;4.32;0.0;19.93;182.22;4.32
4979;0.0;0.0;19.93;182.03;0.0
4980;0.0;0.0;19.93;180.28;0.0
4981;0.0;0.0;19.47;179.15;0.0
4982;0.0;0.0;17.06;178.57;0.0
4983;0.0;0.0;19.93;176.52;0.0
4984;0.0;0.0;16.88;179.15;0.0
4985;0.0;0.0;18.37;179.15;0.0
4986;0.0;0.0;18.73;179.15;0.0
4987;0.0;0.0;19.93;182.85;0.0
4988;0.0;0.0;19.93;183.9;0.0
4989;0.0;0.0;19.93;184.24;0.0
4990;0.0;0.0;19.93;184.26;0.0
4991;0.0;0.0;19.93;184.08;0.0
4992;0.0;0.0;19.93;183.9;0.0
4993;0.0;0.0;19.93;183.6;0.0
4994;0.0;0.0;19.93;183.03;0.0
4995;0.0;0.0;19.93;182.35;0.0
4996;0.0;0.0;19.93;182.07;0.0
4997;0.0;0.0;19.58;179.15;0.0
4998;0.0;0.0;19.93;180.35;0.0
4999;3.96;0.0;19.93;182.22;3.96
5000;13.62;0.0;19.93;182.22;13.62
5001;16.02;0.0;24.74;182.22;16.02
5002;16.76;0.0;27.49;182.22;16.76
5003;16.84;0.0;26.42;182.22;16.84
5004;15.85;0.0;23.85;182.22;15.85
5005;14.55;0.0;21.76;182.22;14.55
5006;9.84;0.0;19.93;182.22;9.84
5007;1.36;0.0;19.93;182.22;1.36
5008;0.0;0.0;19.93;176.94;0.0
5009;0.0;0.0;14.31;175.86;0.0
5010;0.0;0.0;17.36;172.05;0.0
5011;0.0;0.0;16.39;175.39;0.0
5012;0.0;0.0;17.38;175.39;0.0
5013;0.0;0.0;19.8;175.39;0.0
5014;0.0;0.0;19.93;176.63;0.0
5015;0.0;0.0;19.93;177.47;0.0
5016;0.0;0.0;19.93;177.84;0.0
5017;0.0;0.0;19.93;177.25;0.0
5018;0.0;0.0;15.02;179.15;0.0
5019;0.0;0.0;19.93;176.57;0.0
5020;0.0;0.0;19.93;177.26;0.0
5021;0.0;0.0;19.93;175.07;0.0
5022;0.0;0.0;19.93;176.03;0.0
5023;0.0;0.0;19.93;177.97;0.0
5024;0.0;0.0;19.93;179.41;0.0
5025;4.17;0.0;19.93;182.22;4.17
5026;16.37;0.0;25.02;182.22;16.37
5027;18.23;0.0;28.75;182.22;18.23
5028;20.34;0.0;25.35;182.22;20.34
5029;20.52;0.0;19.93;182.22;20.52
5030;13.5;0.0;19.93;182.22;13.5
5031;3.55;0.0;19.93;182.22;3.55
5032;0.0;0.0;19.93;180.29;0.0
5033;0.0;0.0;19.93;175.69;0.0
5034;0.0;0.0;8.57;179.15;0.0
5035;8.08;0.0;19.93;172.48;8.08
5036;9.93;0.0;19.93;172.48;9.93
5037;11.27;0.0;19.93;172.48;11.27
5038;12.22;0.0;19.93;172.48;12.22
5039;12.31;0.0;19.93;172.48;12.31
5040;0.0;0.0;8.74;184.69;0.0
5041;0.0;0.0;19.93;178.84;0.0
5042;0.0;0.0;19.93;178.43;0.0
5043;0.0;0.0;19.93;178.7;0.0
5044;0.0;0.0;19.93;179.18;0.0
5045;0.0;0.0;16.15;179.15;0.0
5046;2.02;0.0;19.93;182.22;2.02
5047;10.27;0.0;19.93;182.22;10.27
5048;12.7;0.0;19.93;182.22;12.7
5049;19.19;0.0;19.93;182.22;19.19
5050;21.68;0.0;25.81;182.22;21.68
5051;23.97;0.0;28.93;182.22;23.97
5052;26.09;0.0;27.54;182.22;26.09
5053;26.6;0.0;23.76;182.22;26.6
5054;23.34;0.0;19.93;182.22;23.34
5055;14.49;0.0;19.93;182.22;14.49
5056;3.72;0.0;19.93;182.22;3.72
5057;0.0;0.0;19.93;179.32;0.0
5058;0.0;0.0;19.93;176.88;0.0
5059;0.0;0.0;19.93;180.08;0.0
5060;0.0;0.0;19.93;181.85;0.0
5061;0.0;0.0;19.93;181.85;0.0
5062;0.0;0.0;19.93;181.15;0.0
5063;0.0;0.0;19.93;180.86;0.0
5064;0.0;0.0;19.93;180.02;0.0
5065;0.0;0.0;19.93;179.49;0.0
5066;0.0;0.0;19.93;181.1;0.0
5067;0.0;0.0;19.93;181.69;0.0
5068;0.0;0.0;19.93;181.48;0.0
5069;0.0;0.0;19.93;179.26;0.0
5070;1.07;0.0;19.93;182.22;1.07
5071;10.63;0.0;19.93;182.22;10.63
5072;18.21;0.0;19.93;182.22;18.21
5073;20.24;0.0;19.93;182.22;20.24
5074;21.73;0.0;19.93;182.22;21.73
5075;20.13;0.0;19.93;182.22;20.13
5076;18.86;0.0;19.93;182.22;18.86
5077;21.59;0.0;19.93;182.22;21.59
5078;15.76;0.0;19.93;182.22;15.76
5079;6.75;0.0;19.93;182.22;6.75
5080;3.12;0.0;19.93;182.22;3.12
5081;0.0;0.0;19.93;182.21;0.0
5082;0.0;0.0;19.93;180.18;0.0
5083;0.0;0.0;19.93;182.83;0.0
5084;0.0;0.0;19.93;182.92;0.0
5085;0.0;0.0;19.93;184.83;0.0
5086;0.09;0.0;19.93;185.55;0.09
5087;0.0;0.0;19.93;184.08;0.0
5088;0.0;0.0;19.93;181.85;0.0
5089;0.0;0.0;15.38;182.25;0.0
5090;0.0;0.0;19.93;179.34;0.0
5091;0.0;0.0;19.93;178.4;0.0
5092;0.0;0.0;19.93;178.07;0.0
5093;0.0;0.0;19.93;175.95;0.0
5094;0.0;0.0;19.93;181.34;0.0
5095;12.32;0.0;19.93;182.22;12.32
5096;22.72;0.0;20.03;182.22;22.72
5097;25.48;0.0;22.69;182.22;25.48
5098;27.94;0.0;21.62;182.22;27.94
5099;22.44;0.0;19.93;182.22;22.44
5100;18.59;0.0;19.93;182.22;18.59
5101;16.15;0.0;19.93;182.22;16.15
5102;16.36;0.0;19.93;182.22;16.36
5103;13.47;0.0;19.93;182.22;13.47
5104;5.08;0.0;19.93;182.22;5.08
5105;0.0;0.0;19.93;181.7;0.0
5106;0.0;0.0;19.93;179.39;0.0
5107;0.0;0.0;19.93;181.1;0.0
5108;0.0;0.0;19.93;180.45;0.0
5109;0.0;0.0;19.93;180.58;0.0
5110;0.0;0.0;19.93;180.42;0.0
5111;0.0;0.0;9.7;185.55;0.0
5112;0.0;0.0;19.93;179.79;0.0
5113;0.0;0.0;19.93;180.47;0.0
5114;0.0;0.0;19.93;180.27;0.0
5115;0.0;0.0;19.93;179.4;0.0
5116;0.0;0.0;8.85;184.59;0.0
5117;0.0;0.0;7.46;182.22;0.0
5118;0.0;0.0;19.93;181.43;0.0
5119;8.38;0.0;19.93;182.22;8.38
5120;9.85;0.0;19.93;182.22;9.85
5121;11.11;0.0;19.93;182.22;11.11
5122;16.02;0.0;19.93;182.22;16.02
5123;19.74;0.0;19.93;182.22;19.74
5124;12.03;0.0;19.93;182.22;12.03
