snapshot;pv;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
1383;135.3;-100.51;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1384;13.67;0.0;2.82;12.38;7.18;-7.18;-7.18;1.29;0.0;10.0
1385;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1386;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1387;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1388;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1389;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1390;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1391;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1392;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1393;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1394;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1395;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1396;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1397;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1398;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1399;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1400;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1401;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1402;23.6;0.0;-2.4;21.38;12.4;-12.4;-12.4;2.22;0.0;10.0
1403;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1404;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1405;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1406;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1407;135.3;-100.51;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1408;19.14;0.0;-0.05;17.33;10.05;-10.05;-10.05;1.8;0.0;10.0
1409;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1410;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1411;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1412;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1413;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1414;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1415;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1416;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1417;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1418;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1419;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1420;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1421;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1422;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1423;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1424;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1425;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1426;22.13;0.0;-1.63;20.05;11.63;-11.63;-11.63;2.08;0.0;10.0
1427;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1428;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1429;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1430;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1431;135.3;-100.51;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1432;23.92;0.0;-2.57;21.67;12.57;-12.57;-12.57;2.25;0.0;10.0
1433;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1434;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1435;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1436;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1437;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1438;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1439;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1440;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1441;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1442;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1443;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1444;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1445;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1446;15.72;0.0;1.74;14.24;8.26;-8.26;-8.26;1.48;0.0;10.0
1447;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1448;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1449;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1450;27.6;0.0;-4.5;25.0;14.5;-14.5;-14.5;2.6;0.0;10.0
1451;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1452;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1453;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1454;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1455;135.3;-100.51;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1456;20.5;0.0;-0.77;18.57;10.77;-10.77;-10.77;1.93;0.0;10.0
1457;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1458;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1459;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1460;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1461;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1462;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1463;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1464;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1465;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1466;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1467;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1468;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1469;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1470;13.67;0.0;2.82;12.38;7.18;-7.18;-7.18;1.29;0.0;10.0
1471;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1472;21.25;0.0;-1.17;19.25;11.17;-11.17;-11.17;2.0;0.0;10.0
1473;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1474;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1475;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1476;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1477;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1478;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1479;139.61;-104.82;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1480;20.5;0.0;-0.77;18.57;10.77;-10.77;-10.77;1.93;0.0;10.0
1481;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1482;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1483;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1484;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1485;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1486;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1487;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1488;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1489;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1490;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1491;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1492;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1493;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1494;3.42;4.31;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1495;18.45;0.0;0.3;16.71;9.69;-9.69;-9.69;1.74;0.0;10.0
1496;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1497;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1498;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1499;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1500;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1501;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1502;72.41;-37.61;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1503;67.66;-32.87;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1504;4.1;3.63;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1505;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1506;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1507;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1508;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1509;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1510;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1511;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1512;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1513;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1514;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1515;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1516;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1517;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1518;2.73;5.0;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1519;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1520;31.81;0.0;-6.71;28.82;16.71;-16.71;-16.71;3.0;0.0;10.0
1521;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1522;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1523;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1524;83.56;-48.77;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1525;75.86;-41.07;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1526;49.21;-14.41;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1527;25.97;-6.94;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1528;3.42;4.31;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1529;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1530;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1531;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1532;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1533;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1534;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1535;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1536;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1537;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1538;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1539;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1540;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1541;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1542;1.37;6.36;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1543;17.77;0.0;0.66;16.09;9.34;-9.34;-9.34;1.67;0.0;10.0
1544;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1545;23.93;0.0;-2.57;21.67;12.57;-12.57;-12.57;2.25;0.0;10.0
1546;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1547;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1548;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1549;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1550;86.25;-51.46;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1551;86.11;-51.32;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1552;14.35;0.0;2.46;13.0;7.54;-7.54;-7.54;1.35;0.0;10.0
1553;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1554;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1555;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1556;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1557;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1558;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1559;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1560;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1561;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1562;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1563;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1564;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1565;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1566;5.47;2.26;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1567;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1568;23.83;0.0;-2.52;21.58;12.52;-12.52;-12.52;2.24;0.0;10.0
1569;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1570;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1571;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1572;86.19;-51.39;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1573;77.22;-42.43;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1574;47.84;-13.05;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1575;21.19;0.0;-1.13;19.19;11.13;-11.13;-11.13;2.0;0.0;10.0
1576;1.37;6.36;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1577;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1578;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1579;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1580;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1581;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1582;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1583;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1584;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1585;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1586;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1587;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1588;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1589;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1590;12.3;0.0;3.54;11.14;6.46;-6.46;-6.46;1.16;0.0;10.0
1591;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1592;20.41;0.0;-0.72;18.49;10.72;-10.72;-10.72;1.92;0.0;10.0
1593;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1594;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1595;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1596;60.22;-25.42;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1597;94.99;-60.2;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1598;54.67;-19.88;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1599;19.82;0.0;-0.41;17.95;10.41;-10.41;-10.41;1.87;0.0;10.0
1600;2.73;5.0;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1601;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1602;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1603;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1604;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1605;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1606;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1607;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1608;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1609;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1610;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1611;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1612;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1613;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1614;17.09;0.0;1.02;15.48;8.98;-8.98;-8.98;1.61;0.0;10.0
1615;29.57;0.0;-5.53;26.78;15.53;-15.53;-15.53;2.78;0.0;10.0
1616;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1617;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1618;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1619;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1620;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1621;109.7;-74.91;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1622;71.76;-36.97;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1623;21.87;0.0;-1.49;19.81;11.49;-11.49;-11.49;2.06;0.0;10.0
1624;2.05;5.68;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1625;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1626;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1627;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1628;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1629;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1630;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1631;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1632;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1633;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1634;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1635;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1636;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1637;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1638;2.05;5.68;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1639;8.2;0.0;5.69;7.43;4.31;-4.31;-4.31;0.77;0.0;10.0
1640;21.87;0.0;-1.49;19.81;11.49;-11.49;-11.49;2.06;0.0;10.0
1641;28.02;0.0;-4.72;25.38;14.72;-14.72;-14.72;2.64;0.0;10.0
1642;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1643;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1644;49.96;-15.17;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1645;99.09;-64.3;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1646;63.56;-28.77;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1647;16.4;0.0;1.38;14.86;8.62;-8.62;-8.62;1.54;0.0;10.0
1648;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1649;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1650;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1651;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1652;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1653;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1654;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1655;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1656;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1657;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1658;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1659;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1660;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1661;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1662;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
1663;22.26;0.0;-1.7;20.17;11.7;-11.7;-11.7;2.1;0.0;10.0
1664;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1665;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1666;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1667;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1668;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1669;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1670;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1671;95.9;-61.11;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1672;35.54;-0.75;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
1673;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1674;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
1675;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1676;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1677;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1678;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1679;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
1680;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1681;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1682;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1683;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
1684;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
