snapshot;pv;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
6572;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6573;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6574;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6575;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6576;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6577;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6578;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6579;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6580;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6581;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6582;25.29;0.0;-3.29;22.9;13.28;-13.28;-13.28;2.38;0.0;10.0
6583;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6584;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6585;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6586;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6587;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6588;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6589;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6590;111.32;-76.53;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6591;58.77;-23.98;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6592;11.62;0.0;3.9;10.52;6.1;-6.1;-6.1;1.09;0.0;10.0
6593;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6594;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6595;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6596;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6597;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6598;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6599;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6600;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6601;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6602;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6603;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6604;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6605;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6606;20.5;0.0;-0.77;18.57;10.77;-10.77;-10.77;1.93;0.0;10.0
6607;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6608;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6609;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6610;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6611;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6612;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6613;117.41;-82.62;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6614;48.52;-13.73;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6615;38.95;-4.16;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6616;10.25;0.0;4.61;9.29;5.39;-5.39;-5.39;0.97;0.0;10.0
6617;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6618;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6619;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6620;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6621;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6622;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6623;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6624;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6625;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6626;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6627;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6628;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6629;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6630;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6631;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6632;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6633;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6634;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6635;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6636;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6637;45.65;-10.86;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6638;98.41;-63.62;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6639;60.82;-26.03;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6640;14.35;0.0;2.46;13.0;7.54;-7.54;-7.54;1.35;0.0;10.0
6641;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6642;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6643;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6644;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6645;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6646;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6647;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6648;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6649;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6650;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6651;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6652;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6653;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6654;28.02;0.0;-4.72;25.38;14.72;-14.72;-14.72;2.64;0.0;10.0
6655;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6656;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6657;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6658;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6659;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6660;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6661;61.58;-26.79;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6662;102.51;-67.72;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6663;43.05;-8.26;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6664;5.47;2.26;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6665;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6666;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6667;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6668;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6669;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6670;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6671;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6672;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6673;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6674;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6675;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6676;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6677;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6678;17.77;0.0;0.66;16.09;9.34;-9.34;-9.34;1.67;0.0;10.0
6679;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6680;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6681;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6682;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6683;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6684;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6685;103.8;-69.01;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6686;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6687;66.29;-31.5;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6688;10.25;0.0;4.61;9.29;5.39;-5.39;-5.39;0.97;0.0;10.0
6689;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6690;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6691;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6692;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6693;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6694;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6695;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6696;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6697;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6698;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6699;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6700;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6701;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6702;8.2;0.0;5.69;7.43;4.31;-4.31;-4.31;0.77;0.0;10.0
6703;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6704;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6705;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6706;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6707;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6708;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6709;57.1;-22.3;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6710;79.28;-44.48;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6711;34.85;-0.06;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6712;2.73;5.0;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6713;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6714;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6715;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6716;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6717;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6718;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6719;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
6720;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6721;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6722;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6723;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6724;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6725;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6726;10.25;0.0;4.61;9.29;5.39;-5.39;-5.39;0.97;0.0;10.0
6727;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6728;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6729;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6730;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6731;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6732;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6733;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6734;115.16;-80.37;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6735;61.51;-26.71;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6736;6.83;0.9;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6737;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6738;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6739;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6740;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6741;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6742;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6743;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6744;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6745;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6746;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6747;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6748;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6749;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6750;2.05;5.68;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6751;19.82;0.0;-0.41;17.95;10.41;-10.41;-10.41;1.87;0.0;10.0
6752;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6753;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6754;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6755;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6756;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6757;58.85;-24.06;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6758;96.36;-61.57;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6759;49.89;-15.1;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6760;7.52;0.21;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6761;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6762;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6763;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6764;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6765;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6766;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6767;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6768;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6769;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6770;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6771;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6772;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6773;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6774;12.3;0.0;3.54;11.14;6.46;-6.46;-6.46;1.16;0.0;10.0
6775;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6776;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6777;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6778;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6779;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6780;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6781;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6782;116.32;-81.53;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6783;58.09;-23.3;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6784;3.42;4.31;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6785;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6786;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6787;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6788;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6789;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6790;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6791;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6792;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6793;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6794;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6795;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6796;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6797;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6798;15.72;0.0;1.74;14.24;8.26;-8.26;-8.26;1.48;0.0;10.0
6799;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6800;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6801;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6802;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6803;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6804;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6805;84.73;-49.94;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6806;120.28;-85.49;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6807;48.52;-13.73;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6808;5.47;2.26;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6809;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6810;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6811;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6812;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6813;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6814;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6815;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6816;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6817;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6818;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6819;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6820;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6821;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6822;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6823;4.78;2.95;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6824;13.67;0.0;2.82;12.38;7.18;-7.18;-7.18;1.29;0.0;10.0
6825;26.65;0.0;-4.0;24.14;14.0;-14.0;-14.0;2.51;0.0;10.0
6826;39.64;-4.85;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6827;56.04;-21.25;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6828;52.62;-17.83;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6829;53.99;-19.2;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6830;48.52;-13.73;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6831;24.6;0.0;-2.93;22.29;12.93;-12.93;-12.93;2.32;0.0;10.0
6832;1.37;6.36;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6833;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6834;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6835;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6836;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6837;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6838;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6839;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6840;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6841;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6842;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6843;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6844;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6845;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6846;2.05;5.68;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6847;17.77;0.0;0.66;16.09;9.34;-9.34;-9.34;1.67;0.0;10.0
6848;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6849;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6850;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6851;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6852;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6853;36.3;-1.5;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6854;131.9;-97.11;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6855;43.05;-8.26;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6856;1.37;6.36;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6857;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6858;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6859;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6860;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6861;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6862;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6863;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6864;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6865;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6866;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6867;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6868;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
6869;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
6870;28.02;0.0;-4.72;25.38;14.72;-14.72;-14.72;2.64;0.0;10.0
6871;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6872;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
6873;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
