;pv;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
4566;19.03;-17.24;0.0;-1.79;0.0;-89.63
4567;19.03;-17.24;0.0;-1.79;0.0;-188.72
4568;19.03;-17.24;0.0;-1.79;0.0;-345.22
4569;19.03;-17.24;0.0;-1.79;0.0;-424.5
4570;19.03;-17.24;0.0;-1.79;0.0;-470.29
4571;19.03;-17.24;0.0;-1.79;0.0;-472.34
4572;19.03;-17.24;0.0;-1.79;0.0;-438.85
4573;19.03;-17.24;0.0;-1.79;0.0;-387.59
4574;19.03;-17.24;0.0;-1.79;0.0;-323.35
4575;34.79;-31.51;0.0;-3.28;-8.28;-229.69
4576;57.8;-31.51;-23.01;-3.28;-8.28;-109.63
4577;72.44;-29.1;-40.32;-3.03;-6.88;-0.0
4578;23.92;-17.24;-4.89;-1.79;0.0;-0.0
4579;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4580;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4581;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4582;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4583;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4584;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4585;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4586;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4587;1.37;-7.0;6.36;-0.73;2.6;-0.0
4588;12.69;-11.49;0.0;-1.2;0.0;-16.01
4589;19.03;-17.24;0.0;-1.79;0.0;-63.66
4590;19.03;-17.24;0.0;-1.79;0.0;-147.72
4591;19.03;-17.24;0.0;-1.79;0.0;-212.64
4592;19.03;-17.24;0.0;-1.79;0.0;-248.18
4593;19.03;-17.24;0.0;-1.79;0.0;-274.15
4594;19.03;-17.24;0.0;-1.79;0.0;-296.02
4595;19.03;-17.24;0.0;-1.79;0.0;-329.5
4596;19.03;-17.24;0.0;-1.79;0.0;-338.39
4597;19.03;-17.24;0.0;-1.79;0.0;-284.4
4598;21.05;-19.06;0.0;-1.98;-1.06;-222.25
4599;34.79;-31.51;0.0;-3.28;-8.28;-146.99
4600;104.37;-31.51;-69.58;-3.28;-8.28;-3.6
4601;34.79;-31.51;0.0;-3.28;-8.28;-15.78
4602;14.35;-13.0;0.0;-1.35;2.46;-0.0
4603;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4604;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4605;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4606;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4607;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4608;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4609;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4610;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4611;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4612;12.69;-11.49;0.0;-1.2;0.0;-11.91
4613;19.03;-17.24;0.0;-1.79;0.0;-59.56
4614;19.03;-17.24;0.0;-1.79;0.0;-170.95
4615;19.03;-17.24;0.0;-1.79;0.0;-293.97
4616;19.03;-17.24;0.0;-1.79;0.0;-384.86
4617;19.03;-17.24;0.0;-1.79;0.0;-448.42
4618;19.03;-17.24;0.0;-1.79;0.0;-486.69
4619;19.03;-17.24;0.0;-1.79;0.0;-498.99
4620;19.03;-17.24;0.0;-1.79;0.0;-474.39
4621;32.12;-29.1;0.0;-3.03;-6.88;-412.09
4622;19.03;-17.24;0.0;-1.79;0.0;-344.54
4623;34.79;-31.51;0.0;-3.28;-8.28;-224.22
4624;52.91;-31.51;-18.12;-3.28;-8.28;-104.27
4625;66.29;-17.24;-47.26;-1.79;0.0;-0.0
4626;21.19;-17.24;-2.15;-1.79;0.0;-0.0
4627;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4628;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4629;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4630;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4631;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4632;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4633;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4634;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4635;2.05;-7.0;5.68;-0.73;2.6;-0.0
4636;12.69;-11.49;0.0;-1.2;0.0;-14.65
4637;19.03;-17.24;0.0;-1.79;0.0;-63.66
4638;19.03;-17.24;0.0;-1.79;0.0;-177.11
4639;19.03;-17.24;0.0;-1.79;0.0;-291.23
4640;19.03;-17.24;0.0;-1.79;0.0;-379.39
4641;19.03;-17.24;0.0;-1.79;0.0;-431.33
4642;19.03;-17.24;0.0;-1.79;0.0;-456.62
4643;19.03;-17.24;0.0;-1.79;0.0;-453.2
4644;19.03;-17.24;0.0;-1.79;0.0;-423.13
4645;19.03;-17.24;0.0;-1.79;0.0;-336.34
4646;19.03;-17.24;0.0;-1.79;0.0;-207.86
4647;32.12;-29.1;0.0;-3.03;-6.88;-103.19
4648;62.52;-31.51;-27.73;-3.28;-8.28;-65.28
4649;71.76;-31.51;-36.97;-3.28;-8.28;-0.0
4650;22.55;-17.24;-3.52;-1.79;0.0;-0.0
4651;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4652;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4653;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4654;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4655;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4656;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4657;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4658;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4659;1.37;-7.0;6.36;-0.73;2.6;-0.0
4660;12.69;-11.49;0.0;-1.2;0.0;-13.28
4661;19.03;-17.24;0.0;-1.79;0.0;-57.51
4662;19.03;-17.24;0.0;-1.79;0.0;-151.82
4663;19.03;-17.24;0.0;-1.79;0.0;-269.36
4664;19.03;-17.24;0.0;-1.79;0.0;-369.14
4665;19.03;-17.24;0.0;-1.79;0.0;-426.55
4666;19.03;-17.24;0.0;-1.79;0.0;-419.71
4667;19.03;-17.24;0.0;-1.79;0.0;-346.59
4668;19.03;-17.24;0.0;-1.79;0.0;-272.78
4669;19.03;-17.24;0.0;-1.79;0.0;-213.33
4670;32.12;-29.1;0.0;-3.03;-6.88;-246.7
4671;34.79;-31.51;0.0;-3.28;-8.28;-200.98
4672;48.81;-31.51;-14.02;-3.28;-8.28;-109.74
4673;71.07;-17.24;-52.04;-1.79;0.0;-0.0
4674;21.19;-17.24;-2.15;-1.79;0.0;-0.0
4675;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4676;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4677;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4678;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4679;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4680;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4681;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4682;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4683;1.37;-7.0;6.36;-0.73;2.6;-0.0
4684;12.69;-11.49;0.0;-1.2;0.0;-16.01
4685;19.03;-17.24;0.0;-1.79;0.0;-64.34
4686;19.03;-17.24;0.0;-1.79;0.0;-177.11
4687;19.03;-17.24;0.0;-1.79;0.0;-273.47
4688;19.03;-17.24;0.0;-1.79;0.0;-360.94
4689;19.03;-17.24;0.0;-1.79;0.0;-432.02
4690;19.03;-17.24;0.0;-1.79;0.0;-440.22
4691;19.03;-17.24;0.0;-1.79;0.0;-165.49
4692;34.79;-31.51;0.0;-3.28;-8.28;-105.99
4693;23.4;-21.2;0.0;-2.2;-2.3;-126.26
4694;34.79;-31.51;0.0;-3.28;-8.28;-68.4
4695;34.79;-31.51;0.0;-3.28;-8.28;-84.8
4696;41.74;-31.51;-6.94;-3.28;-8.28;-21.14
4697;57.41;-31.51;-22.61;-3.28;-8.28;-0.0
4698;19.14;-17.33;0.0;-1.8;-0.05;-0.0
4699;-0.0;0.0;0.0;0.0;6.67;-0.0
4700;-0.0;0.0;0.0;0.0;6.67;-0.0
4701;-0.0;0.0;0.0;0.0;6.67;-0.0
4702;-0.0;0.0;0.0;0.0;6.67;-0.0
4703;-0.0;0.0;0.0;0.0;6.67;-0.0
4704;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4705;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4706;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4707;1.37;-7.0;6.36;-0.73;2.6;-0.0
4708;12.69;-11.49;0.0;-1.2;0.0;-11.23
4709;19.03;-17.24;0.0;-1.79;0.0;-58.88
4710;19.03;-17.24;0.0;-1.79;0.0;-181.21
4711;19.03;-17.24;0.0;-1.79;0.0;-300.12
4712;19.03;-17.24;0.0;-1.79;0.0;-396.48
4713;19.03;-17.24;0.0;-1.79;0.0;-462.09
4714;19.03;-17.24;0.0;-1.79;0.0;-498.31
4715;19.03;-17.24;0.0;-1.79;0.0;-503.09
4716;19.03;-17.24;0.0;-1.79;0.0;-477.8
4717;19.03;-17.24;0.0;-1.79;0.0;-425.86
4718;21.73;-19.68;0.0;-2.05;-1.42;-348.68
4719;34.79;-31.51;0.0;-3.28;-8.28;-219.44
4720;82.44;-31.51;-47.65;-3.28;-8.28;-47.4
4721;56.72;-31.51;-21.93;-3.28;-8.28;-0.0
4722;13.67;-12.38;0.0;-1.29;2.82;-0.0
4723;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4724;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4725;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4726;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4727;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4728;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4729;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4730;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4731;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4732;12.69;-11.49;0.0;-1.2;0.0;-3.71
4733;19.03;-17.24;0.0;-1.79;0.0;-37.01
4734;19.03;-17.24;0.0;-1.79;0.0;-152.5
4735;19.03;-17.24;0.0;-1.79;0.0;-285.08
4736;19.03;-17.24;0.0;-1.79;0.0;-389.64
4737;19.03;-17.24;0.0;-1.79;0.0;-456.62
4738;19.03;-17.24;0.0;-1.79;0.0;-492.84
4739;19.03;-17.24;0.0;-1.79;0.0;-496.26
4740;19.03;-17.24;0.0;-1.79;0.0;-455.25
4741;19.03;-17.24;0.0;-1.79;0.0;-351.37
4742;34.79;-31.51;0.0;-3.28;-8.28;-241.3
4743;38.57;-29.1;-6.44;-3.03;-6.88;-135.7
4744;74.49;-31.51;-39.7;-3.28;-8.28;-0.0
4745;41.69;-17.24;-22.66;-1.79;0.0;-0.0
4746;19.14;-17.24;-0.1;-1.79;0.0;-0.0
4747;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4748;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4749;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4750;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4751;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4752;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4753;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4754;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4755;0.68;-7.0;7.05;-0.73;2.6;-0.0
4756;12.69;-11.49;0.0;-1.2;0.0;-13.96
4757;19.03;-17.24;0.0;-1.79;0.0;-61.61
4758;19.03;-17.24;0.0;-1.79;0.0;-157.29
4759;19.03;-17.24;0.0;-1.79;0.0;-246.13
4760;19.03;-17.24;0.0;-1.79;0.0;-320.62
4761;19.03;-17.24;0.0;-1.79;0.0;-363.67
4762;19.03;-17.24;0.0;-1.79;0.0;-386.23
4763;19.03;-17.24;0.0;-1.79;0.0;-367.78
4764;19.03;-17.24;0.0;-1.79;0.0;-354.79
4765;34.79;-31.51;0.0;-3.28;-8.28;-407.37
4766;19.03;-17.24;0.0;-1.79;0.0;-362.99
4767;34.79;-31.51;0.0;-3.28;-8.28;-244.72
4768;86.47;-31.51;-51.68;-3.28;-8.28;-17.41
4769;38.27;-18.44;-17.91;-1.92;-0.7;-0.0
4770;15.03;-13.62;0.0;-1.42;2.1;-0.0
4771;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4772;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4773;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4774;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4775;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4776;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4777;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4778;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4779;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4780;12.69;-11.49;0.0;-1.2;0.0;-7.81
4781;19.03;-17.24;0.0;-1.79;0.0;-54.78
4782;19.03;-17.24;0.0;-1.79;0.0;-134.05
4783;19.03;-17.24;0.0;-1.79;0.0;-237.24
4784;19.03;-17.24;0.0;-1.79;0.0;-324.04
4785;19.03;-17.24;0.0;-1.79;0.0;-415.61
4786;19.03;-17.24;0.0;-1.79;0.0;-452.52
4787;19.03;-17.24;0.0;-1.79;0.0;-453.2
4788;19.03;-17.24;0.0;-1.79;0.0;-360.26
4789;19.03;-17.24;0.0;-1.79;0.0;-201.71
4790;19.03;-17.24;0.0;-1.79;0.0;-128.58
4791;34.79;-31.51;0.0;-3.28;-8.28;-81.39
4792;77.62;-31.51;-42.83;-3.28;-8.28;-36.51
4793;60.14;-30.86;-26.07;-3.21;-7.9;-0.0
4794;17.09;-15.48;0.0;-1.61;1.02;-0.0
4795;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4796;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4797;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4798;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4799;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4800;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4801;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4802;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4803;0.68;-7.0;7.05;-0.73;2.6;-0.0
4804;12.69;-11.49;0.0;-1.2;0.0;-11.23
4805;19.03;-17.24;0.0;-1.79;0.0;-57.51
4806;19.03;-17.24;0.0;-1.79;0.0;-172.32
4807;19.03;-17.24;0.0;-1.79;0.0;-289.18
4808;19.03;-17.24;0.0;-1.79;0.0;-383.49
4809;19.03;-17.24;0.0;-1.79;0.0;-450.47
4810;19.03;-17.24;0.0;-1.79;0.0;-491.47
4811;19.03;-17.24;0.0;-1.79;0.0;-498.31
4812;19.03;-17.24;0.0;-1.79;0.0;-475.07
4813;19.03;-17.24;0.0;-1.79;0.0;-416.3
4814;19.03;-17.24;0.0;-1.79;0.0;-339.07
4815;32.71;-29.62;0.0;-3.08;-7.18;-230.41
4816;104.37;-31.51;-69.58;-3.28;-8.28;-31.62
4817;34.79;-31.51;0.0;-3.28;-8.28;-26.03
4818;18.45;-16.71;0.0;-1.74;0.3;-0.0
4819;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4820;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4821;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4822;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4823;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4824;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4825;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4826;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4827;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4828;12.69;-11.49;0.0;-1.2;0.0;-2.35
4829;19.03;-17.24;0.0;-1.79;0.0;-32.91
4830;19.03;-17.24;0.0;-1.79;0.0;-102.61
4831;19.03;-17.24;0.0;-1.79;0.0;-194.87
4832;19.03;-17.24;0.0;-1.79;0.0;-294.65
4833;19.03;-17.24;0.0;-1.79;0.0;-352.06
4834;19.03;-17.24;0.0;-1.79;0.0;-381.44
4835;19.03;-17.24;0.0;-1.79;0.0;-397.16
4836;19.03;-17.24;0.0;-1.79;0.0;-264.58
4837;19.03;-17.24;0.0;-1.79;0.0;-160.7
4838;34.79;-31.51;0.0;-3.28;-8.28;-205.08
4839;48.82;-31.51;-14.03;-3.28;-8.28;-118.62
4840;82.69;-25.06;-55.03;-2.61;-4.54;-0.0
4841;35.54;-31.51;-0.75;-3.28;-8.28;-0.0
4842;7.52;-7.0;0.21;-0.73;5.94;-0.0
4843;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4844;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4845;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4846;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4847;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4848;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4849;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4850;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4851;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4852;12.69;-11.49;0.0;-1.2;0.0;-13.28
4853;19.03;-17.24;0.0;-1.79;0.0;-59.56
4854;19.03;-17.24;0.0;-1.79;0.0;-148.4
4855;19.03;-17.24;0.0;-1.79;0.0;-209.23
4856;19.03;-17.24;0.0;-1.79;0.0;-272.78
4857;19.03;-17.24;0.0;-1.79;0.0;-331.55
4858;19.03;-17.24;0.0;-1.79;0.0;-344.54
4859;19.03;-17.24;0.0;-1.79;0.0;-313.1
4860;30.62;-27.74;0.0;-2.88;-6.09;-244.11
4861;34.79;-31.51;0.0;-3.28;-8.28;-254.29
4862;34.79;-31.51;0.0;-3.28;-8.28;-187.32
4863;34.79;-31.51;0.0;-3.28;-8.28;-130.59
4864;37.64;-31.51;-2.84;-3.28;-8.28;-89.48
4865;62.87;-31.51;-28.08;-3.28;-8.28;-0.0
4866;14.35;-13.0;0.0;-1.35;2.46;-0.0
4867;-0.0;0.0;0.0;0.0;6.67;-0.0
4868;-0.0;0.0;0.0;0.0;6.67;-0.0
4869;-0.0;0.0;0.0;0.0;6.67;-0.0
4870;-0.0;0.0;0.0;0.0;6.67;-0.0
4871;-0.0;0.0;0.0;0.0;6.67;-0.0
4872;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4873;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4874;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4875;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4876;10.25;-9.29;0.0;-0.97;1.28;-0.0
4877;19.03;-17.24;0.0;-1.79;0.0;-30.17
4878;19.03;-17.24;0.0;-1.79;0.0;-62.29
4879;19.03;-17.24;0.0;-1.79;0.0;-93.73
4880;19.03;-17.24;0.0;-1.79;0.0;-101.93
4881;19.03;-17.24;0.0;-1.79;0.0;-127.9
4882;19.03;-17.24;0.0;-1.79;0.0;-150.45
4883;19.03;-17.24;0.0;-1.79;0.0;-143.62
4884;19.03;-17.24;0.0;-1.79;0.0;-151.82
4885;19.03;-17.24;0.0;-1.79;0.0;-179.84
4886;19.03;-17.24;0.0;-1.79;0.0;-175.05
4887;34.79;-31.51;0.0;-3.28;-8.28;-157.25
4888;71.47;-31.51;-36.68;-3.28;-8.28;-60.42
4889;66.29;-30.24;-32.9;-3.14;-7.54;-0.0
4890;17.77;-16.09;0.0;-1.67;0.66;-0.0
4891;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4892;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4893;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4894;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4895;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4896;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4897;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4898;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4899;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4900;12.69;-11.49;0.0;-1.2;0.0;-5.76
4901;19.03;-17.24;0.0;-1.79;0.0;-41.79
4902;19.03;-17.24;0.0;-1.79;0.0;-95.78
4903;19.03;-17.24;0.0;-1.79;0.0;-136.78
4904;19.03;-17.24;0.0;-1.79;0.0;-138.83
4905;19.03;-17.24;0.0;-1.79;0.0;-162.07
4906;19.03;-17.24;0.0;-1.79;0.0;-311.05
4907;19.03;-17.24;0.0;-1.79;0.0;-449.1
4908;19.03;-17.24;0.0;-1.79;0.0;-405.36
4909;19.03;-17.24;0.0;-1.79;0.0;-283.03
4910;19.68;-17.83;0.0;-1.85;-0.34;-190.81
4911;34.79;-31.51;0.0;-3.28;-8.28;-125.81
4912;81.08;-31.51;-46.29;-3.28;-8.28;-29.63
4913;58.09;-31.51;-23.3;-3.28;-8.28;-0.0
4914;15.72;-14.24;0.0;-1.48;1.74;-0.0
4915;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4916;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4917;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4918;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4919;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4920;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4921;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4922;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4923;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4924;12.69;-11.49;0.0;-1.2;0.0;-11.91
4925;19.03;-17.24;0.0;-1.79;0.0;-54.78
4926;19.03;-17.24;0.0;-1.79;0.0;-152.5
4927;19.03;-17.24;0.0;-1.79;0.0;-283.03
4928;19.03;-17.24;0.0;-1.79;0.0;-371.19
4929;19.03;-17.24;0.0;-1.79;0.0;-415.61
4930;19.03;-17.24;0.0;-1.79;0.0;-390.33
4931;19.03;-17.24;0.0;-1.79;0.0;-283.03
4932;19.03;-17.24;0.0;-1.79;0.0;-219.48
4933;19.03;-17.24;0.0;-1.79;0.0;-189.41
4934;21.05;-19.06;0.0;-1.98;-1.06;-200.38
4935;34.79;-31.51;0.0;-3.28;-8.28;-162.03
4936;104.37;-31.51;-69.58;-3.28;-8.28;-11.8
4937;34.79;-31.51;0.0;-3.28;-8.28;-19.2
4938;14.35;-13.0;0.0;-1.35;2.46;-0.0
4939;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4940;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4941;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4942;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4943;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4944;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4945;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4946;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4947;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4948;12.69;-11.49;0.0;-1.2;0.0;-7.13
4949;19.03;-17.24;0.0;-1.79;0.0;-43.16
4950;19.03;-17.24;0.0;-1.79;0.0;-119.7
4951;19.03;-17.24;0.0;-1.79;0.0;-205.12
4952;19.03;-17.24;0.0;-1.79;0.0;-302.17
4953;19.03;-17.24;0.0;-1.79;0.0;-343.17
4954;19.03;-17.24;0.0;-1.79;0.0;-350.01
4955;19.03;-17.24;0.0;-1.79;0.0;-360.94
4956;19.03;-17.24;0.0;-1.79;0.0;-335.66
4957;19.03;-17.24;0.0;-1.79;0.0;-272.78
4958;23.95;-21.7;0.0;-2.26;-2.59;-166.72
4959;34.79;-31.51;0.0;-3.28;-8.28;-84.12
4960;79.92;-31.51;-45.13;-3.28;-8.28;-8.24
4961;61.51;-31.51;-26.71;-3.28;-8.28;-0.0
4962;16.4;-14.86;0.0;-1.54;1.38;-0.0
4963;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4964;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4965;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4966;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4967;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4968;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4969;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4970;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4971;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4972;5.47;-7.0;2.26;-0.73;2.6;-0.0
4973;19.03;-17.24;0.0;-1.79;0.0;-2.84
4974;19.03;-17.24;0.0;-1.79;0.0;-25.39
4975;19.03;-17.24;0.0;-1.79;0.0;-73.23
4976;19.03;-17.24;0.0;-1.79;0.0;-115.6
4977;19.03;-17.24;0.0;-1.79;0.0;-140.88
4978;19.03;-17.24;0.0;-1.79;0.0;-119.7
4979;19.03;-17.24;0.0;-1.79;0.0;-106.03
4980;19.03;-17.24;0.0;-1.79;0.0;-105.35
4981;34.79;-31.51;0.0;-3.28;-8.28;-78.65
4982;50.76;-31.51;-15.97;-3.28;-8.28;-32.61
4983;60.14;-31.51;-25.35;-3.28;-8.28;-0.0
4984;44.42;-25.06;-16.76;-2.61;-4.54;-0.0
4985;30.75;-17.24;-11.72;-1.79;0.0;-0.0
4986;7.52;-7.0;0.21;-0.73;5.94;-0.0
4987;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4988;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4989;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4990;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4991;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4992;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4993;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4994;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4995;-0.0;-7.0;7.73;-0.73;2.6;-0.0
4996;12.69;-11.49;0.0;-1.2;0.0;-0.3
4997;19.03;-17.24;0.0;-1.79;0.0;-37.01
4998;19.03;-17.24;0.0;-1.79;0.0;-106.03
4999;19.03;-17.24;0.0;-1.79;0.0;-194.19
5000;19.03;-17.24;0.0;-1.79;0.0;-321.99
5001;19.03;-17.24;0.0;-1.79;0.0;-416.3
5002;19.03;-17.24;0.0;-1.79;0.0;-456.62
5003;19.03;-17.24;0.0;-1.79;0.0;-440.9
5004;19.03;-17.24;0.0;-1.79;0.0;-403.31
5005;19.03;-17.24;0.0;-1.79;0.0;-372.56
5006;34.79;-31.51;0.0;-3.28;-8.28;-291.19
5007;34.79;-31.51;0.0;-3.28;-8.28;-211.23
5008;77.97;-31.51;-43.18;-3.28;-8.28;-53.93
5009;58.09;-25.41;-30.04;-2.64;-4.74;-0.0
5010;12.3;-11.14;0.0;-1.16;3.54;-0.0
5011;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5012;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5013;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5014;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5015;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5016;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5017;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5018;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5019;-0.0;-7.0;7.73;-0.73;2.6;-0.0
5020;4.1;-7.0;3.63;-0.73;2.6;-0.0
5021;19.03;-17.24;0.0;-1.79;0.0;-16.5
