;pv;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
0;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
1;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
2;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
3;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
4;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
5;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
6;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
7;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
8;30.75;-31.51;4.04;-3.28;-8.28;-0.0
9;84.06;-31.51;-49.27;-3.28;-8.28;-0.0
10;147.62;-31.51;-112.82;-3.28;-8.28;-0.0
11;197.5;-31.51;-162.71;-3.28;-8.28;-0.0
12;183.84;-31.51;-149.04;-3.28;-8.28;-0.0
13;113.45;-31.51;-78.65;-3.28;-8.28;-0.0
14;31.44;-28.48;0.0;-2.96;-6.52;-0.0
15;-0.0;-7.0;7.73;-0.73;5.94;-0.0
16;-0.0;-7.0;7.73;-0.73;5.94;-0.0
17;-0.0;-7.0;7.73;-0.73;5.94;-0.0
18;-0.0;-7.0;7.73;-0.73;5.94;-0.0
19;-0.0;-7.0;7.73;-0.73;2.6;-0.0
20;-0.0;-7.0;7.73;-0.73;2.6;-0.0
21;-0.0;-7.0;7.73;-0.73;2.6;-0.0
22;-0.0;-7.0;7.73;-0.73;2.6;-0.0
23;-0.0;-7.0;7.73;-0.73;2.6;-0.0
24;-0.0;-7.0;7.73;-0.73;2.6;-0.0
25;-0.0;-7.0;7.73;-0.73;2.6;-0.0
26;-0.0;-7.0;7.73;-0.73;2.6;-0.0
27;-0.0;-7.0;7.73;-0.73;2.6;-0.0
28;-0.0;-7.0;7.73;-0.73;2.6;-0.0
29;-0.0;-7.0;7.73;-0.73;5.94;-0.0
30;-0.0;-7.0;7.73;-0.73;5.94;-0.0
31;-0.0;-7.0;7.73;-0.73;5.94;-0.0
32;4.78;-7.0;2.95;-0.73;5.94;-0.0
33;16.4;-14.86;0.0;-1.54;1.38;-0.0
34;28.02;-25.38;0.0;-2.64;-4.72;-0.0
35;40.32;-31.51;-5.53;-3.28;-8.28;-0.0
36;32.12;-29.09;0.0;-3.03;-6.88;-0.0
37;26.65;-24.14;0.0;-2.51;-4.0;-0.0
38;12.3;-11.14;0.0;-1.16;3.54;-0.0
39;-0.0;-7.0;7.73;-0.73;5.94;-0.0
40;-0.0;-7.0;7.73;-0.73;5.94;-0.0
41;-0.0;-7.0;7.73;-0.73;5.94;-0.0
42;-0.0;-7.0;7.73;-0.73;5.94;-0.0
43;-0.0;-7.0;7.73;-0.73;2.6;-0.0
44;-0.0;-7.0;7.73;-0.73;2.6;-0.0
45;-0.0;-7.0;7.73;-0.73;2.6;-0.0
46;-0.0;-7.0;7.73;-0.73;2.6;-0.0
47;-0.0;-7.0;7.73;-0.73;2.6;-0.0
48;-0.0;-7.0;7.73;-0.73;2.6;-0.0
49;-0.0;-7.0;7.73;-0.73;2.6;-0.0
50;-0.0;-7.0;7.73;-0.73;2.6;-0.0
51;-0.0;-7.0;7.73;-0.73;2.6;-0.0
52;-0.0;-7.0;7.73;-0.73;2.6;-0.0
53;-0.0;-7.0;7.73;-0.73;5.94;-0.0
54;-0.0;-7.0;7.73;-0.73;5.94;-0.0
55;-0.0;-7.0;7.73;-0.73;5.94;-0.0
56;12.3;-11.14;0.0;-1.16;3.54;-0.0
57;37.59;-31.51;-2.8;-3.28;-8.28;-0.0
58;58.09;-31.51;-23.3;-3.28;-8.28;-0.0
59;93.63;-31.51;-58.84;-3.28;-8.28;-0.0
60;100.46;-31.51;-65.67;-3.28;-8.28;-0.0
61;51.94;-31.51;-17.15;-3.28;-8.28;-0.0
62;18.45;-16.71;0.0;-1.74;0.3;-0.0
63;-0.0;-7.0;7.73;-0.73;5.94;-0.0
64;-0.0;-7.0;7.73;-0.73;5.94;-0.0
65;-0.0;-7.0;7.73;-0.73;5.94;-0.0
66;-0.0;-7.0;7.73;-0.73;5.94;-0.0
67;-0.0;-7.0;7.73;-0.73;2.6;-0.0
68;-0.0;-7.0;7.73;-0.73;2.6;-0.0
69;-0.0;-7.0;7.73;-0.73;2.6;-0.0
70;-0.0;-7.0;7.73;-0.73;2.6;-0.0
71;-0.0;-7.0;7.73;-0.73;2.6;-0.0
72;-0.0;-7.0;7.73;-0.73;2.6;-0.0
73;-0.0;-11.49;12.69;-1.2;0.0;-0.0
74;-0.0;-11.49;12.69;-1.2;0.0;-0.0
75;-0.0;-7.0;7.73;-0.73;2.6;-0.0
76;-0.0;-11.49;12.69;-1.2;0.0;-0.0
77;-0.0;-17.24;19.03;-1.79;0.0;-0.0
78;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
79;-0.0;-17.24;19.03;-1.79;0.0;-0.0
80;0.68;-31.51;34.11;-3.28;-8.28;-0.0
81;4.1;-17.24;14.93;-1.79;0.0;-0.0
82;19.14;-17.33;0.0;-1.8;-0.05;-0.0
83;26.65;-24.14;0.0;-2.51;-4.0;-0.0
84;9.57;-8.67;0.0;-0.9;4.97;-0.0
85;3.42;-7.0;4.31;-0.73;5.94;-0.0
86;0.68;-7.0;7.05;-0.73;5.94;-0.0
87;-0.0;-7.0;7.73;-0.73;5.94;-0.0
88;-0.0;-9.67;10.68;-1.01;4.39;-0.0
89;-0.0;-17.24;19.03;-1.79;0.0;-0.0
90;-0.0;-7.0;7.73;-0.73;5.94;-0.0
91;-0.0;-11.49;12.69;-1.2;0.0;-0.0
92;-0.0;-11.49;12.69;-1.2;0.0;-0.0
93;-0.0;-11.49;12.69;-1.2;0.0;-0.0
94;-0.0;-11.49;12.69;-1.2;0.0;-0.0
95;-0.0;-11.49;12.69;-1.2;0.0;-0.0
96;-0.0;-11.49;12.69;-1.2;0.0;-0.0
97;-0.0;-11.49;12.69;-1.2;0.0;-0.0
98;-0.0;-11.49;12.69;-1.2;0.0;-0.0
99;-0.0;-11.49;12.69;-1.2;0.0;-0.0
100;-0.0;-11.49;12.69;-1.2;0.0;-0.0
101;-0.0;-17.24;19.03;-1.79;0.0;-0.0
102;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
103;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
104;14.35;-26.35;14.74;-2.74;-5.29;-0.0
105;66.97;-31.51;-32.18;-3.28;-8.28;-0.0
106;140.1;-31.51;-105.31;-3.28;-8.28;-0.0
107;209.12;-31.51;-174.33;-3.28;-8.28;-34.85
108;209.12;-31.51;-174.33;-3.28;-8.28;-10.93
109;156.5;-31.51;-121.71;-3.28;-8.28;-0.0
110;51.26;-31.51;-16.46;-3.28;-8.28;-0.0
111;-0.0;-7.0;7.73;-0.73;5.94;-0.0
112;-0.0;-7.0;7.73;-0.73;5.94;-0.0
113;-0.0;-7.0;7.73;-0.73;5.94;-0.0
114;-0.0;-7.0;7.73;-0.73;5.94;-0.0
115;-0.0;-7.0;7.73;-0.73;2.6;-0.0
116;-0.0;-7.0;7.73;-0.73;2.6;-0.0
117;-0.0;-7.0;7.73;-0.73;2.6;-0.0
118;-0.0;-7.0;7.73;-0.73;2.6;-0.0
119;-0.0;-7.0;7.73;-0.73;2.6;-0.0
120;-0.0;-7.0;7.73;-0.73;2.6;-0.0
121;-0.0;-7.0;7.73;-0.73;2.6;-0.0
122;-0.0;-7.0;7.73;-0.73;2.6;-0.0
123;-0.0;-7.0;7.73;-0.73;2.6;-0.0
124;-0.0;-7.0;7.73;-0.73;2.6;-0.0
125;-0.0;-7.0;7.73;-0.73;5.94;-0.0
126;-0.0;-17.24;19.03;-1.79;0.0;-0.0
127;-0.0;-17.24;19.03;-1.79;0.0;-0.0
128;6.15;-17.24;12.88;-1.79;0.0;-0.0
129;13.67;-16.12;4.13;-1.68;0.65;-0.0
130;15.03;-13.62;0.0;-1.42;2.1;-0.0
131;40.32;-31.51;-5.53;-3.28;-8.28;-0.0
132;97.04;-31.51;-62.25;-3.28;-8.28;-0.0
133;77.22;-31.51;-42.43;-3.28;-8.28;-0.0
134;21.87;-19.81;0.0;-2.06;-1.49;-0.0
135;-0.0;-7.0;7.73;-0.73;5.94;-0.0
136;-0.0;-7.0;7.73;-0.73;5.94;-0.0
137;-0.0;-7.0;7.73;-0.73;5.94;-0.0
138;-0.0;-7.0;7.73;-0.73;5.94;-0.0
139;-0.0;-7.0;7.73;-0.73;2.6;-0.0
140;-0.0;-7.0;7.73;-0.73;2.6;-0.0
141;-0.0;-7.0;7.73;-0.73;2.6;-0.0
142;-0.0;-7.0;7.73;-0.73;2.6;-0.0
143;-0.0;-7.0;7.73;-0.73;2.6;-0.0
144;-0.0;-7.0;7.73;-0.73;2.6;-0.0
145;-0.0;-11.49;12.69;-1.2;0.0;-0.0
146;-0.0;-11.49;12.69;-1.2;0.0;-0.0
147;-0.0;-11.49;12.69;-1.2;0.0;-0.0
148;-0.0;-11.49;12.69;-1.2;0.0;-0.0
149;-0.0;-17.24;19.03;-1.79;0.0;-0.0
150;-0.0;-17.24;19.03;-1.79;0.0;-0.0
151;-0.0;-27.89;30.8;-2.9;-6.18;-0.0
152;12.98;-17.24;6.05;-1.79;0.0;-0.0
153;40.32;-31.51;-5.53;-3.28;-8.28;-0.0
154;58.09;-31.51;-23.3;-3.28;-8.28;-0.0
155;70.39;-31.51;-35.6;-3.28;-8.28;-0.0
156;83.38;-31.51;-48.58;-3.28;-8.28;-0.0
157;83.38;-31.51;-48.58;-3.28;-8.28;-0.0
158;29.39;-26.62;0.0;-2.77;-5.44;-0.0
159;-0.0;-7.0;7.73;-0.73;5.94;-0.0
160;-0.0;-17.24;19.03;-1.79;0.0;-0.0
161;-0.0;-7.0;7.73;-0.73;5.94;-0.0
162;-0.0;-17.24;19.03;-1.79;0.0;-0.0
163;-0.0;0.0;0.0;0.0;6.67;-0.0
164;-0.0;0.0;0.0;0.0;6.67;-0.0
165;-0.0;0.0;0.0;0.0;6.67;-0.0
166;-0.0;0.0;0.0;0.0;6.67;-0.0
167;-0.0;0.0;0.0;0.0;6.67;-0.0
168;-0.0;-7.0;7.73;-0.73;2.6;-0.0
169;-0.0;-7.0;7.73;-0.73;2.6;-0.0
170;-0.0;-7.0;7.73;-0.73;2.6;-0.0
171;-0.0;-11.49;12.69;-1.2;0.0;-0.0
172;-0.0;-11.49;12.69;-1.2;0.0;-0.0
173;-0.0;-17.24;19.03;-1.79;0.0;-0.0
174;-0.0;-17.24;19.03;-1.79;0.0;-0.0
175;-0.0;-17.24;19.03;-1.79;0.0;-0.0
176;6.83;-17.24;12.2;-1.79;0.0;-0.0
177;28.7;-26.0;0.0;-2.7;-5.08;-0.0
178;47.84;-31.51;-13.05;-3.28;-8.28;-0.0
179;47.15;-31.51;-12.36;-3.28;-8.28;-0.0
180;86.79;-31.51;-52.0;-3.28;-8.28;-0.0
181;110.03;-31.51;-75.24;-3.28;-8.28;-0.0
182;45.1;-31.51;-10.31;-3.28;-8.28;-0.0
183;-0.0;-7.0;7.73;-0.73;5.94;-0.0
184;-0.0;-7.0;7.73;-0.73;5.94;-0.0
185;-0.0;-7.0;7.73;-0.73;5.94;-0.0
186;-0.0;-17.24;19.03;-1.79;0.0;-0.0
187;-0.0;-11.49;12.69;-1.2;0.0;-0.0
188;-0.0;-7.0;7.73;-0.73;2.6;-0.0
189;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
190;-0.0;-11.49;12.69;-1.2;0.0;-0.0
191;-0.0;-11.49;12.69;-1.2;0.0;-0.0
192;-0.0;-8.83;9.74;-0.92;1.55;-0.0
193;-0.0;-11.49;12.69;-1.2;0.0;-0.0
194;-0.0;-11.49;12.69;-1.2;0.0;-0.0
195;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
196;-0.0;-31.51;34.79;-3.28;-11.61;-0.0
197;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
198;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
199;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
200;64.92;-31.51;-30.13;-3.28;-8.28;-0.0
201;209.12;-31.51;-174.33;-3.28;-8.28;-0.0
202;192.04;-31.51;-157.25;-3.28;-8.28;-0.0
203;84.06;-31.51;-49.27;-3.28;-8.28;-0.0
204;54.67;-31.51;-19.88;-3.28;-8.28;-0.0
205;46.47;-31.51;-11.68;-3.28;-8.28;-0.0
206;15.03;-13.62;0.0;-1.42;2.1;-0.0
207;-0.0;-7.0;7.73;-0.73;5.94;-0.0
208;-0.0;-7.0;7.73;-0.73;5.94;-0.0
209;-0.0;-7.0;7.73;-0.73;5.94;-0.0
210;-0.0;-7.0;7.73;-0.73;5.94;-0.0
211;-0.0;-7.0;7.73;-0.73;2.6;-0.0
212;-0.0;-7.0;7.73;-0.73;2.6;-0.0
213;-0.0;-7.0;7.73;-0.73;2.6;-0.0
214;-0.0;-7.0;7.73;-0.73;2.6;-0.0
215;-0.0;-7.0;7.73;-0.73;2.6;-0.0
216;-0.0;-7.0;7.73;-0.73;2.6;-0.0
217;-0.0;-7.0;7.73;-0.73;2.6;-0.0
218;-0.0;-7.0;7.73;-0.73;2.6;-0.0
219;-0.0;-7.0;7.73;-0.73;2.6;-0.0
220;-0.0;-7.0;7.73;-0.73;2.6;-0.0
221;-0.0;-7.0;7.73;-0.73;5.94;-0.0
222;-0.0;-7.0;7.73;-0.73;5.94;-0.0
223;-0.0;-7.0;7.73;-0.73;5.94;-0.0
224;16.4;-14.86;0.0;-1.54;1.38;-0.0
225;43.05;-31.51;-8.26;-3.28;-8.28;-0.0
226;71.76;-31.51;-36.97;-3.28;-8.28;-0.0
227;66.97;-31.51;-32.18;-3.28;-8.28;-0.0
228;42.37;-31.51;-7.58;-3.28;-8.28;-0.0
229;26.65;-24.14;0.0;-2.51;-4.0;-0.0
230;8.2;-7.43;0.0;-0.77;5.69;-0.0
231;-0.0;-7.0;7.73;-0.73;5.94;-0.0
232;-0.0;-7.0;7.73;-0.73;5.94;-0.0
233;-0.0;-7.0;7.73;-0.73;5.94;-0.0
234;-0.0;-7.0;7.73;-0.73;5.94;-0.0
235;-0.0;-7.0;7.73;-0.73;2.6;-0.0
236;-0.0;-7.0;7.73;-0.73;2.6;-0.0
237;-0.0;-7.0;7.73;-0.73;2.6;-0.0
238;-0.0;-7.0;7.73;-0.73;2.6;-0.0
239;-0.0;-7.0;7.73;-0.73;2.6;-0.0
240;-0.0;-7.0;7.73;-0.73;2.6;-0.0
241;-0.0;-7.0;7.73;-0.73;2.6;-0.0
242;-0.0;-7.0;7.73;-0.73;2.6;-0.0
243;-0.0;-7.0;7.73;-0.73;2.6;-0.0
244;-0.0;-7.0;7.73;-0.73;2.6;-0.0
245;-0.0;-7.0;7.73;-0.73;5.94;-0.0
246;-0.0;-7.0;7.73;-0.73;5.94;-0.0
247;-0.0;-7.0;7.73;-0.73;5.94;-0.0
248;4.1;-7.0;3.63;-0.73;5.94;-0.0
249;25.97;-23.52;0.0;-2.45;-3.64;-0.0
250;38.95;-31.51;-4.16;-3.28;-8.28;-0.0
251;51.94;-31.51;-17.15;-3.28;-8.28;-0.0
252;54.67;-31.51;-19.88;-3.28;-8.28;-0.0
253;51.26;-31.51;-16.46;-3.28;-8.28;-0.0
254;19.14;-17.33;0.0;-1.8;-0.05;-0.0
255;-0.0;-7.0;7.73;-0.73;5.94;-0.0
256;-0.0;-7.0;7.73;-0.73;5.94;-0.0
257;-0.0;-7.0;7.73;-0.73;5.94;-0.0
258;-0.0;-7.0;7.73;-0.73;5.94;-0.0
259;-0.0;-7.0;7.73;-0.73;2.6;-0.0
260;-0.0;-7.0;7.73;-0.73;2.6;-0.0
261;-0.0;-7.0;7.73;-0.73;2.6;-0.0
262;-0.0;-7.0;7.73;-0.73;2.6;-0.0
263;-0.0;-7.0;7.73;-0.73;2.6;-0.0
264;-0.0;-7.0;7.73;-0.73;2.6;-0.0
265;-0.0;-7.0;7.73;-0.73;2.6;-0.0
266;-0.0;-7.0;7.73;-0.73;2.6;-0.0
267;-0.0;-7.0;7.73;-0.73;2.6;-0.0
268;-0.0;-11.49;12.69;-1.2;0.0;-0.0
269;-0.0;-17.24;19.03;-1.79;0.0;-0.0
270;-0.0;-26.14;28.86;-2.72;-5.16;-0.0
271;-0.0;-17.24;19.03;-1.79;0.0;-0.0
272;5.47;-17.24;13.57;-1.79;0.0;-0.0
273;7.52;-17.24;11.51;-1.79;0.0;-0.0
274;6.15;-31.51;28.64;-3.28;-8.28;-0.0
275;4.78;-17.24;14.25;-1.79;0.0;-0.0
276;5.47;-17.24;13.57;-1.79;0.0;-0.0
277;3.42;-7.0;4.31;-0.73;5.94;-0.0
278;0.68;-7.0;7.05;-0.73;5.94;-0.0
279;-0.0;-7.0;7.73;-0.73;5.94;-0.0
280;-0.0;-7.0;7.73;-0.73;5.94;-0.0
281;-0.0;-17.24;19.03;-1.79;0.0;-0.0
282;-0.0;-17.24;19.03;-1.79;0.0;-0.0
283;-0.0;-11.49;12.69;-1.2;0.0;-0.0
284;-0.0;-11.49;12.69;-1.2;0.0;-0.0
285;-0.0;-11.49;12.69;-1.2;0.0;-0.0
286;-0.0;-11.49;12.69;-1.2;0.0;-0.0
287;-0.0;-11.49;12.69;-1.2;0.0;-0.0
288;-0.0;-11.49;12.69;-1.2;0.0;-0.0
289;-0.0;-11.49;12.69;-1.2;0.0;-0.0
290;-0.0;-11.49;12.69;-1.2;0.0;-0.0
291;-0.0;-11.49;12.69;-1.2;0.0;-0.0
292;-0.0;-11.49;12.69;-1.2;0.0;-0.0
293;-0.0;-27.48;30.33;-2.86;-5.94;-0.0
294;-0.0;-17.24;19.03;-1.79;0.0;-0.0
295;3.42;-7.0;4.31;-0.73;5.94;-0.0
296;87.48;-31.51;-52.68;-3.28;-8.28;-0.0
297;181.79;-31.51;-146.99;-3.28;-8.28;-0.0
298;161.97;-31.51;-127.18;-3.28;-8.28;-0.0
299;75.17;-31.51;-40.38;-3.28;-8.28;-0.0
300;45.1;-31.51;-10.31;-3.28;-8.28;-0.0
301;30.75;-27.86;0.0;-2.9;-6.16;-0.0
302;8.2;-7.43;0.0;-0.77;5.69;-0.0
303;-0.0;-7.0;7.73;-0.73;5.94;-0.0
304;-0.0;-7.0;7.73;-0.73;5.94;-0.0
305;-0.0;-7.0;7.73;-0.73;5.94;-0.0
306;-0.0;-7.0;7.73;-0.73;5.94;-0.0
307;-0.0;-7.0;7.73;-0.73;2.6;-0.0
308;-0.0;-7.0;7.73;-0.73;2.6;-0.0
309;-0.0;-7.0;7.73;-0.73;2.6;-0.0
310;-0.0;-7.0;7.73;-0.73;2.6;-0.0
311;-0.0;-7.0;7.73;-0.73;2.6;-0.0
312;-0.0;-7.0;7.73;-0.73;2.6;-0.0
313;-0.0;-11.49;12.69;-1.2;0.0;-0.0
314;-0.0;-11.49;12.69;-1.2;0.0;-0.0
315;-0.0;-11.49;12.69;-1.2;0.0;-0.0
316;-0.0;-11.49;12.69;-1.2;0.0;-0.0
317;-0.0;-21.65;23.9;-2.25;-2.56;-0.0
318;-0.0;-31.51;34.79;-3.28;-8.28;-0.0
319;0.68;-31.51;34.11;-3.28;-8.28;-0.0
320;16.4;-31.51;18.39;-3.28;-8.28;-0.0
321;23.24;-31.51;11.56;-3.28;-8.28;-0.0
322;19.14;-17.33;0.0;-1.8;-0.05;-0.0
323;25.29;-22.9;0.0;-2.38;-3.29;-0.0
324;32.8;-29.71;0.0;-3.09;-7.23;-0.0
325;12.3;-11.14;0.0;-1.16;3.54;-0.0
326;-0.0;-7.0;7.73;-0.73;5.94;-0.0
327;-0.0;-7.0;7.73;-0.73;5.94;-0.0
328;-0.0;-17.24;19.03;-1.79;0.0;-0.0
329;-0.0;-17.24;19.03;-1.79;0.0;-0.0
330;-0.0;-17.24;19.03;-1.79;0.0;-0.0
331;-0.0;0.0;0.0;0.0;6.67;-0.0
332;-0.0;0.0;0.0;0.0;6.67;-0.0
333;-0.0;0.0;0.0;0.0;6.67;-0.0
334;-0.0;0.0;0.0;0.0;6.67;-0.0
335;-0.0;0.0;0.0;0.0;6.67;-0.0
336;-0.0;-11.49;12.69;-1.2;0.0;-0.0
337;-0.0;-11.49;12.69;-1.2;0.0;-0.0
338;-0.0;-11.49;12.69;-1.2;0.0;-0.0
339;-0.0;-11.49;12.69;-1.2;0.0;-0.0
340;-0.0;-11.49;12.69;-1.2;0.0;-0.0
341;-0.0;-17.24;19.03;-1.79;0.0;-0.0
342;-0.0;-17.24;19.03;-1.79;0.0;-0.0
343;-0.0;-17.24;19.03;-1.79;0.0;-0.0
344;25.97;-23.52;0.0;-2.45;-3.64;-0.0
345;34.79;-31.51;0.0;-3.28;-8.28;-77.29
346;34.79;-31.51;0.0;-3.28;-8.28;-224.9
347;142.34;-31.51;-107.55;-3.28;-8.28;-86.6
348;166.07;-31.51;-131.28;-3.28;-8.28;-0.0
349;82.69;-31.51;-47.9;-3.28;-8.28;-0.0
350;21.19;-19.19;0.0;-2.0;-1.13;-0.0
351;-0.0;-7.0;7.73;-0.73;5.94;-0.0
352;-0.0;-7.0;7.73;-0.73;5.94;-0.0
353;-0.0;-7.0;7.73;-0.73;5.94;-0.0
354;-0.0;-7.0;7.73;-0.73;5.94;-0.0
355;-0.0;-7.0;7.73;-0.73;2.6;-0.0
356;-0.0;-7.0;7.73;-0.73;2.6;-0.0
357;-0.0;-7.0;7.73;-0.73;2.6;-0.0
358;-0.0;-7.0;7.73;-0.73;2.6;-0.0
359;-0.0;-7.0;7.73;-0.73;2.6;-0.0
360;-0.0;-7.0;7.73;-0.73;2.6;-0.0
361;-0.0;-7.0;7.73;-0.73;2.6;-0.0
362;-0.0;-7.0;7.73;-0.73;2.6;-0.0
363;-0.0;-11.49;12.69;-1.2;0.0;-0.0
364;-0.0;-11.49;12.69;-1.2;0.0;-0.0
365;-0.0;-14.5;16.0;-1.51;1.59;-0.0
366;-0.0;-17.24;19.03;-1.79;0.0;-0.0
367;2.05;-17.24;16.98;-1.79;0.0;-0.0
368;34.85;-31.51;-0.06;-3.28;-8.28;-0.0
369;53.31;-31.51;-18.51;-3.28;-8.28;-0.0
370;40.32;-31.51;-5.53;-3.28;-8.28;-0.0
371;35.54;-31.51;-0.75;-3.28;-8.28;-0.0
372;43.05;-31.51;-8.26;-3.28;-8.28;-0.0
373;46.47;-31.51;-11.68;-3.28;-8.28;-0.0
374;19.14;-17.33;0.0;-1.8;-0.05;-0.0
375;-0.0;-7.0;7.73;-0.73;5.94;-0.0
376;-0.0;-7.0;7.73;-0.73;5.94;-0.0
377;-0.0;-7.0;7.73;-0.73;5.94;-0.0
378;-0.0;-7.0;7.73;-0.73;5.94;-0.0
379;-0.0;-7.0;7.73;-0.73;2.6;-0.0
380;-0.0;-7.0;7.73;-0.73;2.6;-0.0
381;-0.0;-7.0;7.73;-0.73;2.6;-0.0
382;-0.0;-7.0;7.73;-0.73;2.6;-0.0
383;-0.0;-7.0;7.73;-0.73;2.6;-0.0
384;-0.0;-7.0;7.73;-0.73;2.6;-0.0
385;-0.0;-7.0;7.73;-0.73;2.6;-0.0
386;-0.0;-7.0;7.73;-0.73;2.6;-0.0
387;-0.0;-7.0;7.73;-0.73;2.6;-0.0
388;-0.0;-7.11;7.84;-0.74;2.54;-0.0
389;-0.0;-17.24;19.03;-1.79;0.0;-0.0
390;-0.0;-17.24;19.03;-1.79;0.0;-0.0
391;4.1;-17.24;14.93;-1.79;0.0;-0.0
392;34.79;-31.51;0.0;-3.28;-8.28;-57.47
393;34.79;-31.51;0.0;-3.28;-8.28;-197.57
394;34.79;-31.51;0.0;-3.28;-8.28;-276.84
395;34.79;-31.51;0.0;-3.28;-8.28;-307.59
396;34.79;-31.51;0.0;-3.28;-8.28;-282.99
397;102.51;-31.51;-67.72;-3.28;-8.28;-139.41
398;108.66;-31.51;-73.87;-3.28;-8.28;-0.0
399;2.05;-7.0;5.68;-0.73;5.94;-0.0
400;-0.0;-7.0;7.73;-0.73;5.94;-0.0
401;-0.0;-7.0;7.73;-0.73;5.94;-0.0
402;-0.0;-7.0;7.73;-0.73;5.94;-0.0
403;-0.0;-7.0;7.73;-0.73;2.6;-0.0
404;-0.0;-7.0;7.73;-0.73;2.6;-0.0
405;-0.0;-7.0;7.73;-0.73;2.6;-0.0
406;-0.0;-7.0;7.73;-0.73;2.6;-0.0
407;-0.0;-7.0;7.73;-0.73;2.6;-0.0
408;-0.0;-7.0;7.73;-0.73;2.6;-0.0
409;-0.0;-7.0;7.73;-0.73;2.6;-0.0
410;-0.0;-7.0;7.73;-0.73;2.6;-0.0
411;-0.0;-7.0;7.73;-0.73;2.6;-0.0
412;-0.0;-7.0;7.73;-0.73;2.6;-0.0
413;-0.0;-17.24;19.03;-1.79;0.0;-0.0
414;-0.0;-13.4;14.79;-1.39;2.23;-0.0
415;6.15;-7.0;1.58;-0.73;5.94;-0.0
416;34.79;-31.51;0.0;-3.28;-8.28;-39.7
417;34.79;-31.51;0.0;-3.28;-8.28;-134.69
418;34.79;-31.51;0.0;-3.28;-8.28;-223.54
419;34.79;-31.51;0.0;-3.28;-8.28;-274.79
420;34.79;-31.51;0.0;-3.28;-8.28;-275.47
421;124.08;-31.51;-89.29;-3.28;-8.28;-119.9
422;111.4;-31.51;-76.6;-3.28;-8.28;-0.0
423;2.73;-7.0;5.0;-0.73;5.94;-0.0
424;-0.0;-7.0;7.73;-0.73;5.94;-0.0
425;-0.0;-7.0;7.73;-0.73;5.94;-0.0
426;-0.0;-7.0;7.73;-0.73;5.94;-0.0
427;-0.0;-7.0;7.73;-0.73;2.6;-0.0
428;-0.0;-7.0;7.73;-0.73;2.6;-0.0
429;-0.0;-7.0;7.73;-0.73;2.6;-0.0
430;-0.0;-7.0;7.73;-0.73;2.6;-0.0
431;-0.0;-7.0;7.73;-0.73;2.6;-0.0
432;-0.0;-7.0;7.73;-0.73;2.6;-0.0
433;-0.0;-11.49;12.69;-1.2;0.0;-0.0
434;-0.0;-7.0;7.73;-0.73;2.6;-0.0
435;-0.0;-8.91;9.83;-0.93;1.5;-0.0
436;-0.0;-7.0;7.73;-0.73;2.6;-0.0
437;-0.0;-7.0;7.73;-0.73;5.94;-0.0
438;-0.0;-7.0;7.73;-0.73;5.94;-0.0
439;-0.0;-17.24;19.03;-1.79;0.0;-0.0
440;15.03;-17.24;4.0;-1.79;0.0;-0.0
441;40.32;-31.51;-5.53;-3.28;-8.28;-0.0
442;60.14;-31.51;-25.35;-3.28;-8.28;-0.0
443;68.34;-31.51;-33.55;-3.28;-8.28;-0.0
444;75.17;-31.51;-40.38;-3.28;-8.28;-0.0
445;75.86;-31.51;-41.07;-3.28;-8.28;-0.0
446;34.17;-30.95;0.0;-3.22;-7.95;-0.0
447;-0.0;-7.0;7.73;-0.73;5.94;-0.0
448;-0.0;-7.0;7.73;-0.73;5.94;-0.0
449;-0.0;-7.0;7.73;-0.73;5.94;-0.0
450;-0.0;-7.0;7.73;-0.73;5.94;-0.0
451;-0.0;-7.0;7.73;-0.73;2.6;-0.0
452;-0.0;-7.0;7.73;-0.73;2.6;-0.0
453;-0.0;-7.0;7.73;-0.73;2.6;-0.0
454;-0.0;-7.0;7.73;-0.73;2.6;-0.0
455;-0.0;-7.0;7.73;-0.73;2.6;-0.0
456;-0.0;-7.0;7.73;-0.73;2.6;-0.0
457;-0.0;-7.0;7.73;-0.73;2.6;-0.0
458;-0.0;-11.49;12.69;-1.2;0.0;-0.0
459;-0.0;-11.49;12.69;-1.2;0.0;-0.0
460;-0.0;-9.02;9.96;-0.94;1.44;-0.0
461;-0.0;-17.24;19.03;-1.79;0.0;-0.0
462;-0.0;-7.0;7.73;-0.73;5.94;-0.0
463;5.47;-17.24;13.57;-1.79;0.0;-0.0
