snapshot;battery_storage;hydrogen_storage
0;34.79156026383704;-11.612418548164564
1;34.79156026383704;-11.612418548164564
2;34.79156026383704;-11.612418548164564
3;34.79156026383704;-11.612418548164564
4;34.79156026383704;-11.612418548164564
5;34.79156026383704;-8.279418548164564
6;34.79156026383704;-8.279418548164564
7;34.79156026383704;-8.279418548164564
8;4.038306102052569;-8.279418548164566
9;-49.267334445040525;-8.279418548164564
10;-112.82405971272844;-8.279418548164564
11;-162.71267201962326;-8.279418548164564
12;-149.0445590588302;-8.279418548164564
13;-78.6537773107457;-8.279418548164564
14;0.0;-6.5168567595915246
15;7.731457836408233;5.937129211518986
16;7.731457836408233;5.937129211518986
17;7.731457836408233;5.937129211518986
18;7.731457836408233;5.937129211518986
19;7.731457836408233;2.604129211518986
20;7.731457836408233;2.604129211518986
21;7.731457836408233;2.604129211518986
22;7.731457836408233;2.604129211518986
23;7.731457836408233;2.604129211518986
24;7.731457836408233;2.604129211518986
25;7.731457836408233;2.604129211518986
26;7.731457836408233;2.604129211518986
27;7.731457836408233;2.604129211518986
28;7.731457836408233;2.604129211518986
29;7.731457836408233;5.937129211518986
30;7.731457836408233;5.937129211518986
31;7.731457836408233;5.937129211518986
32;2.947618300130647;5.937129211518986
33;0.0;1.382031255865293
34;0.0;-4.721654937896794
35;-5.529372970502601;-8.279418548164566
36;0.0;-6.87589712393047
37;0.0;-4.0035742092189
38;0.0;3.5362734418989694
39;7.731457836408233;5.937129211518986
40;7.731457836408233;5.937129211518986
41;7.731457836408233;5.937129211518986
42;7.731457836408233;5.937129211518986
43;7.731457836408233;2.604129211518986
44;7.731457836408233;2.604129211518986
45;7.731457836408233;2.604129211518986
46;7.731457836408233;2.604129211518986
47;7.731457836408233;2.604129211518986
48;7.731457836408233;2.604129211518986
49;7.731457836408233;2.604129211518986
50;7.731457836408233;2.604129211518986
51;7.731457836408233;2.604129211518986
52;7.731457836408233;2.604129211518986
53;7.731457836408233;5.937129211518986
54;7.731457836408233;5.937129211518986
55;7.731457836408233;5.937129211518986
56;0.0;3.5362734418989694
57;-2.795750378343983;-8.279418548164566
58;-23.29791981953364;-8.279418548164562
59;-58.83501351759571;-8.279418548164562
60;-65.66906999799224;-8.279418548164562
61;-17.147268987176737;-8.279418548164562
62;0.0;0.3049101628484543
63;7.731457836408232;5.937129211518986
64;7.731457836408232;5.937129211518986
65;7.731457836408232;5.937129211518986
66;7.731457836408232;5.937129211518986
67;7.731457836408232;2.604129211518986
68;7.731457836408232;2.604129211518986
69;7.731457836408232;2.604129211518986
70;7.731457836408232;2.604129211518986
71;7.731457836408232;2.604129211518986
72;7.731457836408232;2.604129211518986
73;12.688216987022992;0.0
74;12.688216987022992;0.0
75;7.731457836408232;2.604129211518986
76;12.688216987022992;0.0
77;19.03232548053449;0.0
78;34.79156026383704;-8.279418548164562
79;19.03232548053449;0.0
80;34.10815461579739;-8.279418548164566
81;14.931891592296559;0.0
82;0.0;-0.054130201490492524
83;0.0;-4.0035742092189
84;0.0;4.972434899254754
85;4.3144295962099575;5.937129211518986
86;7.048052188368577;5.937129211518986
87;7.731457836408232;5.937129211518986
88;10.6753249661835;4.390511723249957
89;19.03232548053449;0.0
90;7.731457836408232;5.937129211518986
91;12.688216987022992;0.0
92;12.688216987022992;0.0
93;12.688216987022992;0.0
94;12.688216987022992;0.0
95;12.688216987022992;0.0
96;12.688216987022992;0.0
97;12.688216987022992;0.0
98;12.688216987022992;0.0
99;12.688216987022992;0.0
100;12.688216987022992;0.0
101;19.03232548053449;0.0
102;34.79156026383705;-8.279418548164566
103;34.79156026383704;-8.279418548164562
104;14.741725933338971;-5.285698261108429
105;-32.18219324404916;-8.279418548164562
106;-105.30659758429222;-8.279418548164562
107;-174.33056803629736;-8.279418548164564
108;-174.33056803629736;-8.279418548164564
109;-121.70833313724397;-8.279418548164566
110;-16.463863339137077;-8.279418548164566
111;7.731457836408232;5.937129211518986
112;7.731457836408232;5.937129211518986
113;7.731457836408232;5.937129211518986
114;7.731457836408232;5.937129211518986
115;7.731457836408232;2.604129211518986
116;7.731457836408232;2.604129211518986
117;7.731457836408232;2.604129211518986
118;7.731457836408232;2.604129211518986
119;7.731457836408232;2.604129211518986
120;7.731457836408232;2.604129211518986
121;7.731457836408232;2.604129211518986
122;7.731457836408232;2.604129211518986
123;7.731457836408232;2.604129211518986
124;7.731457836408232;2.604129211518986
125;7.731457836408232;5.937129211518986
126;19.03232548053449;0.0
127;19.03232548053449;0.0
128;12.881674648177594;0.0
129;4.128412015674976;0.6492516772476407
130;0.0;2.100111984543185
131;-5.529372970502601;-8.279418548164566
132;-62.25204175779396;-8.279418548164562
133;-42.43327796464398;-8.279418548164562
134;0.0;-1.490291658846278
135;7.731457836408232;5.937129211518986
136;7.731457836408232;5.937129211518986
137;7.731457836408232;5.937129211518986
138;7.731457836408232;5.937129211518986
139;7.731457836408232;2.604129211518986
140;7.731457836408232;2.604129211518986
141;7.731457836408232;2.604129211518986
142;7.731457836408232;2.604129211518986
143;7.731457836408232;2.604129211518986
144;7.731457836408232;2.604129211518986
145;12.688216987022992;0.0
146;12.688216987022992;0.0
147;12.688216987022992;0.0
148;12.688216987022992;0.0
149;19.03232548053449;0.0
150;19.03232548053449;0.0
151;30.795131854062603;-6.179817650197341
152;6.047618167781043;0.0
153;-5.529372970502601;-8.279418548164566
154;-23.297919819533632;-8.279418548164566
155;-35.59922148424742;-8.279418548164562
156;-48.583928797000866;-8.279418548164562
157;-48.58392879700086;-8.279418548164566
158;0.0;-5.439735666574684
159;7.731457836408232;5.937129211518986
160;19.03232548053449;0.0
161;7.731457836408232;5.937129211518986
162;19.03232548053449;0.0
163;0.0;6.666
164;0.0;6.666
165;0.0;6.666
166;0.0;6.666
167;0.0;6.666
168;7.731457836408232;2.604129211518986
169;7.731457836408232;2.604129211518986
170;7.731457836408232;2.604129211518986
171;12.688216987022992;0.0
172;12.688216987022992;0.0
173;19.03232548053449;0.0
174;19.03232548053449;0.0
175;19.03232548053449;0.0
176;12.198269000137937;0.0
177;0.0;-5.080695302235741
178;-13.046835098938809;-8.279418548164566
179;-12.363429450899156;-8.279418548164566
180;-52.00095703719914;-8.279418548164562
181;-75.23674907054742;-8.279418548164562
182;-10.313212506780191;-8.279418548164562
183;7.731457836408232;5.937129211518986
184;7.731457836408232;5.937129211518986
185;7.731457836408232;5.937129211518986
186;19.03232548053449;0.0
187;12.688216987022992;0.0
188;7.731457836408232;2.604129211518986
