;pv;grid;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
4753;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4754;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4755;0.1;-0.0;-5.38;5.84;-0.56;3.55;-0.0
4756;3.73;-0.0;-5.38;2.2;-0.56;3.55;-0.0
4757;11.3;-0.0;-10.24;0.0;-1.06;4.06;-0.0
4758;24.71;-0.0;-22.38;0.0;-2.33;-2.98;-0.0
4759;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-10.44
4760;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-20.88
4761;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-26.91
4762;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-30.07
4763;39.84;-0.0;-24.2;-13.12;-2.52;-4.04;-14.37
4764;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-0.1
4765;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-9.67
4766;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-1.25
4767;39.17;-0.0;-24.2;-12.45;-2.52;-4.04;-0.0
4768;14.56;-0.0;-17.24;4.48;-1.79;0.0;-0.0
4769;5.36;-0.0;-24.2;21.36;-2.52;-4.04;-0.0
4770;2.11;-0.0;-17.24;16.93;-1.79;0.0;-0.0
4771;-0.0;-0.0;-8.11;8.96;-0.84;1.96;-0.0
4772;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4773;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4774;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4775;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4776;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4777;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4778;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4779;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4780;2.87;-0.0;-5.38;3.06;-0.56;3.55;-0.0
4781;10.34;-0.0;-9.37;0.0;-0.97;4.57;-0.0
4782;21.45;-0.0;-19.43;0.0;-2.02;-1.27;-0.0
4783;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-9.19
4784;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-21.36
4785;48.08;-0.0;-24.2;-21.36;-2.52;-4.04;-12.83
4786;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-13.79
4787;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-13.89
4788;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-0.86
4789;30.93;-0.0;-24.2;-4.21;-2.52;-4.04;-0.0
4790;20.69;-0.0;-21.81;3.39;-2.27;-2.65;-0.0
4791;16.28;-0.0;-24.2;10.44;-2.52;-4.04;-0.0
4792;15.99;-0.0;-24.2;10.73;-2.52;-4.04;-0.0
4793;8.43;-0.0;-17.24;10.6;-1.79;0.0;-0.0
4794;2.39;-0.0;-5.38;3.54;-0.56;6.88;-0.0
4795;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
4796;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4797;-0.0;-0.0;-6.19;6.84;-0.64;3.07;-0.0
4798;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4799;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4800;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4801;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4802;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4803;0.1;-0.0;-5.38;5.84;-0.56;3.55;-0.0
4804;3.35;-0.0;-5.38;2.59;-0.56;3.55;-0.0
4805;10.73;-0.0;-9.72;0.0;-1.01;4.36;-0.0
4806;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-0.1
4807;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-16.47
4808;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-29.69
4809;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-39.07
4810;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-44.82
4811;44.25;-0.0;-24.2;-17.53;-2.52;-4.04;-28.25
4812;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-16.95
4813;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-8.71
4814;50.18;-0.0;-24.2;-23.46;-2.52;-4.04;-0.0
4815;36.87;-0.0;-24.2;-10.15;-2.52;-4.04;-0.0
4816;19.06;-0.0;-21.21;4.36;-2.21;-2.3;-0.0
4817;8.52;-0.0;-17.24;10.51;-1.79;0.0;-0.0
4818;2.59;-0.0;-17.24;16.45;-1.79;0.0;-0.0
4819;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
4820;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
4821;-0.0;-0.0;-5.56;6.14;-0.58;3.44;-0.0
4822;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4823;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4824;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4825;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4826;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4827;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4828;2.11;-0.0;-5.38;3.83;-0.56;3.55;-0.0
4829;7.28;-0.0;-6.59;0.0;-0.69;6.18;-0.0
4830;17.05;-0.0;-15.44;0.0;-1.61;1.04;-0.0
4831;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-3.26
4832;34.19;-0.0;-24.2;-7.47;-2.52;-4.04;-9.77
4833;52.0;-0.0;-24.2;-25.28;-2.52;-4.04;-0.0
4834;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-3.83
4835;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-6.03
4836;39.74;-0.0;-24.2;-13.02;-2.52;-4.04;-0.0
4837;25.19;-0.0;-24.2;1.53;-2.52;-4.04;-0.0
4838;33.61;-0.0;-24.2;-6.9;-2.52;-4.04;-0.0
4839;23.46;-0.0;-21.25;0.0;-2.21;-2.33;-0.0
4840;11.59;-0.0;-17.24;7.44;-1.79;0.0;-0.0
4841;4.98;-0.0;-18.7;15.67;-1.94;-0.85;-0.0
4842;1.05;-0.0;-16.06;16.68;-1.67;0.68;-0.0
4843;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
4844;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4845;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4846;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4847;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4848;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4849;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4850;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4851;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4852;3.64;-0.0;-5.38;2.3;-0.56;3.55;-0.0
4853;11.01;-0.0;-9.98;0.0;-1.04;4.21;-0.0
4854;23.46;-0.0;-21.25;0.0;-2.21;-2.33;-0.0
4855;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-5.27
4856;32.56;-0.0;-24.2;-5.84;-2.52;-4.04;-8.33
4857;49.13;-0.0;-24.2;-22.41;-2.52;-4.04;-0.0
4858;50.95;-0.0;-24.2;-24.23;-2.52;-4.04;-0.0
4859;46.54;-0.0;-24.2;-19.82;-2.52;-4.04;-0.0
4860;38.5;-0.0;-24.2;-11.78;-2.52;-4.04;-0.0
4861;40.51;-0.0;-24.2;-13.79;-2.52;-4.04;-0.0
4862;31.12;-0.0;-24.2;-4.41;-2.52;-4.04;-0.0
4863;23.18;-0.0;-20.99;0.0;-2.18;-2.18;-0.0
4864;17.81;-0.0;-17.24;1.22;-1.79;0.0;-0.0
4865;8.81;-0.0;-17.24;10.22;-1.79;0.0;-0.0
4866;2.01;-0.0;-5.6;4.17;-0.58;6.75;-0.0
4867;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
4868;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
4869;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
4870;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
4871;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
4872;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4873;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4874;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4875;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4876;1.44;-0.0;-5.38;4.5;-0.56;3.55;-0.0
4877;6.9;-0.0;-6.25;0.0;-0.65;6.38;-0.0
4878;11.4;-0.0;-10.32;0.0;-1.07;4.01;-0.0
4879;15.8;-0.0;-14.31;0.0;-1.49;1.7;-0.0
4880;16.95;-0.0;-15.35;0.0;-1.6;1.09;-0.0
4881;20.59;-0.0;-18.65;0.0;-1.94;-0.82;-0.0
4882;23.75;-0.0;-21.51;0.0;-2.24;-2.48;-0.0
4883;22.79;-0.0;-20.65;0.0;-2.15;-1.98;-0.0
4884;23.94;-0.0;-21.69;0.0;-2.26;-2.58;-0.0
4885;27.87;-0.0;-24.2;-1.15;-2.52;-4.04;-0.0
4886;27.2;-0.0;-24.2;-0.48;-2.52;-4.04;-0.0
4887;26.91;-0.0;-24.2;-0.19;-2.52;-4.04;-0.0
4888;18.48;-0.0;-16.74;0.0;-1.74;0.29;-0.0
4889;9.29;-0.0;-8.41;0.0;-0.87;5.12;-0.0
4890;2.49;-0.0;-5.38;3.45;-0.56;6.88;-0.0
4891;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4892;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4893;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4894;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4895;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4896;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4897;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4898;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4899;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4900;2.59;-0.0;-5.38;3.35;-0.56;3.55;-0.0
4901;8.52;-0.0;-7.72;0.0;-0.8;5.52;-0.0
4902;16.09;-0.0;-14.57;0.0;-1.52;1.55;-0.0
4903;21.84;-0.0;-19.78;0.0;-2.06;-1.47;-0.0
4904;22.12;-0.0;-20.04;0.0;-2.08;-1.62;-0.0
4905;25.38;-0.0;-22.99;0.0;-2.39;-3.33;-0.0
4906;46.26;-0.0;-24.2;-19.54;-2.52;-4.04;-0.0
4907;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-13.31
4908;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-7.18
4909;42.33;-0.0;-24.2;-15.61;-2.52;-4.04;-0.0
4910;29.5;-0.0;-24.2;-2.78;-2.52;-4.04;-0.0
4911;22.51;-0.0;-24.2;4.21;-2.52;-4.04;-0.0
4912;15.51;-0.0;-24.2;11.2;-2.52;-4.04;-0.0
4913;8.14;-0.0;-8.18;0.89;-0.85;5.26;-0.0
4914;2.2;-0.0;-17.24;16.83;-1.79;0.0;-0.0
4915;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4916;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4917;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4918;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4919;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4920;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4921;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4922;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4923;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4924;3.45;-0.0;-5.38;2.49;-0.56;3.55;-0.0
4925;10.34;-0.0;-9.37;0.0;-0.97;4.57;-0.0
4926;24.04;-0.0;-21.77;0.0;-2.26;-2.63;-0.0
4927;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-15.61
4928;47.88;-0.0;-24.2;-21.16;-2.52;-4.04;-6.8
4929;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-8.62
4930;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-5.08
4931;42.33;-0.0;-24.2;-15.61;-2.52;-4.04;-0.0
4932;33.42;-0.0;-24.2;-6.7;-2.52;-4.04;-0.0
4933;29.21;-0.0;-24.2;-2.49;-2.52;-4.04;-0.0
4934;31.03;-0.0;-24.2;-4.31;-2.52;-4.04;-0.0
4935;27.58;-0.0;-24.2;-0.86;-2.52;-4.04;-0.0
4936;16.28;-0.0;-24.2;10.44;-2.52;-4.04;-0.0
4937;7.57;-0.0;-23.36;18.22;-2.43;-3.55;-0.0
4938;2.01;-0.0;-17.24;17.02;-1.79;0.0;-0.0
4939;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4940;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4941;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4942;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4943;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4944;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4945;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4946;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4947;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4948;2.78;-0.0;-5.38;3.16;-0.56;3.55;-0.0
4949;8.71;-0.0;-7.89;0.0;-0.82;5.42;-0.0
4950;19.44;-0.0;-17.61;0.0;-1.83;-0.21;-0.0
4951;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-4.69
4952;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-18.29
4953;41.28;-0.0;-24.2;-14.56;-2.52;-4.04;-9.48
4954;51.72;-0.0;-24.2;-25.0;-2.52;-4.04;-0.0
4955;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-0.96
4956;49.7;-0.0;-24.2;-22.98;-2.52;-4.04;-0.0
4957;40.89;-0.0;-24.2;-14.17;-2.52;-4.04;-0.0
4958;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-0.0
4959;16.66;-0.0;-15.09;0.0;-1.57;1.24;-0.0
4960;12.35;-0.0;-11.19;0.0;-1.16;3.51;-0.0
4961;8.62;-0.0;-7.81;0.0;-0.81;5.47;-0.0
4962;2.3;-0.0;-5.38;3.64;-0.56;6.88;-0.0
4963;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4964;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4965;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4966;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4967;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4968;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4969;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4970;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4971;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4972;0.77;-0.0;-5.38;5.17;-0.56;3.55;-0.0
4973;3.06;-0.0;-5.38;2.87;-0.56;6.88;-0.0
4974;6.22;-0.0;-5.64;0.0;-0.59;6.73;-0.0
4975;12.93;-0.0;-11.71;0.0;-1.22;3.21;-0.0
4976;18.87;-0.0;-17.09;0.0;-1.78;0.09;-0.0
4977;22.41;-0.0;-20.3;0.0;-2.11;-1.77;-0.0
4978;19.44;-0.0;-17.61;0.0;-1.83;-0.21;-0.0
4979;17.53;-0.0;-15.87;0.0;-1.65;0.79;-0.0
4980;17.43;-0.0;-15.79;0.0;-1.64;0.84;-0.0
4981;15.9;-0.0;-14.4;0.0;-1.5;1.65;-0.0
4982;11.68;-0.0;-10.58;0.0;-1.1;3.86;-0.0
4983;8.43;-0.0;-7.63;0.0;-0.79;5.57;-0.0
4984;6.22;-0.0;-5.64;0.0;-0.59;6.73;-0.0
4985;4.31;-0.0;-5.38;1.63;-0.56;6.88;-0.0
4986;1.05;4.88;-5.38;0.0;-0.56;6.88;-0.0
4987;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4988;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4989;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4990;-0.0;5.94;-5.38;0.0;-0.56;3.55;-0.0
4991;-0.0;0.1;-5.38;5.84;-0.56;3.55;-0.0
4992;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4993;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
4994;-0.0;5.94;-5.38;0.0;-0.56;3.55;-0.0
4995;-0.0;5.94;-5.38;0.0;-0.56;3.55;-0.0
4996;1.82;6.1;-7.17;0.0;-0.75;2.51;-0.0
4997;7.85;-0.0;-7.11;0.0;-0.74;5.87;-0.0
4998;17.53;-0.0;-15.87;0.0;-1.65;0.79;-0.0
4999;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-3.16
5000;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-21.07
5001;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-34.29
5002;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-39.94
5003;51.14;-0.0;-24.2;-24.42;-2.52;-4.04;-13.31
5004;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-6.9
5005;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-2.59
5006;45.68;-0.0;-24.2;-18.96;-2.52;-4.04;-0.0
5007;34.48;-0.0;-24.2;-7.76;-2.52;-4.04;-0.0
5008;18.48;-0.0;-24.2;8.24;-2.52;-4.04;-0.0
5009;8.14;-0.0;-24.2;18.58;-2.52;-4.04;-0.0
5010;1.72;-0.0;-9.67;8.96;-1.01;4.39;-0.0
5011;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5012;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5013;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
5014;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5015;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5016;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5017;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5018;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5019;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5020;0.57;-0.0;-5.38;5.36;-0.56;3.55;-0.0
5021;4.98;-0.0;-5.38;0.96;-0.56;6.88;-0.0
5022;11.01;11.36;-20.26;0.0;-2.11;-1.75;-0.0
5023;15.23;-0.0;-13.79;0.0;-1.43;2.0;-0.0
5024;17.14;-0.0;-15.53;0.0;-1.61;0.99;-0.0
5025;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-4.31
5026;48.17;-0.0;-24.2;-21.45;-2.52;-4.04;-13.41
5027;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-16.95
5028;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-9.96
5029;48.46;-0.0;-24.2;-21.74;-2.52;-4.04;-0.0
5030;34.67;-0.0;-24.2;-7.95;-2.52;-4.04;-0.0
5031;23.08;-0.0;-24.2;3.64;-2.52;-4.04;-0.0
5032;17.14;-0.0;-24.2;9.58;-2.52;-4.04;-0.0
5033;8.52;10.14;-24.2;8.05;-2.52;-4.04;-0.0
5034;2.01;-0.0;-24.2;24.71;-2.52;-4.04;-0.0
5035;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
5036;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
5037;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
5038;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
5039;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
5040;-0.0;-0.0;-23.16;25.57;-2.41;-6.77;-0.0
5041;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
5042;-0.0;-0.0;-8.11;8.95;-0.84;1.96;-0.0
5043;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5044;2.78;-0.0;-5.38;3.16;-0.56;3.55;-0.0
5045;9.96;-0.0;-9.02;0.0;-0.94;4.77;-0.0
5046;25.09;-0.0;-22.73;0.0;-2.36;-3.18;-0.0
5047;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-9.39
5048;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-10.82
5049;26.72;-0.0;-24.2;0.0;-2.52;-4.04;-22.03
5050;29.5;-0.0;-24.2;-2.78;-2.52;-4.04;-33.71
5051;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-17.33
5052;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-14.46
5053;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-6.7
5054;45.3;-0.0;-24.2;-18.58;-2.52;-4.04;-0.0
5055;30.93;-0.0;-24.2;-4.21;-2.52;-4.04;-0.0
5056;16.95;-0.0;-17.24;2.08;-1.79;0.0;-0.0
5057;7.66;-0.0;-23.4;18.18;-2.43;-3.57;-0.0
5058;0.96;-0.0;-24.03;25.57;-2.5;-3.94;-0.0
5059;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
5060;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5061;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5062;-0.0;12.69;-11.49;0.0;-1.2;0.0;-0.0
5063;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5064;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5065;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5066;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5067;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5068;0.57;-0.0;-5.38;5.36;-0.56;3.55;-0.0
5069;3.16;-0.0;-5.38;2.78;-0.56;6.88;-0.0
5070;8.24;-0.0;-7.46;0.0;-0.78;5.67;-0.0
5071;18.29;-0.0;-16.57;0.0;-1.72;0.39;-0.0
5072;29.78;-0.0;-24.2;-3.06;-2.52;-4.04;-0.0
5073;32.18;-0.0;-24.2;-5.46;-2.52;-4.04;-0.0
5074;32.94;-0.0;-24.2;-6.22;-2.52;-4.04;-0.0
5075;28.06;-0.0;-24.2;-1.34;-2.52;-4.04;-0.0
5076;24.9;1.82;-24.2;0.0;-2.52;-4.04;-0.0
5077;30.26;-0.0;-24.2;-3.54;-2.52;-4.04;-0.0
5078;20.49;-0.0;-18.56;0.0;-1.93;-0.77;-0.0
5079;8.81;-0.0;-7.98;0.0;-0.83;5.37;-0.0
5080;5.17;-0.0;-5.62;1.03;-0.58;6.74;-0.0
5081;3.26;14.11;-17.24;1.67;-1.79;0.0;-0.0
5082;0.19;14.11;-12.95;0.0;-1.35;2.49;-0.0
5083;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5084;-0.0;12.69;-11.49;0.0;-1.2;0.0;-0.0
5085;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5086;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5087;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5088;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5089;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5090;-0.0;5.94;-5.38;0.0;-0.56;3.55;-0.0
5091;-0.0;5.48;-5.38;0.46;-0.56;3.55;-0.0
5092;1.34;-0.0;-5.38;4.6;-0.56;3.55;-0.0
5093;8.24;-0.0;-7.46;0.0;-0.78;5.67;-0.0
5094;19.54;-0.0;-17.7;0.0;-1.84;-0.27;-0.0
5095;37.83;-0.0;-24.2;-11.11;-2.52;-4.04;-0.0
5096;51.33;-0.0;-24.2;-24.61;-2.52;-4.04;-0.0
5097;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-4.5
5098;52.29;-0.0;-24.2;-25.57;-2.52;-4.04;-2.3
5099;35.72;-0.0;-24.2;-9.0;-2.52;-4.04;-0.0
5100;28.35;-0.0;-24.2;-1.63;-2.52;-4.04;-0.0
5101;26.43;-0.0;-24.2;0.29;-2.52;-4.04;-0.0
5102;28.83;-0.0;-24.2;-2.11;-2.52;-4.04;-0.0
5103;26.43;-0.0;-24.2;0.29;-2.52;-4.04;-0.0
5104;17.62;-0.0;-19.56;3.98;-2.03;-1.35;-0.0
5105;8.52;-0.0;-24.2;18.2;-2.52;-4.04;-0.0
5106;1.72;-0.0;-24.2;25.0;-2.52;-4.04;-0.0
5107;-0.0;-0.0;-11.49;12.69;-1.2;0.0;-0.0
5108;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5109;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5110;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5111;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5112;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5113;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5114;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5115;-0.0;5.94;-5.38;0.0;-0.56;3.55;-0.0
5116;2.39;-0.0;-5.38;3.54;-0.56;3.55;-0.0
5117;9.86;-0.0;-8.94;0.0;-0.93;4.82;-0.0
5118;25.95;-0.0;-23.51;0.0;-2.44;-3.64;-0.0
5119;42.33;-0.0;-24.2;-15.61;-2.52;-4.04;-0.0
5120;38.79;-0.0;-24.2;-12.07;-2.52;-4.04;-0.0
5121;33.04;-0.0;-24.2;-6.32;-2.52;-4.04;-0.0
5122;31.51;-0.0;-24.2;-4.79;-2.52;-4.04;-0.0
5123;31.51;-0.0;-24.2;-4.79;-2.52;-4.04;-0.0
5124;22.31;4.41;-24.2;0.0;-2.52;-4.04;-0.0
5125;20.69;-0.0;-18.74;0.0;-1.95;-0.87;-0.0
5126;30.45;-0.0;-24.2;-3.73;-2.52;-4.04;-0.0
5127;26.14;-0.0;-23.68;0.0;-2.46;-3.74;-0.0
5128;19.15;-0.0;-17.35;0.0;-1.8;-0.06;-0.0
5129;8.33;-0.0;-7.55;0.0;-0.78;5.62;-0.0
5130;1.63;4.8;-5.82;0.0;-0.61;6.62;-0.0
5131;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5132;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5133;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5134;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5135;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5136;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5137;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5138;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
5139;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
5140;0.29;-0.0;-5.38;5.65;-0.56;3.55;-0.0
