;pv;grid;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
0;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
1;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
2;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
3;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
4;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
5;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
6;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
7;-0.0;14.11;-17.93;5.69;-1.86;-0.4;-0.0
8;4.31;14.11;-24.2;8.3;-2.52;-4.04;-0.0
9;11.78;14.11;-23.45;0.0;-2.44;-3.6;-0.0
10;20.69;14.11;-24.2;-8.07;-2.52;-4.04;-0.0
11;27.68;14.11;-24.2;-15.06;-2.52;-4.04;-0.0
12;25.76;14.11;-24.2;-13.15;-2.52;-4.04;-0.0
13;15.9;14.11;-24.2;-3.28;-2.52;-4.04;-0.0
14;4.41;14.11;-24.2;8.21;-2.52;-4.04;-0.0
15;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
16;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
17;-0.0;14.11;-13.88;1.21;-1.44;1.95;-0.0
18;-0.0;14.11;-17.24;4.93;-1.79;0.0;-0.0
19;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
20;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
21;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
22;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
23;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
24;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
25;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
26;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
27;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
28;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
29;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
30;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
31;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
32;0.67;14.11;-13.39;0.0;-1.39;2.24;-0.0
33;2.3;14.11;-14.86;0.0;-1.55;1.38;-0.0
34;3.93;14.11;-16.33;0.0;-1.7;0.52;-0.0
35;5.65;14.11;-17.9;0.0;-1.86;-0.38;-0.0
36;4.5;14.11;-16.86;0.0;-1.75;0.22;-0.0
37;3.73;14.11;-16.16;0.0;-1.68;0.63;-0.0
38;1.72;14.11;-14.34;0.0;-1.49;1.68;-0.0
39;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
40;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
41;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
42;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
43;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
44;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
45;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
46;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
47;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
48;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
49;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
50;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
51;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
52;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
53;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
54;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
55;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
56;1.72;14.11;-14.34;0.0;-1.49;1.68;-0.0
57;5.27;14.11;-17.55;0.0;-1.82;-0.18;-0.0
58;8.14;14.11;-20.15;0.0;-2.1;-1.69;-0.0
59;13.12;14.11;-24.2;-0.51;-2.52;-4.04;-0.0
60;14.08;14.11;-24.2;-1.47;-2.52;-4.04;-0.0
61;7.28;14.11;-19.37;0.0;-2.01;-1.24;-0.0
62;2.59;14.11;-15.12;0.0;-1.57;1.23;-0.0
63;-0.0;14.11;-14.56;1.97;-1.51;1.55;-0.0
64;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
65;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
66;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
67;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
68;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
69;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
70;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
71;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
72;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
73;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
74;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
75;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
76;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
77;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
78;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
79;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
80;0.1;14.11;-12.86;0.0;-1.34;2.54;-0.0
81;0.57;14.11;-13.3;0.0;-1.38;2.29;-0.0
82;2.68;14.11;-15.21;0.0;-1.58;1.18;-0.0
83;3.73;14.11;-16.16;0.0;-1.68;0.63;-0.0
84;1.34;14.11;-13.99;0.0;-1.45;1.88;-0.0
85;0.48;14.11;-13.21;0.0;-1.37;2.34;-0.0
86;0.1;14.11;-12.86;0.0;-1.34;2.54;-0.0
87;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
88;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
89;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
90;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
91;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
92;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
93;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
94;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
95;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
96;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
97;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
98;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
99;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
100;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
101;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
102;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
103;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
104;2.01;14.11;-14.6;0.0;-1.52;1.53;-0.0
105;9.39;14.11;-21.28;0.0;-2.21;-2.34;-0.0
106;19.63;14.11;-24.2;-7.02;-2.52;-4.04;-0.0
107;34.19;14.11;-24.2;-21.58;-2.52;-4.04;-0.0
108;30.84;14.11;-24.2;-18.22;-2.52;-4.04;-0.0
109;21.93;14.11;-24.2;-9.32;-2.52;-4.04;-0.0
110;7.18;14.11;-24.2;5.43;-2.52;-4.04;-0.0
111;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
112;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
113;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
114;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
115;-0.0;14.11;-13.01;0.26;-1.35;-0.88;-0.0
116;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
117;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
118;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
119;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
120;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
121;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
122;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
123;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
124;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
125;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
126;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
127;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
128;0.86;14.11;-13.56;0.0;-1.41;2.14;-0.0
129;1.92;14.11;-14.51;0.0;-1.51;1.58;-0.0
130;2.11;14.11;-14.69;0.0;-1.53;1.48;-0.0
131;5.65;14.11;-17.9;0.0;-1.86;-0.38;-0.0
132;13.6;14.11;-24.2;-0.99;-2.52;-4.04;-0.0
133;10.82;14.11;-23.47;0.99;-2.44;-3.62;-0.0
134;3.06;14.11;-15.55;0.0;-1.62;0.98;-0.0
135;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
136;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
137;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
138;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
139;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
140;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
141;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
142;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
143;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
144;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
145;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
146;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
147;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
148;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
149;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
150;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
151;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
152;1.82;14.11;-14.43;0.0;-1.5;1.63;-0.0
153;5.65;14.11;-17.9;0.0;-1.86;-0.38;-0.0
154;8.14;14.11;-20.15;0.0;-2.1;-1.69;-0.0
155;9.86;14.11;-21.71;0.0;-2.26;-2.59;-0.0
156;11.68;14.11;-23.36;0.0;-2.43;-3.55;-0.0
157;11.68;14.11;-23.36;0.0;-2.43;-3.55;-0.0
158;4.12;14.11;-16.51;0.0;-1.72;0.42;-0.0
159;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
160;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
161;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
162;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
163;-0.0;14.11;0.0;-14.11;0.0;6.67;-0.0
164;-0.0;14.11;0.0;-14.11;0.0;6.67;-0.0
165;-0.0;14.11;0.0;-14.11;0.0;6.67;-0.0
166;-0.0;14.11;0.0;-14.11;0.0;6.67;-0.0
167;-0.0;14.11;0.0;-14.11;0.0;6.67;-0.0
168;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
169;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
170;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
171;-0.0;14.11;-15.08;2.54;-1.57;-2.08;-0.0
172;-0.0;14.11;-24.2;12.61;-2.52;-7.37;-0.0
173;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
174;-0.0;14.11;-17.24;4.93;-1.79;0.0;-0.0
175;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
176;0.96;14.11;-13.65;0.0;-1.42;2.08;-0.0
177;4.02;14.11;-16.42;0.0;-1.71;0.47;-0.0
178;6.7;14.11;-18.85;0.0;-1.96;-0.93;-0.0
179;6.61;14.11;-18.76;0.0;-1.95;-0.88;-0.0
180;12.16;14.11;-23.79;0.0;-2.47;-3.8;-0.0
181;15.42;14.11;-24.2;-2.81;-2.52;-4.04;-0.0
182;6.32;14.11;-18.5;0.0;-1.92;-0.73;-0.0
183;-0.0;14.11;-15.32;2.81;-1.59;1.11;-0.0
184;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
185;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
186;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
187;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
188;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
189;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
190;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
191;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
192;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
193;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
194;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
195;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
196;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
197;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
198;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
199;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
200;9.1;14.11;-21.02;0.0;-2.19;-2.19;-0.0
201;29.31;14.11;-24.2;-16.69;-2.52;-4.04;-0.0
202;26.91;14.11;-24.2;-14.3;-2.52;-4.04;-0.0
203;11.78;14.11;-24.2;0.83;-2.52;-4.04;-0.0
204;7.66;14.11;-24.2;4.95;-2.52;-4.04;-0.0
205;6.51;14.11;-24.2;6.1;-2.52;-4.04;-0.0
206;2.11;14.11;-23.07;9.25;-2.4;-3.38;-0.0
207;-0.0;14.11;-17.24;4.93;-1.79;0.0;-0.0
208;-0.0;14.11;-17.24;4.93;-1.79;0.0;-0.0
209;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
210;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
211;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
212;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
213;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
214;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
215;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
216;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
217;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
218;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
219;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
220;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
221;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
222;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
223;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
224;2.3;14.11;-14.86;0.0;-1.55;1.38;-0.0
225;6.03;14.11;-18.24;0.0;-1.9;-0.58;-0.0
226;10.06;14.11;-21.89;0.0;-2.28;-2.7;-0.0
227;9.39;14.11;-21.28;0.0;-2.21;-2.34;-0.0
228;5.94;14.11;-18.16;0.0;-1.89;-0.53;-0.0
229;3.73;14.11;-16.16;0.0;-1.68;0.63;-0.0
230;1.15;14.11;-13.82;0.0;-1.44;1.98;-0.0
231;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
232;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
233;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
234;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
235;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
236;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
237;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
238;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
239;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
240;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
241;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
242;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
243;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
244;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
245;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
246;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
247;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
248;0.57;14.11;-13.3;0.0;-1.38;2.29;-0.0
249;3.64;14.11;-16.07;0.0;-1.67;0.68;-0.0
250;5.46;14.11;-17.72;0.0;-1.84;-0.28;-0.0
251;7.28;14.11;-19.37;0.0;-2.01;-1.24;-0.0
252;7.66;14.11;-19.72;0.0;-2.05;-1.44;-0.0
253;7.18;14.11;-19.28;0.0;-2.01;-1.19;-0.0
254;2.68;14.11;-15.21;0.0;-1.58;1.18;-0.0
255;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
256;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
257;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
258;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
259;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
260;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
261;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
262;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
263;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
264;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
265;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
266;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
267;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
268;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
269;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
270;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
271;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
272;0.77;14.11;-13.47;0.0;-1.4;2.19;-0.0
273;1.05;14.11;-13.73;0.0;-1.43;2.03;-0.0
274;0.86;14.11;-13.56;0.0;-1.41;2.14;-0.0
275;0.67;14.11;-13.39;0.0;-1.39;2.24;-0.0
276;0.77;14.11;-13.47;0.0;-1.4;2.19;-0.0
277;0.48;14.11;-13.21;0.0;-1.37;2.34;-0.0
278;0.1;14.11;-12.86;0.0;-1.34;2.54;-0.0
279;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
280;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
281;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
282;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
283;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
284;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
285;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
286;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
287;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
288;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
289;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
290;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
291;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
292;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
293;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
294;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
295;0.48;14.11;-13.21;0.0;-1.37;2.34;-0.0
296;12.26;14.11;-23.88;0.0;-2.48;-3.85;-0.0
297;25.47;14.11;-24.2;-12.86;-2.52;-4.04;-0.0
298;22.7;14.11;-24.2;-10.08;-2.52;-4.04;-0.0
299;10.53;14.11;-24.2;2.08;-2.52;-4.04;-0.0
300;6.32;14.11;-24.2;6.29;-2.52;-4.04;-0.0
301;4.31;14.11;-17.24;0.62;-1.79;0.0;-0.0
302;1.15;14.11;-24.2;11.46;-2.52;-4.04;-0.0
303;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
304;-0.0;14.11;-15.04;2.5;-1.56;1.28;-0.0
305;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
306;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
307;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
308;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
309;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
310;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
311;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
312;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
313;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
314;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
315;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
316;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
317;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
318;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
319;0.1;14.11;-12.86;0.0;-1.34;2.54;-0.0
320;2.3;14.11;-14.86;0.0;-1.55;1.38;-0.0
321;3.26;14.11;-15.73;0.0;-1.64;0.88;-0.0
322;2.68;14.11;-15.21;0.0;-1.58;1.18;-0.0
323;3.54;14.11;-15.99;0.0;-1.66;0.73;-0.0
324;4.6;14.11;-16.94;0.0;-1.76;0.17;-0.0
325;1.72;14.11;-14.34;0.0;-1.49;1.68;-0.0
326;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
327;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
328;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
329;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
330;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
331;-0.0;8.97;0.0;-8.97;0.0;6.67;-0.0
332;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
333;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
334;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
335;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.0
336;-0.0;14.11;-20.9;8.97;-2.17;-5.46;-0.0
337;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
338;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
339;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
340;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
341;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
342;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
343;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
344;3.64;14.11;-16.07;0.0;-1.67;0.68;-0.0
345;15.71;11.01;-24.2;0.0;-2.52;-4.04;-0.0
346;36.39;-0.0;-24.2;-9.67;-2.52;-4.04;-0.0
347;32.08;-0.0;-24.2;-5.36;-2.52;-4.04;-0.0
348;23.27;3.45;-24.2;0.0;-2.52;-4.04;-0.0
349;11.59;14.11;-23.27;0.0;-2.42;-3.5;-0.0
350;2.97;14.11;-23.71;9.1;-2.47;-3.75;-0.0
351;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
352;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
353;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
354;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
355;-0.0;-0.0;-5.38;5.94;-0.56;3.55;-0.0
356;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
357;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
358;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
359;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
360;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
361;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
362;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
363;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
364;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
365;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
366;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
367;0.29;13.72;-12.69;0.0;-1.32;2.64;-0.0
368;4.88;14.11;-17.2;0.0;-1.79;0.02;-0.0
369;7.47;14.11;-19.54;0.0;-2.03;-1.34;-0.0
370;5.65;14.11;-17.9;0.0;-1.86;-0.38;-0.0
371;4.98;14.11;-17.29;0.0;-1.8;-0.03;-0.0
372;6.03;14.11;-18.24;0.0;-1.9;-0.58;-0.0
373;6.51;14.11;-18.68;0.0;-1.94;-0.83;-0.0
374;2.68;14.11;-15.21;0.0;-1.58;1.18;-0.0
375;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
376;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
377;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
378;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
379;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
380;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
381;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
382;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
383;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
384;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
385;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
386;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
387;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
388;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
389;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
390;-0.0;14.11;-12.78;0.0;-1.33;2.59;-0.0
391;0.57;14.11;-13.3;0.0;-1.38;2.29;-0.0
392;12.93;6.1;-17.24;0.0;-1.79;0.0;-0.0
393;32.56;-0.0;-24.2;-5.84;-2.52;-4.04;-0.0
394;43.67;-0.0;-24.2;-16.95;-2.52;-4.04;-0.0
395;47.98;-0.0;-24.2;-21.26;-2.52;-4.04;-0.0
396;44.53;-0.0;-24.2;-17.81;-2.52;-4.04;-0.0
397;33.9;-0.0;-24.2;-7.18;-2.52;-4.04;-0.0
398;15.23;11.49;-24.2;0.0;-2.52;-4.04;-0.0
399;0.29;-0.0;-23.42;25.57;-2.44;-3.59;-0.0
400;-0.0;14.11;-24.2;12.61;-2.52;-4.04;-0.0
401;-0.0;14.11;-13.84;1.18;-1.44;1.97;-0.0
402;-0.0;-0.0;-5.38;5.94;-0.56;6.88;-0.0
403;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
404;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
405;-0.0;14.11;-12.78;0.0;-1.33;-0.75;-0.0
