snapshot;pv;grid;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
2401;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2402;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2403;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2404;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2405;3.83;-0.0;2.11;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2406;14.94;-0.0;0.0;2.15;13.53;7.85;-7.85;-7.85;1.41;0.0;10.0
2407;22.51;-0.0;0.0;-1.82;20.39;11.82;-11.82;-11.82;2.12;0.0;10.0
2408;21.84;-0.0;0.0;-1.47;19.78;11.47;-11.47;-11.47;2.06;0.0;10.0
2409;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2410;38.59;-0.0;-11.88;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2411;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2412;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2413;51.04;-0.0;-24.33;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2414;41.66;-0.0;-14.94;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2415;25.38;-0.0;1.34;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2416;13.79;12.93;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2417;2.68;14.11;2.24;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2418;-0.0;-0.0;22.99;-2.08;20.83;12.08;-12.08;-12.08;2.17;0.0;10.0
2419;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2420;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2421;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
2422;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2423;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2424;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2425;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2426;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2427;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2428;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2429;1.05;14.11;0.0;2.03;13.73;7.96;-7.96;-7.96;1.43;0.0;10.0
2430;3.64;14.11;0.0;0.68;16.07;9.32;-9.32;-9.32;1.67;0.0;10.0
2431;6.13;-0.0;0.0;6.78;5.55;3.22;-3.22;-3.22;0.58;0.0;10.0
2432;9.67;-0.0;0.0;4.92;8.76;5.08;-5.08;-5.08;0.91;0.0;10.0
2433;14.46;12.26;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2434;17.05;9.67;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2435;14.27;12.45;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2436;12.35;-0.0;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
2437;13.12;-0.0;0.0;3.11;11.88;6.89;-6.89;-6.89;1.24;0.0;10.0
2438;16.57;-0.0;0.0;1.29;15.01;8.7;-8.7;-8.7;1.56;0.0;10.0
2439;15.8;10.92;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2440;5.46;0.48;0.0;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2441;1.24;14.11;0.0;1.93;13.91;8.07;-8.07;-8.07;1.45;0.0;10.0
2442;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2443;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2444;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2445;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2446;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2447;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2448;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2449;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2450;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2451;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2452;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2453;2.3;-0.0;3.64;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2454;6.99;14.11;0.0;-1.09;19.11;11.08;-11.08;-11.08;1.99;0.0;10.0
2455;13.6;5.43;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2456;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2457;51.52;-0.0;-24.8;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2458;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2459;49.32;-0.0;-22.6;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2460;41.37;-0.0;-14.65;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2461;36.58;-0.0;-9.86;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2462;31.51;-0.0;-4.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2463;20.11;6.61;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2464;9.29;-0.0;17.43;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2465;2.3;-0.0;24.42;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2466;-0.0;-0.0;11.16;4.14;10.11;5.86;-5.86;-5.86;1.05;0.0;10.0
2467;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2468;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2469;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
2470;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2471;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2472;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2473;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2474;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2475;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2476;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2477;4.98;-0.0;0.96;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2478;21.84;4.88;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2479;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2480;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2481;51.52;-0.0;-24.8;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2482;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2483;50.47;-0.0;-23.75;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2484;42.33;-0.0;-15.61;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2485;34.48;-0.0;-7.76;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2486;31.51;-0.0;-4.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2487;23.27;3.45;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2488;11.97;14.11;0.64;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2489;2.3;-0.0;24.42;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2490;-0.0;14.11;12.61;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2491;-0.0;14.11;12.27;-7.19;23.89;13.86;-13.86;-13.86;2.48;0.0;6.67
2492;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
2493;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2494;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2495;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2496;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2497;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2498;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2499;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2500;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2501;0.96;14.11;0.0;2.08;13.65;7.91;-7.91;-7.91;1.42;0.0;10.0
2502;3.06;14.11;0.0;0.98;15.55;9.02;-9.02;-9.02;1.62;0.0;10.0
2503;6.03;-0.0;0.0;6.83;5.47;3.17;-3.17;-3.17;0.57;0.0;10.0
2504;9.96;10.15;0.0;-0.57;18.22;10.57;-10.57;-10.57;1.89;0.0;10.0
2505;14.17;12.55;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2506;15.32;11.4;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2507;12.93;13.79;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2508;11.4;14.11;0.0;-3.4;23.1;13.4;-13.4;-13.4;2.4;0.0;10.0
2509;12.93;13.79;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2510;10.92;14.11;0.0;-3.15;22.67;13.15;-13.15;-13.15;2.36;0.0;10.0
2511;7.57;14.11;0.0;-1.39;19.63;11.39;-11.39;-11.39;2.04;0.0;10.0
2512;5.46;-0.0;0.48;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2513;1.72;4.21;0.0;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2514;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2515;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2516;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2517;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2518;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2519;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
2520;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2521;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2522;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2523;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2524;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2525;2.39;-0.0;3.54;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2526;10.15;-0.0;0.0;4.67;9.2;5.33;-5.33;-5.33;0.96;0.0;10.0
2527;20.97;-0.0;0.0;-1.02;19.0;11.02;-11.02;-11.02;1.98;0.0;10.0
2528;32.85;-0.0;-6.13;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2529;47.12;-0.0;-20.4;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2530;40.89;-0.0;-14.17;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2531;50.85;-0.0;-24.13;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2532;44.25;-0.0;-17.53;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2533;37.83;-0.0;-11.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2534;25.95;-0.0;0.77;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2535;12.74;-0.0;13.98;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2536;5.08;-0.0;13.96;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2537;1.44;-0.0;25.28;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2538;-0.0;-0.0;7.31;6.16;6.62;3.84;-3.84;-3.84;0.69;0.0;10.0
2539;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2540;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2541;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2542;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2543;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2544;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2545;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2546;-0.0;5.18;0.76;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2547;-0.0;5.94;0.0;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2548;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2549;4.21;-0.0;1.72;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2550;16.76;-0.0;0.0;1.19;15.18;8.8;-8.8;-8.8;1.58;0.0;10.0
2551;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2552;36.2;-0.0;-9.48;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2553;50.28;-0.0;-23.56;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2554;47.12;-0.0;-20.4;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2555;39.27;-0.0;-12.55;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2556;36.58;-0.0;-9.86;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2557;36.87;-0.0;-10.15;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2558;38.21;-0.0;-11.49;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2559;31.51;-0.0;-4.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2560;17.53;-0.0;9.19;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2561;3.83;-0.0;22.89;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2562;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2563;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
2564;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2565;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2566;-0.0;-0.0;6.75;3.12;6.12;3.55;-3.55;-3.55;0.64;0.0;6.67
2567;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2568;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2569;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2570;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2571;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2572;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2573;2.68;-0.0;3.26;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2574;11.4;-0.0;0.0;4.01;10.32;5.99;-5.99;-5.99;1.07;0.0;10.0
2575;26.24;-0.0;0.0;-3.79;23.77;13.79;-13.79;-13.79;2.47;0.0;10.0
2576;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2577;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2578;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2579;43.1;-0.0;-16.38;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2580;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2581;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2582;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2583;35.91;-0.0;-9.19;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2584;16.95;-0.0;9.77;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2585;3.73;-0.0;15.3;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2586;-0.0;-0.0;25.57;-3.43;23.16;13.43;-13.43;-13.43;2.41;0.0;10.0
2587;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2588;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2589;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2590;-0.0;-0.0;7.95;2.49;7.2;4.18;-4.18;-4.18;0.75;0.0;6.67
2591;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2592;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2593;-0.0;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
2594;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2595;-0.0;4.57;1.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2596;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2597;5.08;-0.0;0.86;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2598;17.33;-0.0;0.0;0.89;15.7;9.11;-9.11;-9.11;1.63;0.0;10.0
2599;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2600;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2601;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2602;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2603;40.61;-0.0;-13.89;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2604;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2605;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2606;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2607;38.4;-0.0;-11.68;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2608;18.77;-0.0;7.95;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2609;3.93;-0.0;15.11;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2610;-0.0;-0.0;5.94;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2611;-0.0;-0.0;18.99;-3.31;17.2;9.98;-9.98;-9.98;1.79;0.0;6.67
2612;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2613;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2614;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2615;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2616;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2617;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2618;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2619;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2620;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2621;4.98;-0.0;0.96;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2622;13.41;-0.0;0.0;2.96;12.14;7.04;-7.04;-7.04;1.26;0.0;10.0
2623;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2624;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2625;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2626;28.83;-0.0;-2.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2627;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2628;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2629;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2630;50.18;-0.0;-23.46;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2631;24.71;-0.0;2.01;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2632;6.61;-0.0;17.94;-2.9;22.24;12.9;-12.9;-12.9;2.31;0.0;10.0
2633;1.92;8.22;8.9;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2634;-0.0;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
2635;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2636;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2637;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2638;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2639;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2640;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2641;-0.0;14.11;0.0;-0.75;12.78;7.41;-7.41;-7.41;1.33;0.0;6.67
2642;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2643;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2644;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2645;4.88;-0.0;1.05;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2646;16.76;-0.0;0.0;1.19;15.18;8.8;-8.8;-8.8;1.58;0.0;10.0
2647;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2648;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2649;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2650;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2651;42.23;-0.0;-15.51;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2652;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2653;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2654;52.19;-0.0;-25.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2655;36.87;-0.0;-10.15;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2656;18.87;-0.0;7.85;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2657;4.12;-0.0;22.6;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2658;-0.0;12.81;13.91;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2659;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2660;-0.0;-0.0;7.92;2.5;7.18;4.16;-4.16;-4.16;0.75;0.0;6.67
2661;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2662;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2663;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2664;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2665;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2666;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2667;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
2668;0.19;14.11;0.0;-0.85;12.95;7.51;-7.51;-7.51;1.35;0.0;6.67
2669;3.45;-0.0;2.49;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
2670;11.49;-0.0;0.0;3.96;10.41;6.04;-6.04;-6.04;1.08;0.0;10.0
2671;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2672;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
2673;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
