;grid;pv;battery storage;hydrogen_storage;Curtailment
1968;8.17;0.0;25.57;27.88;0.0
1969;0.0;0.0;25.57;32.17;0.0
1970;14.11;0.0;19.63;27.88;0.0
1971;0.0;0.0;25.57;32.17;0.0
1972;14.11;0.0;19.63;27.88;0.0
1973;14.11;0.0;19.63;24.55;0.0
1974;0.0;0.0;25.57;29.29;0.0
1975;0.0;0.0;25.57;32.71;0.0
1976;14.11;3.45;25.57;35.47;3.45
1977;14.11;31.03;29.98;35.47;31.03
1978;14.11;18.77;51.14;35.47;18.77
1979;14.11;17.72;51.14;35.47;17.72
1980;14.11;9.67;51.14;35.47;9.67
1981;14.11;0.0;44.92;35.47;0.0
1982;14.11;0.0;27.39;35.47;0.0
1983;14.11;0.0;13.6;35.47;0.0
1984;14.11;0.0;3.54;35.47;0.0
1985;0.0;0.0;12.96;35.47;0.0
1986;14.11;0.0;3.27;33.15;0.0
1987;0.0;0.0;12.96;38.8;0.0
1988;0.0;0.0;12.96;38.8;0.0
1989;0.0;0.0;25.57;32.17;0.0
1990;0.0;0.0;25.57;32.17;0.0
1991;0.0;0.0;25.57;32.17;0.0
1992;0.0;0.0;25.57;32.17;0.0
1993;3.32;0.0;25.57;30.43;0.0
1994;0.0;0.0;25.57;32.17;0.0
1995;14.11;0.0;19.63;27.88;0.0
1996;8.17;0.0;25.57;27.88;0.0
1997;0.0;0.0;25.57;28.89;0.0
1998;14.11;0.0;23.37;24.55;0.0
1999;0.03;0.0;25.57;35.47;0.0
2000;14.11;0.0;27.58;35.47;0.0
2001;14.11;0.0;31.22;35.47;0.0
2002;14.11;0.0;34.96;35.47;0.0
2003;13.34;0.0;25.57;35.47;0.0
2004;14.11;0.0;25.57;28.88;0.0
2005;14.11;0.0;23.01;31.43;0.0
2006;0.0;0.0;25.57;35.28;0.0
2007;14.11;0.0;14.82;30.25;0.0
2008;14.11;0.0;21.84;24.55;0.0
2009;0.0;0.0;25.57;28.84;0.0
2010;8.17;0.0;25.57;24.55;0.0
2011;14.11;0.0;25.57;24.76;0.0
2012;14.11;0.0;25.57;24.76;0.0
2013;14.11;0.0;25.57;24.76;0.0
2014;14.11;0.0;25.57;24.76;0.0
2015;14.11;0.0;25.57;24.76;0.0
2016;0.0;0.0;25.57;32.17;0.0
2017;0.0;0.0;25.57;32.17;0.0
2018;0.0;0.0;25.57;32.17;0.0
2019;8.17;0.0;25.57;27.88;0.0
2020;0.0;0.0;25.57;32.17;0.0
2021;0.0;0.0;25.57;29.09;0.0
2022;0.0;0.0;25.57;32.92;0.0
2023;12.86;0.0;25.57;35.47;0.0
2024;14.11;0.0;36.01;35.47;0.0
2025;14.11;0.0;38.69;35.47;0.0
2026;14.11;0.0;36.49;35.47;0.0
2027;14.11;0.0;35.43;35.47;0.0
2028;14.11;0.0;25.57;34.46;0.0
2029;5.01;0.0;25.57;35.47;0.0
2030;0.0;0.0;25.57;34.98;0.0
2031;0.0;0.0;25.57;32.61;0.0
2032;0.0;0.0;25.57;30.35;0.0
2033;14.11;0.0;19.63;24.55;0.0
2034;14.11;0.0;19.63;24.55;0.0
2035;14.11;0.0;19.63;27.88;0.0
2036;0.0;0.0;25.57;32.17;0.0
2037;14.11;0.0;19.63;27.88;0.0
2038;14.11;0.0;19.63;27.88;0.0
2039;0.0;0.0;25.57;32.17;0.0
2040;14.11;0.0;19.63;27.88;0.0
2041;8.17;0.0;25.57;27.88;0.0
2042;0.0;0.0;25.57;32.17;0.0
2043;14.11;0.0;19.63;27.88;0.0
2044;10.95;0.0;22.79;27.88;0.0
2045;0.0;0.0;25.57;29.29;0.0
2046;14.11;0.0;25.57;25.76;0.0
2047;14.11;0.0;25.57;31.09;0.0
2048;14.11;0.0;26.62;35.47;0.0
2049;14.11;0.0;33.81;35.47;0.0
2050;14.11;0.0;31.03;35.47;0.0
2051;14.11;0.0;32.37;35.47;0.0
2052;14.11;0.0;35.53;35.47;0.0
2053;14.11;0.0;30.36;35.47;0.0
2054;8.74;0.0;25.57;35.47;0.0
2055;0.0;0.0;25.57;34.98;0.0
2056;0.0;0.0;25.57;31.51;0.0
2057;0.0;0.0;20.84;31.43;0.0
2058;0.0;0.0;25.57;28.84;0.0
2059;12.77;0.0;17.76;29.57;0.0
2060;0.0;0.0;25.57;32.17;0.0
2061;0.0;0.0;25.57;32.17;0.0
2062;0.0;0.0;25.57;32.17;0.0
2063;14.11;0.0;19.63;27.88;0.0
2064;14.11;0.0;19.63;27.88;0.0
2065;14.11;0.0;19.63;27.88;0.0
2066;14.11;0.0;19.63;27.88;0.0
2067;0.0;0.0;25.57;32.17;0.0
2068;8.17;0.0;25.57;27.88;0.0
2069;8.94;0.0;25.57;24.55;0.0
2070;14.11;0.0;25.57;25.61;0.0
2071;13.84;0.0;25.57;31.43;0.0
2072;14.11;6.99;25.57;35.47;6.99
2073;14.11;20.88;25.57;35.47;20.88
2074;14.11;7.37;45.49;35.47;7.37
2075;14.11;11.97;51.14;35.47;11.97
2076;14.11;7.66;51.14;35.47;7.66
2077;14.11;1.82;51.14;35.47;1.82
2078;14.11;0.0;31.22;35.47;0.0
2079;5.49;0.0;25.57;35.47;0.0
2080;0.0;0.0;20.52;35.47;0.0
2081;0.0;0.0;20.93;31.43;0.0
2082;0.0;0.0;12.96;35.47;0.0
2083;0.0;0.0;12.96;38.8;0.0
2084;14.11;0.0;0.0;38.2;0.0
2085;0.0;0.0;24.42;32.78;0.0
2086;14.11;0.0;12.88;31.43;0.0
2087;0.0;0.0;25.57;32.17;0.0
2088;14.11;0.0;19.63;27.88;0.0
2089;14.11;0.0;19.63;27.88;0.0
2090;1.42;0.0;25.57;31.43;0.0
2091;14.11;0.0;19.63;27.88;0.0
2092;14.11;0.0;19.63;27.88;0.0
2093;14.11;0.0;21.36;24.55;0.0
2094;0.0;0.0;25.57;35.13;0.0
2095;14.11;0.0;25.57;28.57;0.0
2096;14.11;0.0;25.57;27.06;0.0
2097;14.11;0.0;25.57;25.66;0.0
2098;14.11;0.0;25.57;26.61;0.0
2099;0.0;0.0;25.57;34.93;0.0
2100;14.11;0.0;25.57;27.52;0.0
2101;0.0;0.0;25.57;35.08;0.0
2102;14.11;0.0;25.57;27.01;0.0
2103;14.11;0.0;25.57;24.75;0.0
2104;0.0;0.0;25.57;30.0;0.0
2105;0.0;0.0;25.57;28.84;0.0
2106;0.0;0.0;25.57;28.84;0.0
2107;0.0;0.0;25.57;32.17;0.0
2108;0.0;0.0;25.57;32.17;0.0
2109;0.0;0.0;25.57;32.17;0.0
2110;0.0;0.0;25.57;32.17;0.0
2111;0.0;0.0;25.57;32.17;0.0
2112;0.0;0.0;25.57;32.17;0.0
2113;0.0;0.0;25.57;32.17;0.0
2114;0.0;0.0;25.57;32.17;0.0
2115;6.22;0.0;25.57;28.9;0.0
2116;8.17;0.0;25.57;27.88;0.0
2117;8.74;0.0;25.57;24.55;0.0
2118;0.0;0.0;25.57;32.66;0.0
2119;14.11;0.0;25.57;34.26;0.0
2120;14.11;0.57;45.2;35.47;0.57
2121;14.11;7.85;51.14;35.47;7.85
2122;14.11;13.6;51.14;35.47;13.6
2123;14.11;9.96;51.14;35.47;9.96
2124;14.11;0.0;31.51;35.47;0.0
2125;14.11;0.0;14.65;35.47;0.0
2126;14.11;0.0;23.58;31.43;0.0
2127;0.51;0.0;25.57;35.47;0.0
2128;0.0;0.0;19.47;35.47;0.0
2129;14.11;0.0;0.0;35.11;0.0
2130;0.0;0.0;12.96;35.47;0.0
2131;0.0;0.0;25.57;32.17;0.0
2132;14.11;0.0;2.69;36.78;0.0
2133;0.0;0.0;25.57;32.17;0.0
2134;0.0;0.0;25.57;32.17;0.0
2135;0.0;0.0;25.57;32.17;0.0
2136;14.11;0.0;19.63;27.88;0.0
2137;0.0;0.0;25.57;32.17;0.0
2138;14.11;0.0;19.63;27.88;0.0
2139;14.11;0.0;19.63;27.88;0.0
2140;0.0;0.0;25.57;32.17;0.0
2141;8.55;0.0;25.57;24.55;0.0
2142;14.11;0.0;21.16;24.55;0.0
2143;0.0;0.0;25.57;30.7;0.0
2144;0.0;0.0;25.57;32.16;0.0
2145;0.0;0.0;25.57;34.22;0.0
2146;9.99;0.0;25.57;35.47;0.0
2147;9.7;0.0;25.57;35.47;0.0
2148;14.11;0.0;25.57;26.21;0.0
2149;0.0;0.0;25.57;33.67;0.0
2150;0.0;0.0;25.57;32.66;0.0
2151;0.0;0.0;25.57;31.05;0.0
2152;9.51;0.0;25.57;24.55;0.0
2153;0.0;0.0;25.57;28.84;0.0
2154;0.0;0.0;25.57;28.84;0.0
2155;0.0;0.0;25.57;32.17;0.0
2156;0.0;0.0;25.57;32.17;0.0
2157;5.28;0.0;25.57;29.4;0.0
2158;0.0;0.0;25.57;32.17;0.0
2159;0.0;0.0;25.57;32.17;0.0
2160;1.42;0.0;25.57;31.43;0.0
2161;8.17;0.0;25.57;27.88;0.0
2162;0.0;0.0;25.57;32.17;0.0
2163;0.0;0.0;25.57;32.17;0.0
2164;0.0;0.0;25.57;32.17;0.0
2165;0.0;0.0;25.57;28.99;0.0
2166;0.0;0.0;25.57;30.4;0.0
2167;0.0;0.0;25.57;32.82;0.0
2168;0.03;0.0;25.57;35.47;0.0
2169;2.42;0.0;25.57;35.47;0.0
2170;14.11;0.0;25.57;30.44;0.0
2171;5.68;0.0;25.57;35.47;0.0
2172;0.51;0.0;25.57;35.47;0.0
2173;0.0;0.0;25.57;35.08;0.0
2174;0.0;0.0;25.57;33.42;0.0
2175;0.0;0.0;25.57;31.36;0.0
2176;0.0;0.0;25.57;29.7;0.0
2177;0.0;0.0;25.57;28.84;0.0
2178;8.17;0.0;25.57;24.55;0.0
2179;14.11;0.0;25.57;24.76;0.0
2180;14.11;0.0;25.57;24.76;0.0
2181;14.11;0.0;25.57;24.76;0.0
2182;14.11;0.0;25.57;24.76;0.0
2183;14.11;0.0;25.57;24.76;0.0
2184;1.42;0.0;25.57;31.43;0.0
2185;0.0;0.0;25.57;32.17;0.0
2186;0.0;0.0;25.57;32.17;0.0
2187;3.24;0.0;25.57;30.47;0.0
2188;0.0;0.0;25.57;32.17;0.0
2189;0.0;0.0;25.57;30.15;0.0
2190;14.11;0.0;25.57;32.0;0.0
2191;14.11;11.49;25.57;35.47;11.49
2192;14.11;29.69;25.57;35.47;29.69
2193;14.11;44.92;25.57;35.47;44.92
2194;14.11;52.39;25.57;35.47;52.39
2195;14.11;38.79;40.61;35.47;38.79
2196;14.11;24.8;51.14;35.47;24.8
2197;14.11;16.47;51.14;35.47;16.47
2198;14.11;3.06;51.14;35.47;3.06
2199;14.11;0.0;36.1;35.47;0.0
2200;14.11;0.0;15.23;35.47;0.0
2201;14.11;0.0;7.59;31.43;0.0
2202;14.11;0.0;10.99;29.09;0.0
2203;14.11;0.0;19.63;27.88;0.0
2204;14.11;0.0;19.63;27.88;0.0
2205;14.11;0.0;19.63;27.88;0.0
2206;14.11;0.0;19.63;27.88;0.0
2207;14.11;0.0;19.63;27.88;0.0
2208;14.11;0.0;19.63;27.88;0.0
2209;14.11;0.0;19.63;27.88;0.0
2210;14.11;0.0;19.63;27.88;0.0
2211;14.11;0.0;19.63;27.88;0.0
2212;14.11;0.0;19.63;27.88;0.0
2213;3.75;0.0;25.57;28.28;0.0
2214;14.11;0.0;25.57;33.25;0.0
2215;14.11;17.53;25.57;35.47;17.53
2216;14.11;34.67;25.57;35.47;34.67
2217;14.11;45.39;25.57;35.47;45.39
2218;14.11;50.85;25.57;35.47;50.85
2219;14.11;36.58;39.74;35.47;36.58
2220;14.11;20.4;51.14;35.47;20.4
2221;14.11;13.41;51.14;35.47;13.41
2222;14.11;2.49;51.14;35.47;2.49
2223;14.11;0.0;36.97;35.47;0.0
2224;14.11;0.0;23.2;31.43;0.0
2225;14.11;0.0;7.69;31.43;0.0
2226;14.11;0.0;0.57;34.57;0.0
2227;14.11;0.0;19.63;27.88;0.0
2228;14.11;0.0;19.63;27.88;0.0
2229;14.11;0.0;19.63;27.88;0.0
2230;14.05;0.0;19.69;27.88;0.0
2231;14.11;0.0;19.63;27.88;0.0
2232;14.11;0.0;19.63;27.88;0.0
2233;14.11;0.0;19.63;27.88;0.0
2234;14.11;0.0;19.63;27.88;0.0
2235;0.0;0.0;25.57;32.17;0.0
2236;14.11;0.0;19.63;27.88;0.0
2237;14.11;0.0;21.93;24.55;0.0
2238;14.11;0.0;25.57;28.17;0.0
2239;14.11;5.65;25.57;35.47;5.65
2240;14.11;23.08;25.57;35.47;23.08
2241;14.11;29.11;25.57;35.47;29.11
2242;14.11;12.55;43.48;35.47;12.55
2243;14.11;8.91;51.14;35.47;8.91
2244;14.11;8.14;51.14;35.47;8.14
2245;14.11;0.0;48.17;35.47;0.0
2246;14.11;0.0;36.2;35.47;0.0
2247;14.11;0.0;19.82;35.47;0.0
2248;14.11;0.0;6.99;35.47;0.0
2249;14.11;0.0;0.0;35.32;0.0
2250;14.11;0.0;17.33;25.76;0.0
2251;14.11;0.0;19.63;27.88;0.0
2252;1.04;0.0;25.57;31.62;0.0
2253;14.11;0.0;19.63;27.88;0.0
2254;14.11;0.0;19.63;27.88;0.0
2255;8.17;0.0;25.57;27.88;0.0
2256;14.11;0.0;19.63;27.88;0.0
2257;14.11;0.0;19.63;27.88;0.0
2258;14.11;0.0;19.63;27.88;0.0
2259;14.11;0.0;19.63;27.88;0.0
2260;8.17;0.0;25.57;27.88;0.0
2261;14.11;0.0;22.98;24.55;0.0
2262;14.11;0.0;25.57;33.15;0.0
2263;14.11;16.66;25.57;35.47;16.66
2264;14.11;32.94;25.57;35.47;32.94
2265;14.11;44.53;25.57;35.47;44.53
2266;14.11;51.04;25.57;35.47;51.04
2267;14.11;38.21;40.32;35.47;38.21
2268;14.11;24.42;51.14;35.47;24.42
2269;14.11;16.28;51.14;35.47;16.28
2270;14.11;3.35;51.14;35.47;3.35
2271;14.11;0.0;36.39;35.47;0.0
2272;14.11;0.0;15.42;35.47;0.0
2273;14.11;0.0;7.88;31.43;0.0
2274;14.11;0.0;6.54;31.43;0.0
2275;14.11;0.0;12.88;31.43;0.0
2276;14.11;0.0;14.94;30.35;0.0
2277;14.11;0.0;19.63;27.88;0.0
2278;0.0;0.0;25.57;32.17;0.0
2279;3.61;0.0;25.57;30.28;0.0
2280;1.42;0.0;25.57;31.43;0.0
2281;14.11;0.0;19.63;27.88;0.0
2282;14.11;0.0;19.63;27.88;0.0
2283;14.11;0.0;19.63;27.88;0.0
2284;14.11;0.0;19.63;27.88;0.0
2285;14.11;0.0;23.18;24.55;0.0
2286;14.11;0.0;25.57;32.95;0.0
2287;14.11;15.99;25.57;35.47;15.99
2288;14.11;32.37;25.57;35.47;32.37
2289;14.11;43.67;25.57;35.47;43.67
2290;14.11;43.19;32.27;35.47;43.19
2291;14.11;25.09;51.14;35.47;25.09
2292;14.11;20.4;51.14;35.47;20.4
2293;14.11;10.15;51.14;35.47;10.15
2294;14.11;0.0;44.44;35.47;0.0
2295;14.11;0.0;25.09;35.47;0.0
2296;0.0;0.0;25.57;34.43;0.0
2297;14.11;0.0;7.78;31.43;0.0
2298;14.11;0.0;6.54;31.43;0.0
2299;14.11;0.0;19.63;27.88;0.0
2300;14.11;0.0;19.63;27.88;0.0
2301;14.11;0.0;19.63;27.88;0.0
2302;14.11;0.0;14.03;30.83;0.0
2303;14.11;0.0;19.63;27.88;0.0
2304;14.11;0.0;19.63;27.88;0.0
2305;14.11;0.0;19.63;27.88;0.0
2306;14.11;0.0;19.63;27.88;0.0
2307;14.11;0.0;19.63;27.88;0.0
2308;14.11;0.0;19.63;27.88;0.0
2309;0.0;0.0;25.57;30.6;0.0
2310;14.11;0.0;25.57;31.29;0.0
2311;14.11;11.68;25.57;35.47;11.68
2312;14.11;28.73;25.57;35.47;28.73
2313;14.11;40.99;25.57;35.47;40.99
2314;14.11;47.88;25.57;35.47;47.88
2315;14.11;32.75;42.33;35.47;32.75
2316;14.11;20.4;51.14;35.47;20.4
2317;14.11;12.83;51.14;35.47;12.83
2318;14.11;0.0;51.04;35.47;0.0
2319;14.11;0.0;34.48;35.47;0.0
2320;3.86;0.0;25.57;35.47;0.0
2321;14.11;0.0;0.67;35.47;0.0
2322;14.11;0.0;0.0;34.86;0.0
2323;1.42;0.0;25.57;31.43;0.0
2324;14.11;0.0;12.88;31.43;0.0
2325;14.11;0.0;16.14;29.72;0.0
2326;0.0;0.0;25.57;32.17;0.0
2327;0.0;0.0;25.57;32.17;0.0
2328;0.0;0.0;25.57;32.17;0.0
2329;14.11;0.0;19.63;27.88;0.0
2330;0.0;0.0;25.57;32.17;0.0
2331;0.0;0.0;25.57;32.17;0.0
2332;0.0;0.0;25.57;32.17;0.0
2333;0.0;0.0;25.57;29.9;0.0
2334;14.11;0.0;25.57;25.76;0.0
2335;14.11;0.0;25.57;28.37;0.0
2336;14.11;0.0;25.57;30.33;0.0
2337;14.11;0.0;25.57;32.1;0.0
2338;7.12;0.0;25.57;35.47;0.0
2339;14.11;0.0;25.57;30.99;0.0
2340;3.38;0.0;25.57;35.47;0.0
2341;2.9;0.0;25.57;35.47;0.0
2342;14.11;0.0;25.57;29.18;0.0
2343;14.11;0.0;25.57;27.17;0.0
2344;13.53;0.0;25.57;24.55;0.0
2345;8.84;0.0;25.57;24.55;0.0
2346;14.11;0.0;19.63;24.55;0.0
2347;14.11;0.0;25.57;24.76;0.0
2348;14.11;0.0;25.57;24.76;0.0
2349;14.11;0.0;25.57;24.76;0.0
2350;14.11;0.0;25.57;24.76;0.0
2351;14.11;0.0;25.57;24.76;0.0
2352;14.11;0.0;19.63;27.88;0.0
2353;14.11;0.0;19.63;27.88;0.0
2354;0.0;0.0;25.57;32.17;0.0
2355;14.11;0.0;19.63;27.88;0.0
2356;0.0;0.0;25.57;32.17;0.0
2357;0.0;0.0;25.57;29.6;0.0
2358;2.35;0.0;25.57;31.43;0.0
2359;14.11;0.0;25.57;32.65;0.0
2360;14.11;25.86;25.57;35.47;25.86
2361;14.11;40.61;25.57;35.47;40.61
2362;14.11;47.12;25.57;35.47;47.12
2363;14.11;29.11;45.3;35.47;29.11
2364;14.11;20.4;51.14;35.47;20.4
2365;14.11;12.45;51.14;35.47;12.45
2366;14.11;0.0;50.37;35.47;0.0
2367;14.11;0.0;32.18;35.47;0.0
2368;14.11;0.0;13.02;35.47;0.0
2369;0.0;0.0;22.66;31.43;0.0
2370;14.11;0.0;6.54;31.43;0.0
2371;14.11;0.0;19.63;27.88;0.0
2372;14.11;0.0;7.2;34.41;0.0
2373;14.11;0.0;19.63;27.88;0.0
2374;14.11;0.0;19.63;27.88;0.0
2375;14.11;0.0;19.63;27.88;0.0
2376;0.0;0.0;25.57;32.17;0.0
2377;14.11;0.0;19.63;27.88;0.0
2378;14.11;0.0;19.63;27.88;0.0
2379;14.11;0.0;19.63;27.88;0.0
2380;14.11;0.0;19.63;27.88;0.0
2381;14.11;0.0;23.65;24.55;0.0
2382;14.11;0.0;25.57;29.93;0.0
2383;14.11;0.0;30.65;35.47;0.0
2384;14.11;0.0;43.48;35.47;0.0
2385;14.11;1.53;51.14;35.47;1.53
2386;14.11;2.2;51.14;35.47;2.2
2387;14.11;0.0;43.96;35.47;0.0
2388;14.11;0.0;34.29;35.47;0.0
2389;14.11;0.0;26.62;35.47;0.0
2390;14.11;0.0;19.73;35.47;0.0
2391;14.11;0.0;13.02;35.47;0.0
2392;0.0;0.0;25.53;31.43;0.0
2393;14.11;0.0;6.92;31.43;0.0
2394;10.68;0.0;2.28;35.47;0.0
2395;14.11;0.0;15.45;30.08;0.0
2396;14.11;0.0;19.63;27.88;0.0
2397;14.11;0.0;19.63;27.88;0.0
2398;14.11;0.0;19.63;27.88;0.0
2399;0.0;0.0;25.57;32.17;0.0
2400;14.11;0.0;19.63;27.88;0.0
2401;14.11;0.0;19.63;27.88;0.0
2402;0.0;0.0;25.57;32.17;0.0
2403;0.0;0.0;25.57;32.17;0.0
2404;0.0;0.0;25.57;32.17;0.0
2405;14.11;0.0;23.46;24.55;0.0
2406;14.11;0.0;25.57;29.28;0.0
2407;14.11;0.0;25.57;33.25;0.0
2408;14.11;0.0;25.57;32.9;0.0
2409;14.11;4.02;25.57;35.47;4.02
2410;14.11;11.11;37.45;35.47;11.11
2411;14.11;7.57;51.14;35.47;7.57
2412;14.11;7.18;51.14;35.47;7.18
2413;14.11;0.0;49.9;35.47;0.0
2414;14.11;0.0;40.51;35.47;0.0
2415;14.11;0.0;24.23;35.47;0.0
2416;1.18;0.0;25.57;35.47;0.0
2417;0.0;0.0;23.33;31.43;0.0
2418;14.11;0.0;2.58;33.51;0.0
2419;0.0;0.0;25.57;32.17;0.0
2420;14.11;0.0;19.63;27.88;0.0
2421;14.11;0.0;12.88;31.43;0.0
2422;0.0;0.0;25.57;32.17;0.0
2423;14.11;0.0;19.63;27.88;0.0
2424;14.11;0.0;19.63;27.88;0.0
2425;14.11;0.0;19.63;27.88;0.0
2426;14.11;0.0;19.63;27.88;0.0
2427;0.0;0.0;25.57;32.17;0.0
2428;14.11;0.0;19.63;27.88;0.0
2429;0.0;0.0;25.57;29.39;0.0
2430;0.0;0.0;25.57;30.75;0.0
2431;14.11;0.0;25.57;24.65;0.0
2432;14.11;0.0;25.57;26.51;0.0
2433;1.85;0.0;25.57;35.47;0.0
2434;4.43;0.0;25.57;35.47;0.0
2435;1.66;0.0;25.57;35.47;0.0
2436;14.11;0.0;25.57;27.92;0.0
2437;14.11;0.0;25.57;28.32;0.0
2438;14.11;0.0;25.57;30.13;0.0
2439;3.19;0.0;25.57;35.47;0.0
2440;13.63;0.0;25.57;24.55;0.0
2441;0.0;0.0;25.57;29.49;0.0
2442;14.11;0.0;19.63;24.55;0.0
2443;0.0;0.0;25.57;32.17;0.0
2444;0.0;0.0;25.57;32.17;0.0
2445;14.11;0.0;19.63;27.88;0.0
2446;14.11;0.0;19.63;27.88;0.0
2447;0.0;0.0;25.57;32.17;0.0
2448;14.11;0.0;19.63;27.88;0.0
2449;0.0;0.0;25.57;32.17;0.0
2450;0.0;0.0;25.57;32.17;0.0
2451;8.17;0.0;25.57;27.88;0.0
2452;0.0;0.0;25.57;32.17;0.0
2453;14.11;0.0;21.93;24.55;0.0
2454;0.0;0.0;25.57;32.51;0.0
2455;8.67;0.0;25.57;31.43;0.0
2456;14.11;4.98;25.57;35.47;4.98
2457;14.11;6.13;50.37;35.47;6.13
2458;14.11;8.43;51.14;35.47;8.43
2459;14.11;0.0;48.17;35.47;0.0
2460;14.11;0.0;40.22;35.47;0.0
2461;14.11;0.0;35.43;35.47;0.0
2462;14.11;0.0;30.36;35.47;0.0
2463;7.5;0.0;25.57;35.47;0.0
2464;14.11;0.0;8.14;35.47;0.0
2465;14.11;0.0;1.15;35.47;0.0
2466;14.11;0.0;14.41;27.29;0.0
2467;14.11;0.0;19.63;27.88;0.0
2468;0.0;0.0;25.57;32.17;0.0
2469;14.11;0.0;12.88;31.43;0.0
2470;14.11;0.0;19.63;27.88;0.0
2471;14.11;0.0;19.63;27.88;0.0
2472;14.11;0.0;19.63;27.88;0.0
2473;14.11;0.0;19.63;27.88;0.0
2474;8.17;0.0;25.57;27.88;0.0
2475;14.11;0.0;19.63;27.88;0.0
2476;0.0;0.0;25.57;32.17;0.0
2477;14.11;0.0;24.61;24.55;0.0
2478;9.22;0.0;25.57;35.47;0.0
2479;14.11;12.26;25.57;35.47;12.26
2480;14.11;21.93;25.57;35.47;21.93
2481;14.11;1.82;50.37;35.47;1.82
2482;14.11;2.49;51.14;35.47;2.49
2483;14.11;0.0;49.32;35.47;0.0
2484;14.11;0.0;41.18;35.47;0.0
2485;14.11;0.0;33.33;35.47;0.0
2486;14.11;0.0;30.36;35.47;0.0
2487;10.66;0.0;25.57;35.47;0.0
2488;0.0;0.0;24.93;35.47;0.0
2489;14.11;0.0;1.15;35.47;0.0
2490;0.0;0.0;12.96;35.47;0.0
2491;0.0;0.0;13.3;38.62;0.0
2492;14.11;0.0;12.88;31.43;0.0
2493;14.11;0.0;19.63;27.88;0.0
2494;14.11;0.0;19.63;27.88;0.0
2495;0.0;0.0;25.57;32.17;0.0
2496;14.11;0.0;19.63;27.88;0.0
2497;0.0;0.0;25.57;32.17;0.0
2498;14.11;0.0;19.63;27.88;0.0
2499;8.17;0.0;25.57;27.88;0.0
2500;0.0;0.0;25.57;32.17;0.0
2501;0.0;0.0;25.57;29.34;0.0
2502;0.0;0.0;25.57;30.45;0.0
2503;14.11;0.0;25.57;24.6;0.0
2504;3.96;0.0;25.57;32.0;0.0
2505;1.56;0.0;25.57;35.47;0.0
2506;2.71;0.0;25.57;35.47;0.0
2507;0.32;0.0;25.57;35.47;0.0
2508;0.0;0.0;25.57;34.83;0.0
2509;0.32;0.0;25.57;35.47;0.0
2510;0.0;0.0;25.57;34.58;0.0
2511;0.0;0.0;25.57;32.82;0.0
2512;14.11;0.0;25.09;24.55;0.0
2513;9.89;0.0;25.57;24.55;0.0
2514;14.11;0.0;19.63;24.55;0.0
2515;14.11;0.0;25.57;24.76;0.0
2516;14.11;0.0;25.57;24.76;0.0
2517;14.11;0.0;25.57;24.76;0.0
2518;14.11;0.0;25.57;24.76;0.0
2519;14.11;0.0;25.57;24.76;0.0
2520;14.11;0.0;19.63;27.88;0.0
2521;0.0;0.0;25.57;32.17;0.0
2522;0.0;0.0;25.57;32.17;0.0
2523;0.0;0.0;25.57;32.17;0.0
2524;0.0;0.0;25.57;32.17;0.0
2525;14.11;0.0;22.03;24.55;0.0
2526;14.11;0.0;25.57;26.76;0.0
2527;14.11;0.0;25.57;32.45;0.0
2528;14.11;0.0;31.7;35.47;0.0
2529;14.11;0.0;45.97;35.47;0.0
2530;14.11;0.0;39.74;35.47;0.0
2531;14.11;0.0;49.7;35.47;0.0
2532;14.11;0.0;43.1;35.47;0.0
2533;14.11;0.0;36.68;35.47;0.0
2534;14.11;0.0;24.8;35.47;0.0
2535;14.11;0.0;11.59;35.47;0.0
2536;14.11;0.0;11.61;31.43;0.0
2537;14.11;0.0;0.29;35.47;0.0
2538;14.11;0.0;18.26;25.27;0.0
2539;14.11;0.0;19.63;27.88;0.0
2540;14.11;0.0;19.63;27.88;0.0
2541;14.11;0.0;19.63;27.88;0.0
2542;0.0;0.0;25.57;32.17;0.0
2543;0.0;0.0;25.57;32.17;0.0
2544;14.11;0.0;19.63;27.88;0.0
2545;14.11;0.0;19.63;27.88;0.0
2546;8.93;0.0;24.81;27.88;0.0
2547;8.17;0.0;25.57;27.88;0.0
2548;0.0;0.0;25.57;32.17;0.0
2549;14.11;0.0;23.85;24.55;0.0
2550;14.11;0.0;25.57;30.23;0.0
2551;14.11;8.62;25.57;35.47;8.62
2552;14.11;9.1;35.05;35.47;9.1
2553;14.11;0.0;49.13;35.47;0.0
2554;14.11;0.0;45.97;35.47;0.0
2555;14.11;0.0;38.12;35.47;0.0
2556;14.11;0.0;35.43;35.47;0.0
2557;14.11;0.0;35.72;35.47;0.0
2558;14.11;0.0;37.06;35.47;0.0
2559;14.11;0.0;30.36;35.47;0.0
2560;14.11;0.0;16.38;35.47;0.0
2561;14.11;0.0;2.68;35.47;0.0
2562;14.11;0.0;19.63;24.55;0.0
2563;14.11;0.0;12.88;31.43;0.0
2564;14.11;0.0;19.63;27.88;0.0
2565;0.0;0.0;25.57;32.17;0.0
2566;14.11;0.0;18.82;28.31;0.0
2567;14.11;0.0;19.63;27.88;0.0
2568;14.11;0.0;19.63;27.88;0.0
2569;14.11;0.0;19.63;27.88;0.0
2570;14.11;0.0;19.63;27.88;0.0
2571;14.11;0.0;19.63;27.88;0.0
2572;14.11;0.0;19.63;27.88;0.0
2573;14.11;0.0;22.31;24.55;0.0
2574;14.11;0.0;25.57;27.42;0.0
